year,rien_PRON avoir_VERB,rien_PRON savoir_VERB
1849,4.6002986664461787e-07,5.002510761187295e-07
1850,4.915233375868411e-07,5.838536480951007e-07
1851,4.695191364589846e-07,6.70096710564394e-07
1852,5.351668619368866e-07,6.881646754663961e-07
1853,4.2818751921913645e-07,6.90355307142454e-07
1854,4.847555032938544e-07,6.011383675286197e-07
1855,4.5586588726109767e-07,8.931575052884e-07
1856,5.358390922083345e-07,6.274753445723036e-07
1857,5.086532723908022e-07,7.483353670068027e-07
1858,5.965391096651729e-07,7.54115490053664e-07
1859,5.015790520701557e-07,7.419296821353782e-07
1860,4.224740735025989e-07,7.675937467865879e-07
1861,5.003637397749117e-07,7.724748343207466e-07
1862,5.299597773955611e-07,7.897439786574978e-07
1863,5.044566933065653e-07,7.486936510758824e-07
1864,4.463891798422992e-07,9.047651587934524e-07
1865,5.271665486361599e-07,9.173639909931808e-07
1866,5.089431169835734e-07,7.400597041851142e-07
1867,5.78455114919052e-07,8.079931035354093e-07
1868,4.880595838585577e-07,7.884038950578542e-07
1869,4.39028383425466e-07,9.371473197461455e-07
1870,5.401473686106328e-07,8.434785740973894e-07
1871,4.078532072071539e-07,8.666880830787704e-07
1872,4.565741278383939e-07,8.442085572823999e-07
1873,3.8909030308786896e-07,7.38672952138586e-07
1874,4.116505749607313e-07,7.994026987034886e-07
1875,3.736157339062629e-07,9.354696999253065e-07
1876,4.395452890548768e-07,8.549064887120039e-07
1877,4.131456989853177e-07,8.034076017793268e-07
1878,4.5051601205159386e-07,6.685270932393905e-07
1879,4.6980710521893343e-07,8.296463533952192e-07
1880,4.0239896748062165e-07,7.232912935251079e-07
1881,4.1904769432221656e-07,6.805167345191876e-07
1882,4.8318094059141e-07,7.846699077163066e-07
1883,4.442495367129595e-07,7.153491878852947e-07
1884,3.6639417544392927e-07,7.347688892878068e-07
1885,2.9263185297168093e-07,7.206220971056609e-07
1886,3.575219125195872e-07,7.311774652407621e-07
1887,3.506032442146534e-07,6.940246635167568e-07
1888,3.924840541458252e-07,6.670326797575399e-07
1889,3.2704014074624865e-07,7.46177761357103e-07
1890,3.2968563346003066e-07,7.249151394717046e-07
1891,3.2381038295170583e-07,6.782170203223359e-07
1892,3.9366258874906634e-07,7.898325407040829e-07
1893,3.824376619832037e-07,7.457842343683296e-07
1894,3.8754467368562473e-07,7.738290150882676e-07
1895,4.014415821984585e-07,7.992720156835276e-07
1896,3.691540086947498e-07,9.199364967571455e-07
1897,3.396974079805659e-07,7.638821557520714e-07
1898,3.8589979567404953e-07,8.436607004114194e-07
1899,3.797446481712541e-07,7.578310032840818e-07
1900,3.602590936679917e-07,7.973457627485914e-07
1901,3.425896863973321e-07,8.539593068235263e-07
1902,3.599238027618412e-07,7.404707957903156e-07
1903,3.0565246333935647e-07,7.61971080009971e-07
1904,3.138781039524474e-07,7.836203508304607e-07
1905,3.5918881735597097e-07,7.477939902855724e-07
1906,3.1842500902712345e-07,8.606220944784582e-07
1907,3.728561353000259e-07,8.166835527845251e-07
1908,3.560757022569305e-07,9.145006174549053e-07
1909,3.8011796732462244e-07,1.0281338518325356e-06
1910,3.8584767025895417e-07,9.76910769168171e-07
1911,3.4688838468355243e-07,9.076558171727811e-07
1912,3.2715163911234413e-07,9.324863867732347e-07
1913,3.574214986201696e-07,9.662047659730888e-07
1914,3.997955957402155e-07,9.76385194917384e-07
1915,3.4988863717444474e-07,1.0331727935408708e-06
1916,3.8895615261935745e-07,1.0141427537746495e-06
1917,3.2131623584064073e-07,1.1185752555320505e-06
1918,2.848621249995631e-07,1.1038407592423027e-06
1919,4.272441742614319e-07,9.42883673360484e-07
1920,3.377215307409642e-07,9.344133786726161e-07
1921,2.711043691761006e-07,8.413322234446241e-07
1922,3.202023890480632e-07,9.51753690969781e-07
1923,3.8111252820272057e-07,9.575585409038467e-07
1924,3.8674872371302627e-07,9.681609753897646e-07
1925,3.5524115560292557e-07,1.127313225879334e-06
1926,3.2546725492466066e-07,1.0031524197984254e-06
1927,3.255573801652645e-07,1.1829328059320687e-06
1928,2.9250665534164e-07,9.483614462624246e-07
1929,3.163875419431861e-07,1.0004084742831765e-06
1930,3.4031674545076385e-07,9.064609685083269e-07
1931,2.953987348064402e-07,8.91898878307984e-07
1932,3.8906355825929495e-07,8.427883813055814e-07
1933,3.945907849356445e-07,8.729173828214698e-07
1934,3.690326764171914e-07,1.0411993116576923e-06
1935,3.4708023122220766e-07,9.024086011777399e-07
1936,2.570439505689137e-07,7.565822102151287e-07
1937,3.3618286465753044e-07,7.831675361558155e-07
1938,2.8782775984836917e-07,7.934711447887821e-07
1939,2.7529290491656866e-07,9.115254329117306e-07
1940,3.1950864354257646e-07,6.795898457312433e-07
1941,3.423743066832685e-07,9.91704837360885e-07
1942,2.9431853931782825e-07,9.648792911320925e-07
1943,4.6451762614196923e-07,8.680673317940091e-07
1944,3.502372862840275e-07,9.703821888251696e-07
1945,4.139157567806251e-07,1.130643568103551e-06
1946,4.1624102209425473e-07,1.1053356274715043e-06
1947,3.69546995671044e-07,1.0466524145158473e-06
1948,3.4790042491295026e-07,9.251976393898076e-07
1949,3.219978736979101e-07,8.560431297155446e-07
1950,3.2863266596905305e-07,1.0433290071887313e-06
1951,3.475616949799587e-07,9.829811915551545e-07
1952,2.82600751688733e-07,8.045685149227211e-07
1953,3.512267596761376e-07,8.90995522695448e-07
1954,3.146756739624834e-07,9.059140779754671e-07
1955,3.6791581692341424e-07,8.953869610195397e-07
1956,3.9419560948772414e-07,1.0247341606373084e-06
1957,2.995077750256314e-07,8.463966310046089e-07
1958,3.416436413772317e-07,8.024076123547275e-07
1959,3.069296212743211e-07,8.130534183692362e-07
1960,3.183583316967997e-07,8.457258218186325e-07
1961,3.8909692534616624e-07,9.178518212138442e-07
1962,3.754438182568265e-07,8.650428640066821e-07
1963,2.870927744424989e-07,8.509326221428637e-07
1964,3.4921978908641904e-07,9.028609042616154e-07
1965,3.6115486068410974e-07,8.755269504945318e-07
1966,3.207124166237918e-07,9.012074428937922e-07
1967,3.8801741197858064e-07,8.29775501642871e-07
1968,4.073714308105991e-07,9.014271427076892e-07
1969,3.2700657470741135e-07,8.020744530767843e-07
1970,3.219107611585059e-07,8.953717838267039e-07
1971,3.9103204585444473e-07,8.48863237479236e-07
1972,3.1806911238163593e-07,8.069720820458315e-07
1973,3.313435570362344e-07,8.23672621663718e-07
1974,2.8409135666151997e-07,6.902576501488511e-07
1975,2.872874631520972e-07,7.310694627449266e-07
1976,3.3195590276591247e-07,8.141775538206275e-07
1977,3.155831791445962e-07,8.315646482515149e-07
1978,3.1425727797795844e-07,8.126729085233819e-07
1979,3.394144414414768e-07,8.619956588518107e-07
1980,3.769254988128523e-07,7.623787041666219e-07
1981,2.985659364185267e-07,7.894285545262392e-07
1982,3.668633894449158e-07,9.43540328535164e-07
1983,3.145027278605994e-07,1.026238805934554e-06
1984,3.3344298344673007e-07,8.942071190176648e-07
1985,3.6755059795723355e-07,8.373656896765169e-07
1986,3.3988732184297987e-07,9.087639796234726e-07
1987,3.403725088446663e-07,9.386214969708817e-07
1988,3.7058703128423076e-07,9.084778866963461e-07
1989,3.9514480931757134e-07,9.719464060253813e-07
1990,3.3672662880235293e-07,9.393474442731531e-07
1991,3.5696322697731375e-07,9.431097396372934e-07
1992,3.509834414217039e-07,9.069368047676107e-07
1993,3.966072483763128e-07,9.577289574735914e-07
1994,3.9561950870847795e-07,8.967375038082537e-07
1995,3.833672792552534e-07,9.185631597574684e-07
1996,3.6032122352480656e-07,9.186856573251134e-07
1997,3.639324859250337e-07,8.731502703085425e-07
1998,4.2960843416040007e-07,9.412287340637704e-07
1999,4.158883086802234e-07,9.83964355327771e-07
2000,4.0734249751039897e-07,1.0276340844939114e-06
2001,4.4031179413650534e-07,9.743814644025406e-07
2002,4.4557023670677154e-07,1.021700882120058e-06
2003,4.5002767024016066e-07,1.003811689770373e-06
2004,4.4620534822570335e-07,9.7169697710342e-07
2005,4.4091709128224466e-07,1.0583811445030733e-06
2006,4.467910628136451e-07,1.0920643944700714e-06
2007,5.536348339774122e-07,1.072517761713243e-06
2008,6.262693545977527e-07,1.131201770476764e-06
2009,6.294014269769832e-07,1.2235182111908216e-06
2010,8.063514655987092e-07,1.394463652104605e-06
2011,7.907974008958263e-07,1.5330303995142458e-06
2012,9.586375426806626e-07,1.7375306242684019e-06
2013,1.0381123729530373e-06,1.8215775980934268e-06
2014,1.0307519460184267e-06,1.9809492641797988e-06
2015,1.104741158997058e-06,1.9126828192383982e-06
2016,1.0708828312999685e-06,1.8364501102041686e-06
2017,1.1249813951508258e-06,1.7958949456442497e-06
2018,1.3248087498141103e-06,2.0215466065565124e-06
2019,1.2229435242261388e-06,1.8323745507586864e-06
