year,on_PRON aurait_VERB,on_PRON saurait_VERB
1934,1.3688955732504837e-05,1.6894027510261367e-07
1935,1.209514766742359e-05,1.9627986347359183e-07
1936,1.296616937906947e-05,1.5762128313667745e-07
1937,1.2902118669444462e-05,2.518223638503514e-07
1938,1.2655346381507115e-05,1.659547450572063e-07
1939,1.2862295989179984e-05,1.835286091989019e-07
1940,1.2605376923602307e-05,1.343964957101207e-07
1941,1.2827230420953128e-05,2.302171964174704e-07
1942,1.3062281141174026e-05,2.0936060707299475e-07
1943,1.4440691757044988e-05,2.0903293496132846e-07
1944,1.388096461596433e-05,1.6065930452668908e-07
1945,1.4953251593396999e-05,2.4617095562007307e-07
1946,1.3497902273229556e-05,2.0185601101729844e-07
1947,1.31248784782656e-05,1.966943727893522e-07
1948,1.271902146982029e-05,1.4677048021383143e-07
1949,1.1809861007350264e-05,1.6885254439102937e-07
1950,1.2293414329178631e-05,1.9675418627684849e-07
1951,1.3083672001812374e-05,1.9723593069898016e-07
1952,1.3240055977803422e-05,1.9296991027317745e-07
1953,1.3063265669188695e-05,1.5837526134987456e-07
1954,1.3366874554776587e-05,1.700421243810979e-07
1955,1.2588915524247568e-05,1.914663982915954e-07
1956,1.2813101420761086e-05,1.5000363617900803e-07
1957,1.2305440122872824e-05,1.6168118932569087e-07
1958,1.2400919786159648e-05,1.7371710647751115e-07
1959,1.1978006114077289e-05,1.542398813114687e-07
1960,1.2366836926958058e-05,1.5364249961180576e-07
1961,1.2240572232258273e-05,1.611972990644972e-07
1962,1.2703572338068625e-05,1.8391672895745614e-07
1963,1.21400144053041e-05,1.4807261905502855e-07
1964,1.2596247870533261e-05,1.8495263276463447e-07
1965,1.2039589819323737e-05,1.6470850994210195e-07
1966,1.2665094800468069e-05,1.9220589564383772e-07
1967,1.2252377018739935e-05,1.5185434065756453e-07
1968,1.2445713309716666e-05,1.634875310685402e-07
1969,1.2499371223384514e-05,1.6531997992785818e-07
1970,1.1617758900683839e-05,1.8256939071648048e-07
1971,1.1536216334206983e-05,1.510688836248164e-07
1972,1.1812163393187802e-05,1.6724279205959647e-07
1973,1.1652155990304891e-05,1.317655708987786e-07
1974,1.1509357136674225e-05,1.5301554512348048e-07
1975,1.0748434533525142e-05,1.3421978373173715e-07
1976,1.129564270740957e-05,1.2512623648319732e-07
1977,1.1195857268830878e-05,1.3281526989317172e-07
1978,1.1514054222061532e-05,1.4376230339507856e-07
1979,1.2402671927702613e-05,1.3752137384415164e-07
1980,1.1520389307406731e-05,1.5634164185485133e-07
1981,1.227156553795794e-05,1.6319917861551403e-07
1982,1.2097801118216012e-05,1.4960080463310987e-07
1983,1.2035729014314711e-05,1.2188560027937e-07
1984,1.1742991773644462e-05,1.3395709252961296e-07
1985,1.1576941687962972e-05,1.341469371141102e-07
1986,1.2074691767338663e-05,1.4326819908205835e-07
1987,1.2191079804324545e-05,1.2588282949366203e-07
1988,1.2299531590542756e-05,1.697024725189067e-07
1989,1.2018439065286657e-05,1.443376156373688e-07
1990,1.1765816907427507e-05,1.2041518360206283e-07
1991,1.1782717592723202e-05,1.3657214203988133e-07
1992,1.2075042832293548e-05,1.2948369132459447e-07
1993,1.2107599104638211e-05,1.3294097556126871e-07
1994,1.1552616797416704e-05,1.329281484885314e-07
1995,1.1838837053801399e-05,1.2959657702538152e-07
1996,1.1480100965854945e-05,1.0355899071612384e-07
1997,1.147753891928005e-05,1.1459797732982224e-07
1998,1.163137449111673e-05,1.4447431873065852e-07
1999,1.139762480306672e-05,1.3025073641870222e-07
2000,1.1347714007570175e-05,1.1531062149572335e-07
2001,1.1514700872794492e-05,1.1215901984940047e-07
2002,1.1521736269060057e-05,1.0383495041565993e-07
2003,1.1631132110778708e-05,1.320914577718213e-07
2004,1.1727316177712055e-05,1.1452457115979087e-07
2005,1.166606261904235e-05,1.2295236473391924e-07
2006,1.1787460152845597e-05,1.2724279940812266e-07
2007,1.2161991435277741e-05,1.3022003386709002e-07
2008,1.2500268439907813e-05,1.251687233860821e-07
2009,1.2756345768138999e-05,1.130061626497536e-07
2010,1.4877113244438078e-05,1.2376337821251582e-07
2011,1.5550564512523124e-05,1.2045511610381254e-07
2012,1.8502453713153955e-05,1.742977389085354e-07
2013,1.979414082597941e-05,1.6790533052812862e-07
2014,2.0084937204956077e-05,1.9424043529170376e-07
2015,1.8826483028533403e-05,1.86857313622113e-07
2016,1.8830966837413143e-05,1.9118468230772123e-07
2017,1.844697726482991e-05,1.396164268641087e-07
2018,1.9891491319867782e-05,1.8483301289506926e-07
2019,1.861047621787293e-05,1.5535515451858828e-07
