year,on_PRON aime_VERB,on_PRON sème_VERB
1891,2.9920589668108732e-06,7.846665113220297e-07
1892,2.9280222406669054e-06,9.070537316802074e-07
1893,2.6986180614585464e-06,9.68718921967593e-07
1894,2.795993054860446e-06,9.137232268585649e-07
1895,2.698746811802266e-06,6.163061243569246e-07
1896,2.887775167437212e-06,6.881833058969278e-07
1897,2.6622254267749668e-06,6.753161159167576e-07
1898,2.8071098086002166e-06,6.897534916561199e-07
1899,2.8362005650706124e-06,1.0955660343370255e-06
1900,2.6759878153370664e-06,8.980521783996664e-07
1901,2.6060288575990853e-06,7.634217098484442e-07
1902,2.3058692875110864e-06,6.245881110089613e-07
1903,2.602906249649095e-06,6.437062722852716e-07
1904,2.6109929081030714e-06,6.551668292331669e-07
1905,2.4957431605798774e-06,5.924551373936993e-07
1906,2.6353656323863106e-06,6.882918910378066e-07
1907,2.553421836637426e-06,6.418268583274767e-07
1908,2.711086750650793e-06,7.421108989547065e-07
1909,2.6844799947411957e-06,8.119451706534164e-07
1910,2.8340031121842912e-06,5.306741428512396e-07
1911,2.5069603282190656e-06,6.613224883267321e-07
1912,2.7656816428134334e-06,6.30339968665794e-07
1913,2.9055081540718675e-06,6.936310654737099e-07
1914,2.5748979624040658e-06,6.67665332798606e-07
1915,2.040428029204122e-06,4.264635862227806e-07
1916,2.2875895524521184e-06,4.4828844636413123e-07
1917,2.608912382129347e-06,6.174096824906883e-07
1918,2.708487471636545e-06,5.318192108916264e-07
1919,2.7724830999886763e-06,4.649963329939055e-07
1920,2.9493842816918914e-06,6.898303013258555e-07
1921,2.825392073191324e-06,4.929858619107108e-07
1922,2.8759191650351568e-06,4.692366886160926e-07
1923,3.1943388307809073e-06,4.968263596083489e-07
1924,3.0269534363469575e-06,6.020388667593579e-07
1925,3.0739907970200875e-06,7.016837457740621e-07
1926,3.1331794616562547e-06,4.6925241292683495e-07
1927,3.245539403451403e-06,4.47083920107616e-07
1928,2.8999291998843546e-06,7.095571703530368e-07
1929,2.9054179435661354e-06,5.937836675684594e-07
1930,2.9956278240206302e-06,7.478565748897381e-07
1931,2.4339031483577855e-06,6.523864044538641e-07
1932,2.2488968909328833e-06,4.7126006563757983e-07
1933,2.1622197721171688e-06,3.5903172346252177e-07
1934,2.369956575876131e-06,3.7262712737629045e-07
1935,2.372113954152155e-06,5.852491113955693e-07
1936,2.2079105121974862e-06,4.70438934030426e-07
1937,1.9516233749072853e-06,4.960900525929901e-07
1938,2.167783890172359e-06,3.2153731410744513e-07
1939,2.135049385287857e-06,3.991747306031357e-07
1940,1.962695961310601e-06,6.846613871402951e-07
1941,2.3789111480709835e-06,4.958524328912972e-07
1942,2.5669431238384277e-06,8.222714029670897e-07
1943,2.3980722403393884e-06,9.377449998737575e-07
1944,2.506285284198384e-06,3.920087152664564e-07
1945,2.278715157899569e-06,3.5945316767538316e-07
1946,2.6798125531968253e-06,4.983755417242719e-07
1947,2.9587602057290496e-06,4.4345638627873996e-07
1948,2.522277895877778e-06,4.0225985742381454e-07
1949,2.4189109524286323e-06,5.958924162996482e-07
1950,2.6428873525219387e-06,4.732735874313221e-07
1951,2.5214214360858023e-06,4.659032413201203e-07
1952,2.18488338532552e-06,4.903333774564089e-07
1953,2.2140215492072457e-06,3.9216732972136015e-07
1954,2.448020325118705e-06,3.254254536955159e-07
1955,2.235651777482417e-06,3.2568059538107264e-07
1956,2.3250562719567824e-06,3.2093800683696827e-07
1957,2.0841853256570175e-06,3.2247886849745555e-07
1958,2.2897570204349904e-06,3.681148328382733e-07
1959,2.3190237072867603e-06,3.0925483684995925e-07
1960,2.2008250368799054e-06,2.92059169737513e-07
1961,2.4040631387833855e-06,2.2373072283699003e-07
1962,2.4835101157805184e-06,2.2450526060424636e-07
1963,2.3904998158741364e-06,5.651330639011576e-07
1964,2.515721007512184e-06,3.0845720289107703e-07
1965,2.4717220128422923e-06,2.478835696706483e-07
1966,2.1735329767125222e-06,3.0520302018999246e-07
1967,2.523345813187916e-06,2.3271183735573686e-07
1968,2.7092220307167736e-06,2.1963024110505103e-07
1969,2.052874492619594e-06,2.6887206416859044e-07
1970,2.134268243025872e-06,1.9268657425186575e-07
1971,2.472596747793432e-06,1.8909302212932744e-07
1972,2.2362310687640274e-06,1.9904970471884553e-07
1973,1.943404384974201e-06,1.808330907238087e-07
1974,1.7422395330868312e-06,1.974575702945458e-07
1975,1.6277718941637431e-06,2.2217658468548507e-07
1976,1.7146294055692124e-06,1.8454691641522913e-07
1977,1.6872240564680396e-06,4.2312829862112267e-07
1978,2.0269297635877592e-06,2.0613852313999814e-07
1979,2.1178291262913262e-06,1.7380360617380575e-07
1980,1.914758740895195e-06,2.393448497173267e-07
1981,1.9836923286220554e-06,2.1506868108644994e-07
1982,1.955363188699266e-06,2.172625741536649e-07
1983,1.9369074948372145e-06,1.7367118587685582e-07
1984,1.9496266929763806e-06,1.8904767529193123e-07
1985,1.8335421145820874e-06,1.377562774962371e-07
1986,1.957798929197452e-06,1.708428420954533e-07
1987,1.907185918526011e-06,1.7782476469108133e-07
1988,1.930890363155413e-06,1.5351177395928062e-07
1989,1.852790092016221e-06,1.7013179487435082e-07
1990,1.90866245475263e-06,1.629146595405473e-07
1991,1.8481200072528736e-06,1.3598599402087075e-07
1992,1.8794419531786843e-06,2.0276594270285386e-07
1993,2.116531135243349e-06,1.8334775830908256e-07
1994,2.015022005252831e-06,1.724901004251933e-07
1995,2.0968617207017815e-06,1.7189169554399086e-07
1996,2.013528359157135e-06,1.3879039606479182e-07
1997,1.943850236330036e-06,1.2083134492968384e-07
1998,2.053633238574548e-06,1.4590475672093817e-07
1999,1.9583312109716644e-06,1.5812896592137804e-07
2000,2.060569869399842e-06,2.7126713320058116e-07
2001,2.0285010862153285e-06,1.327507170856279e-07
2002,2.090280844413428e-06,1.7393449169844644e-07
2003,2.013040415249634e-06,1.7917768246888954e-07
2004,1.922691382105768e-06,1.5240577333486272e-07
2005,2.059114336816492e-06,1.3511248653230723e-07
2006,2.4583803792666004e-06,1.3918467978157878e-07
2007,2.6179818064520077e-06,1.418040191936143e-07
2008,2.9955346008136985e-06,1.6646589173774373e-07
2009,3.154636146973644e-06,1.2492664680507914e-07
2010,3.437976488385175e-06,1.4313092577822317e-07
2011,5.4571903547184775e-06,1.284854587169093e-07
2012,5.450889375424595e-06,1.5863818347838787e-07
2013,4.093319944331597e-06,1.665107589587933e-07
2014,4.663286176764814e-06,1.73235610745337e-07
2015,5.177920115784218e-06,1.6779476297301699e-07
2016,4.987786837773456e-06,2.5746756193711917e-07
2017,4.193272616248578e-06,2.231347302483755e-07
2018,4.300207251617394e-06,1.5979279410771596e-07
2019,4.960650699104008e-06,1.8571191162664036e-07
