year,trop_ADV avoir_VERB,trop_ADV savoir_VERB
1841,6.035315891494974e-08,3.383628950359707e-07
1842,9.324488559059319e-08,4.199373790925165e-07
1843,7.324569395450453e-08,4.075768629263621e-07
1844,9.220782715146925e-08,4.017626906716032e-07
1845,9.095771247302764e-08,3.3871984328470717e-07
1846,7.962121628679597e-08,3.7761532212243765e-07
1847,6.040410482910374e-08,2.971666219764302e-07
1848,7.321151684891447e-08,2.791691997572343e-07
1849,2.4300303991253713e-08,3.2009364758778247e-07
1850,4.6844071732721204e-08,3.9104617144403164e-07
1851,7.223371767395292e-08,3.9406072005476744e-07
1852,6.250123618656289e-08,4.283938892513106e-07
1853,6.867721680237082e-08,3.917587321211613e-07
1854,8.261106643203675e-08,3.1329855687545205e-07
1855,6.739810487488285e-08,4.288005186481314e-07
1856,4.504154560436291e-08,3.8052340300964715e-07
1857,8.59145572462694e-08,4.58861848073866e-07
1858,6.019221387987272e-08,4.1596246092012734e-07
1859,7.994712092340706e-08,4.160305593359226e-07
1860,5.309533435138292e-08,5.250029744274798e-07
1861,6.932466334319543e-08,4.914033979730448e-07
1862,8.855253241790706e-08,4.7529215407848824e-07
1863,1.2536497706605587e-07,3.9907021687213273e-07
1864,4.8426752385921645e-08,4.4495075712802645e-07
1865,6.26010319138004e-08,4.504450146214367e-07
1866,7.006482860560936e-08,3.7221937532194715e-07
1867,1.057912868418498e-07,3.7075480463499844e-07
1868,4.890475224783586e-08,3.78394361177925e-07
1869,7.81363098667498e-08,4.5270223836268997e-07
1870,1.0894692792362548e-07,3.916355240107805e-07
1871,7.328612383616928e-08,3.547473284015723e-07
1872,6.107812566824578e-08,4.1968533537328767e-07
1873,6.764184945495799e-08,3.5377286167204147e-07
1874,4.779687401423871e-08,3.9551912323076976e-07
1875,4.9777284516494547e-08,4.886184115093783e-07
1876,6.166935406781704e-08,4.981916390534025e-07
1877,6.246663986075873e-08,3.853140242426889e-07
1878,6.884560832531861e-08,3.828782269010844e-07
1879,1.0202573008655236e-07,3.946624076434091e-07
1880,9.947661538944885e-08,3.6902616784573183e-07
1881,6.554157039317943e-08,3.8767143450968433e-07
1882,8.785108462916469e-08,4.219514266878832e-07
1883,7.835980397885578e-08,3.102795460563357e-07
1884,4.15906917794473e-08,4.905060677629081e-07
1885,5.736615804607936e-08,4.221891458655591e-07
1886,5.808117364836107e-08,4.0850426330507617e-07
1887,6.006610675513002e-08,3.421156407057424e-07
1888,4.9456794215529953e-08,4.5589018782266066e-07
1889,5.7012744747453326e-08,3.3393178000551416e-07
1890,3.342736931699619e-08,4.2472424865991343e-07
1891,2.4859458491732767e-08,3.754415729417815e-07
1892,3.57305189879753e-08,3.6232000866220915e-07
1893,3.202376674948937e-08,3.011465707913885e-07
1894,2.3945849747519787e-08,3.5036558188039635e-07
1895,4.5741469278937075e-08,3.0454188504336344e-07
1896,3.3023361822870356e-08,2.854162062249088e-07
1897,3.6708296846654775e-08,3.332880282869155e-07
1898,3.225262190653666e-08,2.942344679013331e-07
1899,6.30143972557562e-08,2.8301201382419094e-07
1900,3.3741844873702576e-08,3.1094407404452795e-07
1901,2.8502569193733507e-08,2.844668074430956e-07
1902,2.6515532880466708e-08,2.3225642564739246e-07
1903,2.754112315983548e-08,2.8675168550762464e-07
1904,3.9772224624812225e-08,2.800179856876639e-07
1905,4.18021492976095e-08,2.972597314965242e-07
1906,4.4754404626701216e-08,2.793292139813275e-07
1907,3.857132568896304e-08,2.5765646682884835e-07
1908,2.7994918383456024e-08,2.9763018005724007e-07
1909,4.455796798197298e-08,3.251081182042981e-07
1910,2.5651923252212327e-08,3.5164512723895314e-07
1911,2.6601870928288918e-08,2.8197982260280696e-07
1912,4.844761747335724e-08,3.0370927106559975e-07
1913,3.977242357677824e-08,2.7628576049210096e-07
1914,2.74566485103378e-08,3.2345272416023363e-07
1915,5.301343009023185e-08,2.7213559405936394e-07
1916,3.625862632361532e-08,2.922664918969531e-07
1917,4.7155623406069935e-08,3.3008936384248955e-07
1918,3.101321510712296e-08,2.3776799196184584e-07
1919,2.2098836538475553e-08,2.51374274284899e-07
1920,3.33178178379967e-08,2.6957144427797175e-07
1921,3.937828552125211e-08,2.665607041762996e-07
1922,3.172512208493572e-08,2.9659301503670576e-07
1923,4.883336046646036e-08,3.704965934048232e-07
1924,5.1566498626698376e-08,2.9650735200448253e-07
1925,2.5295809891190402e-08,3.2774570968285843e-07
1926,3.901148559748435e-08,2.7753884523917804e-07
1927,3.9022285847067906e-08,4.1029147723747883e-07
1928,3.7705934374798744e-08,2.959344556074939e-07
1929,4.121950425428622e-08,3.052471413411695e-07
1930,4.621585603103995e-08,2.6153972498832445e-07
1931,2.5091784650044247e-08,2.7943124791818263e-07
1932,5.041386685888938e-08,3.0686703667015536e-07
1933,3.326492148403304e-08,2.4432509349026077e-07
1934,2.995395220750652e-08,2.863597785562888e-07
1935,3.351119559624749e-08,2.597117543245986e-07
1936,5.698615979099486e-08,2.521940700717096e-07
1937,3.651424407280501e-08,3.2359173474105773e-07
1938,1.9447821131279852e-08,2.5282167825935176e-07
1939,3.5176316970364496e-08,3.1811623557587154e-07
1940,2.7893612752905028e-08,2.7893611331819557e-07
1941,3.246652724442356e-08,2.656352364738268e-07
1942,5.76500234217292e-08,3.246606468110258e-07
1943,3.4838823381733164e-08,3.3096881679739454e-07
1944,3.855823393905666e-08,3.984350769314915e-07
1945,2.832055301382752e-08,3.4856066122301854e-07
1946,4.037120149291695e-08,3.090485165557766e-07
1947,3.099426493236024e-08,3.182872490015143e-07
1948,3.152847583010043e-08,2.837562647073355e-07
1949,3.043272656100271e-08,2.719311282817216e-07
1950,3.722376362702562e-08,3.0310781085063354e-07
1951,3.1984203729962246e-08,4.0193484096562315e-07
1952,2.8470971358274255e-08,3.0052692068238684e-07
1953,3.124409886368085e-08,3.1136360689743015e-07
1954,4.0067398288101685e-08,3.0978938525549893e-07
1955,4.035811329572425e-08,3.181721126566117e-07
1956,2.441919733087161e-08,2.991351664149988e-07
1957,2.1204090927540165e-08,3.154108583203197e-07
1958,4.549733745307094e-08,3.201358254045772e-07
1959,2.325224279786653e-08,2.999539390202699e-07
1960,3.944875004435744e-08,3.1974249736776983e-07
1961,4.377340445671507e-08,3.5296648093208205e-07
1962,3.361236977639237e-08,3.481734154320293e-07
1963,3.168366191630412e-08,3.7503107819247816e-07
1964,4.137098486012292e-08,3.297510886568489e-07
1965,4.377634610364112e-08,3.545884226241469e-07
1966,4.9297764093125807e-08,4.143227840813779e-07
1967,4.141481824149196e-08,3.416722620386281e-07
1968,4.042274426296899e-08,3.664995347207878e-07
1969,4.042164292172856e-08,3.429027231049986e-07
1970,4.828661204214768e-08,3.0535534278897103e-07
1971,4.1107178105903586e-08,3.432449489082501e-07
1972,3.693705608043274e-08,3.33459553303328e-07
1973,3.087394162548662e-08,3.2803561111904855e-07
1974,2.193973003272731e-08,3.3022107004399004e-07
1975,2.798625331479343e-08,2.5758774313544563e-07
1976,4.1137393935741784e-08,3.0624502755927097e-07
1977,3.290997696581144e-08,3.6200975728206686e-07
1978,3.742572474152439e-08,3.576236053959292e-07
1979,2.3993090181306798e-08,3.891562414537475e-07
1980,4.207011627954671e-08,3.558904211331537e-07
1981,3.0995192190630405e-08,4.2381182652206917e-07
1982,2.9175261317959666e-08,4.177649088887847e-07
1983,3.34711742766558e-08,4.016540913198696e-07
1984,4.059305780401701e-08,3.937526855679607e-07
1985,3.2484013701150616e-08,3.6694905247713905e-07
1986,4.076250093021372e-08,3.878432153214817e-07
1987,3.972030881982391e-08,4.020917572233884e-07
1988,2.338656024392094e-08,4.5573810325549857e-07
1989,3.2928731741321826e-08,4.752713778088946e-07
1990,2.887784944505256e-08,3.743223260244122e-07
1991,3.165191131415668e-08,3.9506275584244577e-07
1992,3.305966345124034e-08,3.967159898365935e-07
1993,3.655877023334142e-08,3.943915771742468e-07
1994,2.7429617688312646e-08,3.961469872137968e-07
1995,4.0668382439434936e-08,3.71980121371962e-07
1996,3.096093337262573e-08,4.0676263779459987e-07
1997,4.6030987022049885e-08,3.8742746255593374e-07
1998,4.5297227302398824e-08,4.257939281160361e-07
1999,4.433094957789763e-08,4.346261164300813e-07
2000,4.152949628632996e-08,4.5284824068403395e-07
2001,3.7240301509200435e-08,4.008808787148155e-07
2002,5.169841443830592e-08,4.3198843968639267e-07
2003,4.583615265119079e-08,4.7336243369500153e-07
2004,4.977414036488881e-08,4.950985612595105e-07
2005,4.77397463782836e-08,4.661380899051437e-07
2006,4.817931298362055e-08,5.49326500731695e-07
2007,3.515141955290346e-08,6.66279163397121e-07
2008,4.4277371102907637e-08,6.973685913180816e-07
2009,5.197329855377575e-08,7.82460404025187e-07
2010,5.81026533552631e-08,1.12001134766615e-06
2011,6.95962896202218e-08,1.1005391797880293e-06
2012,7.897866538542075e-08,1.4379563708644127e-06
2013,6.861247925371572e-08,1.4361204421220464e-06
2014,6.79949820892034e-08,1.6255996797553962e-06
2015,6.804886254485609e-08,1.5511594710915233e-06
2016,7.643244970267915e-08,1.6150238479895052e-06
2017,7.144335967268489e-08,1.5491134490730474e-06
2018,8.69954277504803e-08,1.7794050108932424e-06
2019,9.260085676032759e-08,1.7479368352724123e-06
