year,trop_ADV avant_ADP,trop_ADV savant_ADJ
1853,3.386085438705777e-07,1.1406390143520184e-07
1854,3.4707039731074474e-07,1.0183502352489882e-07
1855,2.4730326231292565e-07,1.2046746888927373e-07
1856,3.4117675795641844e-07,9.16362523639691e-08
1857,3.8856811102050415e-07,1.0495244429087336e-07
1858,2.887268806262e-07,1.6736371644121562e-07
1859,2.994197814132349e-07,9.929737987413034e-08
1860,2.97974679597246e-07,1.222108087506335e-07
1861,2.3674138560636493e-07,1.3770614071262344e-07
1862,2.8011515951220645e-07,1.0346188628052033e-07
1863,3.0766864256293047e-07,1.3235745766060347e-07
1864,2.4884639060474e-07,1.3233448470373332e-07
1865,2.6734875291367644e-07,9.507825904364609e-08
1866,3.016679954725987e-07,1.1288222134808734e-07
1867,2.2419989420541242e-07,1.1792332088589319e-07
1868,2.4402979192927887e-07,8.249589844577798e-08
1869,2.710353044221847e-07,1.3771523488248505e-07
1870,2.1560023810707207e-07,9.23181886491875e-08
1871,2.187962451216663e-07,1.253298889114518e-07
1872,3.326036619455408e-07,8.405801743549546e-08
1873,2.5141218884527916e-07,9.218447161174481e-08
1874,1.6908144573335449e-07,8.722929578652838e-08
1875,2.3744337340758648e-07,1.0928116489505868e-07
1876,2.6058324920086307e-07,8.58534086045637e-08
1877,2.0162499936304812e-07,9.277223644854615e-08
1878,2.0714074366878776e-07,1.1051532311512346e-07
1879,2.0282959667383693e-07,1.1546624989478005e-07
1880,2.1756498824743176e-07,9.562590830292095e-08
1881,1.8965221215694328e-07,8.645909588267386e-08
1882,2.1696556018468982e-07,1.2312462160934956e-07
1883,1.377615888031869e-07,1.1880356964866223e-07
1884,1.6372209188375564e-07,7.922036004970323e-08
1885,1.611408890767052e-07,8.314869859304963e-08
1886,1.4520293234454584e-07,1.0841819175766432e-07
1887,1.4494212052795774e-07,6.594213808330807e-08
1888,2.0099749065138894e-07,9.954764990105502e-08
1889,1.8419501657263027e-07,8.64588898252805e-08
1890,1.1863439652870511e-07,7.537544632896243e-08
1891,1.4851933372028725e-07,9.242619114502304e-08
1892,1.8366741016961896e-07,9.152028046521821e-08
1893,1.4903368139584927e-07,9.607129691779903e-08
1894,2.1362218660669896e-07,8.948185725721203e-08
1895,1.7694726750505652e-07,9.990899818568266e-08
1896,1.2678611938099493e-07,1.1086414491989771e-07
1897,1.2003029326024262e-07,6.292850684985751e-08
1898,1.4145886950700515e-07,1.165621128507155e-07
1899,1.3929496844866662e-07,8.954676999906042e-08
1900,1.4742590792593546e-07,6.644548022904928e-08
1901,9.389081156996326e-08,7.991896922021624e-08
1902,1.3355972328099597e-07,7.070809004972034e-08
1903,1.047642754770095e-07,7.452304151556177e-08
1904,9.56683265940228e-08,7.631967946508667e-08
1905,1.3727618863867974e-07,9.340973861071689e-08
1906,1.1677298772383438e-07,5.19562632916859e-08
1907,1.1519968978745965e-07,1.0079973122856245e-07
1908,1.3113408670051285e-07,1.1787334108781522e-07
1909,1.2817291406008735e-07,6.986249445617432e-08
1910,1.8437319226904947e-07,8.604082779584132e-08
1911,1.55354925368556e-07,7.554931613640292e-08
1912,1.093978454491662e-07,1.073140794005667e-07
1913,8.962052788774599e-08,6.575707089950811e-08
1914,1.3393487563462259e-07,7.768223042603495e-08
1915,9.306801729280778e-08,3.887651445211304e-08
1916,7.251725264723063e-08,4.8344833913915863e-08
1917,1.1185753123754694e-07,6.360526327853222e-08
1918,1.1026921242773824e-07,6.776962191423763e-08
1919,1.2062281484759296e-07,5.800944435918609e-08
1920,1.0676846784463123e-07,7.950843183834877e-08
1921,1.1434848801172848e-07,7.421292735898533e-08
1922,1.1730917748309366e-07,8.263288009402459e-08
1923,1.1677543199084539e-07,8.492758185596472e-08
1924,8.766304659957314e-08,1.1086796858350567e-07
1925,1.1438105218530836e-07,1.0998178190391172e-07
1926,1.3040981627909787e-07,1.1146138234607861e-07
1927,1.226414667598874e-07,1.371354727552898e-07
1928,1.4625332767082e-07,1.2111603431286255e-07
1929,1.3368487827847275e-07,1.0806194383761181e-07
1930,1.2079144084964355e-07,9.978423065604147e-08
1931,1.0492928481653507e-07,7.983749927831241e-08
1932,1.1726704229886309e-07,1.0740345901538717e-07
1933,1.1700075219778228e-07,8.25887696009886e-08
1934,1.0903237779302799e-07,8.626737546535423e-08
1935,1.4960355088078359e-07,7.420336523011883e-08
1936,9.942265677409523e-08,5.092380117588391e-08
1937,1.23392950968082e-07,4.280980192561401e-08
1938,7.90878047496335e-08,8.427389275311725e-08
1939,8.105846660555471e-08,1.0552894913473665e-07
1940,3.550096039361961e-08,8.114505334333444e-08
1941,8.264207451702532e-08,6.198155233505531e-08
1942,8.799214157306778e-08,8.192371581117186e-08
1943,1.3935529352693266e-07,7.83873517207212e-08
1944,1.317406344014671e-07,7.390327994016843e-08
1945,1.0021118868053236e-07,9.149717072887142e-08
1946,9.46635054788203e-08,7.79581839083221e-08
1947,1.251691514880804e-07,1.1444036362995291e-07
1948,1.0437012321062866e-07,7.936478296777238e-08
1949,1.0013348372694963e-07,4.515823803785679e-08
1950,1.265608062794854e-07,7.12569203642488e-08
1951,1.0021717855579482e-07,4.371174711081949e-08
1952,7.4868104604775e-08,6.643226302394112e-08
1953,9.696444891460487e-08,5.171437322815109e-08
1954,7.231676590890856e-08,8.20893006903134e-08
1955,9.854888105564896e-08,8.447047150639264e-08
1956,8.197873313520176e-08,7.064124929456739e-08
1957,9.54184073975739e-08,7.068030144496973e-08
1958,7.52774127477096e-08,8.934022927009622e-08
1959,1.1393598953191031e-07,6.200598079431074e-08
1960,1.0312041354154644e-07,6.505583677318683e-08
1961,1.208979654165887e-07,8.12934665139764e-08
1962,1.0654486715111489e-07,7.800606027785761e-08
1963,1.0281024742653244e-07,5.6901267697639923e-08
1964,1.125534154766683e-07,7.604960217122425e-08
1965,1.3297065493134141e-07,9.794957844810881e-08
1966,1.0191897814593176e-07,7.699313642195449e-08
1967,1.4051455821117997e-07,6.853166212295037e-08
1968,1.0464999178338985e-07,8.264205320074325e-08
1969,9.810197099113793e-08,6.222208526196482e-08
1970,1.1174901715094165e-07,5.518470019838517e-08
1971,1.0328179200769227e-07,5.035629524474672e-08
1972,8.618646774039007e-08,5.950970471957362e-08
1973,8.049277511190667e-08,5.95426021821055e-08
1974,8.38210212350532e-08,5.40054898579001e-08
1975,8.167416609694556e-08,4.454954627419738e-08
1976,6.57055565511655e-08,5.8277974390730236e-08
1977,7.757351738746365e-08,4.642657708275877e-08
1978,8.673263351965943e-08,5.405938097169383e-08
1979,1.053355234148512e-07,5.969012806250618e-08
1980,8.243468840873902e-08,3.979605622816962e-08
1981,6.199038438126081e-08,5.756250076593972e-08
1982,8.504277815291061e-08,5.6488270616661396e-08
1983,8.715136345927021e-08,4.862793323567871e-08
1984,8.930473427426477e-08,5.625038168588503e-08
1985,7.820225533805569e-08,6.436647415064556e-08
1986,8.152500186042744e-08,5.3350919293482235e-08
1987,8.49403534175508e-08,6.233033222891038e-08
1988,7.015967895540598e-08,4.2575532377409075e-08
1989,9.055401761770554e-08,4.939310083162951e-08
1990,8.009516960783003e-08,6.04800255432636e-08
1991,9.788647048480925e-08,3.809952231481617e-08
1992,6.446634870371781e-08,4.352855903499986e-08
1993,7.090185505376212e-08,5.3176390624187775e-08
1994,6.857404599713846e-08,5.011180442826557e-08
1995,8.079451419007455e-08,5.1513284027304707e-08
1996,6.56585328329129e-08,3.6299027783570637e-08
1997,7.623881970175717e-08,3.883864496678768e-08
1998,6.818424935772782e-08,4.625085248122218e-08
1999,6.855301393215996e-08,5.712751419140183e-08
2000,7.466473306294574e-08,3.932048120436349e-08
2001,7.623308562187958e-08,5.520326862296088e-08
2002,7.31663973851937e-08,4.77553141475795e-08
2003,7.500461407516923e-08,4.50027677345588e-08
2004,7.047665917525592e-08,5.770276648164874e-08
2005,7.341111540881684e-08,4.6838994349762686e-08
2006,7.988706585138061e-08,4.035532152890653e-08
2007,5.991719120856942e-08,3.6749212034559164e-08
2008,6.386159867588503e-08,4.3851627440361085e-08
2009,6.246332162618273e-08,4.958920118980359e-08
2010,6.660548024228774e-08,3.212179255918102e-08
2011,5.391800428355964e-08,3.4415748362270904e-08
2012,7.285100878107187e-08,3.4723378616874356e-08
2013,6.387096362914235e-08,3.597971265367761e-08
2014,1.0610681755451878e-07,5.1970684422641966e-08
2015,8.844136090147003e-08,4.2779906395118417e-08
2016,1.0170279551857675e-07,5.0126428341457085e-08
2017,5.056378782342108e-08,2.867796955463575e-08
2018,6.531110585683564e-08,3.5624240002363194e-08
2019,1.1632504026692914e-07,3.979540880161281e-08
