year,trop_ADV eu_VERB,trop_ADV su_VERB
1909,1.7603147384193107e-08,2.2554033307642385e-08
1910,9.085056262847502e-09,1.60324518105881e-08
1911,1.9153347352585115e-08,1.9153347352585115e-08
1912,1.3544495303108306e-08,1.719108944087111e-08
1913,5.833288518886093e-09,2.0681659052002033e-08
1914,1.5402511266415786e-08,3.0135346662518714e-08
1915,1.4136913861761968e-08,2.1205371680821372e-08
1916,1.8678685265172135e-08,7.69122365795738e-09
1917,1.4256351654751143e-08,1.0966424213165737e-08
1918,1.6080926812378493e-08,8.040463406189247e-09
1919,9.207848705727883e-09,1.8415697411455767e-08
1920,6.057785384427916e-09,9.843901693784574e-09
1921,1.3630945261411398e-08,3.0290991048786964e-08
1922,1.549366501762961e-08,2.5822775029382683e-08
1923,4.246379248229459e-09,2.866305948145964e-08
1924,1.5469948877466777e-08,2.3204924204378585e-08
1925,1.4297631523163545e-08,1.7597084678300234e-08
1926,1.5604593173179637e-08,1.89484357093761e-08
1927,1.2264147031260109e-08,2.4528294062520217e-08
1928,9.14083297942625e-09,3.1992914983902665e-08
1929,1.5596569369336066e-08,2.2280811862174232e-08
1930,1.6805765667982087e-08,1.8906487042613662e-08
1931,1.8248570654577634e-08,2.167017854048936e-08
1932,1.53433514782364e-08,1.3151444377967891e-08
1933,2.1794258842078307e-08,5.735331320977366e-09
1934,2.156684431042777e-08,1.677421224144382e-08
1935,1.4361940969820353e-08,8.377798899061872e-09
1936,8.487299751891442e-09,1.8187071404440758e-08
1937,1.3850230295986421e-08,2.1404900962807005e-08
1938,1.4261735792331365e-08,1.9447821131279852e-08
1939,1.5294050470515685e-08,1.8352860564618823e-08
1940,1.0143131667916805e-08,1.0143131667916805e-08
1941,3.246652724442356e-08,2.066051862925633e-08
1942,1.8205270180260413e-08,1.517105907566929e-08
1943,1.7419411690866582e-08,3.4838823381733164e-08
1944,1.927911696952833e-08,1.6065930807940276e-08
1945,2.178504132643866e-08,1.3071024262956144e-08
1946,6.960552134671616e-09,2.9234318077442367e-08
1947,2.622591566137089e-08,2.26496545963073e-08
1948,2.2830963786191205e-08,2.0656587551570738e-08
1949,1.1780409536754632e-08,1.8652315247891238e-08
1950,2.7651939404904624e-08,2.0207187034770868e-08
1951,2.0256663901818683e-08,1.7058242818279723e-08
1952,1.370824520563474e-08,2.2144087452602434e-08
1953,2.3702419582605216e-08,1.1851209791302608e-08
1954,9.772536557761669e-09,2.6385848173049453e-08
1955,1.5016972554349195e-08,1.1262729415761896e-08
1956,2.703553825256222e-08,1.3081712602058815e-08
1957,3.268964121616591e-08,2.2087593976038988e-08
1958,9.099467845885556e-09,1.8198935691771112e-08
1959,1.1626121398933265e-08,1.3176271629333769e-08
1960,1.1765417085030094e-08,1.868625076895114e-08
1961,2.014966149488373e-08,2.709782087606527e-08
1962,2.029426049432459e-08,3.107558654846798e-08
1963,1.3578711488548834e-08,3.0390449268224984e-08
1964,7.300761772910391e-09,1.2167936880302932e-08
1965,1.6963333848707407e-08,2.2435377999840966e-08
1966,1.9940669560014612e-08,1.5509408868297214e-08
1967,1.6763140209263838e-08,1.7256175155466735e-08
1968,2.515192853991266e-08,3.4134760795723196e-08
1969,2.043791091921321e-08,1.6350327314285096e-08
1970,1.7015283404475667e-08,1.7935027685211935e-08
1971,2.2608949379332444e-08,1.798439086542203e-08
1972,1.5903454553267693e-08,2.1546616935097518e-08
1973,1.598829157956061e-08,1.8193572870472963e-08
1974,1.406392957647995e-08,1.012602890426706e-08
1975,1.1994108817248161e-08,1.3707552426467373e-08
1976,2.171140245366132e-08,1.0284348483935446e-08
1977,2.4682483612537e-08,1.469195431980097e-08
1978,1.0693064211864112e-08,1.900989232694883e-08
1979,1.1703946256602649e-08,1.345953837272873e-08
1980,3.013130012163856e-08,1.4781392110307934e-08
1981,2.5934753011824796e-08,1.138598904049104e-08
1982,1.8622506203769262e-08,1.3656505259973528e-08
1983,1.6419821946556112e-08,1.326216381158929e-08
1984,9.858314165001048e-09,1.5657322549600394e-08
1985,1.6242006850575308e-08,1.142956040922627e-08
1986,1.978180286243969e-08,1.1988970705090196e-08
1987,1.588812459374367e-08,1.7721369260925712e-08
1988,1.2592763276586538e-08,1.4391728697660255e-08
1989,1.9757239400064464e-08,1.8110803523541108e-08
1990,1.3076762783725826e-08,1.8525414091641323e-08
1991,1.934283488935762e-08,1.1136783939491579e-08
1992,1.652983172562017e-08,1.0468894195980738e-08
1993,1.606370148010683e-08,2.2156829260211452e-08
1994,2.0572214154412904e-08,1.7407257857371405e-08
1995,1.9520822291951845e-08,1.3013881527967897e-08
1996,2.081855932090093e-08,1.7081895009596337e-08
1997,2.205651483677684e-08,1.6782131240233866e-08
1998,1.954932926651054e-08,2.0502955777601528e-08
1999,1.0968483010742602e-08,1.5081663917726473e-08
2000,1.8113929911578452e-08,1.0161472552283612e-08
2001,1.9277331730904734e-08,1.664860427297299e-08
2002,1.0514931148009055e-08,1.7963008858146168e-08
2003,1.583430631058036e-08,1.583430631058036e-08
2004,2.422635247967264e-08,1.8500124099318782e-08
2005,1.7564623533417034e-08,1.8915748967174295e-08
2006,1.523619275189958e-08,1.317724773741702e-08
2007,1.7176262190332636e-08,2.3567428897308673e-08
2008,2.0009967016676455e-08,3.405951787271988e-08
2009,2.86091541568112e-08,3.337734710839868e-08
2010,3.4011311100812236e-08,4.345889692558558e-08
2011,3.6710130046913036e-08,4.0916500410048684e-08
2012,3.5063802528156884e-08,6.05956955723741e-08
2013,4.5741650467334694e-08,5.857162577171948e-08
2014,4.872251579968179e-08,5.825047466601063e-08
2015,4.8321343371071634e-08,6.583228895351567e-08
2016,4.577661627536145e-08,6.379727324201667e-08
2017,5.861374319238166e-08,6.968243582150535e-08
2018,7.099033183521897e-08,6.453667111827599e-08
2019,6.607058367080754e-08,7.857042305658979e-08
