year,beaucoup_ADV avoir_VERB,beaucoup_ADV savoir_VERB
1930,1.6805765667982087e-08,5.2518016602221e-09
1931,1.1405356659111021e-08,1.7108034988666532e-08
1932,2.9590749406338546e-08,2.301502632917618e-08
1933,9.176529758292418e-09,1.4911860191091364e-08
1934,1.4377896206951846e-08,2.3963160344919743e-08
1935,2.5133395809007197e-08,2.2739740757060645e-08
1936,2.0612015205756506e-08,1.6974599503782883e-08
1937,3.273690651894867e-08,2.392312437038413e-08
1938,2.852347158466273e-08,1.4261735792331365e-08
1939,1.6823456405745674e-08,1.070583532936098e-08
1940,2.7893612752905028e-08,2.2822046474857416e-08
1941,2.9515025978810172e-09,1.7709016475464523e-08
1942,2.730790527039062e-08,2.1239483061208375e-08
1943,3.4838823381733164e-08,1.4516175816936538e-08
1944,1.2852744646352221e-08,9.639558484764166e-09
1945,1.5249527862692958e-08,1.5249527862692958e-08
1946,1.9489545977080525e-08,1.5313215584455975e-08
1947,2.9802176726434482e-08,3.2186353138285995e-08
1948,2.9354097819123126e-08,1.7395020535104777e-08
1949,1.47255123650325e-08,1.3743811422273211e-08
1950,2.9779013033248702e-08,2.1270722072586068e-08
1951,2.0256663901818683e-08,1.9190522948520083e-08
1952,2.319856839960721e-08,1.1599284199803606e-08
1953,1.8315507332999914e-08,3.016671712430252e-08
1954,1.9545073115523337e-08,9.772536557761669e-09
1955,3.0972504561077585e-08,1.595553378308523e-08
1956,2.0058624983221307e-08,1.744228228517386e-08
1957,3.3573144264664734e-08,2.47381048978923e-08
1958,1.9026160202884057e-08,2.3989505493204888e-08
1959,3.332821663093455e-08,1.55014957536892e-08
1960,1.4533750203327145e-08,1.6610000486139143e-08
1961,2.36237411854745e-08,1.80652133252579e-08
1962,1.5220695814832652e-08,1.331810839388936e-08
1963,2.5864213881732212e-08,1.939815952312074e-08
1964,2.6769461314302134e-08,1.7035111044005902e-08
1965,1.7510538796727815e-08,1.9699356812452606e-08
1966,1.606331601067268e-08,1.2185964237687585e-08
1967,2.465167803222812e-08,2.613077793034435e-08
1968,2.3355362088750553e-08,2.2906220920049236e-08
1969,2.497966811176866e-08,1.8621206132607426e-08
1970,2.6672605457633836e-08,1.7475155905666284e-08
1971,2.363662865434435e-08,1.9012070251456237e-08
1972,2.257264597460562e-08,1.5903454553267693e-08
1973,1.7642252103655665e-08,1.92962140155295e-08
1974,2.8690415376786405e-08,1.912694358452427e-08
1975,2.1132477101559743e-08,1.313640396460869e-08
1976,2.4568166168137395e-08,1.5997875024709174e-08
1977,2.1744092748576804e-08,1.9393379346865913e-08
1978,2.0198010375338527e-08,1.0693064211864112e-08
1979,2.5163485517509798e-08,1.521513048885481e-08
1980,3.0699812469947574e-08,1.9329512213062117e-08
1981,4.3013738348918196e-08,1.644642821929665e-08
1982,2.669225906970496e-08,1.8001756529884005e-08
1983,3.031351525351056e-08,1.4525227021167098e-08
1984,3.073474630355122e-08,2.145633182237816e-08
1985,2.2257564680217e-08,1.142956040922627e-08
1986,2.517683839187157e-08,1.7983456501724504e-08
1987,2.261002229886344e-08,1.099947066762752e-08
1988,2.5185526553173077e-08,1.3192418713003917e-08
1989,1.8110803523541108e-08,2.3050112929468014e-08
1990,2.7788120249283565e-08,1.3621627381610324e-08
1991,2.989347080983862e-08,1.2309077312977479e-08
1992,2.3692759754112558e-08,7.713921945651236e-09
1993,2.3264671966671813e-08,7.20096987594232e-09
1994,2.7429617688312646e-08,1.5297286992677073e-08
1995,2.331653803366862e-08,1.138714633697191e-08
1996,2.2953797085278893e-08,1.3879040139386234e-08
1997,2.157702461147437e-08,1.3425704992187093e-08
1998,1.859570453177639e-08,1.6688451509594415e-08
1999,2.3308025731694215e-08,1.416762351880152e-08
2000,2.8275401575683645e-08,7.95245647111642e-09
2001,2.4534786646768225e-08,1.927733225826067e-08
2002,1.7963008858146168e-08,1.8839251936242363e-08
2003,2.6251614215766494e-08,1.9584538435424292e-08
2004,3.0833540165531304e-08,1.9381081295399838e-08
2005,2.9274373147814003e-08,1.4862373554080932e-08
2006,3.294312023172097e-08,2.0589450144825605e-08
2007,2.836080348345149e-08,1.4380126422963713e-08
2008,3.618823640749724e-08,1.8732734474724566e-08
2009,3.862236042095901e-08,1.811913175053803e-08
2010,4.015224064346512e-08,1.747803501928047e-08
2011,3.8622115283715175e-08,2.1796640020665947e-08
2012,5.004251590889908e-08,3.574465523570325e-08
2013,5.35512008070782e-08,3.402732673407627e-08
2014,4.547434784285542e-08,3.291476813327421e-08
2015,5.3862780902136365e-08,3.635183568051481e-08
2016,5.5304777646369985e-08,3.355570768470706e-08
2017,4.5029441508859236e-08,3.2954506679061524e-08
2018,5.756670873324765e-08,3.3817214473153e-08
2019,5.637683031523011e-08,3.4948531180134523e-08
