year,beaucoup_ADV aider_VERB,beaucoup_ADV céder_VERB
1967,1.7256175155466735e-08,9.860671168482327e-10
1968,1.5719955115400808e-08,4.4914158503495116e-10
1969,2.4071315607443466e-08,0.0
1970,1.2876429700270364e-08,1.3796175313274261e-09
1971,2.4664307929356255e-08,0.0
1972,1.7955514408640738e-08,0.0
1973,1.8193572870472963e-08,1.6539611902288698e-09
1974,1.6314157136321228e-08,2.812785782069227e-09
1975,7.996072248772634e-09,5.711480177694739e-10
1976,1.9997344224975677e-08,0.0
1977,2.11564152863275e-08,1.1753563677885381e-09
1978,1.1881182260253809e-08,5.940591352171509e-10
1979,1.8726314721106974e-08,2.925986564150662e-09
1980,1.4781392110307934e-08,1.7055452605774235e-09
1981,1.2651098835192442e-08,1.8976649140967083e-09
1982,1.738100685599875e-08,0.0
1983,8.841442245000053e-09,0.0
1984,1.6237223121606803e-08,5.799008495621649e-10
1985,1.4437339324047116e-08,6.015558051686298e-10
1986,2.2179596825822046e-08,5.994485463567401e-10
1987,2.3221103262471843e-08,0.0
1988,2.278690480750356e-08,2.398621523624911e-09
1989,1.4269117443177493e-08,5.488122178931576e-10
1990,1.5256222951620657e-08,5.44865097484859e-10
1991,2.1101275393675678e-08,1.7584396161396398e-09
1992,1.0468894195980738e-08,1.1019888335184191e-09
1993,1.2740176913439427e-08,0.0
1994,1.476979427650349e-08,5.274926606624319e-10
1995,1.626735190995987e-08,0.0
1996,1.2811421257197253e-08,0.0
1997,2.205651483677684e-08,0.0
1998,1.954932926651054e-08,1.43043876743576e-09
1999,1.7366764026860437e-08,0.0
2000,1.678851901942835e-08,0.0
2001,1.7524847351069184e-08,0.0
2002,1.7086764003693133e-08,4.38122149670761e-10
2003,1.8334461060476315e-08,4.1669229178253886e-10
2004,1.4535810777260849e-08,4.404791253964646e-10
2005,2.0717248361279417e-08,0.0
2006,2.1001238081908014e-08,4.1178899179428186e-10
2007,1.4380126422963713e-08,3.994479469415779e-10
2008,2.2138685551453818e-08,2.554463751636149e-09
2009,2.336414262060771e-08,4.76819250749827e-10
2010,1.1337103700270745e-08,0.0
2011,2.4473420623394304e-08,0.0
2012,2.11063664323774e-08,1.3617010852229328e-09
2013,1.9523875849358774e-08,8.367375126105969e-10
2014,1.6240838007774983e-08,1.515811653973742e-08
2015,1.6180999651282946e-08,1.7732603163622684e-09
2016,2.195620396605591e-08,2.278474076078396e-09
2017,2.4904551310100942e-08,5.031222660711876e-10
2018,1.8328414341794996e-08,2.323319980845895e-09
2019,2.015280387013263e-08,1.632632162795744e-08
