year,beaucoup_ADV eu_VERB,beaucoup_ADV su_VERB
1902,9.329538919189417e-09,2.455141867585553e-09
1903,7.020286574288548e-09,3.2401321625741275e-09
1904,8.061937784020756e-09,2.1498500757388683e-09
1905,1.0837593933388234e-08,1.0321518084666081e-09
1906,6.173021205313489e-09,4.629765903985117e-09
1907,9.257117739025489e-09,2.057137349353866e-09
1908,6.384805573134145e-09,1.4734167219643268e-09
1909,8.251475058784763e-09,1.1001967115120692e-09
1910,4.809735720812114e-09,4.275320542035388e-09
1911,7.448523575703803e-09,3.1922244847493175e-09
1912,5.2094213387476884e-09,4.167536982180309e-09
1913,7.42418571064718e-09,5.302989602995467e-09
1914,6.027069510139427e-09,4.68772043404897e-09
1915,7.068456930880984e-09,4.712304768617059e-09
1916,2.197492410260793e-09,7.69122365795738e-09
1917,1.5352993543160665e-08,5.483212106582869e-09
1918,1.1486376294556067e-08,4.594550517822427e-09
1919,5.524709134618888e-09,9.207848372660976e-10
1920,6.815008557481406e-09,1.0601124422748853e-08
1921,8.330022005509363e-09,4.543648568500203e-09
1922,1.0329110011753073e-08,2.951174193910333e-09
1923,9.554353752605493e-09,0.0
1924,7.734974438733389e-09,6.445812328337297e-09
1925,1.0998178368026856e-08,3.299453377181294e-09
1926,1.2260752413340015e-08,4.458455382660986e-09
1927,3.3447675740205796e-09,1.1149224876660924e-09
1928,1.2568645679778001e-08,0.0
1929,1.3368487650211591e-08,1.1140406375176326e-09
1930,5.2518016602221e-09,2.100720708497761e-09
1931,5.7026783295555106e-09,6.843213995466613e-09
1932,3.287861094491973e-09,6.575722188983946e-09
1933,9.176529758292418e-09,3.4411986593596566e-09
1934,9.585264137967897e-09,1.1981580172459871e-09
1935,8.377798899061872e-09,0.0
1936,2.424942913137329e-09,0.0
1937,5.0364472592434595e-09,0.0
1938,5.186085783037697e-09,0.0
1939,9.176430282309411e-09,3.058810094103137e-09
1940,0.0,0.0
1941,1.1806010391524069e-08,2.9515025978810172e-09
1942,0.0,6.068423541449874e-09
1943,5.806470415592457e-09,5.806470415592457e-09
1944,0.0,0.0
1945,8.714016175304096e-09,6.535512131478072e-09
1946,2.7842208538686464e-09,0.0
1947,4.7683483828109274e-09,0.0
1948,7.610321262063735e-09,3.2615663503321457e-09
1949,4.908504269707237e-09,3.9268033269479474e-09
1950,3.190608444114673e-09,0.0
1951,9.595261474260042e-09,0.0
1952,3.1634410646574906e-09,1.0544803918932644e-09
1953,1.0773827385790469e-09,1.0773827385790469e-09
1954,9.772536113672459e-10,2.9317608341017376e-09
1955,5.631364707880948e-09,9.385607846468247e-10
1956,2.616342476002842e-09,8.72114158667614e-10
1957,1.1485549400447326e-08,0.0
1958,1.6544486891589827e-09,1.6544486891589827e-09
1959,5.425523585955716e-09,1.5501495642666896e-09
1960,9.689166802218097e-09,1.3841666701708277e-09
1961,6.25334317660986e-09,4.86371165564492e-09
1962,4.43936931660005e-09,1.9025869768540815e-09
1963,6.466053248388448e-10,6.466053248388448e-10
1964,5.475571551727398e-09,0.0
1965,7.660860390501512e-09,1.0944086747954884e-09
1966,6.6468897053084675e-09,1.1078149508847446e-09
1967,1.4791006197611978e-09,4.930335584241163e-10
1968,4.940557296606585e-09,2.6948494546985557e-09
1969,6.358460868938209e-09,1.8167031212712459e-09
1970,7.3579600190498695e-09,9.197450023812337e-10
1971,5.138397263237948e-09,5.138397263237948e-09
1972,4.6171320100540925e-09,5.130146862875051e-10
1973,8.821126051827832e-09,1.102640756478479e-09
1974,8.438357568252286e-09,0.0
1975,6.282628195464213e-09,1.7134440533084216e-09
1976,6.8562320265641574e-09,1.7140580066410394e-09
1977,3.526069214387917e-09,3.526069214387917e-09
1978,4.752473081737207e-09,1.7821774056514528e-09
1979,7.607565244427406e-09,5.851973350345929e-10
1980,5.116635559687666e-09,2.8425752862659692e-09
1981,5.69299452024552e-09,1.2651099057237047e-09
1982,1.2415004579935385e-09,1.8622506869903077e-09
1983,1.0104505676622466e-08,4.4207211225000265e-09
1984,8.118611560803402e-09,2.3196033982486597e-09
1985,7.218669662023558e-09,3.0077789148208467e-09
1986,5.395036861699509e-09,1.1988970927134801e-09
1987,7.332980445085013e-09,0.0
1988,4.797243047249822e-09,0.0
1989,4.390497743145261e-09,5.488122178931576e-10
1990,5.993515905799995e-09,2.179460389939436e-09
1991,5.2753188484189195e-09,1.1722930404189924e-09
1992,7.162927584403178e-09,0.0
1993,1.2186256448387667e-08,2.7696036575264316e-09
1994,8.439882570598911e-09,1.0549853213248639e-09
1995,8.675921314704738e-09,1.0844901643380922e-09
1996,9.60856638698715e-09,2.135236876199542e-09
1997,6.233362714880286e-09,4.79489448146353e-10
1998,1.2873949017944142e-08,3.814503379828693e-09
1999,8.683382013430219e-09,1.3710603763428253e-09
2000,9.719669513685858e-09,0.0
2001,7.0099388516098315e-09,4.3812117822561447e-10
2002,3.9430991805033955e-09,0.0
2003,7.083769126836614e-09,4.1669229178253886e-10
2004,8.80958239690699e-09,1.3214374039449694e-09
2005,1.0358624180639708e-08,0.0
2006,8.64756888319107e-09,4.1178899179428186e-10
2007,1.078509459517818e-08,2.7961355453243186e-09
2008,1.1495087548496485e-08,8.514879357157668e-10
2009,1.2397300963584712e-08,4.76819250749827e-10
2010,1.2754241218715379e-08,0.0
2011,1.4913490886669933e-08,0.0
2012,1.6680838044180746e-08,6.808505426114664e-10
2013,1.7013663367038134e-08,2.789125042035323e-10
2014,2.3603352161671864e-08,2.1654451842767486e-10
2015,1.3077794847049518e-08,1.329945265027277e-09
2016,1.532791671365885e-08,8.285360175719347e-10
2017,1.861552334503358e-08,1.2578056374223934e-09
2018,2.4265787601507327e-08,0.0
2019,1.9132407658162265e-08,7.65296326310505e-10
