year,trop_ADV eu_VERB,trop_ADV lu_VERB
2002,1.0514931148009055e-08,5.6955880012310445e-09
2003,1.583430631058036e-08,5.8336921959778465e-09
2004,2.422635247967264e-08,3.523833003171717e-09
2005,1.7564623533417034e-08,3.602999676388663e-09
2006,1.523619275189958e-08,9.882935358973555e-09
2007,1.7176262190332636e-08,2.3966877371606188e-09
2008,2.0009967016676455e-08,5.960415716543821e-09
2009,2.86091541568112e-08,5.721831008997924e-09
2010,3.4011311100812236e-08,2.8342759250676863e-09
2011,3.6710130046913036e-08,6.118355155848576e-09
2012,3.5063802528156884e-08,8.510632198976964e-09
2013,4.5741650467334694e-08,5.857162754807632e-09
2014,4.872251579968179e-08,9.527958866328845e-09
2015,4.8321343371071634e-08,7.979671146074452e-09
2016,4.577661627536145e-08,6.8354220061905835e-09
2017,5.861374319238166e-08,6.289028409156572e-09
2018,7.099033183521897e-08,4.64663996169179e-09
2019,6.607058367080754e-08,5.3570743396846865e-09
