year,beaucoup_ADV en_ADP,beaucoup_ADV lent_ADJ
1982,9.516101044937386e-07,0.0
1983,9.62454123509815e-07,0.0
1984,1.0165662160943612e-06,0.0
1985,9.757235375218443e-07,6.015558051686298e-10
1986,1.0376454611105146e-06,0.0
1987,1.0101180123456288e-06,0.0
1988,1.0236117304884829e-06,0.0
1989,1.0926851246040314e-06,0.0
1990,1.0041864015875035e-06,0.0
1991,1.0269286576658487e-06,0.0
1992,9.537712912788265e-07,0.0
1993,1.0003808483816101e-06,0.0
1994,1.0280831475029117e-06,0.0
1995,1.0665960417099996e-06,1.626735190995987e-09
1996,9.971556664822856e-07,5.338092190498855e-10
1997,1.009325274026196e-06,4.79489448146353e-10
1998,1.0246709507555352e-06,0.0
1999,1.0100144436364644e-06,0.0
2000,9.85662836683332e-07,0.0
2001,1.0155648624277092e-06,1.7524847129024579e-09
2002,1.039225708154845e-06,4.38122149670761e-10
2003,1.0283965821145102e-06,0.0
2004,1.001209056994412e-06,0.0
2005,1.0250533932776307e-06,4.5037495954858286e-10
2006,1.0640627579050488e-06,0.0
2007,1.083302777260542e-06,0.0
2008,1.0788352255985956e-06,0.0
2009,1.124339746638725e-06,1.430457752249481e-09
2010,1.1015885093001998e-06,4.723793023408973e-10
2011,1.2466148291423451e-06,3.82397197240536e-10
2012,1.2262117934369599e-06,6.808505426114664e-10
2013,1.224425886903191e-06,2.789125042035323e-10
2014,1.2691674555753707e-06,0.0
2015,1.249040224138298e-06,0.0
2016,1.349477997791837e-06,0.0
2017,1.2059840628353413e-06,5.031222660711876e-10
2018,1.3294553582454682e-06,0.0
2019,1.3823802191836876e-06,0.0
