year,beaucoup_ADV eu_VERB,beaucoup_ADV lu_VERB
1839,7.690622361167243e-09,1.4682098203877558e-08
1840,1.6561189752906103e-08,6.624475901162441e-08
1841,1.219904177673925e-08,4.8154113585496816e-08
1842,1.2745703159566801e-08,3.6895457355967665e-08
1843,2.9534556134080958e-08,4.0757687003178944e-08
1844,1.2623690537338916e-08,2.4698525891153622e-08
1845,1.674068350610014e-08,2.9575208060350633e-08
1846,1.8734404250153602e-08,2.517435504501009e-08
1847,1.5101026207275936e-08,6.849393940910886e-08
1848,1.448139919091318e-08,3.378993085334514e-08
1849,7.54147322368226e-09,7.457679629396807e-08
1850,1.9009188889640427e-08,3.055048125588655e-08
1851,9.674158363282004e-09,5.3530342825069965e-08
1852,1.1067927019325907e-08,3.1250618093281446e-08
1853,6.569124799682413e-09,2.9859659633757474e-08
1854,1.2989160858012383e-08,5.6113176327698966e-08
1855,2.7065379271107304e-08,5.5722839675809155e-08
1856,1.0354378687793542e-08,4.0899795550330964e-08
1857,1.5620829074691756e-08,6.297146626366157e-08
1858,1.2723557318849998e-08,3.670256987220455e-08
1859,4.582956236731661e-09,4.1755821911237945e-08
1860,1.0985241161165504e-08,4.485640303641958e-08
1861,1.5091083938045813e-08,3.1125360067107977e-08
1862,1.536115412648087e-08,4.698705780015189e-08
1863,1.1487627737949424e-08,5.8437063188421234e-08
1864,1.726102105692462e-08,4.1234660130839984e-08
1865,1.0825742080555756e-08,6.165966226490127e-08
1866,1.751620715140234e-08,5.984703932426783e-08
1867,1.3102591012170706e-08,3.930777126015528e-08
1868,1.3831646938911035e-08,1.8277534152844055e-08
1869,1.4162205630441349e-08,5.323035878745941e-08
1870,9.17447806614291e-09,4.472558146062511e-08
1871,7.434824311758348e-09,2.8677177965619194e-08
1872,2.237515595027162e-08,3.9912439575573444e-08
1873,9.577607151811662e-09,4.7289436366781956e-08
1874,1.1949218503559678e-08,4.540703102406951e-08
1875,8.010138330405425e-09,2.5174719198162165e-08
1876,1.0882827083946722e-08,5.441413364337677e-08
1877,5.566334504436554e-09,2.2265338017746217e-08
1878,1.0870359723469392e-08,3.563062378475479e-08
1879,1.3440515367335593e-08,3.604501941367744e-08
1880,1.0910338410496934e-08,4.171599954361227e-08
1881,7.669758161910067e-09,2.8587281875047665e-08
1882,8.652000893505374e-09,3.7270154962243396e-08
1883,2.464542170343975e-08,3.349249766415596e-08
1884,8.582206056928499e-09,5.6114423330200225e-08
1885,9.66845359329227e-09,4.060750313783501e-08
1886,1.2261581083805595e-08,2.8395241713496944e-08
1887,1.3710741875172516e-08,4.504957828999068e-08
1888,6.340614699951175e-09,1.3949351895803375e-08
1889,1.0024218788373673e-08,4.8241552974559454e-08
1890,6.554386366985909e-09,4.129263331265065e-08
1891,1.3385862196457765e-08,4.52569608455633e-08
1892,1.4417578242387208e-08,5.0774950466347946e-08
1893,1.7243566574620672e-08,2.8328715373504565e-08
1894,9.452309157609307e-09,2.9617234886814003e-08
1895,9.629783193076946e-09,4.69451926221609e-08
1896,7.66613794667137e-09,4.6586530577652496e-08
1897,1.4566784223291052e-08,2.0976168357833558e-08
1898,1.5277558773618694e-08,4.9793523970720344e-08
1899,6.633094074004475e-09,5.085372123403431e-08
1900,1.2977633190303095e-08,2.5436159845071415e-08
1901,7.824234593556412e-09,3.5209055337936945e-08
1902,9.329538919189417e-09,2.9461702411026636e-08
1903,7.020286574288548e-09,5.130209146386733e-08
1904,8.061937784020756e-09,5.159640181773284e-08
1905,1.0837593933388234e-08,4.335037573355294e-08
1906,6.173021205313489e-09,5.864370322683499e-08
1907,9.257117739025489e-09,5.3999855254005524e-08
1908,6.384805573134145e-09,6.335692148695671e-08
1909,8.251475058784763e-09,4.565816524859656e-08
1910,4.809735720812114e-09,4.80973554317643e-08
1911,7.448523575703803e-09,4.4691141454222816e-08
1912,5.2094213387476884e-09,3.750783150735515e-08
1913,7.42418571064718e-09,5.674198888527826e-08
1914,6.027069510139427e-09,4.48681823361774e-08
1915,7.068456930880984e-09,7.068457108516668e-08
1916,2.197492410260793e-09,5.273981784625903e-08
1917,1.5352993543160665e-08,4.934890895924582e-08
1918,1.1486376294556067e-08,6.891825421462272e-08
1919,5.524709134618888e-09,3.038589824200244e-08
1920,6.815008557481406e-09,4.921950491620919e-08
1921,8.330022005509363e-09,7.118382683302116e-08
1922,1.0329110011753073e-08,6.56636274243283e-08
1923,9.554353752605493e-09,7.431163595583712e-08
1924,7.734974438733389e-09,5.9301473953610184e-08
1925,1.0998178368026856e-08,5.389107116116065e-08
1926,1.2260752413340015e-08,6.799144358637932e-08
1927,3.3447675740205796e-09,9.588333682586381e-08
1928,1.2568645679778001e-08,4.570416578530967e-08
1929,1.3368487650211591e-08,6.127223173280072e-08
1930,5.2518016602221e-09,4.3064773080914165e-08
1931,5.7026783295555106e-09,4.44808918587114e-08
1932,3.287861094491973e-09,3.1782654730250215e-08
1933,9.176529758292418e-09,6.423570653169008e-08
1934,9.585264137967897e-09,4.073737258636356e-08
1935,8.377798899061872e-09,4.4282650435434334e-08
1936,2.424942913137329e-09,4.364897199238271e-08
1937,5.0364472592434595e-09,4.5328025777280345e-08
1938,5.186085783037697e-09,5.70469449456823e-08
1939,9.176430282309411e-09,5.6587986740908036e-08
1940,0.0,2.5357829613881222e-08
1941,1.1806010391524069e-08,5.017554371988808e-08
1942,0.0,5.461581054078124e-08
1943,5.806470415592457e-09,3.4838823381733164e-08
1944,0.0,3.855823393905666e-08
1945,8.714016175304096e-09,4.1391576388605245e-08
1946,2.7842208538686464e-09,5.8468636154884734e-08
1947,4.7683483828109274e-09,4.172304812755101e-08
1948,7.610321262063735e-09,4.783630558335972e-08
1949,4.908504269707237e-09,4.0249734212238764e-08
1950,3.190608444114673e-09,3.403315673722318e-08
1951,9.595261474260042e-09,4.051332624932513e-08
1952,3.1634410646574906e-09,5.0615059477010504e-08
1953,1.0773827385790469e-09,4.3095308654983455e-08
1954,9.772536113672459e-10,5.0817187791096785e-08
1955,5.631364707880948e-09,5.068228192683932e-08
1956,2.616342476002842e-09,6.279221986815742e-08
1957,1.1485549400447326e-08,4.4175187952077977e-08
1958,1.6544486891589827e-09,4.963345967556876e-08
1959,5.425523585955716e-09,5.115493451057773e-08
1960,9.689166802218097e-09,4.290916777449638e-08
1961,6.25334317660986e-09,5.905935474004309e-08
1962,4.43936931660005e-09,5.4540824134807764e-08
1963,6.466053248388448e-10,5.8841084449312575e-08
1964,5.475571551727398e-09,4.1979379972190145e-08
1965,7.660860390501512e-09,5.362602450986742e-08
1966,6.6468897053084675e-09,4.874385695075034e-08
1967,1.4791006197611978e-09,6.015009557103213e-08
1968,4.940557296606585e-09,5.659184096340475e-08
1969,6.358460868938209e-09,4.450922597154516e-08
1970,7.3579600190498695e-09,5.2425465302263774e-08
1971,5.138397263237948e-09,3.648262170141692e-08
1972,4.6171320100540925e-09,4.9762425291532963e-08
1973,8.821126051827832e-09,4.4656952136179484e-08
1974,8.438357568252286e-09,4.725480096112733e-08
1975,6.282628195464213e-09,4.3407250238658435e-08
1976,6.8562320265641574e-09,4.627956595726346e-08
1977,3.526069214387917e-09,4.231282968447658e-08
1978,4.752473081737207e-09,3.801978465389766e-08
1979,7.607565244427406e-09,3.21858529828134e-08
1980,5.116635559687666e-09,4.661823393981024e-08
1981,5.69299452024552e-09,3.479052207433497e-08
1982,1.2415004579935385e-09,4.59355158355379e-08
1983,1.0104505676622466e-08,5.5574780333245144e-08
1984,8.118611560803402e-09,4.059305780401701e-08
1985,7.218669662023558e-09,4.992913105184016e-08
1986,5.395036861699509e-09,4.7955881987693516e-08
1987,7.332980445085013e-09,5.499735067360234e-08
1988,4.797243047249822e-09,4.9171742178000244e-08
1989,4.390497743145261e-09,6.146696951425668e-08
1990,5.993515905799995e-09,4.794812813457838e-08
1991,5.2753188484189195e-09,5.978694161967724e-08
1992,7.162927584403178e-09,5.950739734306154e-08
1993,1.2186256448387667e-08,4.5975422580113445e-08
1994,8.439882570598911e-09,5.7496698735448604e-08
1995,8.675921314704738e-09,4.2837360325620466e-08
1996,9.60856638698715e-09,5.87190136513982e-08
1997,6.233362714880286e-09,6.425158805001274e-08
1998,1.2873949017944142e-08,5.0065356305140085e-08
1999,8.683382013430219e-09,5.1186253291479744e-08
2000,9.719669513685858e-09,5.6108998336412697e-08
2001,7.0099388516098315e-09,5.9584479572549753e-08
2002,3.9430991805033955e-09,6.528019724783007e-08
2003,7.083769126836614e-09,6.292053778000906e-08
2004,8.80958239690699e-09,6.166708033106261e-08
2005,1.0358624180639708e-08,5.6296869388461346e-08
2006,8.64756888319107e-09,7.906348420405607e-08
2007,1.078509459517818e-08,7.709345484219199e-08
2008,1.1495087548496485e-08,7.024775267039374e-08
2009,1.2397300963584712e-08,7.77215378722218e-08
2010,1.2754241218715379e-08,8.172162258013316e-08
2011,1.4913490886669933e-08,5.697718108432781e-08
2012,1.6680838044180746e-08,7.693611220327412e-08
2013,1.7013663367038134e-08,7.195942530735522e-08
2014,2.3603352161671864e-08,7.29755029738044e-08
2015,1.3077794847049518e-08,7.115207267816004e-08
2016,1.532791671365885e-08,8.306073340236253e-08
2017,1.861552334503358e-08,7.094023857234788e-08
2018,2.4265787601507327e-08,8.596283801454163e-08
2019,1.9132407658162265e-08,7.601943718960058e-08
