year,long_ADJ bail_NOUN
1905,4.7478984299687e-08
1906,7.047532912807242e-08
1907,6.377125494338998e-08
1908,4.420250232506362e-08
1909,5.4459736276157855e-08
1910,4.11499598840237e-08
1911,3.298632123005518e-08
1912,4.584290697051685e-08
1913,5.568139371803227e-08
1914,3.951078864083968e-08
1915,2.8273827723523937e-08
1916,2.5271162940043723e-08
1917,5.9218692172180454e-08
1918,7.006689628497043e-08
1919,4.0514534171975924e-08
1920,6.890730785968913e-08
1921,4.619376059444846e-08
1922,8.04194957293447e-08
1923,5.095654920239667e-08
1924,9.926550781358401e-08
1925,6.488924952918751e-08
1926,5.2386851523422706e-08
1927,5.463120222870543e-08
1928,5.7130207675726297e-08
1929,1.1251810327905787e-07
1930,7.667630796959202e-08
1931,5.36051762978218e-08
1932,5.370172795338135e-08
1933,4.932384722877714e-08
1934,2.156684431042777e-08
1935,3.4708024010399185e-08
1936,3.273672888326473e-08
1937,2.644134844409507e-08
1938,1.944782235252518e-08
1939,1.8352860564618823e-08
1940,1.7750480196809804e-08
1941,3.246652724442356e-08
1942,3.9444752131245764e-08
1943,3.193558839598154e-08
1944,3.2131861615880553e-09
1945,1.5249527862692958e-08
1946,1.5313215584455975e-08
1947,1.5497132244135514e-08
1948,3.261566261514304e-08
1949,1.9634017078828947e-08
1950,1.2762433776458693e-08
1951,1.9190522948520083e-08
1952,1.898064705407876e-08
1953,2.9089333608567358e-08
1954,2.052232517257835e-08
1955,1.783265579646809e-08
1956,1.5698054411927842e-08
1957,3.799066305987253e-08
1958,9.099467845885556e-09
1959,2.1702094343822864e-08
1960,1.4533750203327145e-08
1961,9.03260666262895e-09
1962,1.8391673961559718e-08
1963,1.0345685197421517e-08
1964,2.3727476761159494e-08
1965,8.755269065297e-09
1966,1.661722348611505e-08
1967,1.035370456037299e-08
1968,1.4821671889819754e-08
1969,2.0892085339507815e-08
1970,1.6095537708205043e-08
1971,1.7470551227916076e-08
1972,1.5903454775312298e-08
1973,1.653961195779985e-08
1974,8.438357568252286e-09
1975,4.569184142155791e-09
1976,3.9994687561772935e-09
1977,1.469195431980097e-08
1978,8.910887139279566e-09
1979,8.777959692451986e-09
1980,7.390696055153967e-09
1981,1.2651098835192442e-08
1982,9.311253101884631e-09
1983,1.8314416649900522e-08
1984,1.2177918229383522e-08
1985,8.421781494405423e-09
1986,1.1988970705090196e-08
1987,1.3443797186596385e-08
1988,1.139345240375178e-08
1989,8.232183490441969e-09
1990,7.628111475810329e-09
1991,4.68917216167597e-09
1992,1.322386644631024e-08
1993,1.4401939196773128e-08
1994,6.329911705904578e-09
1995,8.133675954979935e-09
1996,8.540947504798169e-09
1997,8.630809844589749e-09
1998,1.144351013948608e-08
1999,1.5995704316651427e-08
2000,1.1486881668076876e-08
2001,1.1391150245287918e-08
2002,7.448076377869484e-09
2003,9.167230530238157e-09
2004,9.690540814233373e-09
2005,1.5763124139311913e-08
2006,1.2765458912156191e-08
2007,1.4380126422963713e-08
2008,6.811903485726134e-09
2009,1.43045770784056e-08
2010,6.140930874920514e-09
2011,1.0324724186716594e-08
2012,1.2595735121578855e-08
2013,1.5340187786705428e-08
2014,1.8189739492413537e-08
2015,1.6402658786773827e-08
2016,2.0713400911143154e-08
2017,1.4087423672037858e-08
2018,1.3423626654684995e-08
2019,1.0714148679369373e-08
