ortho_0,phon_0,lemme_0,cgram_0,genre_0,nombre_0,freqfilms2_0,infover_0,islem_0,p_cvcv_0,cgramortho_0
posait,pozE,poser,VER,,,3.38,ind:imp:3s;,0,CVCV,VER
posant,poz@,poser,VER,,,1.47,par:pre;,0,CVCV,VER
posent,poz,poser,VER,,,3.54,ind:pre:3p;,0,CVC,VER
poseront,poz°R§,poser,VER,,,1.02,ind:fut:3p;,0,CVCVCV,VER
possédait,posedE,posséder,VER,,,2.84,ind:imp:3s;,0,CVCVCV,VER
possèdent,posEd,posséder,VER,,,3.27,ind:pre:3p;,0,CVCVC,VER
pourraient,puRE,pouvoir,VER,,,32.66,cnd:pre:3p;,0,CVCV,VER
pourrait,puRE,pouvoir,VER,,,313.54,cnd:pre:3s;,0,CVCV,VER
pourrit,puRi,pourrir,VER,,,2.13,ind:pre:3s;ind:pas:3s;,0,CVCV,VER
pourront,puR§,pouvoir,VER,,,12.79,ind:fut:3p;,0,CVCV,VER
poursuit,puRs8i,poursuivre,VER,,,10.56,ind:pre:3s;,0,CVCCYV,VER
poursuivait,puRs8ivE,poursuivre,VER,,,2.43,ind:imp:3s;,0,CVCCYVCV,VER
poursuivent,puRs8iv,poursuivre,VER,,,2.77,ind:pre:3p;,0,CVCCYVC,VER
poussait,pusE,pousser,VER,,,2.59,ind:imp:3s;,0,CVCV,VER
poussant,pus@,pousser,VER,,,1.83,par:pre;,0,CVCV,VER
poussent,pus,pousser,VER,,,5.17,ind:pre:3p;sub:pre:3p;,0,CVC,VER
pouvaient,puvE,pouvoir,VER,,,15.5,ind:imp:3p;,0,CVCV,VER
pouvait,puvE,pouvoir,VER,,,108.02,ind:imp:3s;,0,CVCV,VER
pouvant,puv@,pouvoir,VER,,,4.43,par:pre;,0,CVCV,VER
pratiquent,pRatik,pratiquer,VER,,,1.22,ind:pre:3p;,0,CCVCVC,VER
prédit,pRedi,prédire,VER,m,s,4.46,ind:pre:3s;par:pas;,0,CCVCV,"VER,ADJ"
préférait,pRefeRE,préférer,VER,,,2.85,ind:imp:3s;,0,CCVCVCV,VER
préfèrent,pRefER,préférer,VER,,,5.94,ind:pre:3p;sub:pre:3p;,0,CCVCVC,VER
préférerait,pRefeR°RE,préférer,VER,,,1.73,cnd:pre:3s;,0,CCVCVCVCV,VER
prenaient,pR°nE,prendre,VER,,,3.31,ind:imp:3p;,0,CCVCV,VER
prenait,pR°nE,prendre,VER,,,18.66,ind:imp:3s;,0,CCVCV,VER
prenant,pR°n@,prendre,VER,,,6.62,par:pre;,0,CCVCV,"ADJ,VER"
prend,pR@,prendre,VER,,,179.02,ind:pre:3s;,0,CCV,VER
prendraient,pR@dRE,prendre,VER,,,1.24,cnd:pre:3p;,0,CCVCCV,VER
prendrait,pR@dRE,prendre,VER,,,7.91,cnd:pre:3s;,0,CCVCCV,VER
prendront,pR@dR§,prendre,VER,,,4.47,ind:fut:3p;,0,CCVCCV,VER
prennent,pREn,prendre,VER,,,27.9,ind:pre:3p;,0,CCVC,VER
préparait,pRepaRE,préparer,VER,,,3.38,ind:imp:3s;,0,CCVCVCV,VER
préparant,pRepaR@,préparer,VER,,,1,par:pre;,0,CCVCVCV,VER
préparent,pRepaR,préparer,VER,,,6.09,ind:pre:3p;,0,CCVCVC,VER
prescrit,pREskRi,prescrire,VER,m,s,4.49,ind:pre:3s;par:pas;,0,CCVCCCV,VER
présentait,pRez@tE,présenter,VER,,,1.59,ind:imp:3s;,0,CCVCVCV,VER
présentant,pRez@t@,présenter,VER,,,1.09,par:pre;,0,CCVCVCV,VER
prétend,pRet@,prétendre,VER,,,11.42,ind:pre:3s;,0,CCVCV,VER
prétendait,pRet@dE,prétendre,VER,,,1.24,ind:imp:3s;,0,CCVCVCV,VER
prétendant,pRet@d@,prétendre,VER,,,1.03,par:pre;,0,CCVCVCV,"ADJ,NOM,VER"
prétendent,pRet@d,prétendre,VER,,,2.67,ind:pre:3p;,0,CCVCVC,VER
prévient,pRevj5,prévenir,VER,,,2.5,ind:pre:3s;,0,CCVCYV,VER
prévoit,pRevwa,prévoir,VER,,,3.05,ind:pre:3s;,0,CCVCYV,VER
priait,pRijE,prier,VER,,,1.34,ind:imp:3s;,0,CCVYV,VER
priant,pRij@,prier,VER,,,1.61,par:pre;,0,CCVYV,"ADJ,NOM,VER"
prient,pRi,prier,VER,,,1.52,ind:pre:3p;,0,CCV,VER
prit,pRi,prendre,VER,,,7.27,ind:pas:3s;,0,CCV,VER
produisait,pRod8izE,produire,VER,,,1.5,ind:imp:3s;,0,CCVCYVCV,VER
produisent,pRod8iz,produire,VER,,,3.91,ind:pre:3p;,0,CCVCYVC,VER
produit,pRod8i,produire,VER,m,s,20.16,ind:pre:3s;par:pas;,0,CCVCYV,"VER,ADJ,NOM"
profond,pRof§,profond,ADJ,m,s,24.72,,1,CCVCV,"ADJ,ADV,NOM"
promenait,pROm°nE,promener,VER,,,1.33,ind:imp:3s;,0,CCVCVCV,VER
promènent,pRomEn,promener,VER,,,1.58,ind:pre:3p;,0,CCVCVC,VER
promet,pRomE,promettre,VER,,,8.16,ind:pre:3s;,0,CCVCV,VER
proposent,pRopoz,proposer,VER,,,1.21,ind:pre:3p;,0,CCVCVC,VER
protégeait,pRoteZE,protéger,VER,,,2.42,ind:imp:3s;,0,CCVCVCV,VER
protégeant,pRoteZ@,protéger,VER,,,1.15,par:pre;,0,CCVCVCV,VER
protègent,pRotEZ,protéger,VER,,,3.87,ind:pre:3p;sub:pre:3p;,0,CCVCVC,VER
prouvant,pRuv@,prouver,VER,,,1.09,par:pre;,0,CCVCV,VER
prouvent,pRuv,prouver,VER,,,2.71,ind:pre:3p;,0,CCVC,VER
provenant,pRov°n@,provenir,VER,,,3.74,par:pre;,0,CCVCVCV,VER
proviennent,pRovjEn,provenir,VER,,,1.77,ind:pre:3p;,0,CCVCYVC,VER
provient,pRovj5,provenir,VER,,,5.19,ind:pre:3s;,0,CCVCYV,VER
provoquait,pRovokE,provoquer,VER,,,1.06,ind:imp:3s;,0,CCVCVCV,VER
provoquent,pRovOk,provoquer,VER,,,1.2,ind:pre:3p;,0,CCVCVC,VER
puait,p8E,puer,VER,,,1.19,ind:imp:3s;,0,CYV,VER
puent,py,puer,VER,,,2.29,ind:pre:3p;,0,CV,VER
puissent,p8is,pouvoir,VER,,,10.18,sub:pre:3p;,0,CYVC,VER
punit,pyni,punir,VER,,,1.98,ind:pre:3s;ind:pas:3s;,0,CVCV,VER
put,py,pouvoir,VER,,,5.1,ind:pas:3s;,0,CV,VER
quand,k@,quand,ADV,,,2.81,,1,CV,"ADV,CON"
quand,k@,quand,CON,,,1827.92,,1,CV,"ADV,CON"
quittait,kitE,quitter,VER,,,2.88,ind:imp:3s;,0,CVCV,VER
quittant,kit@,quitter,VER,,,3.6,par:pre;,0,CVCV,VER
racontaient,Rak§tE,raconter,VER,,,1.05,ind:imp:3p;,0,CVCVCV,VER
racontait,Rak§tE,raconter,VER,,,4.5,ind:imp:3s;,0,CVCVCV,VER
rafraîchit,RafReSi,rafraîchir,VER,,,1.5,ind:pre:3s;ind:pas:3s;,0,CVCCVCV,VER
rajeunit,RaZ9ni,rajeunir,VER,,,1.2,ind:pre:3s;ind:pas:3s;,0,CVCVCV,VER
ralentit,Ral@ti,ralentir,VER,,,3.23,ind:pre:3s;ind:pas:3s;,0,CVCVCV,VER
ramenait,Ram°nE,ramener,VER,,,1.76,ind:imp:3s;,0,CVCVCV,VER
ramènent,RamEn,ramener,VER,,,2.04,ind:pre:3p;sub:pre:3p;,0,CVCVC,VER
rampant,R@p@,ramper,VER,,,1.51,par:pre;,0,CVCV,"ADJ,NOM,VER"
rappelait,Rap°lE,rappeler,VER,,,2.22,ind:imp:3s;,0,CVCVCV,VER
rappellent,RapEl,rappeler,VER,,,2.79,ind:pre:3p;,0,CVCVC,VER
rapportait,RapORtE,rapporter,VER,,,1.12,ind:imp:3s;,0,CVCVCCV,VER
rapprochent,RapROS,rapprocher,VER,,,1.44,ind:pre:3p;,0,CVCCVC,VER
rassemblent,Ras@bl,rassembler,VER,,,1.59,ind:pre:3p;,0,CVCVCC,VER
ravit,Ravi,ravir,VER,,,1.15,ind:pre:3s;ind:pas:3s;,0,CVCV,VER
réagissent,ReaZis,réagir,VER,,,2.06,ind:pre:3p;,0,CVVCVC,VER
réagit,ReaZi,réagir,VER,,,5.09,ind:pre:3s;ind:pas:3s;,0,CVVCV,VER
réalisent,Realiz,réaliser,VER,,,2.74,ind:pre:3p;,0,CVVCVC,VER
recevait,R°s°vE,recevoir,VER,,,2.16,ind:imp:3s;,0,CVCVCV,VER
recevront,R°s°vR§,recevoir,VER,,,1.03,ind:fut:3p;,0,CVCVCCV,VER
recherchait,R°SERSE,rechercher,VER,,,1.59,ind:imp:3s;,0,CVCVCCV,VER
recherchent,R°SERS,rechercher,VER,,,4.25,ind:pre:3p;,0,CVCVCC,VER
réclament,Reklam,réclamer,VER,,,2.2,ind:pre:3p;,0,CVCCVC,VER
reçoit,R°swa,recevoir,VER,,,14.9,ind:pre:3s;,0,CVCYV,VER
reçoivent,R°swav,recevoir,VER,,,3.08,ind:pre:3p;sub:pre:3p;,0,CVCYVC,VER
recommençait,R°kom@sE,recommencer,VER,,,1.22,ind:imp:3s;,0,CVCVCVCV,VER
recommencent,R°kom@s,recommencer,VER,,,1.72,ind:pre:3p;,0,CVCVCVC,VER
reconnaissant,R°konEs@,reconnaître,VER,,,1.1,par:pre;,0,CVCVCVCV,"ADJ,VER"
reconnaissent,R°konEs,reconnaître,VER,,,2.1,ind:pre:3p;,0,CVCVCVC,VER
reconnaît,R°konE,reconnaître,VER,,,10.73,ind:pre:3s;,0,CVCVCV,VER
reconnaîtront,R°konEtR§,reconnaître,VER,,,1.01,ind:fut:3p;,0,CVCVCVCCV,VER
reconstruit,R°k§stR8i,reconstruire,VER,m,s,1.39,ind:pre:3s;par:pas;,0,CVCVCCCYV,VER
recouvert,R°kuvER,recouvrir,VER,m,s,2.79,par:pas;,0,CVCVCVC,"ADJ,VER"
reculent,R°kyl,reculer,VER,,,1.31,ind:pre:3p;,0,CVCVC,VER
reçut,R°sy,recevoir,VER,,,1.87,ind:pas:3s;,0,CVCV,VER
redescend,R°dEs@,redescendre,VER,,,1.82,ind:pre:3s;,0,CVCVCV,VER
redevient,R°d°vj5,redevenir,VER,,,1.21,ind:pre:3s;,0,CVCVCYV,VER
réduisent,Red8iz,réduire,VER,,,1.03,ind:pre:3p;,0,CVCYVC,VER
réduit,Red8i,réduire,VER,m,s,8.48,ind:pre:3s;par:pas;,0,CVCYV,"VER,ADJ,NOM"
refait,R°fE,refaire,VER,m,s,11.23,ind:pre:3s;par:pas;par:pas;,0,CVCV,"VER,ADJ"
réfléchissant,RefleSis@,réfléchir,VER,,,1.09,par:pre;,0,CVCCVCVCV,"VER,ADJ"
réfléchit,RefleSi,réfléchir,VER,,,3.81,ind:pre:3s;ind:pas:3s;,0,CVCCVCV,VER
refroidit,R°fRwadi,refroidir,VER,,,3.03,ind:pre:3s;ind:pas:3s;,0,CVCCYVCV,VER
refusait,R°fyzE,refuser,VER,,,4.17,ind:imp:3s;,0,CVCVCV,VER
refusant,R°fyz@,refuser,VER,,,1.9,par:pre;,0,CVCVCV,VER
refusent,R°fyz,refuser,VER,,,7.76,ind:pre:3p;,0,CVCVC,VER
refuserait,R°fyz°RE,refuser,VER,,,1.43,cnd:pre:3s;,0,CVCVCVCV,VER
regardaient,R°gaRdE,regarder,VER,,,3.49,ind:imp:3p;,0,CVCVCCV,VER
regardait,R°gaRdE,regarder,VER,,,16.3,ind:imp:3s;,0,CVCVCCV,VER
regardant,R°gaRd@,regarder,VER,,,13.99,par:pre;,0,CVCVCCV,"ADJ,VER"
regardent,R°gaRd,regarder,VER,,,14.68,ind:pre:3p;,0,CVCVCC,VER
régnait,ReNE,régner,VER,,,2.63,ind:imp:3s;,0,CVCV,VER
règnent,REN,régner,VER,,,1.52,ind:pre:3p;,0,CVC,VER
rejoignent,R°ZwaN,rejoindre,VER,,,1.69,ind:pre:3p;,0,CVCYVC,VER
rejoint,R°Zw5,rejoindre,VER,m,s,11.16,ind:pre:3s;par:pas;,0,CVCYV,"VER,ADJ"
réjouit,ReZwi,réjouir,VER,,,2.75,ind:pre:3s;ind:pas:3s;,0,CVCYV,VER
remarquent,R°maRk,remarquer,VER,,,1.01,ind:pre:3p;,0,CVCVCC,VER
remet,R°mE,remettre,VER,,,12.56,ind:pre:3s;,0,CVCV,VER
remontant,R°m§t@,remonter,VER,,,1.37,par:pre;,0,CVCVCV,"ADJ,NOM,VER"
remplissait,R@plisE,remplir,VER,,,1.15,ind:imp:3s;,0,CVCCVCV,VER
remplissent,R@plis,remplir,VER,,,2.17,ind:pre:3p;,0,CVCCVC,VER
remplit,R@pli,remplir,VER,,,5.2,ind:pre:3s;ind:pas:3s;,0,CVCCV,VER
rencontrait,R@k§tRE,rencontrer,VER,,,1.11,ind:imp:3s;,0,CVCVCCV,VER
rencontrent,R@k§tR,rencontrer,VER,,,2.76,ind:pre:3p;,0,CVCVCC,VER
rend,R@,rendre,VER,,,82.91,ind:pre:3s;,0,CV,VER
rendaient,R@dE,rendre,VER,,,1.4,ind:imp:3p;,0,CVCV,VER
rendait,R@dE,rendre,VER,,,9.17,ind:imp:3s;,0,CVCV,VER
rendant,R@d@,rendre,VER,,,1.96,par:pre;,0,CVCV,"ADJ,VER"
rendent,R@d,rendre,VER,,,13.16,ind:pre:3p;sub:pre:3p;,0,CVC,VER
rendit,R@di,rendre,VER,,,2.13,ind:pas:3s;,0,CVCV,VER
rendrait,R@dRE,rendre,VER,,,6.09,cnd:pre:3s;,0,CVCCV,VER
rendront,R@dR§,rendre,VER,,,2.16,ind:fut:3p;,0,CVCCV,VER
rentraient,R@tRE,rentrer,VER,,,1.29,ind:imp:3p;ind:pre:3p;,0,CVCCV,VER
rentrait,R@tRE,rentrer,VER,,,6.21,ind:imp:3s;ind:pre:3s;,0,CVCCV,VER
rentrant,R@tR@,rentrer,VER,,,9.5,par:pre;,0,CVCCV,"ADJ,VER"
rentrent,R@tR,rentrer,VER,,,6.04,ind:pre:3p;,0,CVCC,VER
rentrerait,R@tR°RE,rentrer,VER,,,1.45,cnd:pre:3s;,0,CVCCVCV,VER
renvoient,R@vwa,renvoyer,VER,,,1.62,ind:pre:3p;,0,CVCYV,VER
répand,Rep@,répandre,VER,,,4.14,ind:pre:3s;,0,CVCV,VER
répandent,Rep@d,répandre,VER,,,1.75,ind:pre:3p;,0,CVCVC,VER
réparent,RepaR,réparer,VER,,,2.34,ind:pre:3p;sub:pre:3p;,0,CVCVC,VER
repart,R°paR,repartir,VER,,,8.08,ind:pre:3s;,0,CVCVC,VER
repeint,R°p5,repeindre,VER,m,s,1.46,ind:pre:3s;par:pas;,0,CVCV,"VER,NOM"
répétait,RepetE,répéter,VER,,,3.01,ind:imp:3s;,0,CVCVCV,VER
répond,Rep§,répondre,VER,,,27.42,ind:pre:3s;,0,CVCV,VER
répondait,Rep§dE,répondre,VER,,,4.18,ind:imp:3s;,0,CVCVCV,VER
répondent,Rep§d,répondre,VER,,,5.96,ind:pre:3p;,0,CVCVC,VER
répondit,Rep§di,répondre,VER,,,2.94,ind:pas:3s;,0,CVCVCV,VER
reposait,R°pozE,reposer,VER,,,1.05,ind:imp:3s;,0,CVCVCV,VER
reposent,R°poz,reposer,VER,,,3.26,ind:pre:3p;,0,CVCVC,VER
reprend,R°pR@,reprendre,VER,,,14.24,ind:pre:3s;,0,CVCCV,VER
reprennent,R°pREn,reprendre,VER,,,3.13,ind:pre:3p;,0,CVCCVC,VER
représentait,R°pRez@tE,représenter,VER,,,2.57,ind:imp:3s;,0,CVCCVCVCV,VER
représentant,R°pRez@t@,représenter,VER,,,2.31,par:pre;,0,CVCCVCVCV,"NOM,VER"
reproduisent,R°pRod8iz,reproduire,VER,,,1.03,ind:pre:3p;,0,CVCCVCYVC,VER
reproduit,R°pRod8i,reproduire,VER,m,s,2.98,ind:pre:3s;par:pas;,0,CVCCVCYV,VER
requiert,R°kjER,requérir,VER,,,2.33,ind:pre:3s;,0,CVCYVC,VER
résonnent,RezOn,résonner,VER,,,1.11,ind:pre:3p;,0,CVCVC,VER
résout,Rezu,résoudre,VER,,,3.38,ind:pre:3s;,0,CVCV,VER
respectait,REspEktE,respecter,VER,,,1.49,ind:imp:3s;,0,CVCCVCCV,VER
respirait,REspiRE,respirer,VER,,,2.4,ind:imp:3s;,0,CVCCVCV,VER
respirent,REspiR,respirer,VER,,,1.17,ind:pre:3p;,0,CVCCVC,VER
ressemblaient,R°s@blE,ressembler,VER,,,2.17,ind:imp:3p;,0,CVCVCCV,VER
ressemblait,R°s@blE,ressembler,VER,,,13.41,ind:imp:3s;,0,CVCVCCV,VER
ressemblant,R°s@bl@,ressembler,VER,,,1.01,par:pre;,0,CVCVCCV,"ADJ,VER"
ressemblent,R°s@bl,ressembler,VER,,,11.21,ind:pre:3p;,0,CVCVCC,VER
ressemblerait,R°s@bl°RE,ressembler,VER,,,1.12,cnd:pre:3s;,0,CVCVCCVCV,VER
ressent,R°s@,ressentir,VER,,,10.23,ind:pre:3s;,0,CVCV,VER
ressentait,R°s@tE,ressentir,VER,,,1.66,ind:imp:3s;,0,CVCVCV,VER
ressort,R°sOR,ressortir,VER,,,2.48,ind:pre:3s;,0,CVCVC,"NOM,VER"
restaient,REstE,rester,VER,,,2.81,ind:imp:3p;,0,CVCCV,VER
restait,REstE,rester,VER,,,18.34,ind:imp:3s;,0,CVCCV,VER
restant,REst@,rester,VER,,,4.74,par:pre;,0,CVCCV,"ADJ,NOM,VER"
resterait,REst°RE,rester,VER,,,5.3,cnd:pre:3s;,0,CVCCVCV,VER
resteront,REst°R§,rester,VER,,,3.98,ind:fut:3p;,0,CVCCVCV,VER
retenait,R°t°nE,retenir,VER,,,1.1,ind:imp:3s;,0,CVCVCV,VER
retentit,R°t@ti,retentir,VER,,,1.62,ind:pre:3s;ind:pas:3s;,0,CVCVCV,VER
retiennent,R°tjEn,retenir,VER,,,1.69,ind:pre:3p;,0,CVCYVC,VER
retient,R°tj5,retenir,VER,,,9.17,ind:pre:3s;,0,CVCYV,VER
retirent,R°tiR,retirer,VER,,,1.19,ind:pre:3p;,0,CVCVC,VER
retournent,R°tuRn,retourner,VER,,,2.29,ind:pre:3p;,0,CVCVCC,VER
rétrécit,RetResi,rétrécir,VER,,,1.31,ind:pre:3s;ind:pas:3s;,0,CVCCVCV,VER
retrouvait,R°tRuvE,retrouver,VER,,,1.89,ind:imp:3s;,0,CVCCVCV,VER
retrouvent,R°tRuv,retrouver,VER,,,4.47,ind:pre:3p;,0,CVCCVC,VER
retrouverait,R°tRuv°RE,retrouver,VER,,,1.17,cnd:pre:3s;,0,CVCCVCVCV,VER
retrouveront,R°tRuv°R§,retrouver,VER,,,2.21,ind:fut:3p;,0,CVCCVCVCV,VER
réunissent,Reynis,réunir,VER,,,1.26,ind:pre:3p;,0,CVVCVC,VER
réunit,Reyni,réunir,VER,,,3.39,ind:pre:3s;ind:pas:3s;,0,CVVCV,VER
réussissent,Reysis,réussir,VER,,,1.85,ind:pre:3p;,0,CVVCVC,VER
réussit,Reysi,réussir,VER,,,9.7,ind:pre:3s;ind:pas:3s;,0,CVVCV,VER
rêvait,REvE,rêver,VER,,,3.59,ind:imp:3s;,0,CVCV,VER
rêvant,REv@,rêver,VER,,,1.26,par:pre;,0,CVCV,VER
réveillait,RevEjE,réveiller,VER,,,1.21,ind:imp:3s;,0,CVCVYV,VER
révèlent,RevEl,révéler,VER,,,1.62,ind:pre:3p;,0,CVCVC,VER
revenaient,R°v°nE,revenir,VER,,,1.27,ind:imp:3p;,0,CVCVCV,VER
revenait,R°v°nE,revenir,VER,,,7.47,ind:imp:3s;,0,CVCVCV,VER
revenant,R°v°n@,revenir,VER,,,4.49,par:pre;,0,CVCVCV,"ADJ,NOM,VER"
rêvent,REv,rêver,VER,,,3.63,ind:pre:3p;,0,CVC,VER
reverrait,R°vERE,revoir,VER,,,1.09,cnd:pre:3s;,0,CVCVCV,VER
reviendrait,R°vj5dRE,revenir,VER,,,5.18,cnd:pre:3s;,0,CVCYVCCV,VER
reviendront,R°vj5dR§,revenir,VER,,,5.4,ind:fut:3p;,0,CVCYVCCV,VER
reviennent,R°vjEn,revenir,VER,,,15.5,ind:pre:3p;sub:pre:3p;,0,CVCYVC,VER
revient,R°vj5,revenir,VER,,,63.17,ind:pre:3s;,0,CVCYV,"VER,NOM"
revint,R°v5,revenir,VER,,,2.24,ind:pas:3s;,0,CVCV,VER
revoit,R°vwa,revoir,VER,,,5.92,ind:pre:3s;,0,CVCYV,VER
riaient,RjE,rire,VER,,,1.6,ind:imp:3p;,0,CYV,VER
riait,RjE,rire,VER,,,3.34,ind:imp:3s;,0,CYV,VER
riant,Rj@,rire,VER,,,1.89,par:pre;,0,CYV,"ADJ,VER"
rient,Ri,rire,VER,,,5.17,ind:pre:3p;,0,CV,VER
rigolait,RigolE,rigoler,VER,,,1,ind:imp:3s;,0,CVCVCV,VER
rigolent,RigOl,rigoler,VER,,,1.46,ind:pre:3p;,0,CVCVC,VER
risquait,RiskE,risquer,VER,,,2.59,ind:imp:3s;,0,CVCCV,VER
risquent,Risk,risquer,VER,,,4.59,ind:pre:3p;,0,CVCC,VER
risquerait,Risk°RE,risquer,VER,,,1.59,cnd:pre:3s;,0,CVCCVCV,VER
rit,Ri,rire,VER,,,17.47,ind:pre:3s;ind:pas:3s;,0,CV,VER
rompt,R§,rompre,VER,,,1.66,ind:pre:3s;,0,CV,VER
rougit,RuZi,rougir,VER,,,1.65,ind:pre:3s;ind:pas:3s;,0,CVCV,VER
roulait,RulE,rouler,VER,,,2.43,ind:imp:3s;,0,CVCV,VER
roulant,Rul@,rouler,VER,,,1.5,par:pre;,0,CVCV,"ADJ,VER"
roulent,Rul,rouler,VER,,,2.02,ind:pre:3p;,0,CVC,VER
sachant,saS@,savoir,VER,,,14.39,par:pre;,0,CVCV,VER
sachent,saS,savoir,VER,,,6.46,sub:pre:3p;,0,CVC,VER
saignait,sENE,saigner,VER,,,1.66,ind:imp:3s;,0,CVCV,VER
saignent,sEN,saigner,VER,,,1.3,ind:pre:3p;,0,CVC,VER
saisit,sezi,saisir,VER,,,2.39,ind:pre:3s;ind:pas:3s;,0,CVCV,VER
sait,sE,savoir,VER,,,401.46,ind:pre:3s;,0,CV,VER
salit,sali,salir,VER,,,1.1,ind:pre:3s;ind:pas:3s;,0,CVCV,VER
saluent,saly,saluer,VER,,,1.56,ind:pre:3p;,0,CVCV,VER
satisfait,satisfE,satisfaire,VER,m,s,7.89,ind:pre:3s;par:pas;par:pas;,0,CVCVCCV,"VER,ADJ"
sauraient,soRE,savoir,VER,,,1.48,cnd:pre:3p;,0,CVCV,VER
saurait,soRE,savoir,VER,,,11.9,cnd:pre:3s;,0,CVCV,VER
sauront,soR§,savoir,VER,,,7.72,ind:fut:3p;,0,CVCV,VER
sautait,sotE,sauter,VER,,,1.81,ind:imp:3s;,0,CVCV,VER
sautant,sot@,sauter,VER,,,1.6,par:pre;,0,CVCV,"ADJ,VER"
sauvant,sov@,sauver,VER,,,1.62,par:pre;,0,CVCV,VER
sauvent,sov,sauver,VER,,,1.02,ind:pre:3p;,0,CVC,VER
sauverait,sov°RE,sauver,VER,,,1.31,cnd:pre:3s;,0,CVCVCV,VER
savaient,savE,savoir,VER,,,14.72,ind:imp:3p;,0,CVCV,VER
savait,savE,savoir,VER,,,80.85,ind:imp:3s;,0,CVCV,VER
savent,sav,savoir,VER,,,64.32,ind:pre:3p;,0,CVC,VER
séduit,sed8i,séduire,VER,m,s,5.09,ind:pre:3s;par:pas;,0,CVCYV,"VER,ADJ"
semblaient,s@blE,sembler,VER,,,2.99,ind:imp:3p;,0,CVCCV,VER
semblait,s@blE,sembler,VER,,,26.84,ind:imp:3s;,0,CVCCV,VER
semblant,s@bl@,sembler,VER,,,7.9,par:pre;,0,CVCCV,"NOM,VER"
semblent,s@bl,sembler,VER,,,14.09,ind:pre:3p;sub:pre:3p;,0,CVCC,VER
semblerait,s@bl°RE,sembler,VER,,,10.04,cnd:pre:3s;,0,CVCCVCV,VER
sent,s@,sentir,VER,,,74.27,ind:pre:3s;,0,CV,VER
sentait,s@tE,sentir,VER,,,13.37,ind:imp:3s;,0,CVCV,VER
sentant,s@t@,sentir,VER,,,1.93,par:pre;,0,CVCV,"ADJ,VER"
sentirait,s@tiRE,sentir,VER,,,1.2,cnd:pre:3s;,0,CVCVCV,VER
sentit,s@ti,sentir,VER,,,1.98,ind:pas:3s;,0,CVCV,VER
séparait,sepaRE,séparer,VER,,,1.23,ind:imp:3s;,0,CVCVCV,VER
séparent,sepaR,séparer,VER,,,3.41,ind:pre:3p;,0,CVCVC,VER
seraient,s°RE,être,AUX,,,10.47,cnd:pre:3p;,0,CVCV,"AUX,VER"
seraient,s°RE,être,VER,,,15.68,cnd:pre:3p;,0,CVCV,"AUX,VER"
serait,s°RE,être,AUX,,,59.74,cnd:pre:3s;,0,CVCV,"AUX,VER"
serait,s°RE,être,VER,,,311.37,cnd:pre:3s;,0,CVCV,"AUX,VER"
seront,s°R§,être,AUX,,,39.61,ind:fut:3p;,0,CVCV,"AUX,VER"
seront,s°R§,être,VER,,,54.06,ind:fut:3p;,0,CVCV,"AUX,VER"
serrait,sERE,serrer,VER,,,1.29,ind:imp:3s;,0,CVCV,VER
serrant,sER@,serrer,VER,,,1.08,par:pre;,0,CVCV,VER
serrent,sER,serrer,VER,,,1.78,ind:pre:3p;sub:pre:3p;,0,CVC,VER
sert,sER,servir,VER,,,73.13,ind:pre:3s;,0,CVC,"NOM,VER"
servaient,sERvE,servir,VER,,,1.98,ind:imp:3p;,0,CVCCV,VER
servait,sERvE,servir,VER,,,6.41,ind:imp:3s;,0,CVCCV,VER
servant,sERv@,servir,VER,,,2.2,par:pre;,0,CVCCV,"ADJ,NOM,VER"
servent,sERv,servir,VER,,,14.43,ind:pre:3p;,0,CVCC,VER
servirait,sERviRE,servir,VER,,,6.4,cnd:pre:3s;,0,CVCCVCV,VER
serviront,sERviR§,servir,VER,,,2.02,ind:fut:3p;,0,CVCCVCV,VER
sévit,sevi,sévir,VER,,,1.33,ind:pre:3s;ind:pas:3s;,0,CVCV,VER
sied,sje,seoir,VER,,,1.67,ind:pre:3s;,0,CYV,VER
signifiait,siNifjE,signifier,VER,,,3.59,ind:imp:3s;,0,CVCVCYV,VER
signifient,siNifi,signifier,VER,,,2.62,ind:pre:3p;,0,CVCVCV,VER
signifierait,siNifiRE,signifier,VER,,,1.36,cnd:pre:3s;,0,CVCVCVCV,VER
soient,swa,être,AUX,,,17.35,sub:pre:3p;,0,CYV,"AUX,VER"
soient,swa,être,VER,,,34.3,sub:pre:3p;,0,CYV,"AUX,VER"
soignent,swaN,soigner,VER,,,1.01,ind:pre:3p;,0,CYVC,VER
soit,swa,être,AUX,,,100.79,sub:pre:3s;,0,CYV,"ADV,CON,AUX,VER"
soit,swa,être,VER,,,319.65,sub:pre:3s;,0,CYV,"ADV,CON,AUX,VER"
sonnait,sonE,sonner,VER,,,2.78,ind:imp:3s;,0,CVCV,VER
sonnent,sOn,sonner,VER,,,2.92,ind:pre:3p;sub:pre:3p;,0,CVC,VER
sont,s§,être,AUX,,,511.66,ind:pre:3p;,0,CV,"AUX,VER"
sont,s§,être,VER,,,1449.03,ind:pre:3p;,0,CV,"AUX,VER"
sort,sOR,sortir,VER,,,82.41,ind:pre:3s;,0,CVC,"NOM,VER"
sortaient,sORtE,sortir,VER,,,2.76,ind:imp:3p;,0,CVCCV,VER
sortait,sORtE,sortir,VER,,,12.62,ind:imp:3s;,0,CVCCV,VER
