ortho_0,phon_0,lemme_0,cgram_0,genre_0,nombre_0,freqfilms2_0,infover_0,islem_0,p_cvcv_0,cgramortho_0
écoliers,ekolje,écolier,NOM,m,p,1.11,,0,VCVCYV,NOM
économies,ekonomi,économie,NOM,f,p,7.77,,0,VCVCVCV,NOM
écossais,ekosE,écossais,NOM,m,,1.43,,1,VCVCV,"ADJ,NOM,VER"
écoutes,ekut,écoute,NOM,f,p,2.72,,0,VCVC,"NOM,VER"
écrans,ekR@,écran,NOM,m,p,3.91,,0,VCCV,NOM
écrits,ekRi,écrit,NOM,m,p,2.53,,0,VCCV,"VER,ADJ,NOM"
écritures,ekRityR,écriture,NOM,f,p,1.66,,0,VCCVCVC,NOM
écrivains,ekRiv5,écrivain,NOM,m,p,3.81,,0,VCCVCV,NOM
écuries,ekyRi,écurie,NOM,f,p,1.8,,0,VCVCV,NOM
écus,eky,écu,NOM,m,p,1.11,,0,VCV,NOM
éditeurs,edit9R,éditeur,NOM,m,p,1.37,,0,VCVCVC,NOM
éditions,edisj§,édition,NOM,f,p,1.78,,0,VCVCYV,"NOM,VER"
effectifs,efEktif,effectif,NOM,m,p,2.02,,0,VCVCCVC,"ADJ,NOM"
effets,efE,effet,NOM,m,p,17.58,,0,VCV,NOM
efforts,efOR,effort,NOM,m,p,19.44,,0,VCVC,NOM
égards,egaR,égard,NOM,m,p,2.42,,0,VCVC,NOM
égaux,ego,égal,NOM,m,p,2.26,,0,VCV,"ADJ,NOM"
égouts,egu,égout,NOM,m,p,3.78,,0,VCV,NOM
élans,el@,élan,NOM,m,p,1.05,,0,VCV,NOM
électeurs,elEkt9R,électeur,NOM,m,p,2.96,,0,VCVCCVC,NOM
élections,elEksj§,élection,NOM,f,p,11.22,,0,VCVCCYV,NOM
électrochocs,elEktRoSOk,électrochoc,NOM,m,p,2.86,,0,VCVCCCVCVC,NOM
éléments,elem@,élément,NOM,m,p,13.83,,0,VCVCV,NOM
éléphants,elef@,éléphant,NOM,m,p,5.17,,0,VCVCV,NOM
élèves,elEv,élève,NOM,,p,21.01,,0,VCVC,"VER,NOM"
elfes,Elf,elfe,NOM,m,p,1.87,,0,VCC,NOM
elles,El,elles,PRO:per,f,p,420.51,,1,VC,PRO:per
éloges,elOZ,éloge,NOM,m,p,1.31,,0,VCVC,NOM
élus,ely,élu,NOM,m,p,1.59,,0,VCV,"VER,ADJ,NOM"
emballages,@balaZ,emballage,NOM,m,p,1.37,,0,VCVCVC,NOM
embarras,@baRa,embarras,NOM,m,,5.32,,1,VCVCV,"NOM,VER"
embouteillages,@butEjaZ,embouteillage,NOM,m,p,1.85,,0,VCVCVYVC,NOM
émeraudes,Em°Rod,émeraude,NOM,,p,1.88,,0,VCVCVC,NOM
émeutes,em2t,émeute,NOM,f,p,2.71,,0,VCVC,NOM
émissions,emisj§,émission,NOM,f,p,4.56,,0,VCVCYV,"VER,NOM"
emmerdes,@mERd,emmerde,NOM,f,p,4.9,,0,VCVCC,"NOM,VER"
émotions,emosj§,émotion,NOM,f,p,12.3,,0,VCVCYV,NOM
empereurs,@p°R9R,empereur,NOM,m,p,1.1,,0,VCVCVC,NOM
emplois,@plwa,emploi,NOM,m,p,4.98,,0,VCCYV,NOM
employées,@plwaje,employé,NOM,f,p,1.05,,0,VCCYVYV,"VER,ADJ,NOM"
employés,@plwaje,employé,NOM,m,p,15.9,,0,VCCYVYV,"VER,ADJ,NOM"
employeurs,@plwaj9R,employeur,NOM,m,p,1.31,,0,VCCYVYVC,NOM
empreintes,@pR5t,empreinte,NOM,f,p,30.65,,0,VCCVC,NOM
en-cas,@ka,en-cas,NOM,m,,1.44,,1,VCV,NOM
encens,@s@,encens,NOM,m,,2.44,,1,VCV,NOM
enchères,@SER,enchère,NOM,f,p,5.79,,0,VCVC,NOM
enclos,@klo,enclos,NOM,m,,2.95,,1,VCCV,"VER,NOM"
encouragements,@kuRaZ°m@,encouragement,NOM,m,p,1.18,,0,VCVCVCVCV,NOM
endorphines,@dORfin,endorphine,NOM,f,p,1.04,,0,VCVCCVC,NOM
endroits,@dRwa,endroit,NOM,m,p,21.48,,0,VCCYV,NOM
enfantillages,@f@tijaZ,enfantillage,NOM,m,p,1.32,,0,VCVCVYVC,NOM
enfants,@f@,enfant,NOM,m,p,448.33,,0,VCV,NOM
enfers,@fER,enfer,NOM,m,p,2.85,,0,VCVC,NOM
enfoirés,@fwaRe,enfoiré,NOM,m,p,8.5,,0,VCYVCV,"ADJ,NOM"
engagements,@gaZ°m@,engagement,NOM,m,p,2.66,,0,VCVCVCV,NOM
engins,@Z5,engin,NOM,m,p,1.84,,0,VCV,NOM
engrais,@gRE,engrais,NOM,m,,3.35,,1,VCCV,NOM
énigmes,enigm,énigme,NOM,f,p,1.85,,0,VCVCC,NOM
enjeux,@Z2,enjeu,NOM,m,p,1.16,,0,VCV,NOM
enlèvements,@lEv°m@,enlèvement,NOM,m,p,1.71,,0,VCVCVCV,NOM
ennemis,En°mi,ennemi,NOM,m,p,29.22,,0,VCVCV,"ADJ,NOM"
ennuis,@n8i,ennui,NOM,m,p,61.89,,0,VCYV,NOM
énormes,enORm,énorme,ADJ,,p,9.55,,0,VCVCC,ADJ
enquêtes,@kEt,enquête,NOM,f,p,4.08,,0,VCVC,"NOM,VER"
enquêteurs,@kEt9R,enquêteur,NOM,m,p,2.15,,0,VCVCVC,NOM
enregistrements,@R°ZistR°m@,enregistrement,NOM,m,p,3.58,,0,VCVCVCCCVCV,NOM
enseignants,@sEN@,enseignant,NOM,m,p,1.84,,0,VCVCV,"ADJ,NOM"
ensembles,@s@bl,ensemble,NOM,m,p,2.13,,0,VCVCC,NOM
enterrements,@tER°m@,enterrement,NOM,m,p,2.62,,0,VCVCVCV,NOM
entrées,@tRe,entrée,NOM,f,p,4.33,,0,VCCV,"VER,NOM"
entrepôts,@tR°po,entrepôt,NOM,m,p,2.28,,0,VCCVCV,NOM
entrepreneurs,@tR°pR°n9R,entrepreneur,NOM,m,p,1.62,,0,VCCVCCVCVC,NOM
entretiens,@tR°tj5,entretien,NOM,m,p,2.2,,0,VCCVCYV,"VER,NOM"
envahisseurs,@vais9R,envahisseur,NOM,m,p,1.77,,0,VCVVCVC,NOM
enveloppes,@v°lOp,enveloppe,NOM,f,p,1.84,,0,VCVCVC,"NOM,VER"
envers,@vER,envers,NOM,m,,15.07,,1,VCVC,"NOM,PRE"
envies,@vi,envie,NOM,f,p,3.34,,0,VCV,"NOM,VER"
environs,@viR§,environ,NOM,m,p,6.25,,0,VCVCV,NOM
envois,@vwa,envoi,NOM,m,p,1,,0,VCYV,NOM
envoyés,@vwaje,envoyé,NOM,m,p,1.16,,0,VCYVYV,"VER,NOM"
épaules,epol,épaule,NOM,f,p,14.5,,0,VCVC,"NOM,VER"
épées,epe,épée,NOM,f,p,3.48,,0,VCV,NOM
épices,epis,épice,NOM,f,p,1.61,,0,VCVC,"NOM,VER"
épidémies,epidemi,épidémie,NOM,f,p,1.14,,0,VCVCVCV,NOM
épinards,epinaR,épinard,NOM,m,p,1.79,,0,VCVCVC,NOM
épines,epin,épine,NOM,f,p,3.29,,0,VCVC,NOM
épingles,ep5gl,épingle,NOM,f,p,2.28,,0,VCVCC,"NOM,VER"
épisodes,epizOd,épisode,NOM,m,p,3.69,,0,VCVCVC,NOM
époques,epOk,époque,NOM,f,p,1.21,,0,VCVC,NOM
époux,epu,époux,NOM,m,,19.57,,1,VCV,NOM
épreuves,epR9v,épreuve,NOM,f,p,6.55,,0,VCCVC,NOM
équations,ekwasj§,équation,NOM,f,p,1,,0,VCYVCYV,NOM
équipages,ekipaZ,équipage,NOM,m,p,1.42,,0,VCVCVC,NOM
équipements,ekip°m@,équipement,NOM,m,p,2.11,,0,VCVCVCV,NOM
équipes,ekip,équipe,NOM,f,p,11.97,,0,VCVC,"NOM,VER"
erreurs,ER9R,erreur,NOM,f,p,22.82,,0,VCVC,NOM
es,E,être,AUX,,,539.36,ind:pre:2s;,0,V,"AUX,VER"
escadrons,EskadR§,escadron,NOM,m,p,1.34,,0,VCCVCCV,NOM
escaliers,Eskalje,escalier,NOM,m,p,11.38,,0,VCCVCYV,NOM
escargots,EskaRgo,escargot,NOM,m,p,5.34,,0,VCCVCCV,NOM
esclaves,Esklav,esclave,NOM,m,p,22.01,,0,VCCCVC,"ADJ,NOM"
escrocs,EskRo,escroc,NOM,m,p,2.5,,0,VCCCV,NOM
escudos,Eskydo,escudo,NOM,m,p,3.02,,0,VCCVCV,NOM
espace-temps,Espast@,espace-temps,NOM,m,,1.63,,1,VCCVCCV,NOM
espaces,Espas,espace,NOM,,p,2.52,,0,VCCVC,NOM
espagnols,EspaNOl,espagnol,NOM,m,p,5.27,,0,VCCVCVC,"ADJ,NOM"
espèces,EspEs,espèce,NOM,f,p,11.47,,0,VCCVC,NOM
espérances,EspeR@s,espérance,NOM,f,p,2.32,,0,VCCVCVC,NOM
espionnes,EspijOn,espion,NOM,f,p,2.45,,0,VCCVYVC,NOM
espions,Espj§,espion,NOM,m,p,6.52,,0,VCCYV,NOM
espoirs,EspwaR,espoir,NOM,m,p,6.61,,0,VCCYVC,NOM
esprits,EspRi,esprit,NOM,m,p,24.12,,0,VCCCV,NOM
essais,esE,essai,NOM,m,p,8.47,,0,VCV,NOM
estimations,Estimasj§,estimation,NOM,f,p,1.15,,0,VCCVCVCYV,NOM
établissements,etablis°m@,établissement,NOM,m,p,1.48,,0,VCVCCVCVCV,NOM
étagères,etaZER,étagère,NOM,f,p,1.77,,0,VCVCVC,NOM
étages,etaZ,étage,NOM,m,p,6.98,,0,VCVC,"NOM,VER"
étais,etE,être,AUX,,,184.97,ind:imp:2s;,0,VCV,"NOM,AUX,VER"
étalons,etal§,étalon,NOM,m,p,1.07,,0,VCVCV,"VER,NOM"
étapes,etap,étape,NOM,f,p,3.34,,0,VCVC,NOM
états,eta,état,NOM,m,p,8.91,,0,VCV,NOM
êtes,Et,être,AUX,,,260.22,ind:pre:2p;,0,VC,"AUX,VER"
étés,ete,été,NOM,m,p,5.47,,0,VCV,NOM
étiez,etje,être,AUX,,,23.15,ind:imp:2p;,0,VCYV,"AUX,VER"
étincelles,et5sEl,étincelle,NOM,f,p,2.71,,0,VCVCVC,NOM
étions,etj§,être,AUX,,,9.63,ind:imp:1p;,0,VCYV,"AUX,VER"
étiquettes,etikEt,étiquette,NOM,f,p,1.94,,0,VCVCVC,"VER,NOM"
étoiles,etwal,étoile,NOM,f,p,32.98,,0,VCYVC,"NOM,VER"
étrangers,etR@Ze,étranger,NOM,m,p,19.67,,0,VCCVCV,"ADJ,NOM"
êtres,EtR,être,NOM,m,p,21.91,,0,VCC,NOM
études,etyd,étude,NOM,f,p,32.87,,0,VCVC,NOM
étudiantes,etydj@t,étudiant,NOM,f,p,2.24,,0,VCVCYVC,"ADJ,NOM"
étudiants,etydj@,étudiant,NOM,m,p,21.22,,0,VCVCYV,"ADJ,NOM"
européens,2Rope5,européen,NOM,m,p,2.44,,0,VCVCVV,"ADJ,NOM"
euros,2Ro,euro,NOM,m,p,8.99,,0,VCV,NOM
événements,evEn°m@,événement,NOM,m,p,14.96,,0,VCVCVCV,NOM
évènements,evEn°m@,évènement,NOM,m,p,3.32,,0,VCVCVCV,NOM
évêques,evEk,évêque,NOM,m,p,1,,0,VCVC,NOM
examens,Egzam5,examen,NOM,m,p,17.4,,0,VCCVCV,NOM
exams,Egzam,exam,NOM,m,p,1.01,,0,VCCVC,NOM
excellentes,Eksel@t,excellent,ADJ,f,p,4.28,,0,VCCVCVC,ADJ
excellents,EksEl@,excellent,ADJ,m,p,4.25,,0,VCCVCV,ADJ
exceptions,eksEpsj§,exception,NOM,f,p,1.65,,0,VCCVCCYV,"NOM,VER"
excès,EksE,excès,NOM,m,,7.67,,1,VCCV,NOM
excréments,EkskRem@,excrément,NOM,m,p,1.48,,0,VCCCCVCV,NOM
exécutions,egzekysj§,exécution,NOM,f,p,1.89,,0,VCCVCVCYV,"NOM,VER"
exemplaires,Egz@plER,exemplaire,NOM,m,p,2.52,,0,VCCVCCVC,"ADJ,NOM"
exemples,Egz@pl,exemple,NOM,m,p,1.38,,0,VCCVCC,NOM
exercices,EgzERsis,exercice,NOM,m,p,5.12,,0,VCCVCCVC,NOM
exigences,EgziZ@s,exigence,NOM,f,p,3.96,,0,VCCVCVC,NOM
exilés,Egzile,exilé,NOM,m,p,1.12,,0,VCCVCV,"VER,ADJ,NOM"
expéditions,Ekspedisj§,expédition,NOM,f,p,1.69,,0,VCCCVCVCYV,NOM
expériences,EkspeRj@s,expérience,NOM,f,p,16.52,,0,VCCCVCYVC,NOM
experts,EkspER,expert,NOM,m,p,7.44,,0,VCCCVC,"ADJ,NOM"
explications,Eksplikasj§,explication,NOM,f,p,7.14,,0,VCCCCVCVCYV,NOM
exploits,Eksplwa,exploit,NOM,m,p,4.03,,0,VCCCCYV,NOM
explosifs,Eksplozif,explosif,NOM,m,p,7.97,,0,VCCCCVCVC,"ADJ,NOM"
explosions,Eksplozj§,explosion,NOM,f,p,3.02,,0,VCCCCVCYV,"VER,NOM"
expositions,Ekspozisj§,exposition,NOM,f,p,1.11,,0,VCCCVCVCYV,NOM
express,EkspREs,express,NOM,m,,1.49,,1,VCCCCVC,"ADJ,NOM"
expressions,EkspResj§,expression,NOM,f,p,1.51,,0,VCCCCVCYV,NOM
extra-terrestres,EkstRatEREstR,extra-terrestre,NOM,,p,2.36,,0,VCCCCVCVCVCCC,"ADJ,NOM"
extraits,EkstRE,extrait,NOM,m,p,1.17,,0,VCCCCV,"VER,ADJ,NOM"
extras,EkstRa,extra,NOM,m,p,1.04,,0,VCCCCV,NOM
extraterrestres,EkstRatEREstR,extraterrestre,NOM,,p,6.37,,0,VCCCCVCVCVCCC,"ADJ,NOM"
fabricants,fabRik@,fabricant,NOM,m,p,1.12,,0,CVCCVCV,NOM
façons,fas§,façon,NOM,f,p,17.89,,0,CVCV,NOM
facteurs,fakt9R,facteur,NOM,m,p,2.54,,0,CVCCVC,NOM
factures,faktyR,facture,NOM,f,p,10.37,,0,CVCCVC,"NOM,VER"
facultés,fakylte,faculté,NOM,f,p,2.8,,0,CVCVCCV,NOM
faibles,fEbl,faible,NOM,,p,3.53,,0,CVCC,"ADJ,NOM"
faiblesses,fEblEs,faiblesse,NOM,f,p,3.38,,0,CVCCVC,NOM
fainéants,fene@,fainéant,NOM,m,p,1.81,,0,CVCVV,"ADJ,NOM"
faits,fE,fait,NOM,m,p,27.36,,0,CV,"VER,ADJ,NOM"
fanatiques,fanatik,fanatique,NOM,,p,2.34,,0,CVCVCVC,"ADJ,NOM"
fans,fan,fan,NOM,,p,8.17,,0,CVC,NOM
fantaisies,f@tezi,fantaisie,NOM,f,p,1.41,,0,CVCVCV,NOM
fantasmes,f@tasm,fantasme,NOM,m,p,4.54,,0,CVCVCC,"NOM,VER"
fantômes,f@tom,fantôme,NOM,m,p,18.52,,0,CVCVC,NOM
farces,faRs,farce,NOM,f,p,1.9,,0,CVCC,"NOM,VER"
fascistes,faSist,fasciste,NOM,,p,2.61,,0,CVCVCC,"ADJ,NOM"
faubourgs,fobuR,faubourg,NOM,m,p,1.11,,0,CVCVC,NOM
faucons,fok§,faucon,NOM,m,p,1.86,,0,CVCV,NOM
fausses,fos,faux,ADJ,f,p,9.26,,0,CVC,ADJ
fautes,fot,faute,NOM,f,p,6.07,,0,CVC,"NOM,VER"
fauves,fov,fauve,NOM,m,p,2.35,,0,CVC,"ADJ,NOM"
faux,fo,faux,ADJ,m,,90.99,,1,CV,"ADJ,ADV,NOM"
faux,fo,faux,NOM,,,5.71,,1,CV,"ADJ,ADV,NOM"
faveurs,fav9R,faveur,NOM,f,p,5.56,,0,CVCVC,NOM
favoris,favoRi,favori,NOM,m,p,1.28,,0,CVCVCV,"ADJ,NOM"
fax,faks,fax,NOM,m,,5.59,,1,CVCC,NOM
fédéraux,fedeRo,fédéral,NOM,m,p,3.91,,0,CVCVCV,"ADJ,NOM"
fées,fe,fée,NOM,f,p,7.01,,0,CV,NOM
félicitations,felisitasj§,félicitation,NOM,f,p,59.23,,0,CVCVCVCVCYV,NOM
femelles,f°mEl,femelle,NOM,f,p,2.53,,0,CVCVC,"ADJ,NOM"
femmes,fam,femme,NOM,f,p,242.75,,0,CVC,NOM
fenêtres,f°nEtR,fenêtre,NOM,f,p,20.35,,0,CVCVCC,NOM
fermes,fERm,ferme,NOM,f,p,3.34,,0,CVCC,"ADJ,NOM,VER"
fermiers,fERmje,fermier,NOM,m,p,3.22,,0,CVCCYV,"ADJ,NOM"
fers,fER,fer,NOM,m,p,3.42,,0,CVC,NOM
fesses,fEs,fesse,NOM,f,p,34.52,,0,CVC,"NOM,VER"
festivités,fEstivite,festivité,NOM,f,p,1.19,,0,CVCCVCVCV,NOM
fêtes,fEt,fête,NOM,f,p,17.94,,0,CVC,"NOM,VER"
feux,f2,feu,NOM,m,p,18.1,,0,CV,NOM
fiancés,fj@se,fiancé,NOM,m,p,1.1,,0,CYVCV,"VER,NOM"
fibres,fibR,fibre,NOM,f,p,3.97,,0,CVCC,NOM
ficelles,fisEl,ficelle,NOM,f,p,3.19,,0,CVCVC,"VER,NOM"
fiches,fiS,fiche,NOM,f,p,3.01,,0,CVC,"NOM,VER"
fichiers,fiSje,fichier,NOM,m,p,5.69,,0,CVCYV,NOM
fidèles,fidEl,fidèle,NOM,,p,4.33,,0,CVCVC,"ADJ,NOM"
figues,fig,figue,NOM,f,p,3.94,,0,CVC,NOM
figurants,figyR@,figurant,NOM,m,p,1.93,,0,CVCVCV,NOM
figures,figyR,figure,NOM,f,p,2.69,,0,CVCVC,"NOM,VER"
filets,filE,filet,NOM,m,p,4.45,,0,CVCV,NOM
fillettes,fijEt,fillette,NOM,f,p,1.67,,0,CVYVC,NOM
films,film,film,NOM,m,p,57.56,,0,CVCC,NOM
filons,fil§,filon,NOM,m,p,3.83,,0,CVCV,"VER,NOM"
fils,fil,fil,NOM,m,p,13.09,,0,CVC,NOM
fils,fis,fils,NOM,m,,480.15,,1,CVC,NOM
filtres,filtR,filtre,NOM,m,p,1.02,,0,CVCCC,"NOM,VER"
finances,fin@s,finance,NOM,f,p,5.89,,0,CVCVC,"NOM,VER"
fins,f5,fin,NOM,,p,6.03,,0,CV,"ADJ,NOM"
fissures,fisyR,fissure,NOM,f,p,1.49,,0,CVCVC,"NOM,VER"
flammes,flam,flamme,NOM,f,p,14.32,,0,CCVC,NOM
flancs,fl@,flanc,NOM,m,p,1.56,,0,CCV,NOM
flaques,flak,flaque,NOM,f,p,1.21,,0,CCVC,NOM
flèches,flES,flèche,NOM,f,p,4.55,,0,CCVC,NOM
fléchettes,fleSEt,fléchette,NOM,f,p,1.27,,0,CCVCVC,NOM
fleurs,fl9R,fleur,NOM,f,p,74.56,,0,CCVC,NOM
fleuves,fl9v,fleuve,NOM,m,p,1.77,,0,CCVC,NOM
flics,flik,flic,NOM,m,p,85.97,,0,CCVC,NOM
flingues,fl5g,flingue,NOM,m,p,6.13,,0,CCVC,"NOM,VER"
flocons,flok§,flocon,NOM,m,p,2.42,,0,CCVCV,NOM
florins,floR5,florin,NOM,m,p,2.48,,0,CCVCV,NOM
flots,flo,flot,NOM,m,p,5.62,,0,CCV,NOM
fluides,fl8id,fluide,NOM,m,p,1.78,,0,CCYVC,"ADJ,NOM"
flûtes,flyt,flûte,NOM,f,p,1.02,,0,CCVC,NOM
flux,fly,flux,NOM,m,,4.07,,1,CCV,NOM
foetus,fetys,foetus,NOM,m,,3.06,,1,CVCVC,NOM
foies,fwa,foie,NOM,m,p,1.21,,0,CYV,NOM
fois,fwa,fois,NOM,f,p,899.25,,1,CYV,NOM
folies,foli,folie,NOM,f,p,3.38,,0,CVCV,NOM
folles,fOl,fou,NOM,f,p,2.33,,0,CVC,"ADJ,NOM"
fonctionnaires,f§ksjonER,fonctionnaire,NOM,,p,3.1,,0,CVCCYVCVC,NOM
fonctions,f§ksj§,fonction,NOM,f,p,8.83,,0,CVCCYV,NOM
fondateurs,f§dat9R,fondateur,NOM,m,p,2.64,,0,CVCVCVC,"ADJ,NOM"
fondations,f§dasj§,fondation,NOM,f,p,3.35,,0,CVCVCYV,NOM
fonds,f§,fonds,NOM,m,,15.1,,1,CV,"VER,NOM"
fontaines,f§tEn,fontaine,NOM,f,p,1.11,,0,CVCVC,NOM
forces,fORs,force,NOM,f,p,43.67,,0,CVCC,"NOM,VER"
forêts,foRE,forêt,NOM,f,p,5.37,,0,CVCV,NOM
formalités,fORmalite,formalité,NOM,f,p,3.3,,0,CVCCVCVCV,NOM
formes,fORm,forme,NOM,f,p,11.58,,0,CVCC,"NOM,VER"
formulaires,fORmylER,formulaire,NOM,m,p,2.8,,0,CVCCVCVC,NOM
formules,fORmyl,formule,NOM,f,p,1.56,,0,CVCCVC,"NOM,VER"
forts,fOR,fort,NOM,m,p,2.11,,0,CVC,"ADJ,NOM"
fortunes,fORtyn,fortune,NOM,f,p,1.27,,0,CVCCVC,NOM
fosses,fOs,fosse,NOM,f,p,1.27,,0,CVC,NOM
foules,ful,foule,NOM,f,p,1.86,,0,CVC,"NOM,VER"
fourmis,fuRmi,fourmi,NOM,f,p,6.83,,0,CVCCV,NOM
fourneaux,fuRno,fourneau,NOM,m,p,1.13,,0,CVCCV,NOM
fournisseurs,fuRnis9R,fournisseur,NOM,m,p,2.13,,0,CVCCVCVC,NOM
fournitures,fuRnityR,fourniture,NOM,f,p,1.88,,0,CVCCVCVC,NOM
fourrures,fuRyR,fourrure,NOM,f,p,1.97,,0,CVCVC,NOM
fours,fuR,four,NOM,m,p,1.48,,0,CVC,NOM
fous,fu,fou,NOM,m,p,23.82,,0,CV,"ADJ,NOM,VER"
foyers,fwaje,foyer,NOM,m,p,3.38,,0,CYVYV,"ADJ,NOM"
fracas,fRaka,fracas,NOM,m,,4.17,,1,CCVCV,NOM
fractures,fRaktyR,fracture,NOM,f,p,2.26,,0,CCVCCVC,"NOM,VER"
fragments,fRagm@,fragment,NOM,m,p,2.99,,0,CCVCCV,NOM
frais,fRE,frais,NOM,m,,26.16,,1,CCV,"ADJ,ADV,NOM"
francs,fR@,franc,NOM,m,p,16.43,,0,CCV,"ADJ,NOM"
freins,fR5,frein,NOM,m,p,5.38,,0,CCV,NOM
fréquences,fRek@s,fréquence,NOM,f,p,2.51,,0,CCVCVC,NOM
fréquentations,fRek@tasj§,fréquentation,NOM,f,p,2.35,,0,CCVCVCVCYV,NOM
frères,fRER,frère,NOM,m,p,78.94,,0,CCVC,NOM
fresques,fREsk,fresque,NOM,f,p,1.81,,0,CCVCC,NOM
fringues,fR5g,fringue,NOM,f,p,12.88,,0,CCVC,"NOM,VER"
frissons,fRis§,frisson,NOM,m,p,4.39,,0,CCVCV,NOM
frites,fRit,frite,NOM,f,p,8.68,,0,CCVC,"ADJ,NOM"
fromages,fRomaZ,fromage,NOM,m,p,1.54,,0,CCVCVC,NOM
frontières,fR§tjER,frontière,NOM,f,p,6,,0,CCVCYVC,NOM
fronts,fR§,front,NOM,m,p,2.23,,0,CCV,NOM
fruits,fR8i,fruit,NOM,m,p,23.45,,0,CCYV,NOM
fugitifs,fyZitif,fugitif,NOM,m,p,1.96,,0,CVCVCVC,"ADJ,NOM"
fuites,f8it,fuite,NOM,f,p,3.07,,0,CYVC,NOM
fumeurs,fym9R,fumeur,NOM,m,p,1.56,,0,CVCVC,NOM
fumiers,fymje,fumier,NOM,m,p,3.08,,0,CVCYV,NOM
furieux,fyRj2,furieux,NOM,m,,1.84,,1,CVCYV,"ADJ,NOM"
fus,fy,être,AUX,,,3.58,ind:pas:2s;,0,CV,"AUX,VER"
fusées,fyze,fusée,NOM,f,p,4.08,,0,CVCV,"VER,NOM"
fusibles,fyzibl,fusible,NOM,m,p,1.64,,0,CVCVCC,NOM
fusillades,fyzijad,fusillade,NOM,f,p,1.27,,0,CVCVYVC,NOM
fusils,fyzi,fusil,NOM,m,p,12.1,,0,CVCV,NOM
fûts,fy,fût,NOM,m,p,1.01,,0,CV,NOM
gâchis,gaSi,gâchis,NOM,m,,6.24,,1,CVCV,NOM
gadgets,gadZEt,gadget,NOM,m,p,1.5,,0,CVCCVC,NOM
gages,gaZ,gage,NOM,m,p,6.06,,0,CVC,"NOM,VER"
gagnants,gaN@,gagnant,NOM,m,p,2.68,,0,CVCV,"ADJ,NOM"
gains,g5,gain,NOM,m,p,3.02,,0,CV,NOM
galaxies,galaksi,galaxie,NOM,f,p,1.23,,0,CVCVCCV,NOM
galères,galER,galère,NOM,f,p,2.14,,0,CVCVC,"NOM,VER"
galeries,gal°Ri,galerie,NOM,f,p,2.05,,0,CVCVCV,NOM
galettes,galEt,galette,NOM,f,p,1.19,,0,CVCVC,NOM
galons,gal§,galon,NOM,m,p,2.28,,0,CVCV,NOM
gamines,gamin,gamin,NOM,f,p,2.13,,0,CVCVC,"ADJ,NOM"
gamins,gam5,gamin,NOM,m,p,22.15,,0,CVCV,"ADJ,NOM"
gangs,g@g,gang,NOM,m,p,5.05,,0,CVC,NOM
gangsters,g@gstER,gangster,NOM,m,p,3.68,,0,CVCCCVC,NOM
gants,g@,gant,NOM,m,p,15.16,,0,CV,NOM
garanties,gaR@ti,garantie,NOM,f,p,2.32,,0,CVCVCV,"ADJ,NOM,VER"
garces,gaRs,garce,NOM,f,p,1.46,,0,CVCC,NOM
garçons,gaRs§,garçon,NOM,m,p,63.09,,0,CVCCV,NOM
garde-côtes,gaRd°kot,garde-côte,NOM,m,p,1.36,,0,CVCCVCVC,NOM
gardes,gaRd,garde,NOM,,p,27.7,,0,CVCC,"NOM,VER"
gardiens,gaRdj5,gardien,NOM,m,p,10.2,,0,CVCCYV,"ADJ,NOM"
gares,gaR,gare,NOM,f,p,1.87,,0,CVC,"NOM,VER"
gars,ga,gars,NOM,m,,289.63,,1,CV,NOM
gâteaux,gato,gâteau,NOM,m,p,12.85,,0,CVCV,NOM
gaufres,gofR,gaufre,NOM,f,p,2.44,,0,CVCC,NOM
gaulois,golwa,gaulois,NOM,m,,2.47,,1,CVCYV,"ADJ,NOM"
gays,gE,gay,NOM,m,p,3.94,,0,CV,"ADJ,NOM"
géants,Ze@,géant,NOM,m,p,4.19,,0,CVV,"ADJ,NOM"
gémissements,Zemis°m@,gémissement,NOM,m,p,4.18,,0,CVCVCVCV,NOM
gencives,Z@siv,gencive,NOM,f,p,1.17,,0,CVCVC,NOM
gendarmes,Z@daRm,gendarme,NOM,m,p,8.14,,0,CVCVCC,NOM
générateurs,ZeneRat9R,générateur,NOM,m,p,2.2,,0,CVCVCVCVC,"ADJ,NOM"
générations,ZeneRasj§,génération,NOM,f,p,7.13,,0,CVCVCVCYV,NOM
généraux,ZeneRo,général,NOM,m,p,3.83,,0,CVCVCV,"ADJ,NOM"
gènes,ZEn,gène,NOM,m,p,3.9,,0,CVC,NOM
génies,Zeni,génie,NOM,m,p,3.36,,0,CVCV,NOM
genoux,Z°nu,genou,NOM,m,p,42.82,,0,CVCV,NOM
genres,Z@R,genre,NOM,m,p,1.85,,0,CVC,NOM
gens,Z@,gens,NOM,,p,594.29,,1,CV,NOM
gentils,Z@ti,gentil,NOM,m,p,2.37,,0,CVCV,"ADJ,NOM"
gentilshommes,Z@tizOm,gentilhomme,NOM,m,p,1.47,,0,CVCVCVC,NOM
germes,ZERm,germe,NOM,m,p,1.42,,0,CVCC,NOM
gestes,ZEst,geste,NOM,,p,9.36,,0,CVCC,NOM
gilles,Zil,gille,NOM,m,p,2.43,,0,CVC,NOM
girls,g9Rl,girl,NOM,f,p,3.06,,0,CVCC,NOM
gitans,Zit@,gitan,NOM,m,p,3.39,,0,CVCV,"ADJ,NOM"
glaces,glas,glace,NOM,f,p,8.73,,0,CCVC,"NOM,VER"
