year,vos_DET ans_NOUN,vos_DET rangs_NOUN
1852,2.6042181744401205e-09,2.213585474919455e-07
1853,3.5831591027601917e-09,2.2991937953520392e-07
1854,1.8184825201217336e-08,2.0730701066895563e-07
1855,4.6701046585440054e-08,2.3987354325072374e-07
1856,4.0899795550330964e-08,2.857808567569009e-07
1857,1.2203773103180993e-08,2.5627923605497926e-07
1858,1.4681027837859517e-08,2.7698206395143643e-07
1859,1.1202780925145817e-08,3.4321249131608056e-07
1860,6.408057640072684e-09,4.092002541256079e-07
1861,2.6409397335669382e-08,2.8342941504888586e-07
1862,3.5692092836825395e-08,2.701755761336244e-07
1863,1.9479021062807078e-08,2.856923231320252e-07
1864,2.3014694150447212e-08,2.8528631901281187e-07
1865,7.0602665935837194e-09,2.329887962559951e-07
1866,1.8489328568183083e-08,2.2819725131739688e-07
1867,2.6690463172940326e-08,2.343907965496328e-07
1868,1.1361710683388537e-08,2.361259845429231e-07
1869,1.3673853160867111e-08,2.8080233960281475e-07
1870,2.0069171213776826e-08,2.792481836877414e-07
1871,7.434824311758348e-09,3.802381343120942e-07
1872,1.2094679036067646e-08,3.332083906570915e-07
1873,2.095101514498765e-08,3.507798567170539e-07
1874,3.2262889249068394e-08,2.8498885740191326e-07
1875,2.2313955128083762e-08,2.729168500081869e-07
1876,9.069021977836655e-09,2.31562367503102e-07
1877,3.958282235316801e-08,1.9544017959560733e-07
1878,1.8117266742390115e-08,2.0955637580755138e-07
1879,1.221865097988939e-08,1.9916400617603358e-07
1880,1.8611753915820373e-08,2.0665464717239956e-07
1881,1.8825771164188154e-08,2.0499172137533606e-07
1882,1.0648616211028639e-08,2.715397044994461e-07
1883,1.9589950994713945e-08,2.1232979463547963e-07
1884,2.3766109080725073e-08,2.0597295247171132e-07
1885,9.023890079618013e-09,1.6243001255134004e-07
1886,1.355227396970804e-08,1.8844114890725905e-07
1887,1.3710741875172516e-08,1.664875810547528e-07
1888,1.7119660356001987e-08,1.7880533675906918e-07
1889,2.192797943223468e-08,1.8419501657263027e-07
1890,1.3108772733971819e-08,1.7172492050576693e-07
1891,5.736798147637501e-09,1.6318003304149897e-07
1892,1.8178685001757344e-08,1.8241371435578912e-07
1893,4.926733243593162e-09,1.558079389951672e-07
1894,1.1342770278588432e-08,1.4871632458834938e-07
1895,2.2268873856035043e-08,2.1305895359091664e-07
1896,1.4152869098893461e-08,1.7985938427500514e-07
1897,2.4472196713531957e-08,1.8004544699579128e-07
1898,1.3014216371232123e-08,1.7597483292774996e-07
1899,3.8693048765026106e-09,1.6582734474468452e-07
1900,6.22926377147337e-09,1.8168685755881597e-07
1901,1.0618603774048552e-08,1.4810157722422446e-07
1902,4.419255628107521e-09,1.7087788251046732e-07
1903,1.83607493653426e-08,1.62546626825133e-07
1904,9.674325340824907e-09,1.8757441466732416e-07
1905,1.754658074393234e-08,1.7443365152303159e-07
1906,1.4403716441790948e-08,1.6924367685078323e-07
1907,7.199980611716228e-09,1.3988534419695497e-07
1908,1.9154416719402434e-08,1.5814673304248572e-07
1909,1.430255680556769e-08,1.4082517907354486e-07
1910,6.412980813053082e-09,1.4856739483093406e-07
1911,1.4365010514438836e-08,1.4684232496620098e-07
1912,1.66701485393439e-08,1.547198138496242e-07
1913,9.545381374209683e-09,1.219687675302339e-07
1914,4.68772043404897e-09,1.1652333853362506e-07
1915,1.1780762143587253e-08,1.5668413766434242e-07
1916,3.2962386153911893e-09,1.5602195446717815e-07
1917,1.7546279096336548e-08,1.2063067345025047e-07
1918,9.189101035644853e-09,1.9641703374873032e-07
1919,1.5653341733923298e-08,1.6482049147725775e-07
1920,4.543339038320937e-09,1.2948515859534382e-07
1921,2.2718242842501013e-09,1.2116396419514786e-07
1922,2.0658220023506146e-08,1.0255330096242687e-07
1923,1.2739137744688378e-08,1.1359064444604883e-07
1924,1.804827398643738e-08,1.0055467214442615e-07
1925,5.499089184013428e-09,1.418764981053755e-07
1926,1.114613823460786e-08,1.0700293273657735e-07
1927,5.574612438330462e-09,1.103773286104115e-07
1928,5.713020723163709e-09,1.1083260176292242e-07
1929,1.3368487650211591e-08,1.270006322329209e-07
1930,2.100720708497761e-09,7.352522146675255e-08
1931,1.0264820993199919e-08,7.185374784057785e-08
1932,1.0959536389520963e-08,7.781270738860258e-08
1933,3.4411986593596566e-09,7.914756849913829e-08
1934,2.3963160344919743e-09,7.668211310374318e-08
1935,1.0771455727365264e-08,8.138432860960165e-08
1936,1.2124714565686645e-09,1.1033490210365926e-07
1937,1.510934133364117e-08,9.821071955684602e-08
1938,3.8895642262559704e-09,7.390172385157712e-08
1939,1.6823455517567254e-08,7.341144225847529e-08
1940,0.0,7.60734906180005e-08
1941,2.9515025978810172e-09,1.0330258959356797e-07
1942,6.068423541449874e-09,1.3957374278561474e-07
1943,1.7419411690866582e-08,1.0451646659248581e-07
1944,1.6065930807940276e-08,1.4459337194239197e-07
1945,4.357008087652048e-09,1.3942425880486553e-07
1946,5.568441707737293e-09,7.378185529205439e-08
1947,1.0728784083369192e-08,9.417487945029279e-08
1948,2.174377566888097e-09,9.241104947932399e-08
1949,6.8719057111366055e-09,7.264586088240321e-08
1950,4.2541445921528975e-09,1.0209947021166954e-07
1951,1.0661401539380222e-08,8.635735326834038e-08
1952,4.2179215675730575e-09,9.49032354924384e-08
1953,7.54167928107563e-09,8.295847209183194e-08
1954,3.224936762080688e-08,5.2771696346098906e-08
1955,2.815682353940474e-09,5.7252208307545516e-08
1956,6.976913269340912e-09,6.45364508500279e-08
1957,7.068030161150318e-09,8.481636371016066e-08
1958,1.5717262158432277e-08,6.783239570040678e-08
1959,3.8753737996444215e-09,8.370807336177677e-08
1960,1.5225833038812198e-08,4.6369581951921646e-08
1961,6.948159103625784e-09,8.129346440455265e-08
1962,3.170978146727066e-09,8.054284705849568e-08
1963,1.1638896069143811e-08,8.858492606123036e-08
1964,6.6923653285755336e-09,8.456716216187488e-08
1965,1.2038495533772675e-08,8.80998953789458e-08
1966,7.200797291773142e-09,7.533141399562737e-08
1967,1.7256175155466735e-08,1.0107187620178593e-07
1968,2.3804503673785504e-08,9.476887186110616e-08
1969,8.629339909305145e-09,8.538504658872625e-08
1970,1.3796174869185052e-08,7.909807209216524e-08
1971,1.2845993713206383e-08,7.707595983674764e-08
1972,1.3338381954497436e-08,9.234264553015237e-08
1973,8.821126051827832e-09,6.670976659961525e-08
1974,5.625571564138454e-09,6.975708544132431e-08
1975,5.711480177694739e-09,6.225513260460502e-08
1976,2.285410749536254e-09,5.4278505245974884e-08
1977,1.23412418062685e-08,7.874887586467594e-08
1978,5.346532105932056e-09,6.178215272711896e-08
1979,8.777960247563499e-09,9.655756372239921e-08
1980,3.97960553399912e-09,4.2638628627855724e-08
1981,5.69299452024552e-09,5.69299452024552e-08
1982,9.311253101884631e-09,6.517877437772768e-08
1983,3.157658134966823e-09,5.052253015946917e-08
1984,6.958810416790584e-09,5.335087749358536e-08
1985,3.609334831011779e-09,5.173379946654677e-08
1986,7.1933827783254856e-09,5.2152024920815165e-08
1987,7.332980445085013e-09,4.6442206524943686e-08
1988,2.398621523624911e-09,3.897759981441595e-08
1989,2.7440609784434855e-09,6.201577917863688e-08
1990,6.538381391862913e-09,4.195461400513523e-08
1991,5.2753188484189195e-09,4.5719428243273796e-08
1992,2.2039776670368383e-09,6.391535123384529e-08
1993,2.7696036575264316e-09,4.09901339537555e-08
1994,6.329911705904578e-09,3.797947201178431e-08
1995,3.795715741716776e-09,5.585124185358836e-08
1996,3.736664311304594e-09,3.95018808774239e-08
1997,2.3974471297094624e-09,5.178485906753849e-08
1998,8.582632382569955e-09,4.91117297940491e-08
1999,9.140402212892695e-09,4.8901153348879234e-08
2000,2.6508188977203417e-09,4.63893314872621e-08
2001,5.695575122643959e-09,4.337399772680328e-08
2002,5.6955880012310445e-09,6.352771464435136e-08
2003,1.6667691671301554e-09,3.875238263617575e-08
2004,7.047666006343434e-09,5.550036874524267e-08
2005,7.656374201303606e-09,5.4495369994356224e-08
2006,2.4707338397433887e-09,5.3120778886750486e-08
2007,4.393927444112933e-09,5.831940086409304e-08
2008,2.9802078582719105e-09,5.364373834026992e-08
2009,6.198650481792356e-09,7.152289072109852e-08
2010,1.8895172093635892e-09,6.471596236679034e-08
2011,1.911985902935953e-09,6.156594878348187e-08
2012,2.0425516833455504e-09,1.0246800741242623e-07
2013,2.2313000336282585e-09,8.925199779241666e-08
2014,3.4647124058651002e-09,1.048075475296173e-07
2015,5.319781060109108e-09,1.1105042574399704e-07
2016,9.942432044329763e-09,1.333942947212563e-07
2017,5.031222660711876e-10,8.955576191738146e-08
2018,5.937373259712331e-09,8.286507835464363e-08
2019,3.3162841361900064e-09,1.3035547397066694e-07
