year,pas_ADV enseigné_VERB,pas_ADV renseigné_VERB
1962,8.117704197729836e-08,5.45408234131628e-08
1963,1.1056950910415253e-07,2.651081842941494e-08
1964,1.0464425770351227e-07,4.562976130273455e-08
1965,9.90439872339266e-08,4.487075599968193e-08
1966,8.031658182972023e-08,3.378835700118543e-08
1967,1.0403007877357595e-07,6.113616279890266e-08
1968,9.476887186110616e-08,3.727875252934609e-08
1969,9.492273989053501e-08,3.951329219376021e-08
1970,7.541908786379281e-08,3.632992928714884e-08
1971,8.683891650207443e-08,2.980270608077262e-08
1972,9.182962656950622e-08,3.026786643545165e-08
1973,8.159541664554126e-08,3.252790392593852e-08
1974,9.000914502621526e-08,3.7691329168865195e-08
1975,7.596268858378608e-08,3.7695770060963696e-08
1976,6.970503108050252e-08,3.6566571992580066e-08
1977,8.756404668019968e-08,3.0559267116814226e-08
1978,9.207916917830516e-08,3.2079192635592335e-08
1979,6.671249508372057e-08,4.447499790671827e-08
1980,7.276992874949428e-08,2.8994268319593175e-08
1981,6.388805218193738e-08,2.5934753011824796e-08
1982,8.504277815291061e-08,1.8001756529884005e-08
1983,8.904595460990095e-08,3.726036368334462e-08
1984,7.654691103198275e-08,2.551563760277986e-08
1985,7.940536761452677e-08,1.9851341903631692e-08
1986,9.291452585102888e-08,2.937297871596911e-08
1987,9.166225112267057e-08,2.8720839040374813e-08
1988,7.135898982824074e-08,2.278690480750356e-08
1989,1.0098144542780574e-07,2.250130037850795e-08
1990,8.554381736303185e-08,2.179460345530515e-08
1991,9.319729343815197e-08,4.2202550787351356e-08
1992,1.0138297312778377e-07,3.195767561692264e-08
1993,8.419595332043173e-08,2.049506697687775e-08
1994,9.442118908964403e-08,3.428702299856923e-08
1995,8.675921492340422e-08,2.6570008415660595e-08
1996,8.967995057673761e-08,3.149474281372022e-08
1997,6.569005250867122e-08,2.3974472185273044e-08
1998,9.44089606491616e-08,3.194646680526603e-08
1999,8.043554089454119e-08,2.6507166239753133e-08
2000,9.896390906760644e-08,2.2973763336153752e-08
2001,1.0953029772053924e-07,2.365854356867203e-08
2002,9.463438743750885e-08,2.6725450297249154e-08
2003,9.37557658176047e-08,3.2501997537792704e-08
2004,1.1232217644874254e-07,3.3916894182084434e-08
2005,9.638024067726292e-08,4.2335244643254555e-08
2006,1.0006472450641013e-07,3.9943532925690306e-08
2007,1.1064707905461546e-07,3.994479413904628e-08
2008,9.238644338438462e-08,4.4277371102907637e-08
2009,1.0442341391581067e-07,3.862236042095901e-08
2010,1.2281861927476712e-07,4.393127639445993e-08
2011,9.980566773037935e-08,5.162362270993981e-08
2012,1.320850060437806e-07,4.1872308287338456e-08
2013,1.196534640257596e-07,4.741512427131056e-08
2014,1.3360796913275408e-07,4.785633933579447e-08
2015,1.2922635050927056e-07,4.876465808933972e-08
2016,1.217947982468104e-07,4.287673860403629e-08
2017,1.2049778774780862e-07,4.0501340947685094e-08
2018,1.2158707818343828e-07,4.6208253223767315e-08
2019,1.1224346252447504e-07,5.1274852808091964e-08
