year,ils_PRON amènent_VERB,ils_PRON ramènent_VERB
2007,7.389787093359246e-08,6.910449634744964e-08
2008,6.939626828739165e-08,6.599031365794872e-08
2009,8.34433677709967e-08,6.437059951736046e-08
2010,8.36111375690507e-08,6.235406857513226e-08
2011,9.521690103042602e-08,5.888916732033067e-08
2012,7.965951454025344e-08,5.3787191589549366e-08
2013,7.279616198729855e-08,5.048316431555122e-08
2014,7.730639417502516e-08,6.344754410747555e-08
2015,7.691516756835881e-08,5.231117938819807e-08
2016,8.098939829892515e-08,5.841179095966709e-08
2017,7.496521803318501e-08,5.534345071112057e-08
2018,6.711813682613865e-08,5.421080118139798e-08
2019,7.040726224261107e-08,5.1529951861084555e-08
