year,devons_VERB emporter_VERB,devons_VERB remporter_VERB
1866,1.0704348518686402e-08,1.6543083347642096e-08
1867,3.396968040192405e-09,9.7056229719783e-10
1868,4.93987406535723e-10,1.975949626142892e-09
1869,9.767038289254515e-10,2.441759683335931e-09
1870,1.1468097582678638e-09,5.160643912205387e-09
1871,0.0,0.0
1872,1.2094678591978436e-09,6.047339295989218e-10
1873,1.7958012854535355e-09,0.0
1874,5.974609140757536e-10,5.974609251779839e-09
1875,2.2886108563824337e-09,2.8607636259891933e-09
1876,3.02300739996042e-09,6.04601479992084e-10
1877,2.4739263970730008e-09,1.8554447978047506e-09
1878,1.2078177347163432e-09,0.0
1879,3.665595160740054e-09,1.221865053580018e-09
1880,7.701415505323439e-09,6.417846254436199e-10
1881,3.4862537301449947e-09,6.972507571312292e-10
1882,6.655385131892899e-10,0.0
1883,1.8958017378167824e-09,6.319338941018771e-10
1884,0.0,0.0
1885,3.2228177904158883e-09,0.0
1886,2.5813855497602844e-09,2.5813855497602844e-09
1887,5.223139698529167e-09,0.0
1888,1.268122939990235e-09,0.0
1889,6.265136742733546e-10,1.8795409673089125e-09
1890,2.6217545912032847e-09,1.9663159989136147e-09
1891,6.3742202627281586e-09,0.0
1892,6.268512375839919e-10,0.0
1893,0.0,0.0
1894,0.0,6.301539290376468e-10
1895,2.4074457982692365e-09,0.0
1896,5.897029087265082e-09,1.7691086373616827e-09
1897,5.826713556089658e-10,1.1653427112179315e-09
1898,3.960848538042683e-09,2.26334195829736e-09
1899,4.9748205555033564e-09,5.527578395003729e-10
1900,5.191053142894475e-10,2.07642125715779e-09
1901,1.1177477832191585e-09,1.1177477832191585e-09
1902,1.276673788908056e-08,0.0
1903,5.400220270956879e-09,5.400220270956879e-10
1904,5.374625189347171e-10,0.0
1905,1.0321518084666081e-09,2.580379465655369e-09
1906,1.5432553013283723e-09,5.144184522798412e-10
1907,7.199980611716228e-09,0.0
1908,0.0,0.0
1909,5.5009836685826485e-09,5.500983557560346e-10
1910,6.947395991829808e-09,0.0
1911,0.0,5.320374141248863e-10
1912,1.0418842455450772e-09,0.0
1913,5.30298971401777e-10,5.30298971401777e-10
1914,6.696743715117748e-10,4.68772043404897e-09
1915,7.068456930880984e-09,4.712304768617059e-09
1916,4.394984820521586e-09,0.0
1917,0.0,2.8512703309502285e-08
1918,2.2972752589112133e-09,8.040463406189247e-09
1919,0.0,8.287063479883727e-09
1920,2.2716695191604686e-09,7.572231730534895e-10
1921,6.058197943303867e-09,1.5145494858259667e-09
1922,2.2133805899215986e-09,0.0
1923,2.1231896241147297e-09,0.0
1924,1.289162443462999e-09,1.289162443462999e-09
1925,1.0998177923937646e-09,1.0998177923937646e-09
1926,2.229227691330493e-09,1.1146138456652466e-09
1927,2.2298449753321847e-09,0.0
1928,4.570416489713125e-09,4.570416489713125e-09
1929,2.2280812750352652e-09,4.4561625500705304e-09
1930,1.0503603542488804e-09,1.0503603542488804e-09
1931,1.1405356659111021e-09,0.0
1932,1.0959536611565568e-09,0.0
1933,0.0,1.1470662197865522e-09
1934,4.7926320689839486e-09,0.0
1935,1.196828414151696e-09,2.393656828303392e-09
1936,2.424942913137329e-09,0.0
1937,1.2591118148108649e-09,0.0
1938,0.0,0.0
1939,0.0,1.5294050470515685e-09
1940,0.0,0.0
1941,5.9030051957620344e-09,5.9030051957620344e-09
1942,0.0,0.0
1943,2.9032352077962287e-09,0.0
1944,0.0,0.0
1945,6.535512131478072e-09,0.0
1946,4.1763312808029696e-09,0.0
1947,1.1920870957027319e-09,1.1920870957027319e-09
1948,0.0,5.435944139264848e-09
1949,3.9268033269479474e-09,9.817008317369869e-10
1950,1.0635361480382244e-09,0.0
1951,2.1322803522849654e-09,2.1322803522849654e-09
1952,5.272402070488624e-09,0.0
1953,2.1547654771580937e-09,5.386913581872932e-09
1954,9.772536113672459e-10,9.772536113672459e-10
1955,9.385607846468247e-10,0.0
1956,2.616342476002842e-09,3.488456634670456e-09
1957,6.184526224473075e-09,2.6505113659425206e-09
1958,3.3088973783179654e-09,1.6544486891589827e-09
1959,3.100299128533379e-09,0.0
1960,3.460416619915918e-09,2.076250060767393e-09
1961,6.948159270159238e-10,0.0
1962,0.0,1.9025869768540815e-09
1963,6.466053248388448e-10,2.5864212993553792e-09
1964,0.0,6.083968329129164e-10
1965,1.0944086747954884e-09,0.0
1966,5.539074754423723e-10,1.6617224263271169e-09
1967,4.930335584241163e-10,3.451234853457663e-09
1968,2.6948494546985557e-09,2.245707841908029e-09
1969,2.2708788183223305e-09,4.541757636644661e-09
1970,2.7592350626548523e-09,3.219107425067591e-09
1971,0.0,5.138397485282553e-10
1972,1.0260293725750103e-09,3.0780880067027283e-09
1973,1.102640756478479e-09,1.102640756478479e-09
1974,1.1251143350321513e-09,5.625571675160757e-10
1975,1.1422960355389478e-09,5.711480177694739e-10
1976,5.713526873840635e-10,2.285410749536254e-09
1977,1.1753563677885381e-09,0.0
1978,0.0,1.1881182704343018e-09
1979,1.1703946700691858e-09,1.1703946700691858e-09
1980,1.7055452605774235e-09,5.685150683554241e-10
1981,1.8976649140967083e-09,6.325549528618524e-10
1982,1.2415004579935385e-09,3.1037510339615437e-09
1983,4.4207211225000265e-09,1.89459470334441e-09
1984,5.799008495621649e-10,2.3196033982486597e-09
1985,0.0,0.0
1986,2.997242676272549e-09,1.1988970927134801e-09
1987,6.110816852533674e-10,1.2221633705067347e-09
1988,1.1993107618124554e-09,5.396898483667201e-09
1989,2.1952488715726304e-09,0.0
1990,0.0,0.0
1991,3.5168792322792797e-09,5.861465202094962e-10
1992,1.1019888335184191e-09,3.30596661157756e-09
1993,5.539207426075166e-10,0.0
1994,2.1099706426497278e-09,0.0
1995,2.7112254663563817e-09,0.0
1996,1.067618438099771e-09,1.067618438099771e-09
1997,2.3974471297094624e-09,0.0
1998,4.768129224785866e-10,9.536258449571733e-10
1999,4.570201161957499e-10,9.140402323914998e-10
2000,3.5344251969604557e-09,0.0
2001,2.190605918883648e-09,8.762423564512289e-10
2002,0.0,1.752488598683044e-09
2003,1.2500769308587678e-09,0.0
2004,1.3214374039449694e-09,1.7619165015858584e-09
2005,1.3511248786457486e-09,4.5037495954858286e-10
2006,4.529678854225949e-09,1.2353669198716943e-09
2007,3.994479469415779e-10,7.988958938831558e-10
2008,2.9802078582719105e-09,4.257439678578834e-10
2009,1.430457752249481e-09,2.384096253749135e-09
2010,1.4171379625338432e-09,4.2514138876015295e-09
2011,4.206369030868018e-09,0.0
2012,5.446804340891731e-09,2.382976926895708e-09
2013,5.857162754807632e-09,1.6734750252211938e-09
2014,3.897801192920269e-09,2.3819897165822113e-09
2015,3.989835573037226e-09,1.5516027351836215e-09
2016,3.935546111222266e-09,3.1070099826280284e-09
2017,6.5405894034142875e-09,3.2702947017071438e-09
2018,7.486253394972664e-09,2.0651733656507076e-09
2019,5.101975730781305e-09,1.2754939326953263e-09
