year,sans_ADP allumer_VERB,sans_ADP rallumer_VERB
1892,2.9462007944403013e-08,0.0
1893,2.0322774574310642e-08,6.15841644346915e-09
1894,3.906954404442331e-08,1.2603078580752936e-09
1895,1.6852119699706236e-08,0.0
1896,2.181900704556483e-08,4.717623180994224e-09
1897,2.2141511735185304e-08,5.826713556089658e-10
1898,1.867257115595322e-08,3.3950129374460403e-09
1899,1.879376654301268e-08,2.2110313580014918e-09
1900,1.0382106063744345e-08,5.191053142894475e-10
1901,1.2295225337854987e-08,2.235495566438317e-09
1902,1.8659077838378835e-08,1.9641135939885146e-09
1903,2.8621167658116065e-08,7.020286574288548e-09
1904,2.042357571951925e-08,2.1498500757388683e-09
1905,2.6319870394253542e-08,1.0321518084666081e-09
1906,1.7490227044447693e-08,1.0288369045596824e-09
1907,2.108565766434367e-08,5.142843373384665e-10
1908,2.1118973236866623e-08,0.0
1909,2.9155213354670195e-08,4.950885035270858e-09
1910,1.8170112081605794e-08,5.344150677544235e-10
1911,3.245428259468497e-08,1.5961122423746588e-09
1912,2.9693701719679666e-08,5.2094213387476884e-09
1913,2.227255713194154e-08,5.30298971401777e-10
1914,2.4777952134513725e-08,0.0
1915,1.767114277129167e-08,0.0
1916,2.307367097387214e-08,0.0
1917,8.773139548168274e-09,4.3865698851064394e-09
1918,4.479686666059024e-08,1.1486376294556067e-09
1919,2.8544330232804782e-08,1.8415696745321952e-09
1920,2.4231141537711665e-08,1.514446346106979e-09
1921,2.120369302360814e-08,9.087297137000405e-09
1922,2.8036153842947442e-08,1.4755870969551665e-09
1923,1.2739137744688378e-08,0.0
1924,2.1915761649893284e-08,2.578324886925998e-09
1925,2.0896538499570738e-08,2.1996355847875293e-09
1926,2.7865347029809584e-08,3.343841648018042e-09
1927,2.2298449531277242e-08,2.2298449753321847e-09
1928,2.1709478437159646e-08,1.1426041224282812e-09
1929,4.567566680435675e-08,1.1140406375176326e-09
1930,2.205756699513728e-08,0.0
1931,2.737285598186645e-08,0.0
1932,2.411098010135504e-08,0.0
1933,3.326492148403304e-08,0.0
1934,3.1152108448395666e-08,4.7926320689839486e-09
1935,2.5133397585364037e-08,0.0
1936,1.8187072292619177e-08,0.0
1937,3.147779614742774e-08,2.5182236296217297e-09
1938,4.019216381934143e-08,1.2965214457594243e-09
1939,2.2941076593951948e-08,1.5294050470515685e-09
1940,1.2678914806940611e-08,2.5357829169792012e-09
1941,2.6563523380929155e-08,0.0
1942,9.102635090130207e-09,0.0
1943,1.4516175816936538e-08,0.0
1944,4.177142010064472e-08,0.0
1945,4.35700817646989e-08,0.0
1946,4.037120149291695e-08,1.3921104269343232e-09
1947,4.172304857164022e-08,3.5762612871081956e-09
1948,3.261566394741067e-08,0.0
1949,4.024973498939488e-08,0.0
1950,3.4033156071089365e-08,1.0635361480382244e-09
1951,3.5182626145768836e-08,2.1322803522849654e-09
1952,3.268889159357968e-08,1.0544803918932644e-09
1953,4.417269217071862e-08,1.0773827385790469e-09
1954,4.397641317765988e-08,0.0
1955,4.3173796981932355e-08,9.385607846468247e-10
1956,2.0058626093444332e-08,1.744228317335228e-09
1957,3.0922632010543794e-08,0.0
1958,4.301566713937888e-08,0.0
1959,4.5729413589157275e-08,2.3252243464000344e-09
1960,3.875666565456015e-08,2.7683333403416555e-09
1961,3.196153341988861e-08,4.86371165564492e-09
1962,4.883306292668976e-08,1.9025869768540815e-09
1963,3.685650185047962e-08,0.0
1964,4.867174530076568e-08,2.4335873316516654e-09
1965,3.228505551788885e-08,1.0944086747954884e-09
1966,3.655789371226348e-08,5.539074754423723e-10
1967,3.500538348077953e-08,4.930335584241163e-10
1968,3.862617448113781e-08,8.982831700699023e-10
1969,2.952142619250253e-08,4.5417576088890854e-09
1970,2.5292988148351014e-08,1.3796175313274261e-09
1971,2.98027051925942e-08,2.0553589941130213e-09
1972,2.9754851693652995e-08,1.5390440033513642e-09
1973,3.0322620414580115e-08,1.102640756478479e-09
1974,3.431598849523709e-08,2.250228725575454e-09
1975,2.056132819561185e-08,1.7134440533084216e-09
1976,2.9710340410105118e-08,1.142705374768127e-09
1977,3.0559265784546596e-08,3.5260691033656144e-09
1978,2.198018778098998e-08,2.3762365408686037e-09
1979,3.3941446986318624e-08,1.7555920051037788e-09
1980,2.8425754305949624e-08,5.685150683554241e-10
1981,2.7832418258988412e-08,0.0
1982,2.2347008910017507e-08,1.8622506869903077e-09
1983,3.2839643893112225e-08,4.420721011477724e-09
1984,2.9574942717047747e-08,1.1598016991243298e-09
1985,3.609334919829621e-08,6.015558051686298e-10
1986,3.596691167118138e-08,1.7983456945813714e-09
1987,2.810975807676641e-08,6.110816741511371e-09
1988,5.636760702643073e-08,2.398621523624911e-09
1989,3.2928733073589456e-08,2.1952488715726304e-09
1990,2.6153524235184022e-08,2.724325431913144e-09
1991,3.341035270665316e-08,2.9307325455363298e-09
1992,3.746761934042553e-08,2.7549720282848966e-09
1993,2.6034274291930615e-08,1.661762283333701e-09
1994,3.059457376330954e-08,1.0549853213248639e-09
1995,2.8738989410470595e-08,1.6267352465071383e-09
1996,3.4697598572108745e-08,4.270473530354479e-09
1997,3.5961709166087985e-08,2.3974471297094624e-09
1998,1.859570408768718e-08,4.768129224785866e-10
1999,3.793267033813663e-08,1.8280804925385752e-09
2000,2.9159008541057574e-08,0.0
2001,3.5487814464829626e-08,1.7524846851468823e-09
2002,3.4611649102345154e-08,2.1906108038649563e-09
2003,3.791899838567758e-08,3.333538334260311e-09
2004,3.7440724742765497e-08,1.761916529341434e-09
2005,3.918262247992743e-08,2.702249757291497e-09
2006,3.7884588799386165e-08,0.0
2007,5.8718847562033716e-08,3.994479469415779e-10
2008,6.088138881921168e-08,1.2772318758180745e-09
2009,6.627787740853819e-08,4.76819250749827e-10
2010,9.636537789958766e-08,5.196172214727568e-09
2011,1.0554162699349945e-07,3.441574775164824e-09
2012,1.6170200467513496e-07,4.765953853791416e-09
2013,1.500549284827457e-07,8.088462455368983e-09
2014,1.6067603070268888e-07,3.897801248431421e-09
2015,1.4186082353262464e-07,3.103205470367243e-09
2016,1.4582234086901735e-07,6.62828825159778e-09
2017,1.7634435778290936e-07,4.52810045015184e-09
2018,1.654720200860993e-07,2.8396133222585718e-09
2019,1.499980761821007e-07,3.826481520530223e-09
