year,des_DET arts_NOUN,des_DET rares_ADJ
1869,1.9040840726347597e-06,7.715960448351211e-08
1870,2.326877021729956e-06,8.88777544894026e-08
1871,1.7227549875542536e-06,1.0302542108320267e-07
1872,1.712606495729574e-06,7.559174264315516e-08
1873,1.6521372550037938e-06,1.0295927732606458e-07
1874,1.4345035985741106e-06,8.603436807419484e-08
1875,1.7805392893421867e-06,9.040013071448527e-08
1876,1.9171912626347876e-06,1.287801199012506e-07
1877,1.8981200753387384e-06,8.349501534610226e-08
1878,1.9288849166798627e-06,1.3285995570377906e-07
1879,1.7234407145849673e-06,8.858521494126137e-08
1880,1.8367876002400862e-06,1.3349120209227294e-07
1881,1.6594567648908765e-06,9.482610519029322e-08
1882,1.6225828964877564e-06,1.3377324603602858e-07
1883,1.997543050080708e-06,9.668588474287532e-08
1884,1.6900344306236548e-06,1.1090851170791893e-07
1885,1.677154427781602e-06,1.1408775346666289e-07
1886,1.684999411111221e-06,1.0712749909380648e-07
1887,1.7249418924336624e-06,1.279669230580538e-07
1888,1.5743746288876537e-06,1.4646820356567503e-07
1889,1.637706779078485e-06,1.1277245803853475e-07
1890,1.5737082366129584e-06,1.1273545119649953e-07
1891,1.5623213585058693e-06,1.0198752109502607e-07
1892,1.4793689473435734e-06,1.2975820240512803e-07
1893,1.4798675076477252e-06,1.5642378148328362e-07
1894,1.533794662833543e-06,1.2351017009137877e-07
1895,1.4336339413389965e-06,1.3000206755542365e-07
1896,1.4530279415225777e-06,1.1794057663827573e-07
1897,1.7439353028336768e-06,1.3284907263155787e-07
1898,1.454197253725198e-06,8.657282668522726e-08
1899,1.3072723259455188e-06,1.3708394774880617e-07
1900,1.6585414570613466e-06,1.204324320269734e-07
1901,1.5000174871104832e-06,1.2183450870395518e-07
1902,1.2359184502486187e-06,1.3650589436586813e-07
1903,1.5082814863731642e-06,1.3392545872292771e-07
1904,1.4146013516125322e-06,1.1501697994020788e-07
1905,1.5440990992487968e-06,1.228260622099242e-07
1906,1.4799818419675148e-06,1.3529205133977484e-07
1907,1.5557101438190557e-06,1.5274244269392057e-07
1908,1.4650673616500853e-06,1.1885561335134298e-07
1909,1.5028687272433672e-06,1.1552065126707589e-07
1910,1.347260415673901e-06,1.2772520197046333e-07
1911,1.388085669518091e-06,1.372656459608379e-07
1912,1.4211300936040061e-06,1.2658893078221212e-07
1913,1.5771091064209486e-06,1.0499919822493098e-07
1914,1.661462101676392e-06,1.1853236081549312e-07
1915,1.3571437839088318e-06,1.1545147016178703e-07
1916,1.8403998949256817e-06,1.4942947768048498e-07
1917,1.1021256476340113e-06,9.650453502985101e-08
1918,1.2393800083998485e-06,1.2520150427519638e-07
1919,1.310276865673643e-06,1.0589025611906777e-07
1920,1.4917296802252622e-06,1.0828291285847058e-07
1921,1.3744536286885989e-06,1.5069766945430274e-07
1922,1.3029434011713192e-06,1.246871086379997e-07
1923,1.3737036916872114e-06,1.3906892171178242e-07
1924,1.311078245080921e-06,1.1086796891657258e-07
1925,1.4671569310564792e-06,1.341777755570206e-07
1926,1.4389665299319176e-06,1.3932672837668747e-07
1927,1.549742258077913e-06,1.471697728128163e-07
1928,1.2888574563163502e-06,1.428255087532193e-07
1929,1.3011994823841633e-06,1.3591296266213249e-07
1930,1.3402598320055858e-06,1.4179865281960247e-07
1931,1.2762593923909549e-06,1.562533906707131e-07
1932,1.3403513063892092e-06,1.4247397395195094e-07
1933,1.4040090672295946e-06,1.3535381349072395e-07
1934,1.2173285366401387e-06,1.2940106230985293e-07
1935,1.3943051371256843e-06,1.3404478682588206e-07
1936,1.2815823176026697e-06,1.6247116985113053e-07
1937,1.4933066383449045e-06,1.2842940133594993e-07
1938,1.306893590680147e-06,1.5558257882020143e-07
1939,1.2449357100763336e-06,1.621169412047152e-07
1940,1.4555394005633104e-06,1.0650288428948329e-07
1941,1.5583933796747829e-06,1.5052663204784267e-07
1942,1.565653240831466e-06,1.608132293995368e-07
1943,1.3500043820613428e-06,1.2774234825485564e-07
1944,1.2884876365859554e-06,1.3816700672464322e-07
1945,1.6404135081415916e-06,1.5467378489120165e-07
1946,1.7888619101569248e-06,1.475636981496109e-07
1947,3.712159195146114e-06,1.5139506603922825e-07
1948,1.6699219917981623e-06,1.5111923623578605e-07
1949,1.8122197236181137e-06,1.2074920530125155e-07
1950,1.6080666576101521e-06,1.5208566450652938e-07
1951,1.9830207822479906e-06,1.4606120224414099e-07
1952,1.623899786196148e-06,1.25483159862938e-07
1953,1.6160740932136264e-06,1.6914909295451253e-07
1954,1.6085594201076248e-06,1.485425507041782e-07
1955,1.608693179555587e-06,1.4359980760048074e-07
1956,1.4756171555774245e-06,1.7355071602054295e-07
1957,1.616811895921444e-06,1.3694309108913671e-07
1958,1.4650142619032636e-06,1.4972760897791204e-07
1959,1.5346480868316803e-06,1.154861388741324e-07
1960,1.5191229092437197e-06,1.2319083175782453e-07
1961,1.6230899646529906e-06,1.2715130859319856e-07
1962,1.8169704629755756e-06,1.4713339524519142e-07
1963,1.7671723195888944e-06,1.6941059577391115e-07
1964,1.7710431476913868e-06,1.4358165056904681e-07
1965,1.750506719133682e-06,1.4008430415657358e-07
1966,1.590268341900014e-06,1.3072216376031065e-07
1967,1.7749208200967814e-06,1.2473748789432193e-07
1968,1.676196325739454e-06,1.5450471080313832e-07
1969,1.787635831362877e-06,1.4942382797755727e-07
1970,1.6261091015934426e-06,1.384216274935568e-07
1971,1.6602162329348857e-06,1.510688836248164e-07
1972,1.654472344903013e-06,1.3646190932803393e-07
1973,1.5718143835385945e-06,1.207391631119492e-07
1974,1.5340934469421086e-06,1.153242212836858e-07
1975,1.6334833037312535e-06,1.1651419740132951e-07
1976,1.6072151138857294e-06,1.565506408951478e-07
1977,1.5973093114851622e-06,1.216493821232234e-07
1978,1.6199992547427655e-06,1.6693062043771079e-07
1979,1.768466381779632e-06,1.4864012909399094e-07
1980,1.905093951037884e-06,1.660063935204903e-07
1981,1.7496469819633376e-06,1.6889217668847323e-07
1982,1.916876746221874e-06,1.4898005762375988e-07
1983,1.8207055791918947e-06,1.761973154046359e-07
1984,2.040091191979343e-06,1.519340262490232e-07
1985,2.4182544162698605e-06,1.6362317989404573e-07
1986,1.857091625367957e-06,1.6784559875304694e-07
1987,2.0727891083538452e-06,1.6193664098551608e-07
1988,1.8949109512611528e-06,1.5231246575098112e-07
1989,1.953771523233172e-06,1.432399914236271e-07
1990,1.8519964974927916e-06,1.5256222063442237e-07
1991,1.7725070708962676e-06,1.488812149119667e-07
1992,1.8513412936016493e-06,1.4876849574463336e-07
1993,1.7326641028603262e-06,1.6008309433601653e-07
1994,1.7549680384476574e-06,1.709076240530294e-07
1995,1.92388549002942e-06,1.5074413362015093e-07
1996,1.7183319229729932e-06,1.5907514505641984e-07
1997,1.6494437318215205e-06,1.6110846079442354e-07
1998,1.8538486274977117e-06,1.473351987080207e-07
1999,1.838591868974504e-06,1.7183956657618182e-07
2000,1.6576453667482838e-06,1.718614224266446e-07
2001,1.743722320313168e-06,1.6517168432983453e-07
2002,1.6284999801996491e-06,1.6122894574976954e-07
2003,1.6592686939986834e-06,1.6459345442143558e-07
2004,1.6218441896143077e-06,1.6385823542464095e-07
2005,1.7578134166029713e-06,1.5988311030668e-07
2006,1.7554565090449614e-06,1.5236191996947923e-07
2007,1.6872681491975072e-06,1.6137697000928597e-07
2008,1.6327280736305738e-06,1.7923820827547843e-07
2009,1.5067488732256606e-06,1.4972124429135647e-07
2010,1.302349771137301e-06,1.4690995620014746e-07
2011,1.0661233513786783e-06,1.6060682517249347e-07
2012,9.661269100291747e-07,1.807658147612301e-07
2013,8.651865837094874e-07,1.6595294205501432e-07
2014,9.272436471974288e-07,1.6110912515188147e-07
2015,9.939124137048339e-07,1.6003674296882764e-07
2016,9.830580012248902e-07,1.5037928413619284e-07
2017,8.51282863756353e-07,1.6175381034599923e-07
2018,8.366533847947721e-07,1.6289054327600638e-07
2019,8.813662422113566e-07,1.5305926659436864e-07
