year,voudrais_VERB ajouter_VERB,voudrais_VERB rajouter_VERB
1949,1.8357805231516977e-07,0.0
1950,2.1696136798254884e-07,0.0
1951,2.398815297510737e-07,0.0
1952,2.467484137014253e-07,0.0
1953,2.456432639519335e-07,0.0
1954,2.3454086317542533e-07,0.0
1955,2.3745587895973586e-07,0.0
1956,2.659948279415403e-07,0.0
1957,2.5709960027597845e-07,1.7670075402875796e-09
1958,2.3493171852351225e-07,0.0
1959,2.836773660419567e-07,0.0
1960,2.622995793899463e-07,0.0
1961,2.244255483674351e-07,0.0
1962,2.181632936526512e-07,0.0
1963,2.5605569931030914e-07,3.879631726988464e-09
1964,2.409251464996487e-07,6.083968329129164e-10
1965,3.1628411534256884e-07,5.472043373977442e-10
1966,2.5202788833667e-07,0.0
1967,2.76591833880957e-07,0.0
1968,2.8026434506500664e-07,0.0
1969,3.2473568012392207e-07,1.3625273131978588e-09
1970,3.5088271488348255e-07,9.197450023812337e-10
1971,3.5968781730844057e-07,1.541519245584766e-09
1972,2.6881969006353756e-07,0.0
1973,2.8723792411256e-07,1.6539611902288698e-09
1974,2.9477996577043086e-07,0.0
1975,2.929989193489746e-07,1.7134440533084216e-09
1976,2.7482064979267307e-07,1.142705374768127e-09
1977,2.897253352784901e-07,1.7630346071939584e-09
1978,2.465345403379615e-07,2.970295565063452e-09
1979,2.8440589971978625e-07,0.0
1980,3.325813224819285e-07,2.2740602734216964e-09
1981,2.751613976670342e-07,0.0
1982,2.867866157885146e-07,2.483000915987077e-09
1983,2.532441669700347e-07,1.89459470334441e-09
1984,2.8705090926450794e-07,2.3196033982486597e-09
1985,2.430285519494646e-07,6.015558051686298e-10
1986,3.027215029760555e-07,2.997242676272549e-09
1987,2.4443266966045485e-07,1.8332451112712533e-09
1988,1.6010798731258546e-07,2.99827696004229e-09
1989,3.007490931850043e-07,2.1952488715726304e-09
1990,2.2720874426340743e-07,3.814055737905164e-09
1991,2.567321644164622e-07,7.033758464558559e-09
1992,1.8623610742452001e-07,4.4079553340736766e-09
1993,1.8556345082743064e-07,4.4313659408601325e-09
1994,2.774611402855953e-07,6.329911705904578e-09
1995,1.984617057360083e-07,4.880205572987961e-09
1996,1.7348799019600847e-07,6.939520069693117e-09
1997,1.596699803485535e-07,4.794894259418925e-09
1998,1.749903475456449e-07,7.629006759657386e-09
1999,1.7092551729547267e-07,4.570201106446348e-09
2000,1.5153848664795078e-07,2.6508188977203417e-09
2001,1.4808496473506239e-07,3.943090742808408e-09
2002,1.318747706591239e-07,1.270554239596322e-08
2003,1.5625960259058047e-07,2.083461403401543e-09
2004,1.3478661742283293e-07,3.0833537945085254e-09
2005,1.053877412005022e-07,4.954124666056714e-09
2006,1.4536151127231278e-07,5.353256948836815e-09
2007,1.0505480929623445e-07,2.7961355453243186e-09
2008,9.408941537003557e-08,2.554463751636149e-09
2009,9.059565542202108e-08,4.76819250749827e-09
2010,8.597303491342245e-08,2.8342759250676863e-09
2011,8.37449860568995e-08,4.5887662558641296e-09
2012,7.965951454025344e-08,3.4042526575461807e-09
2013,1.0152415086395195e-07,3.904775169871755e-09
2014,8.986597777038696e-08,4.330890313042346e-09
2015,7.203870211469621e-08,2.881548111233201e-09
2016,6.338300551078646e-08,4.556948152156792e-09
2017,6.616058101371891e-08,4.779661555431858e-09
2018,7.615327035637165e-08,4.64663996169179e-09
2019,6.887666614829868e-08,5.612172948588068e-09
