year,devez_VERB apporter_VERB,devez_VERB rapporter_VERB
1899,3.8693048765026106e-09,4.9748205555033564e-09
1900,1.245852754294674e-08,5.191053142894475e-10
1901,2.459045056468767e-08,1.676621730339889e-09
1902,2.455141867585553e-09,2.455141867585553e-09
1903,1.0800440541913758e-08,5.400220270956879e-10
1904,1.9348650681649815e-08,1.0749250378694342e-09
1905,9.28936660926638e-09,5.676835002077496e-09
1906,7.716276506641861e-09,5.144184522798412e-10
1907,5.65712765521198e-09,3.0857059130084963e-09
1908,9.331639461152008e-09,9.822778146428846e-10
1909,5.5009836685826485e-09,4.950885035270858e-09
1910,1.0153886620400954e-08,1.068830135508847e-09
1911,8.51259862599818e-09,1.0640748282497725e-09
1912,4.167536982180309e-09,8.856016364688912e-09
1913,2.0151361468379037e-08,0.0
1914,1.5402511266415786e-08,6.696743715117748e-10
1915,4.712304768617059e-09,0.0
1916,6.592477230782379e-09,3.2962386153911893e-09
1917,3.289927441585405e-09,3.289927441585405e-09
1918,1.2635013924011673e-08,3.44591288836682e-09
1919,5.524709134618888e-09,2.762354567309444e-09
1920,1.2872794385998532e-08,3.786115865267448e-09
1921,0.0,7.572747429129834e-10
1922,6.640141769764796e-09,2.951174193910333e-09
1923,3.1847844361720945e-09,1.0615948120573648e-09
1924,1.1602462102189293e-08,0.0
1925,6.598906754362588e-09,0.0
1926,8.916910765321973e-09,2.229227691330493e-09
1927,6.689535148041159e-09,0.0
1928,4.570416489713125e-09,1.1426041224282812e-09
1929,3.342121912552898e-09,2.2280812750352652e-09
1930,8.402882833991043e-09,2.100720708497761e-09
1931,6.843213995466613e-09,2.2810713318222042e-09
1932,9.863582839386709e-09,2.1919073223131136e-09
1933,6.882397318719313e-09,0.0
1934,4.7926320689839486e-09,1.1981580172459871e-09
1935,9.574627313213568e-09,0.0
1936,7.274828739411987e-09,1.2124714565686645e-09
1937,8.813782592653752e-09,1.2591118148108649e-09
1938,0.0,0.0
1939,1.5294050470515685e-09,0.0
1940,7.607348528892999e-09,0.0
1941,2.9515025978810172e-09,2.9515025978810172e-09
1942,6.068423541449874e-09,0.0
1943,5.806470415592457e-09,0.0
1944,0.0,0.0
1945,1.3071024262956144e-08,0.0
1946,1.1136883415474585e-08,2.7842208538686464e-09
1947,2.3841741914054637e-09,2.3841741914054637e-09
1948,7.610321262063735e-09,4.348755133776194e-09
1949,3.9268033269479474e-09,9.817008317369869e-10
1950,8.508289184305795e-09,2.1270722960764488e-09
1951,4.264560704569931e-09,3.1984206394497505e-09
1952,8.435843135146115e-09,3.1634410646574906e-09
1953,5.386913581872932e-09,1.0773827385790469e-09
1954,1.9545072227344917e-09,2.9317608341017376e-09
1955,6.569925492527773e-09,0.0
1956,9.593255967388359e-09,5.232684952005684e-09
1957,3.534015080575159e-09,0.0
1958,8.272243334772611e-09,0.0
1959,1.4726420971555854e-08,7.750747821333448e-10
1960,1.038124963770315e-08,6.920833350854139e-10
1961,6.94815938118154e-09,2.08444772553662e-09
1962,9.512934440181198e-09,1.9025869768540815e-09
1963,3.2330267352165265e-09,6.466053248388448e-10
1964,7.300761772910391e-09,4.867174663303331e-09
1965,8.20806533852192e-09,2.73602163147757e-09
1966,9.416426749453422e-09,5.539074754423723e-10
1967,5.916402479044791e-09,2.465167847631733e-09
1968,4.042274071025531e-09,8.982831700699023e-10
1969,8.175163657142548e-09,4.087581828571274e-09
1970,3.219107425067591e-09,9.197450023812337e-10
1971,3.5968783507200897e-09,1.541519245584766e-09
1972,3.5911027485013847e-09,2.565073486948677e-09
1973,7.1671650836435674e-09,1.6539611902288698e-09
1974,4.500457340128605e-09,0.0
1975,3.998036124386317e-09,1.1422960355389478e-09
1976,2.856763492431469e-09,4.570821499072508e-09
1977,2.938390863960194e-09,1.1753563677885381e-09
1978,4.752473081737207e-09,5.940591352171509e-10
1979,8.777959692451986e-09,3.5111840102075575e-09
1980,1.0233271119375331e-08,1.7055452605774235e-09
1981,6.958104314946922e-09,0.0
1982,4.966001831974154e-09,3.1037510339615437e-09
1983,3.78918940668882e-09,1.2630632095778083e-09
1984,3.479405208395292e-09,2.3196033982486597e-09
1985,4.812446441349039e-09,1.2031116103372597e-09
1986,3.5966913891627428e-09,1.7983456945813714e-09
1987,6.110816741511371e-09,4.277571630240118e-09
1988,1.0194141530917022e-08,1.1993107618124554e-09
1989,5.488121956886971e-09,0.0
1990,4.358920779878872e-09,1.089730194969718e-09
1991,8.20605094986604e-09,3.5168792322792797e-09
1992,4.958949695321735e-09,1.1019888335184191e-09
1993,4.4313659408601325e-09,5.539207426075166e-10
1994,5.274926717646622e-09,5.274926606624319e-10
1995,7.0491861237087505e-09,0.0
1996,3.736664311304594e-09,5.338092190498855e-10
1997,3.3564262480467733e-09,1.917957792585412e-09
1998,3.337690568372409e-09,2.3840645013706308e-09
1999,6.8553016596695215e-09,1.3710603763428253e-09
2000,5.743440834038438e-09,0.0
2001,7.0099388516098315e-09,3.943090742808408e-09
2002,6.133709984368352e-09,8.76244299341522e-10
2003,8.750538071922165e-09,1.6667691671301554e-09
2004,3.9643119897903034e-09,2.642874807889939e-09
2005,7.205999352777326e-09,3.1526248278623825e-09
2006,1.070651389767363e-08,8.235779835885637e-10
2007,1.4380126422963713e-08,7.988958938831558e-10
2008,1.0217855006544596e-08,2.1287198670449925e-09
2009,1.9549588614609092e-08,3.337734755248789e-09
2010,2.172944846279279e-08,2.3618964561933353e-09
2011,4.3210881983668514e-08,3.4415748029203996e-09
2012,2.5872321174347235e-08,1.7021263287730903e-09
2013,2.4823213706781644e-08,3.3469500504423877e-09
2014,1.8406284496563785e-08,3.2481677347817595e-09
2015,2.2830725754374726e-08,4.211493376260478e-09
2016,3.252003821785365e-08,4.556948152156792e-09
2017,2.842640789424422e-08,3.773417134311785e-09
2018,1.8328414341794996e-08,2.581466596041082e-09
2019,2.602007498353487e-08,6.377469219387422e-09
