year,avez_VERB éveillé_VERB,avez_VERB réveillé_VERB
1954,6.840775057526116e-09,3.9090144454689835e-09
1955,4.6928039232341234e-09,4.6928039232341234e-09
1956,1.3081712602058815e-08,8.72114114258693e-09
1957,9.718541527092839e-09,4.417518795207798e-09
1958,8.272243334772611e-09,5.790570245522986e-09
1959,9.300897829689347e-09,6.975672928177801e-09
1960,6.920833239831836e-09,5.536666680683311e-09
1961,9.03260666262895e-09,9.72742331128984e-09
1962,6.341956293454132e-09,5.7077609305622445e-09
1963,2.5864212993553792e-09,3.879631726988464e-09
1964,6.6923653285755336e-09,1.2776333768727e-08
1965,4.924839203113152e-09,5.47204326295514e-09
1966,3.3234448526542337e-09,7.754704434148607e-09
1967,4.930335695263466e-09,8.381570104631919e-09
1968,5.3896989093971115e-09,1.7067380397861598e-08
1969,5.450109252791435e-09,9.083515273289322e-09
1970,7.3579600190498695e-09,5.518470125309705e-09
1971,4.1107179882260425e-09,1.1304474689666222e-08
1972,6.669190977248718e-09,4.6171320100540925e-09
1973,2.205281512956958e-09,3.3079223804577396e-09
1974,1.6876715580593782e-09,7.313243344242437e-09
1975,3.998036124386317e-09,3.4268881066168433e-09
1976,5.142174241967723e-09,5.713526984862938e-09
1977,2.938390863960194e-09,4.11374712072643e-09
1978,3.5643548113029055e-09,6.534650598410963e-09
1979,4.096381456264453e-09,4.681578680276743e-09
1980,3.411090521154847e-09,6.822181042309694e-09
1981,3.795329828193417e-09,8.223214109648325e-09
1982,2.483000915987077e-09,3.7245013739806154e-09
1983,1.89459470334441e-09,4.4207211225000265e-09
1984,3.479405208395292e-09,2.3196033982486597e-09
1985,1.2031116103372597e-09,3.609334831011779e-09
1986,4.7955883708539204e-09,2.3977941854269602e-09
1987,4.888653482026939e-09,2.4443267410134695e-09
1988,1.0194141530917022e-08,2.99827696004229e-09
1989,8.232182935330457e-09,5.488121956886971e-09
1990,4.90378582185258e-09,3.814055737905164e-09
1991,0.0,1.7584396161396398e-09
1992,2.7549720282848966e-09,4.958949695321735e-09
1993,4.4313659408601325e-09,6.647049133334804e-09
1994,5.274926717646622e-09,6.329911705904578e-09
1995,3.795715741716776e-09,4.880205572987961e-09
1996,2.6690460952494277e-09,5.3380921904988554e-09
1997,2.876936688878118e-09,4.315404922294874e-09
1998,2.3840645013706308e-09,8.10582001520288e-09
1999,5.0272213059088244e-09,7.312321859131998e-09
2000,3.97622823555821e-09,6.627047355323157e-09
2001,2.6287270138425356e-09,3.5049694258049158e-09
2002,5.257465574004527e-09,5.257465574004527e-09
2003,5.000307723435071e-09,2.083461403401543e-09
2004,8.809582507929292e-10,9.690540814233373e-09
2005,3.1526248278623825e-09,9.007498746882447e-09
2006,2.4707338397433887e-09,5.353256948836815e-09
2007,3.994479413904628e-09,6.7906151812735516e-09
2008,5.5346713878634546e-09,7.2376473703172906e-09
2009,4.76819250749827e-09,1.2397300963584712e-08
2010,9.919965293647692e-09,1.4171378737160012e-08
2011,1.3001504761689375e-08,1.3383901986685487e-08
2012,1.1234034147378225e-08,1.6680838044180746e-08
2013,1.7571487376244477e-08,1.9244962956577183e-08
2014,1.4941571535587173e-08,2.2087540685333806e-08
2015,1.8175917659846164e-08,2.105746688130239e-08
2016,1.8434926474242275e-08,2.1334802369210593e-08
2017,1.6099912514278003e-08,1.9370206771895937e-08
2018,1.858655984676716e-08,1.884470712809616e-08
2019,1.6581420680950032e-08,2.0918099252753564e-08
