year,as_VERB apporté_VERB,as_VERB rapporté_VERB
1983,1.515675762675528e-08,1.0104505676622466e-08
1984,1.8556827185989277e-08,6.378909400694965e-09
1985,1.804667348892508e-08,9.02333674446254e-09
1986,1.498621315931814e-08,5.994485352545098e-09
1987,2.749867533680117e-08,7.944062296871834e-09
1988,2.398621568033832e-08,5.396898483667201e-09
1989,3.018467253923518e-08,2.689179900983163e-08
1990,1.7980548605578406e-08,7.628111475810329e-09
1991,2.9307326343541718e-08,5.2753188484189195e-09
1992,2.589673719910479e-08,8.264915862810085e-09
1993,2.2710750613441633e-08,3.877445031719162e-09
1994,2.320967773528082e-08,5.802419433820205e-09
1995,3.145021310047014e-08,7.591431483433553e-09
1996,1.7615704450690828e-08,3.2028553142993132e-09
1997,2.3015493511024943e-08,6.233362714880286e-09
1998,2.1456582288692516e-08,6.198567881199324e-09
1999,2.422206613061917e-08,5.941261704833778e-09
2000,2.2973763336153752e-08,3.97622823555821e-09
2001,2.541102794850758e-08,1.1391150245287918e-08
2002,3.2859162502063555e-08,6.133709984368352e-09
2003,3.666892212095263e-08,5.8336921959778465e-09
2004,2.99525808600265e-08,1.189293641346012e-08
2005,3.2426996199319547e-08,7.656374201303606e-09
2006,3.5413854959642777e-08,1.1530091548195287e-08
2007,5.8718846673855296e-08,1.757570977645173e-08
2008,7.493093789889826e-08,8.940623352771127e-09
2009,8.153609343253265e-08,1.9549588614609092e-08
2010,1.1384341291886813e-07,2.7870378005445673e-08
2011,1.124247788197863e-07,2.1796640936599943e-08
2012,1.5182966706106527e-07,2.927657405393802e-08
2013,1.6065359886852093e-07,2.7891250198308626e-08
2014,1.782161405117222e-07,2.9450054839230688e-08
2015,1.655781858289629e-07,3.435691908748595e-08
2016,1.8331358830891986e-07,2.6927420293532123e-08
2017,1.740802986205381e-07,3.949509874701107e-08
2018,1.9412630081205862e-07,3.743126697486332e-08
2019,1.7193657697589515e-07,3.035675533169524e-08
