year,puissions_VERB établir_VERB,puissions_VERB rétablir_VERB
1872,1.6327815544059376e-08,3.0236697590169115e-09
1873,5.9860045809045914e-09,5.986004469882289e-10
1874,1.4339061493728877e-08,7.169530746864439e-09
1875,1.830888685105947e-08,1.716458086775674e-09
1876,1.4510435519810017e-08,6.04601479992084e-10
1877,1.2369632429454214e-08,0.0
1878,8.4547240319921e-09,6.039088673581716e-10
1879,2.3215436684154156e-08,6.10932526790009e-10
1880,1.6686399817444908e-08,0.0
1881,1.324776466304911e-08,0.0
1882,6.655385131892899e-09,0.0
1883,9.479008689083912e-09,0.0
1884,1.5844072720483382e-08,3.300848483434038e-09
1885,1.160214413431504e-08,0.0
1886,1.936039240035825e-08,2.5813855497602844e-09
1887,1.697520346510828e-08,0.0
1888,1.7119660356001987e-08,6.340614699951175e-10
1889,2.0674951528576457e-08,0.0
1890,1.8352281472289178e-08,0.0
1891,1.3385862196457765e-08,1.9122659011827636e-09
1892,3.57305189879753e-08,1.2537024751679837e-09
1893,1.4164357686752282e-08,0.0
1894,1.1342770278588432e-08,1.2603078580752936e-09
1895,7.824199066419624e-09,6.018614495673091e-09
1896,8.845543852942228e-09,2.948514543632541e-09
1897,1.806281169081103e-08,5.826713556089658e-10
1898,7.355861253444118e-09,1.13167097914868e-09
1899,1.3818945987509323e-08,5.527578395003729e-10
1900,9.34389543516545e-09,1.038210628578895e-09
1901,1.900171220370339e-08,1.1177477832191585e-09
1902,9.820567470342212e-09,1.9641135384773634e-09
1903,1.7820726228023887e-08,5.400220270956879e-10
1904,2.579820090886642e-08,0.0
1905,1.7030505006232488e-08,1.0321518084666081e-09
1906,2.211999294843281e-08,5.144184522798412e-10
1907,2.108565766434367e-08,3.0857059130084963e-09
1908,1.8663278922304016e-08,0.0
1909,1.7053048750881317e-08,5.500983557560346e-10
1910,1.2825961626106164e-08,0.0
1911,2.074945903984826e-08,1.0640748282497725e-09
1912,8.335073964360618e-09,2.0837684910901544e-09
1913,1.9090762748419365e-08,0.0
1914,2.8126324380650658e-08,0.0
1915,4.7123048574349014e-08,1.1780761921542648e-09
1916,2.6369908923129515e-08,1.0987462051303964e-09
1917,2.0836205649743533e-08,0.0
1918,2.8715941624568586e-08,0.0
1919,1.9336480860943084e-08,0.0
1920,3.028892692213958e-08,7.572231730534895e-10
1921,1.3630945261411398e-08,0.0
1922,1.1804696775641332e-08,0.0
1923,2.866305948145964e-08,0.0
1924,1.0313299547703991e-08,0.0
1925,1.6497267552040284e-08,0.0
1926,1.7833821530643945e-08,0.0
1927,1.2264147031260109e-08,0.0
1928,7.998228745975666e-09,0.0
1929,5.570202965543558e-09,1.1140406375176326e-09
1930,3.046045193855207e-08,1.0503603542488804e-09
1931,1.9389105432310316e-08,1.1405356659111021e-09
1932,1.6439305028370654e-08,0.0
1933,1.1470662641954732e-08,1.1470662197865522e-09
1934,2.7557634396657704e-08,0.0
1935,8.377798899061872e-09,0.0
1936,2.7886843056990074e-08,0.0
1937,8.813782592653752e-09,0.0
1938,1.4261735792331365e-08,5.186085783037697e-09
1939,2.4470480752825097e-08,1.5294050470515685e-09
1940,3.803674530900025e-08,0.0
1941,1.7709016475464523e-08,0.0
1942,1.8205270180260413e-08,3.034211770724937e-09
1943,5.806470415592457e-09,2.9032352077962287e-09
1944,2.2492303131116387e-08,3.2131861615880553e-09
1945,3.267756198965799e-08,2.178504043826024e-09
1946,3.201854070766785e-08,2.7842208538686464e-09
1947,2.0265479960812627e-08,1.1920870957027319e-09
1948,2.6092530802657166e-08,2.174377566888097e-09
1949,2.1597418964347526e-08,1.9634016634739737e-09
1950,2.7651939404904624e-08,0.0
1951,2.3455083209000804e-08,0.0
1952,9.490323193972472e-09,2.1089607837865287e-09
1953,2.693456835345387e-08,0.0
1954,2.7363100230104465e-08,9.772536113672459e-10
1955,1.0324168187025862e-08,0.0
1956,2.1802854632824165e-08,3.488456634670456e-09
1957,1.5903067307476704e-08,8.835037701437898e-10
1958,2.4816730004317833e-08,1.6544486891589827e-09
1959,2.015194411342236e-08,0.0
1960,1.5225833038812198e-08,6.920833350854139e-10
1961,1.389631876236308e-08,0.0
1962,3.0441391629665304e-08,0.0
1963,1.7458344103715717e-08,6.466053248388448e-10
1964,1.3993127545575135e-08,6.083968329129164e-10
1965,1.641613067704384e-08,5.472043373977442e-10
1966,2.3818021332999706e-08,1.1078149508847446e-09
1967,2.021437595089992e-08,4.930335584241163e-10
1968,1.661823922916028e-08,1.3474247273492779e-09
1969,1.6350327314285096e-08,2.2708788183223305e-09
1970,1.5175793066646293e-08,1.3796175313274261e-09
1971,1.849823050292798e-08,1.0276794970565106e-09
1972,1.4364410994005539e-08,0.0
1973,1.6539610570021068e-08,5.513203782392395e-10
1974,1.1813700240281833e-08,3.3753431161187564e-09
1975,9.709516746170266e-09,0.0
1976,1.5997875024709174e-08,5.713526873840635e-10
1977,1.880570188461661e-08,2.3507127355770763e-09
1978,1.3663360221016774e-08,5.940591352171509e-10
1979,1.1118749476679568e-08,1.1703946700691858e-09
1980,2.0466542238750662e-08,1.1370301367108482e-09
1981,1.4548763971333756e-08,0.0
1982,2.110550845202397e-08,6.207502289967692e-10
1983,1.705135410645653e-08,0.0
1984,1.2177918229383522e-08,1.739702604197646e-09
1985,9.02333674446254e-09,3.0077789148208467e-09
1986,1.3787316177626963e-08,0.0
1987,2.13878585952898e-08,1.2221633705067347e-09
1988,1.0793796967334401e-08,1.798966087207532e-09
1989,1.0427432250992297e-08,1.0976244357863152e-09
1990,9.80757164370516e-09,5.44865097484859e-10
1991,1.2895223555631219e-08,2.344586080837985e-09
1992,1.5427843891302473e-08,1.1019888335184191e-09
1993,7.754890063438324e-09,5.539207426075166e-10
1994,7.384897138251745e-09,1.0549853213248639e-09
1995,2.0063067651676647e-08,0.0
1996,1.0676184380997711e-08,0.0
1997,1.6302641014931396e-08,0.0
1998,9.536258005482523e-09,1.43043876743576e-09
1999,3.656160929565999e-09,0.0
2000,1.0161472552283612e-08,0.0
2001,2.4534786646768225e-08,0.0
2002,1.4896152755738967e-08,8.76244299341522e-10
2003,1.0000615446870142e-08,4.1669229178253886e-10
2004,1.2333415178034102e-08,4.404791253964646e-10
2005,9.908249332113428e-09,9.007499190971657e-10
2006,1.070651389767363e-08,0.0
2007,1.2382886716011399e-08,7.988958938831558e-10
2008,7.663391698997657e-09,0.0
2009,1.0966842545201416e-08,0.0
2010,8.97520635589899e-09,0.0
2011,1.185431308670104e-08,1.911985902935953e-09
2012,1.05531832161887e-08,3.404252713057332e-10
2013,7.2517249982695375e-09,8.367375126105969e-10
2014,9.961047986450922e-09,8.661780737106994e-10
2015,1.1304534197620342e-08,4.433150790905671e-10
2016,9.735297901158901e-09,8.285360175719347e-10
2017,9.30776167251679e-09,7.54683426862357e-10
2018,9.551427204712581e-09,2.5814667070633845e-10
2019,1.020395146156261e-08,2.55098775436835e-10
