year,plus_ADV assuré_VERB,plus_ADV rassuré_VERB
1838,1.0888479664572515e-06,8.458296707480883e-08
1839,1.0494204616406932e-06,4.4046294611632675e-08
1840,9.63096908890293e-07,4.5861759889742615e-08
1841,9.181384257317404e-07,8.603534951134861e-08
1842,8.814660077405279e-07,7.64742185133116e-08
1843,9.356547252536984e-07,8.033399123696938e-08
1844,1.1317413282085909e-06,1.0702694197561868e-07
1845,8.800019486443489e-07,1.0211817436101e-07
1846,9.835562195803504e-07,7.201036922310777e-08
1847,8.181520456673752e-07,5.501087940729121e-08
1848,8.914105933399696e-07,5.873011943435813e-08
1849,1.0809445711856824e-06,9.887709495615127e-08
1850,9.993402727559442e-07,9.233034425903952e-08
1851,8.313326702591439e-07,7.803821233665076e-08
1852,8.060055165515223e-07,6.380334682809519e-08
1853,9.113168175645114e-07,6.389966955566706e-08
1854,1.0110762787007843e-06,6.754363734984281e-08
1855,9.069555630958348e-07,7.270503488143731e-08
1856,9.054904239746975e-07,7.921099864915959e-08
1857,9.435956940251344e-07,9.763017960739973e-08
1858,8.182226451936003e-07,8.759679892555994e-08
1859,8.320611186718452e-07,5.703234151610559e-08
1860,7.415038112412731e-07,8.238931092918733e-08
1861,8.507598749929457e-07,1.0516599235899093e-07
1862,9.329641557087598e-07,4.246907187033244e-08
1863,8.161210303114785e-07,4.844782086621535e-08
1864,8.045553272495454e-07,7.43182808626841e-08
1865,8.091065524240548e-07,8.425251696309033e-08
1866,7.789845994921052e-07,8.368854276241677e-08
1867,6.672615882052924e-07,8.249779348545871e-08
1868,7.834640314285934e-07,8.694178310619805e-08
1869,6.319273779809009e-07,9.376356946422248e-08
1870,7.746700134703133e-07,9.002456780038415e-08
1871,5.873511099707684e-07,1.1683294887099294e-07
1872,6.948392865524511e-07,7.861541273523898e-08
1873,5.986004225633224e-07,7.24306516985962e-08
1874,6.034355237716227e-07,8.005976415148552e-08
1875,7.43226394206431e-07,8.067353007845668e-08
1876,6.021830927238625e-07,8.1621202241422e-08
1877,6.370360665641783e-07,6.555905041061294e-08
1878,6.226300683920272e-07,5.737134123329213e-08
1879,6.567524906131439e-07,8.064309120481283e-08
1880,5.885165137442527e-07,6.482024983434087e-08
1881,6.066081823519198e-07,7.669758617101508e-08
1882,5.191200216358993e-07,7.05470810657971e-08
1883,5.674766612173698e-07,7.014466368859829e-08
1884,5.862306693416031e-07,7.459917661378768e-08
1885,5.433670935417467e-07,7.605849999814396e-08
1886,5.046608748671133e-07,6.582533274013258e-08
1887,5.21661092989234e-07,8.55289101764356e-08
1888,4.6920547447371064e-07,8.242799331981132e-08
1889,4.573549858832848e-07,8.64588898252805e-08
1890,4.791256742464611e-07,8.520702571290784e-08
1891,4.398211785883177e-07,6.055508927627073e-08
1892,4.300199520912429e-07,8.525177008777973e-08
1893,4.797406631951162e-07,5.665743074700913e-08
1894,4.833280513594218e-07,6.742646974089439e-08
1895,4.7065566377568757e-07,7.884384700673763e-08
1896,5.336811454981216e-07,6.722613221654683e-08
1897,3.7640569416907965e-07,5.884980824877317e-08
1898,4.3060080656687205e-07,4.243766060785248e-08
1899,4.228597560995695e-07,6.909472638483294e-08
1900,4.324147369061393e-07,6.540727071069341e-08
1901,4.454225006611523e-07,6.985923683977546e-08
1902,3.584507339837728e-07,5.155798143974266e-08
1903,3.9853625821706373e-07,9.342380979937559e-08
1904,3.912727208899014e-07,1.0319280363546568e-07
1905,4.0460349737259094e-07,4.3866451804319695e-08
1906,3.3642967878222407e-07,6.687439935149087e-08
1907,3.5845619095198344e-07,7.302837568001763e-08
1908,4.076453024026705e-07,6.777716987649285e-08
1909,4.884873305854853e-07,8.526524730712026e-08
1910,4.11499598840237e-07,6.199214941382536e-08
1911,4.2882214756900794e-07,6.224837967305774e-08
1912,4.4280079691816354e-07,6.928529927563432e-08
1913,3.929515344225365e-07,5.833288696521777e-08
1914,4.439941108103085e-07,6.294939380868669e-08
1915,4.241074407218548e-07,8.835571208010151e-08
1916,3.955486249651585e-07,6.372727767711694e-08
1917,3.969845749907108e-07,7.457168749169796e-08
1918,3.2621309742353333e-07,5.513460443751228e-08
1919,3.2779939829197247e-07,5.2484735779678715e-08
1920,3.687676723984623e-07,7.117898093156327e-08
1921,3.9302560139731213e-07,5.300923355822107e-08
1922,3.5782986174126563e-07,5.5334514748039965e-08
1923,4.076524078300281e-07,4.140219900250486e-08
1924,3.5451967050903477e-07,4.512068585427187e-08
1925,3.794371252752171e-07,5.8290343885047946e-08
1926,4.0014637647800555e-07,6.576221522891501e-08
1927,4.180959365385206e-07,6.13207333799437e-08
1928,3.9191320411191555e-07,9.82639550839437e-08
1929,4.133090669711237e-07,7.686880310053823e-08
1930,3.928347780401964e-07,5.7769820926978355e-08
1931,3.7409569131341414e-07,6.84321435073798e-08
1932,5.183860594115686e-07,3.726242447932293e-08
1933,3.028254695891519e-07,5.850037609889114e-08
1934,3.366824046224792e-07,4.912448048344231e-08
1935,4.045280093123438e-07,4.6676309040094566e-08
1936,2.9826799163856776e-07,6.183604295273426e-08
1937,3.5381040675019904e-07,6.169648036902231e-08
1938,3.241303545564733e-07,6.352954784460962e-08
1939,3.76233629140188e-07,8.258787431714154e-08
1940,3.1950864354257646e-07,3.0429394115571995e-08
1941,3.984528404998855e-07,5.017554371988808e-08
1942,3.6410540360520827e-07,4.5513175450651033e-08
1943,4.703240961134725e-07,7.548411673496958e-08
1944,3.405977224701928e-07,5.462416474699694e-08
1945,3.3548963074281346e-07,5.010559434026618e-08
1946,3.424591739076277e-07,4.733175273941015e-08
1947,3.6358656529955624e-07,5.364392086093517e-08
1948,3.6964419791729597e-07,5.4359437617890194e-08
1949,4.2311305037401326e-07,2.846932467548413e-08
1950,3.3501387974865793e-07,4.679559140186029e-08
1951,4.4777888774660823e-07,4.477788728696197e-08
1952,3.511419777169067e-07,3.796129277588989e-08
1953,3.6523275070976524e-07,4.0940545176226806e-08
1954,3.1858468219070346e-07,5.472620046020893e-08
1955,3.3788188602557057e-07,4.5050917663047585e-08
1956,3.3838028912214213e-07,5.319896345667985e-08
1957,3.4368295587228204e-07,4.240818185508033e-08
1958,3.7721429180237465e-07,4.6324561964183886e-08
1959,3.7668633012799546e-07,4.417926291466756e-08
1960,3.155900003548595e-07,5.8134998814907135e-08
1961,3.7103171734997886e-07,5.628008992175637e-08
1962,3.4246565405737783e-07,5.834600003140622e-08
1963,3.1425020097231027e-07,3.685650185047962e-08
1964,4.1431823660786904e-07,4.502136435879933e-08
1965,4.0930885347734147e-07,4.268193976031398e-08
1966,3.578242342427984e-07,4.486650695412209e-08
1967,4.328834677380655e-07,5.127548874384047e-08
1968,4.087188472112757e-07,4.2668450106475575e-08
1969,4.0239973486677627e-07,4.723428048691858e-08
1970,3.8951199599068786e-07,3.816941784862138e-08
1971,4.074749142546352e-07,3.596878173084406e-08
1972,3.939952648579492e-07,3.796308822856531e-08
1973,3.4622919997673307e-07,3.4181862285098674e-08
1974,3.32471273623014e-07,3.31908722728258e-08
1975,4.060862295318657e-07,3.5982324675387645e-08
1976,3.8109223510218726e-07,4.2280099421532213e-08
1977,3.3262585930060595e-07,3.349765620441758e-08
1978,3.7603942359965004e-07,4.158414057542359e-08
1979,3.815486593339301e-07,3.6867433550469286e-08
1980,3.968235091633687e-07,3.979605622816962e-08
1981,3.7890040971433336e-07,4.680906684484398e-08
1982,3.836236430743156e-07,2.7313010519947056e-08
1983,3.435531823470228e-07,2.9681984869966982e-08
1984,3.7287625787030265e-07,4.291266214595524e-08
1985,3.507070402974932e-07,3.7296459254321235e-08
1986,3.7825202525709756e-07,4.19613980229272e-08
1987,3.8742578567507735e-07,4.0942474299754394e-08
1988,3.501987464460399e-07,3.537966719591168e-08
1989,3.3422662681914517e-07,3.622160671401531e-08
1990,3.5961096500614076e-07,3.705082779470459e-08
1991,3.4817102800843713e-07,3.223805933316726e-08
1992,3.5649338769871974e-07,2.8651709060856234e-08
1993,4.027003797091311e-07,2.658819592271655e-08
1994,3.4445270102878567e-07,4.272690645734656e-08
1995,3.5788175978268555e-07,3.03657253786227e-08
1996,3.453745591741608e-07,2.8291889497822353e-08
1997,3.1981946335690736e-07,4.3633539004162e-08
1998,3.5856331237482664e-07,3.099284029417504e-08
1999,3.400229786620912e-07,2.8792268125243936e-08
2000,3.1147121148933365e-07,4.285490573519013e-08
2001,3.312196099614084e-07,2.9792239786274877e-08
2002,3.1982915515982313e-07,3.373540380380291e-08
2003,3.2835353636073705e-07,4.000245956703452e-08
2004,3.030496316114295e-07,4.316695570438789e-08
2005,3.229188507702929e-07,3.8732247853445756e-08
2006,3.529031573634711e-07,4.694394667437152e-08
2007,3.271478590249899e-07,6.111553291221483e-08
2008,3.1760498586663743e-07,6.343585245982553e-08
2009,3.342503021031007e-07,6.484741987833331e-08
2010,3.278312306065345e-07,1.0250630905206393e-07
2011,2.9291624059624155e-07,1.0171765738031802e-07
2012,3.46212488011588e-07,1.1846799308212752e-07
2013,3.3106914543168386e-07,1.2606845545271028e-07
2014,3.4495542422519065e-07,1.3490723338449584e-07
2015,3.420175858082075e-07,1.5272204589855676e-07
2016,3.939688895115978e-07,1.5493623206630502e-07
2017,3.0891706614966097e-07,1.333274071146917e-07
2018,3.151970986436936e-07,1.8380042776655614e-07
2019,3.2295506002810725e-07,1.5458985336280762e-07
