year,avons_VERB emporté_VERB,avons_VERB remporté_VERB
1842,4.695785538189057e-09,2.817471411731276e-08
1843,2.3036953678001737e-08,3.18973185642335e-08
1844,2.030767731753258e-08,2.195424464446205e-08
1845,1.1160455670733427e-08,3.850357188639464e-08
1846,6.439951683034906e-09,1.6392604607062822e-08
1847,1.4022381478184798e-08,3.235934187273415e-08
1848,1.287235473768078e-08,1.930853166243196e-08
1849,1.5920887719289567e-08,1.256912263158938e-08
1850,2.5119284430275002e-08,1.0183494048021657e-08
1851,2.7732586005413395e-08,2.0638204034639784e-08
1852,3.320378283433456e-08,1.4323200403509873e-08
1853,3.4637203327747557e-08,2.448492075757258e-08
1854,3.065441944727354e-08,2.961528799971802e-08
1855,2.3350523292720027e-08,5.094659627502551e-08
1856,2.329735160344626e-08,4.245295315286057e-08
1857,2.782460128969433e-08,7.810414359710194e-08
1858,2.300027723833864e-08,2.936205589776364e-08
1859,4.3283474582267445e-08,3.208069188076479e-08
1860,5.6299363393463864e-08,3.4786598490654796e-08
1861,2.9238975685075275e-08,3.772770895693611e-08
1862,1.2198563048571032e-08,4.337266901188741e-08
1863,1.4484400345793347e-08,4.4452125536054155e-08
1864,2.3014694150447212e-08,3.0206784629172034e-08
1865,2.6358328852893465e-08,2.023943146411966e-08
1866,4.281739407474561e-08,1.702964524952222e-08
1867,2.91168689159349e-08,3.736664666575962e-08
1868,3.112120694481746e-08,2.0253484223076157e-08
1869,2.7347706321734222e-08,2.0510780629479086e-08
1870,2.1789386295267832e-08,1.834895613228582e-08
1871,4.885741589077952e-08,5.629224020253787e-08
1872,4.9588180672799353e-08,3.930770375859538e-08
1873,1.4366410283628284e-08,1.496501056408306e-08
1874,4.361464789326419e-08,1.6131444624534197e-08
1875,4.9777284516494547e-08,2.460256709468922e-08
1876,3.3857681103199866e-08,1.0882827083946722e-08
1877,4.9478529717816855e-08,2.9068635498674666e-08
1878,3.38188961279684e-08,1.3285995414946683e-08
1879,5.070739916845923e-08,2.1993571408529533e-08
1880,3.658172431642015e-08,3.016387850607316e-08
1881,2.1614773970668466e-08,3.765154232837631e-08
1882,2.0631693686823382e-08,3.926677294430192e-08
1883,4.486730631469982e-08,2.274962085380139e-08
1884,4.7532218161450146e-08,2.8387297845711146e-08
1885,3.158361394639542e-08,3.609556031847205e-08
1886,3.0976625708944994e-08,2.5813855941692054e-08
1887,3.0685946228459215e-08,2.415702127223085e-08
1888,3.6775563927449184e-08,3.550744054336974e-08
1889,4.448246926358479e-08,2.0048437576747347e-08
1890,3.5393686204088226e-08,2.2284913470116408e-08
1891,3.824532157636895e-08,4.0157587477551715e-08
1892,3.19694137829174e-08,3.8864776286118285e-08
1893,3.387129154930335e-08,1.7859408174558666e-08
1894,3.0877544077156927e-08,1.5123694296903523e-08
1895,3.8519132772307785e-08,2.467631965430428e-08
1896,3.892039046604623e-08,2.358811634906033e-08
1897,2.9133568446582103e-08,1.631479840114025e-08
1898,4.866185321361627e-08,3.395012981854961e-08
1899,1.9346524382513053e-08,2.3215829259015663e-08
1900,3.1665425836990835e-08,2.7512582434496835e-08
1901,2.5708198236884527e-08,1.2854099118442264e-08
1902,3.437198614619774e-08,2.4060391012881155e-08
1903,3.67214987306852e-08,1.7280704867062013e-08
1904,2.4723275870996986e-08,2.203596238814498e-08
1905,4.335037573355294e-08,1.5482276793932215e-08
1906,3.0865106026567446e-08,2.1605574218597212e-08
1907,3.3428481316377656e-08,2.262851062084792e-08
1908,3.290630701258124e-08,2.9468335327464956e-08
1909,2.9155213354670195e-08,2.0353638774395222e-08
1910,2.8323999146095957e-08,2.939282950364941e-08
1911,3.032613093978398e-08,2.074945903984826e-08
1912,2.81308754068732e-08,3.4903123946605774e-08
1913,2.8636144122629048e-08,2.0681659052002033e-08
1914,3.080502253283157e-08,7.902157506123331e-08
1915,7.893110165468897e-08,3.593132475998573e-07
1916,6.59247731960022e-08,1.6041694550494867e-07
1917,3.838248474608008e-08,1.4256352187658194e-07
1918,5.398596769623509e-08,9.648556442698464e-08
1919,1.749491218561161e-08,1.0312790266198135e-07
1920,1.665890891899835e-08,4.619061400035207e-08
1921,1.9689142760626055e-08,4.316466117870732e-08
1922,2.2871599725249325e-08,1.2542490601674672e-08
1923,1.8047112249064412e-08,3.1847843473542525e-08
1924,3.480738541838946e-08,4.1253198190815965e-08
1925,2.1996356736053713e-08,2.0896537833436923e-08
1926,2.6750733184144337e-08,2.5636119005412183e-08
1927,2.8987985345452216e-08,2.1183527820767267e-08
1928,2.399468712610542e-08,2.6279895593006586e-08
1929,1.7824650200282122e-08,2.1166771446701205e-08
1930,4.411513643276521e-08,2.941009036305786e-08
1931,3.42160717536899e-08,3.42160717536899e-08
1932,3.1782654730250215e-08,2.082311922890767e-08
1933,3.326492148403304e-08,2.064719240024715e-08
1934,2.995395220750652e-08,1.9170528275935794e-08
1935,2.5133395809007197e-08,2.0346082152400413e-08
1936,2.3036957230715416e-08,1.576212937948185e-08
1937,3.399602022113868e-08,2.7700460591972842e-08
1938,2.463390735840676e-08,2.2040865133021725e-08
1939,1.8352860564618823e-08,1.988226472349197e-08
1940,2.028626333583361e-08,1.7750480196809804e-08
1941,2.9515025090631752e-08,2.6563522936839945e-08
1942,6.068423541449874e-09,3.034211815133858e-08
1943,2.6129116648121453e-08,2.9032351633873077e-08
1944,6.4263723231761105e-09,6.4263723231761105e-09
1945,3.921307367704685e-08,4.7927088075994106e-08
1946,3.201854070766785e-08,3.201854070766785e-08
1947,2.7418003867296648e-08,2.0265479960812627e-08
1948,1.7395020535104777e-08,3.587722829934137e-08
1949,3.239612667016445e-08,5.2030145525350235e-08
1950,3.93508372553697e-08,3.19060831088791e-08
1951,3.1984203729962246e-08,1.8124383771578323e-08
1952,3.374337254058446e-08,8.435843135146115e-09
1953,2.3702419582605216e-08,3.98631598841348e-08
1954,1.9545073115523337e-08,2.7363100230104465e-08
1955,2.1586897602787758e-08,2.815682265122632e-08
1956,2.616342520411763e-08,4.186147961604547e-08
1957,2.5621609722747962e-08,2.9155623693100097e-08
1958,2.0680609225109947e-08,3.4743422361316334e-08
1959,1.6276571201956358e-08,3.100299039715537e-08
1960,2.353083417006019e-08,3.391208380776334e-08
1961,2.153929301584867e-08,3.126671543896009e-08
1962,2.0928455413127267e-08,2.2831043722248978e-08
1963,1.4871922360271128e-08,2.7157422977097667e-08
1964,2.5552667537454e-08,3.346182708696688e-08
1965,1.5321720781003023e-08,3.775710055720083e-08
1966,1.8832853498906843e-08,1.8278946356531378e-08
1967,1.9228309611207806e-08,5.4233691315630495e-08
1968,2.245707975134792e-08,4.042274426296899e-08
1969,1.7712855182594467e-08,4.4509224750299836e-08
1970,2.1614008360870685e-08,3.0351586133292585e-08
1971,2.0553589052951793e-08,3.494110245583215e-08
1972,2.3598675014113724e-08,3.385897073826527e-08
1973,1.8193572870472963e-08,2.866866033457427e-08
1974,1.9689501584707614e-08,2.5315072704756858e-08
1975,1.5420996035686585e-08,3.084199207137317e-08
1976,1.428381679602353e-08,3.313845553520878e-08
1977,2.11564152863275e-08,3.996211717094411e-08
1978,2.0198010375338527e-08,2.970295653881294e-08
1979,2.3407892513205297e-08,3.043026097770962e-08
1980,1.9329512213062117e-08,2.5014662341504845e-08
1981,1.5181319312773667e-08,2.783241725978769e-08
1982,1.3035754697909852e-08,2.9796010991844923e-08
1983,1.9577479193344516e-08,2.7787390166622572e-08
1984,1.4497521405587577e-08,1.8556827185989277e-08
1985,1.0226449020933615e-08,2.1054452403745927e-08
1986,2.997242631863628e-08,2.997242631863628e-08
1987,1.3443797186596385e-08,2.9331921780340053e-08
1988,1.798966131616453e-08,3.058242370457265e-08
1989,7.683371272548811e-09,3.128229764115531e-08
1990,1.7980548605578406e-08,3.3236769780842224e-08
1991,1.75843961613964e-08,2.989347080983862e-08
1992,1.2121876835635703e-08,1.1019888113139586e-08
1993,2.8249957040316076e-08,2.7696037463442735e-08
1994,1.8989736005892155e-08,3.586950114708998e-08
1995,1.2471637056421514e-08,3.036572593373421e-08
1996,1.6014276127407356e-08,2.7758080278772468e-08
1997,1.8220598363427598e-08,3.212579358091716e-08
1998,1.9072516010965046e-08,3.0516027038629545e-08
1999,2.0108885223635298e-08,2.696418732739403e-08
2000,1.988114206596947e-08,2.6508189421292627e-08
2001,1.5334240544007116e-08,1.445799924226776e-08
2002,7.886198361006791e-09,2.059174164514843e-08
2003,2.1251306492331423e-08,2.541822929913451e-08
2004,2.5547789661573006e-08,2.378587282692024e-08
2005,1.8465373230469595e-08,2.2518747755384538e-08
2006,2.8825230202755847e-08,2.9237018139838256e-08
2007,2.2768533725070483e-08,2.75619083112133e-08
2008,2.171294255504108e-08,3.533675041467177e-08
2009,2.4317781566196572e-08,2.7178696626606325e-08
2010,2.8342757474320024e-08,3.7317963830219014e-08
2011,2.562061141020422e-08,4.015170418369962e-08
2012,3.1319125071149756e-08,4.902123862393637e-08
2013,4.434708955614042e-08,4.685730203846106e-08
2014,3.7678745457014884e-08,5.846701967016088e-08
2015,4.322322055827499e-08,5.541438596878834e-08
2016,3.811265614217518e-08,5.0126427453278666e-08
2017,3.9243538196842565e-08,6.138091634966258e-08
2018,4.336864023457565e-08,5.601782859798732e-08
2019,2.9591458172717466e-08,5.229524902006233e-08
