year,sans_ADP apporter_VERB,sans_ADP rapporter_VERB
1948,6.370926026733059e-07,4.566192757238241e-08
1949,6.587212766362427e-07,4.123143582113187e-08
1950,6.572653425962471e-07,4.78591268837647e-08
1951,5.693188711575203e-07,6.290226961525036e-08
1952,5.38839497465915e-07,4.112473384054738e-08
1953,6.582808751431912e-07,3.663101466599983e-08
1954,6.342375833412461e-07,3.9090145786957464e-08
1955,5.772148714555669e-07,3.660387104531537e-08
1956,5.843164743168927e-07,4.709416479009576e-08
1957,5.88413513469277e-07,2.827212136624624e-08
1958,5.236330196112249e-07,3.9706768539815585e-08
1959,4.7279560533297627e-07,3.4103291968179406e-08
1960,5.412091859113843e-07,2.906750090625465e-08
1961,5.072156206153977e-07,2.6403004893538196e-08
1962,5.041855253296035e-07,2.8538802876454383e-08
1963,5.101715743194291e-07,4.332255620909109e-08
1964,5.286968409734527e-07,4.0154192637587016e-08
1965,5.203913353568623e-07,4.322914382015597e-08
1966,5.057175229694622e-07,4.818995047450869e-08
1967,4.4570232660134934e-07,4.5852119434641736e-08
1968,4.859712028348895e-07,5.12021414156294e-08
1969,5.086768695150568e-07,6.358461024369433e-08
1970,5.214954175158937e-07,3.678979898502632e-08
1971,4.645111282286507e-07,4.984245616235228e-08
1972,4.463227689655014e-07,5.3353526041632904e-08
1973,3.930914331817803e-07,3.3630541518281376e-08
1974,4.1572974751602487e-07,2.981553071101928e-08
1975,4.329302072392238e-07,3.7695769172785276e-08
1976,4.148020451566481e-07,3.370980961037162e-08
1977,4.1666381989102774e-07,3.526069169978996e-08
1978,4.057424032311019e-07,3.386136926408767e-08
1979,4.1022334684726047e-07,3.101545908990033e-08
1980,4.030771787455478e-07,2.6720208379238386e-08
1981,4.4784891528593107e-07,2.466964255098958e-08
1982,3.9417639996486287e-07,4.283176713304471e-08
1983,4.21231582947712e-07,2.4629732364722656e-08
1984,3.850541681060804e-07,3.0734744804750136e-08
1985,3.609334786602858e-07,2.586689906713957e-08
1986,3.662630518874721e-07,2.5776287104761764e-08
1987,3.782595552337398e-07,1.7721368927858805e-08
1988,3.513980555425178e-07,3.238138990280248e-08
1989,3.5288626065721473e-07,4.11609154538084e-08
1990,3.694185437552733e-07,3.4326499642745034e-08
1991,3.393788379213447e-07,2.872117887964265e-08
1992,3.6365631572721213e-07,3.361065836759991e-08
1993,3.151809089274593e-07,3.2127402349590994e-08
1994,3.7768475280586244e-07,3.9561949938260454e-08
1995,3.703533852927876e-07,3.145021554296079e-08
1996,3.608550436240421e-07,2.7224270171544163e-08
1997,3.888659492190527e-07,2.7330898877409027e-08
1998,3.595169282277766e-07,3.576096752055946e-08
1999,3.4870636156369983e-07,3.51905504736294e-08
2000,3.534425214724024e-07,3.225163092146488e-08
2001,3.4261075221309056e-07,2.6287270138425356e-08
2002,3.246485196228832e-07,2.6287328758201056e-08
2003,3.350206139174361e-07,3.166861506365137e-08
2004,3.5546665522190324e-07,3.744072629707773e-08
2005,3.3327747139821895e-07,2.7923246936900625e-08
2006,3.491970783642273e-07,3.417848715159266e-08
2007,3.2914510583736956e-07,3.2754730483475214e-08
2008,3.1717925352836573e-07,2.8099101045953034e-08
2009,2.97535201809751e-07,4.1483273260922715e-08
2010,2.8862375955895914e-07,2.267420651236307e-08
2011,2.8220912895449146e-07,2.485581851452423e-08
2012,2.798295719586008e-07,3.131912645892854e-08
2013,2.507423539910292e-07,3.207493826096197e-08
2014,2.856222121039309e-07,3.854492353072558e-08
2015,3.0056763300478906e-07,3.9898357728773703e-08
2016,3.09251056762605e-07,4.266960673682263e-08
2017,2.777235019735258e-07,2.9432652454142172e-08
2018,2.5917925405849473e-07,3.2268333727270004e-08
2019,2.8239435589938466e-07,3.035675399942761e-08
