year,avions_VERB envoyé_VERB,avions_VERB renvoyé_VERB
2001,1.9715452381774412e-08,8.762423564512289e-10
2002,2.3658596859377212e-08,8.76244299341522e-10
2003,1.583430631058036e-08,2.5001538617175356e-09
2004,3.215497557107483e-08,2.642874807889939e-09
2005,1.8014997493764895e-08,2.702249757291497e-09
2006,1.6883348052942893e-08,1.2353669198716943e-09
2007,1.837460494868992e-08,7.988958938831558e-10
2008,1.9158479247494142e-08,8.514879357157668e-10
2009,2.6701878041990312e-08,2.384096253749135e-09
2010,1.6060896612657416e-08,2.8342759250676863e-09
2011,2.562061141020422e-08,3.4415748029203996e-09
2012,2.9957423208770706e-08,1.3617010852229328e-09
2013,3.5142974752488954e-08,1.3945624655065103e-09
2014,2.7068065122648477e-08,2.5985342766432495e-09
2015,3.324863229181574e-08,3.989835573037226e-09
2016,3.914832547025071e-08,2.899876117012923e-09
2017,2.440143020976393e-08,2.264050280587071e-09
2018,2.1426172835958823e-08,1.5488800242380307e-09
2019,3.010165627870265e-08,1.7856913725466939e-09
