year,avez_VERB envoyé_VERB,avez_VERB renvoyé_VERB
1902,2.131063183696824e-07,1.1539167132923467e-07
1903,1.6092656096589053e-07,1.3770561224646372e-07
1904,1.9832367570415954e-07,1.5478920545319852e-07
1905,1.8320695005513699e-07,1.31083282894906e-07
1906,1.6924367685078323e-07,1.2757577394495456e-07
1907,1.6097099830858497e-07,1.373139184579486e-07
1908,2.0922517762755888e-07,1.3653661312673648e-07
1909,2.0353638774395222e-07,1.1772105068530436e-07
1910,1.8864851369926328e-07,1.3627584394271253e-07
1911,1.7876456581689126e-07,9.683081003686311e-08
1912,2.208794569469319e-07,1.1096066998561582e-07
1913,1.856046338843953e-07,1.0393859639634684e-07
1914,1.620611982389164e-07,8.370929549528228e-08
1915,2.120537203609274e-07,7.068457108516668e-08
1916,1.4063951425669075e-07,5.7134801778602196e-08
1917,1.7875271396405878e-07,4.386569685266295e-08
1918,1.8607929064273776e-07,7.006689628497043e-08
1919,1.7218675907315628e-07,4.603924352863942e-08
1920,2.1959472462640406e-07,5.7548959375708364e-08
1921,1.347949023511319e-07,4.998013380941302e-08
1922,1.6674134428740217e-07,6.049906886573808e-08
1923,1.2632978041438037e-07,5.6264525483129546e-08
1924,1.572778245417794e-07,3.738571052736006e-08
1925,1.891686594035491e-07,3.739380360912037e-08
1926,1.5047287149627664e-07,3.78968714187522e-08
1927,1.8061744810893288e-07,5.2401357919507063e-08
1928,1.199734356305271e-07,3.5420729460611255e-08
1929,1.849307409429457e-07,3.230717737778832e-08
1930,1.4810080983806984e-07,3.046045193855207e-08
1931,1.3344266847070685e-07,3.42160717536899e-08
1932,1.4685778637613112e-07,2.1919072779041926e-08
1933,1.5829513699827658e-07,3.785318369864399e-08
1934,1.3778817731235904e-07,1.9170528275935794e-08
1935,1.2686381012372294e-07,3.231436807027421e-08
1936,7.517323297179246e-08,1.4549657478823974e-08
1937,1.561298716978854e-07,2.392312481447334e-08
1938,7.001215607260747e-08,6.482607339819424e-09
1939,1.4835228512311005e-07,1.6823456405745674e-08
1940,1.0143131845552489e-07,2.7893612752905028e-08
1941,1.269146139293298e-07,2.3612020783048138e-08
1942,8.49579322448335e-08,9.102635090130207e-09
1943,1.1612940653549231e-07,1.4516175816936538e-08
1944,1.6708568750800623e-07,3.534504600111177e-08
1945,1.3506725338174874e-07,4.357008087652048e-09
1946,1.3781892960196274e-07,1.1136883415474585e-08
1947,2.241123695512215e-07,1.7881307101674793e-08
1948,1.4785767632474744e-07,1.0871888278529696e-08
1949,1.492185219831299e-07,3.337782672474532e-08
1950,1.669751696908861e-07,4.4668517773516214e-08
1951,1.5778874740135507e-07,1.2793682557799002e-08
1952,9.595771643944317e-08,2.6362009464264702e-08
1953,1.1097041863195045e-07,1.8315507332999914e-08
1954,1.563605849241867e-07,9.772536557761669e-09
1955,1.435998058241239e-07,1.3139850985055546e-08
1956,1.2732866139231191e-07,1.0465369904011368e-08
1957,1.2722453845981363e-07,1.3252556385623393e-08
1958,9.761247099504544e-08,1.9853384713997002e-08
1959,1.4183868302097835e-07,1.4726420971555854e-08
1960,1.0727291765988411e-07,1.4533750203327145e-08
1961,1.5146987664138578e-07,2.640300600376122e-08
1962,1.458650018548724e-07,6.468795277214667e-08
1963,1.325540921470747e-07,1.5518526907953856e-08
1964,1.7156790477201866e-07,3.467862086381501e-08
1965,1.7784141448373703e-07,2.134096988015699e-08
1966,1.0745804956968641e-07,8.308612464702492e-09
1967,1.2720265374355222e-07,1.9228309611207806e-08
1968,1.239630762484012e-07,1.8414805680322388e-08
1969,1.707700931774525e-07,4.4690895606436243e-07
1970,1.3152353517398296e-07,8.277704743875347e-09
1971,9.197731287713395e-08,2.4150468291850302e-08
1972,1.333838213213312e-07,2.61637485010624e-08
1973,1.3176557445149228e-07,1.598829157956061e-08
1974,9.338449302731533e-08,9.00091468025721e-09
1975,1.2051222597619926e-07,1.0851811893530794e-08
1976,1.0969971242502652e-07,1.1427053969725876e-08
1977,9.52038661239385e-08,6.464460078348111e-09
1978,9.564352154711742e-08,8.316828115084718e-09
1979,1.1996544913017715e-07,1.580032815695631e-08
1980,1.1825113688246347e-07,1.193881615790815e-08
1981,1.0373901204729918e-07,8.855769451088236e-09
1982,8.7525783953879e-08,2.855450986771757e-08
1983,9.094055286595903e-08,4.4207211225000265e-09
1984,8.756502722917503e-08,1.0438215625185876e-08
1985,7.940536761452677e-08,7.218669662023558e-09
1986,1.1149742817906372e-07,4.7955883708539204e-09
1987,8.55514343811592e-08,1.3443797186596385e-08
1988,7.915451050166666e-08,1.8589316752581908e-08
1989,1.114088803433333e-07,1.3171493229435782e-08
1990,9.698598546492576e-08,2.669838927715773e-08
1991,9.378344145716255e-08,1.582595565707834e-08
1992,7.989419259502029e-08,9.366905473484621e-09
1993,8.031850740053414e-08,1.2186256448387667e-08
1994,9.600366723816478e-08,1.318731612798274e-08
1995,8.621697134003625e-08,1.843633334885908e-08
1996,1.0142375117538904e-07,1.4946657245218375e-08
1997,9.25414624930454e-08,5.753873377756236e-09
1998,9.107127141305682e-08,1.2873949017944142e-08
1999,9.323210292677686e-08,5.484241505371301e-09
2000,8.2617191310419e-08,1.7230322058026104e-08
2001,7.185187200775545e-08,8.324302136486494e-09
2002,8.806254925275425e-08,1.3581786362237835e-08
2003,7.542130475712838e-08,1.2084076850271686e-08
2004,9.954828072977762e-08,7.047666006343434e-09
2005,9.277724188905268e-08,1.216012357474483e-08
2006,9.553504298764892e-08,1.4000825387938676e-08
2007,1.286222328644726e-07,1.5179022483380322e-08
2008,1.123964068483474e-07,1.1069342775726909e-08
2009,1.4304578144219704e-07,2.0503227560197956e-08
2010,1.4785472046696668e-07,1.369900015646408e-08
2011,1.6137161651386123e-07,1.9884653923440965e-08
2012,2.2331897753247176e-07,2.1787217363566924e-08
2013,2.3344976796124683e-07,2.0360612751346707e-08
2014,2.1892650181598583e-07,2.1221362445089653e-08
2015,2.5379787871315784e-07,2.349569960813369e-08
2016,2.498036053566466e-07,3.1070101158547914e-08
2017,2.631329323321552e-07,2.440143020976393e-08
2018,2.535000191983272e-07,2.452393310647949e-08
2019,2.489763915036747e-07,2.244869179435227e-08
