year,les_DET ondes_NOUN,les_DET rondes_ADJ
1841,1.849760081995555e-06,4.494383976094696e-09
1842,1.9957088781552557e-06,2.0124795163667386e-09
1843,1.9356947262849644e-06,4.134837805480629e-09
1844,1.3562234713049293e-06,4.939705144924034e-09
1845,1.9034157645592131e-06,6.138250796539069e-09
1846,1.4062511972667835e-06,1.2879903366069811e-08
1847,1.9291560988676792e-06,6.47186837454683e-09
1848,1.424004203443019e-06,2.413566457803995e-09
1849,1.2007701570837526e-06,8.379414495607307e-09
1850,1.972882223810757e-06,6.1100964288129944e-09
1851,2.3759733096540003e-06,1.9348316282474798e-09
1852,1.5215144912872347e-06,9.114763610540422e-09
1853,1.590325460654185e-06,6.569125021727018e-09
1854,1.4064663389490306e-06,1.7665259477439577e-08
1855,1.7884378422650116e-06,1.0083180512765466e-08
1856,1.5495326977088553e-06,1.0354378243704332e-08
1857,1.87205876045482e-06,1.4644527590590428e-08
1858,2.0284286961214093e-06,9.787352039936081e-10
1859,1.7455970038326996e-06,2.036869339860914e-09
1860,1.6839459959783198e-06,5.034902272882391e-09
1861,1.7958390401418e-06,5.187559992680946e-09
1862,1.3427454987890997e-06,9.487771457372673e-09
1863,1.774588803016286e-06,3.4962345241140724e-09
1864,1.6172617023357816e-06,8.151037178549814e-09
1865,1.5043074057530248e-06,4.706844247692743e-09
1866,2.4989787874574176e-06,1.80027684426598e-08
1867,1.93530125613961e-06,9.220341823379385e-09
1868,2.9599725763773677e-06,1.1855697534812748e-08
1869,2.6307518226076354e-06,5.371871281134588e-09
1870,2.786747657523847e-06,1.834895657637503e-08
1871,1.718506453585178e-06,2.1242354542039266e-09
1872,2.253238633898036e-06,7.861540751719076e-09
1873,1.2223421208545915e-06,5.387403856360606e-09
1874,2.1974611570385605e-06,1.0754296286830112e-08
1875,1.5911567459170328e-06,1.4875970677508121e-08
1876,1.6330285745880246e-06,1.3301232115736639e-08
1877,2.331675517552867e-06,9.27722432209066e-09
1878,2.471798964620575e-06,9.058632954861423e-09
1879,1.7857558276546115e-06,2.1382637882538802e-08
1880,1.5884169215496513e-06,1.2835692508872398e-09
1881,1.962063649330048e-06,1.0458761634524194e-08
1882,1.5846472223302044e-06,6.655385131892899e-09
1883,1.751088802848244e-06,7.58320695126713e-09
1884,1.5599810083699595e-06,1.1222884843675729e-08
1885,1.554042817986101e-06,1.2246707759011599e-08
1886,1.4307329792018209e-06,1.3552274358286098e-08
1887,1.484024551245966e-06,1.5669419317632105e-08
1888,1.4272723447561475e-06,5.706553452000662e-09
1889,1.8457092778589868e-06,1.0650732462647028e-08
1890,1.4249235817942463e-06,1.507508901044119e-08
1891,1.9192776221643726e-06,1.2748440081367107e-08
1892,1.9256869876471683e-06,2.5074049503359674e-09
1893,2.1591407772802995e-06,4.926733243593162e-09
1894,1.5363152314762374e-06,1.0712616793639995e-08
1895,1.978920494138947e-06,7.222337172763105e-09
1896,1.8392833283087384e-06,1.1204354666283223e-08
1897,2.1832696717183353e-06,8.157399200570126e-09
1898,2.5309822433428053e-06,5.092519295146758e-09
1899,3.888098632387482e-06,4.9748205555033564e-09
1900,2.267452089199651e-06,1.4015843263770478e-08
1901,2.6049111738757347e-06,1.2295225282343836e-08
1902,3.6311549251877295e-06,2.3078333910575566e-08
1903,2.871837097018215e-06,9.720396709766987e-09
1904,2.459966054857432e-06,1.289910045443321e-08
1905,2.055530373468173e-06,3.096455369888673e-09
1906,2.4373145777190075e-06,8.7451136887573e-09
1907,2.7118213665744406e-06,1.131425531042396e-08
1908,2.7105955382467073e-06,1.0313916831705683e-08
1909,2.73948984386152e-06,1.0451868703853506e-08
1910,2.5967228225454164e-06,2.4583092450569666e-08
1911,2.9607882083837467e-06,6.916486383623521e-09
1912,2.8823726836435526e-06,1.7712032729377825e-08
1913,2.9431591883621877e-06,1.2196876397752021e-08
1914,3.41132121661758e-06,1.674185973188358e-08
1915,2.3938509201570923e-06,1.1780761921542648e-09
1916,2.4018592341690237e-06,7.69122365795738e-09
1917,2.1757385582077404e-06,5.483212106582869e-09
1918,2.5120704947312333e-06,6.89182577673364e-09
1919,2.9382243269537867e-06,1.381177283654722e-08
1920,3.6975206398892624e-06,1.817335615328375e-08
1921,3.5516186471795663e-06,1.2873671018098776e-08
1922,3.4078684336691367e-06,5.1645547283207804e-09
1923,4.444897683697491e-06,2.229349149729387e-08
1924,4.741539271435613e-06,1.2891624656674594e-08
1925,3.621700017220064e-06,8.798542339150117e-09
1926,4.1931771761483105e-06,1.3375366259005261e-08
1927,3.911148183988189e-06,1.3379070296082318e-08
1928,4.33046960779393e-06,1.1426041335305115e-08
1929,3.9537301290692994e-06,1.6710609340719884e-08
1930,5.262305592168559e-06,1.575540542475551e-08
1931,4.28385186523883e-06,2.2810713318222042e-09
1932,3.6692527487502957e-06,6.575722188983946e-09
1933,5.150327183400805e-06,3.4411986593596566e-09
1934,4.5721710648649605e-06,7.188948103475923e-09
1935,4.671221290664107e-06,7.180970484910176e-09
1936,4.651040285352792e-06,1.091224355320719e-08
1937,5.856129064341076e-06,7.554670999887492e-09
1938,5.691728972578858e-06,2.463390735840676e-08
1939,5.0883304538729135e-06,6.117620188206274e-09
1940,4.9549200298315554e-06,1.5214697057785997e-08
1941,4.276727167962235e-06,5.9030051957620344e-09
1942,3.4832751225621905e-06,2.4273694165799498e-08
1943,3.7538830781613797e-06,3.4838823381733164e-08
1944,3.348139898662339e-06,6.4263723231761105e-09
1945,4.213226873162057e-06,2.178504043826024e-09
1946,4.329463251906418e-06,9.744772988540262e-09
1947,3.5178489667941903e-06,2.3841741692010032e-08
1948,4.304180265535251e-06,7.610321262063735e-09
1949,3.89244385701204e-06,9.817008539414473e-09
1950,4.1871417124639265e-06,1.0635361258337639e-08
1951,3.2378676166899822e-06,1.2793682557799002e-08
1952,3.891032605451983e-06,5.272402070488624e-09
1953,4.129607987124473e-06,7.54167928107563e-09
1954,4.456276542441628e-06,8.795282724349818e-09
1955,3.994514713667741e-06,2.3464020060259827e-08
1956,5.489958709858911e-06,1.1337483840634377e-08
1957,4.5509278834288125e-06,7.068030161150318e-09
1958,4.6581002379753045e-06,8.272243445794913e-09
1959,4.4303275217316695e-06,6.975672928177801e-09
1960,4.313063470817724e-06,1.038125013730351e-08
1961,4.170980020035131e-06,2.779263708063695e-09
1962,4.231353386785486e-06,1.4586500007851555e-08
1963,3.9876151163298346e-06,1.2285501505004959e-08
1964,3.7811864217474067e-06,1.0951142992432494e-08
1965,4.01757412760162e-06,1.4227312938874803e-08
1966,3.74441441408635e-06,6.0929824519107e-09
1967,3.3605168141548347e-06,1.3804939413830652e-08
1968,3.399103576384732e-06,1.7067380619906203e-08
1969,2.7995394873414625e-06,1.3171097934527864e-08
1970,3.0176833831774275e-06,1.2416557226835323e-08
1971,3.280353041645867e-06,1.6956711812454728e-08
1972,3.130928547534495e-06,5.643161660184859e-09
1973,3.3134353998320876e-06,1.874489274911184e-08
1974,2.8077227511857927e-06,8.438357623763437e-09
1975,2.914568256073835e-06,1.2565255946839216e-08
1976,2.925897206296213e-06,1.7140580066410394e-08
1977,2.718599290574275e-06,1.469195431980097e-08
1978,2.4005928764836426e-06,2.3762365408686037e-08
1979,2.4338356467978883e-06,1.1703946700691858e-08
1980,2.490664613219451e-06,7.959211179020542e-09
1981,2.7180886235100843e-06,1.3283654287654656e-08
1982,2.5711473909950655e-06,9.311253656996143e-09
1983,2.6454859920477247e-06,1.0104505454577861e-08
1984,2.6072342933503023e-06,1.1018115864125377e-08
1985,2.539768502174411e-06,7.218669439978953e-09
1986,2.6117972566908065e-06,8.392279871038966e-09
1987,2.515823297244424e-06,1.4054878871849752e-08
1988,2.341654166571061e-06,1.4991384078566483e-08
1989,2.2792172558183665e-06,1.5915554651968478e-08
1990,2.9095795923694823e-06,1.3076762561681221e-08
1991,2.5585296299368565e-06,2.1101275393675678e-08
1992,2.941208265383466e-06,1.3774860141424483e-08
1993,2.363025942031527e-06,1.440193975188464e-08
1994,2.612671238466646e-06,1.3187316794116555e-08
1995,2.4422719491212774e-06,9.218166396873784e-09
1996,2.1176211504325693e-06,9.074756945892659e-09
1997,2.5460890213935272e-06,1.102825741838842e-08
1998,2.4822881101727035e-06,1.1920323395031573e-08
1999,2.5140675603552154e-06,8.683382235474824e-09
2000,2.4144541583837054e-06,5.743440834038438e-09
2001,2.2085689153072963e-06,1.7962967779894257e-08
2002,2.326866791690918e-06,6.133709984368352e-09
2003,2.3213927988763317e-06,1.3750846239446446e-08
2004,2.4045755964152704e-06,7.047666117365736e-09
2005,2.563534167165926e-06,8.106749382896794e-09
2006,2.6630394387439082e-06,1.0706513453584421e-08
2007,2.467390032734329e-06,9.98619897885078e-09
2008,2.8482272256269425e-06,1.6178270723088417e-08
2009,2.57005564208157e-06,1.1443662017995848e-08
2010,2.9013537812261347e-06,9.447585824773341e-09
2011,2.8783036611912394e-06,9.177532456217108e-09
2012,3.6602525597118074e-06,8.170206733382201e-09
2013,3.049350340234014e-06,1.2272149740866212e-08
2014,3.123005086536068e-06,9.527958866328845e-09
2015,2.9950367661513155e-06,1.0417904233728237e-08
2016,3.152579495235841e-06,1.0563834251797743e-08
2017,3.170173386024544e-06,9.810884216143734e-09
2018,3.114539651960513e-06,5.421079862788503e-09
2019,2.970625246234704e-06,6.122370832528645e-09
