year,devons_VERB envoyer_VERB,devons_VERB renvoyer_VERB
1967,3.944268467392931e-09,2.021437595089992e-08
1968,4.491415683816058e-09,1.122853987567396e-08
1969,6.8126366770115965e-09,1.6350327314285096e-08
1970,5.518470125309705e-09,1.241655755990223e-08
1971,2.569198631618974e-09,1.3873672877195986e-08
1972,3.0780880067027283e-09,8.208234980600082e-09
1973,2.205281512956958e-09,8.269805285010534e-09
1974,9.563471792262135e-09,7.313243344242437e-09
1975,6.8537762132336866e-09,6.282628195464213e-09
1976,7.427584769459372e-09,6.8562320265641574e-09
1977,3.526069214387917e-09,5.289103821581875e-09
1978,5.940591130126904e-09,1.0099005187669263e-08
1979,5.851973128301324e-09,1.287434159280565e-08
1980,5.6851505725319385e-09,1.0801786132219604e-08
1981,8.223214109648325e-09,3.795329828193417e-09
1982,3.7245013739806154e-09,1.0552754226011984e-08
1983,3.157658134966823e-09,3.78918940668882e-09
1984,6.378909400694965e-09,8.118611560803402e-09
1985,3.0077789148208467e-09,4.210890747202711e-09
1986,1.1389522214244607e-08,4.196139880008332e-09
1987,4.277571630240118e-09,5.49973533381376e-09
1988,4.197587610832443e-09,5.99655392008458e-09
1989,5.488121956886971e-09,4.939309850016116e-09
1990,4.358920779878872e-09,1.089730194969718e-09
1991,9.37834432335194e-09,2.344586080837985e-09
1992,5.509944056569793e-09,6.61193322315512e-09
1993,4.985286850001103e-09,3.323524566667402e-09
1994,7.912389854425328e-09,3.164955852952289e-09
1995,5.4224509327127635e-09,4.337960657352369e-09
1996,8.540947504798169e-09,5.3380921904988554e-09
1997,6.233362714880286e-09,3.3564262480467733e-09
1998,5.72175506974304e-09,6.198567881199324e-09
1999,5.941261704833778e-09,6.398281460207045e-09
2000,7.95245647111642e-09,3.5344251969604557e-09
2001,1.1829271784336015e-08,4.8193329327261836e-09
2002,7.448076377869484e-09,3.9430991805033955e-09
2003,6.250384210204629e-09,8.333845835650777e-10
2004,5.285749615779878e-09,6.166707589017051e-09
2005,4.954124666056714e-09,2.702249757291497e-09
2006,6.58862386870851e-09,4.117890028965121e-09
2007,4.393927444112933e-09,2.7961355453243186e-09
2008,6.811903485726134e-09,4.6831836186811415e-09
2009,4.76819250749827e-09,3.814554005998616e-09
2010,1.0392344762522043e-08,2.8342759250676863e-09
2011,1.5678285336662157e-08,4.5887662558641296e-09
2012,1.2255309655984092e-08,4.085103366691101e-09
2013,2.0639525644128298e-08,4.741512515948898e-09
2014,1.277612682315521e-08,3.4647122948427977e-09
2015,1.3742767812630063e-08,6.206410940734486e-09
2016,1.5742184444889062e-08,6.006886099640951e-09
2017,2.037645252528364e-08,3.773417134311785e-09
2018,1.7812119779136992e-08,2.8396134332808742e-09
2019,1.8622211328533922e-08,3.3162841361900064e-09
