year,avais_VERB appelé_VERB,avais_VERB rappelé_VERB
1884,9.902545450302114e-09,1.3203393933736152e-09
1885,2.0626034213933053e-08,1.2891271383708158e-09
1886,2.3232470169887165e-08,2.5813855497602844e-09
1887,8.48760173255414e-09,6.528924512139156e-09
1888,1.521747527988282e-08,5.706553452000662e-09
1889,1.4409814674820609e-08,1.8795409673089125e-09
1890,1.3764211992395303e-08,5.898947996740844e-09
1891,1.6572972327821844e-08,1.1473596295275001e-08
1892,1.0656471260972467e-08,1.2537024751679837e-09
1893,8.621783287310336e-09,8.621783287310336e-09
1894,1.071261657159539e-08,3.780923574225881e-09
1895,1.444467478961542e-08,5.416753268150387e-09
1896,2.4767521367152767e-08,4.1279202278587945e-09
1897,1.0488084178916779e-08,4.661370844871726e-09
1898,1.3580051749784161e-08,2.26334195829736e-09
1899,1.492446166651007e-08,4.9748205555033564e-09
1900,8.824790675987515e-09,6.22926377147337e-09
1901,9.500856101851696e-09,3.353243460679778e-09
1902,8.347482705062248e-09,2.9461704187383475e-09
1903,9.1803746826713e-09,1.6200660812870638e-09
1904,1.3974025492302644e-08,7.524475265086039e-09
1905,1.186974607492175e-08,7.2250627702885595e-09
1906,1.594697174311932e-08,3.0865106026567446e-09
1907,9.771402353919711e-09,3.599990305858114e-09
1908,1.1296195090437777e-08,1.1296195090437777e-08
1909,1.0451868703853506e-08,5.500983557560346e-10
1910,1.4963621453034648e-08,5.878565634276356e-09
1911,2.181353409014264e-08,5.852411444351446e-09
1912,1.4586379215586476e-08,3.125652625612929e-09
1913,9.545381374209683e-09,3.181793939432964e-09
1914,1.0714789944188396e-08,0.0
1915,1.1780761921542648e-09,1.1780761921542648e-09
1916,2.197492410260793e-09,3.2962386153911893e-09
1917,7.676496771580332e-09,6.57985488317081e-09
1918,1.1486376294556067e-08,2.2972752589112133e-09
1919,8.287063479883727e-09,1.8415696745321952e-09
1920,9.843901693784574e-09,3.028892692213958e-09
1921,7.572747762196741e-09,7.572747429129834e-10
1922,1.4018077365562931e-08,1.4755870969551665e-09
1923,2.5478275489376756e-08,2.1231896241147297e-09
1924,2.1915761649893284e-08,1.1602462102189293e-08
1925,1.2097995494286806e-08,1.0998178368026856e-08
1926,1.4489979882625903e-08,1.3375366592072169e-08
1927,2.8987985345452216e-08,7.804457524684949e-09
1928,1.0283437212876834e-08,4.570416489713125e-09
1929,3.0079096546842266e-08,6.684243825105796e-09
1930,7.352522590764465e-09,2.100720708497761e-09
1931,1.1405356659111021e-08,0.0
1932,1.753525857850491e-08,4.383814644626227e-09
1933,3.4411986593596566e-09,6.882397318719313e-09
1934,2.036868629318178e-08,7.188948103475923e-09
1935,1.3165112555668657e-08,9.574627313213568e-09
1936,3.6374143697059935e-09,2.424942913137329e-09
1937,1.3850230295986421e-08,3.777335333410292e-09
1938,1.5558256905023882e-08,7.779128452511941e-09
1939,7.647025235257843e-09,1.5294050470515685e-09
1940,4.3108308034334186e-08,2.5357829169792012e-09
1941,8.854508237732261e-09,0.0
1942,1.2136847082899749e-08,0.0
1943,2.9032352077962287e-09,2.9032352077962287e-09
1944,2.2492303131116387e-08,6.4263723231761105e-09
1945,1.3071024262956144e-08,6.535512131478072e-09
1946,1.1136883415474585e-08,5.568441707737293e-09
1947,2.26496545963073e-08,5.960435700558264e-09
1948,7.610321262063735e-09,8.697510267552389e-09
1949,1.2762110479513922e-08,2.945102384188658e-09
1950,1.3825969702452312e-08,7.444753258312176e-09
1951,2.1322803078760444e-08,7.462981344019681e-09
1952,2.2144087452602434e-08,4.2179215675730575e-09
1953,8.619061908632375e-09,7.54167928107563e-09
1954,2.8340354063516315e-08,1.172704333640695e-08
1955,1.5016972554349195e-08,4.6928039232341234e-09
1956,1.1337483840634377e-08,5.232684952005684e-09
1957,1.4136060322300636e-08,1.7670075402875796e-09
1958,2.2335056470978998e-08,1.0753916868111446e-08
1959,1.4726420971555854e-08,4.650448914844674e-09
1960,1.1073333361366622e-08,2.7683333403416555e-09
1961,1.389631876236308e-08,4.16889545107324e-09
1962,2.4099433559854333e-08,1.1415521861124489e-08
1963,9.69907976156037e-09,7.1126584622049904e-09
1964,1.7035111099517053e-08,3.6503808864551957e-09
1965,7.660860390501512e-09,7.660860390501512e-09
1966,1.8278946356531378e-08,7.754704434148607e-09
1967,1.2818872185960117e-08,6.902469706915326e-09
1968,1.257596426995633e-08,3.1439910674890825e-09
1969,1.4533624970169967e-08,7.72098829315837e-09
1970,1.241655755990223e-08,3.6789800095249348e-09
1971,1.4387513402880359e-08,8.735275613958038e-09
1972,9.234264020108185e-09,6.669190977248718e-09
1973,1.3783009400469837e-08,1.1026407342740185e-08
1974,1.0688586016271984e-08,3.937900228123681e-09
1975,1.028066431985053e-08,9.138368284311582e-09
1976,1.7140580510499603e-08,1.0284348483935446e-08
1977,1.2928920156696222e-08,5.876781727920388e-09
1978,1.485147826940647e-08,4.752473081737207e-09
1979,8.192762912528906e-09,7.607565244427406e-09
1980,1.4212877097463661e-08,5.6851505725319385e-09
1981,1.3916208629893845e-08,4.427884725544118e-09
1982,1.4277254933858785e-08,2.483000915987077e-09
1983,1.5788289786655696e-08,6.946847541655643e-09
1984,1.3917620833581168e-08,2.8995041922996734e-09
1985,7.218669662023558e-09,1.2031115659283387e-08
1986,1.3787316177626963e-08,1.0790073723399018e-08
1987,2.810975807676641e-08,1.0388388815840699e-08
1988,1.5591039570495013e-08,6.596209356501959e-09
1989,2.0854864501984594e-08,9.878619700032232e-09
1990,1.7980548605578406e-08,5.993515905799995e-09
1991,1.641210189973208e-08,1.1136783939491579e-08
1992,2.259077191979486e-08,6.060938417817852e-09
1993,1.661762283333701e-08,3.877445031719162e-09
1994,2.004472143823932e-08,7.384897138251745e-09
1995,2.2232049090575856e-08,9.760411145975922e-09
1996,1.4412848692302305e-08,4.804283193493575e-09
1997,1.8700088588730068e-08,5.753873377756236e-09
1998,1.621164003040576e-08,4.7681290027412615e-09
1999,1.828080442578539e-08,3.656160929565999e-09
2000,2.076474814316498e-08,4.859834756842929e-09
2001,2.2782300490575835e-08,6.133696661692056e-09
2002,2.584920721915296e-08,6.133709984368352e-09
2003,2.708499913239848e-08,5.416999737661854e-09
2004,2.642874719072097e-08,1.2333415178034102e-08
2005,3.2426996199319547e-08,8.557123898356167e-09
2006,2.9648807853277503e-08,3.706100981659688e-09
2007,3.475197019042753e-08,1.5578470069499417e-08
2008,4.172290957171754e-08,8.51487946817997e-09
2009,4.052963475942306e-08,1.2397300963584712e-08
2010,5.479600062585632e-08,8.502827775203059e-09
2011,6.806670427295103e-08,1.1089518636708817e-08
2012,8.885099589406309e-08,1.4978711604385353e-08
2013,9.064656580903829e-08,1.840822605458925e-08
2014,9.484649865498795e-08,1.6240838007774983e-08
2015,8.600312639828189e-08,1.4851055496478693e-08
2016,8.140366247744169e-08,1.5949318310504168e-08
2017,1.0968065566885343e-07,1.635147306444651e-08
2018,1.048075475296173e-07,1.4972506789945328e-08
2019,1.0357010182815429e-07,1.7091618786935214e-08
