year,mais_CONJ appeler_VERB,mais_CONJ rappeler_VERB
1866,1.3623716599298064e-08,1.702964524952222e-08
1867,1.5043715606566366e-08,1.9896527092555516e-08
1868,2.766329387782207e-08,1.2349684830326169e-08
1869,2.0999133099053324e-08,5.860222973552709e-09
1870,2.2936195165357276e-09,6.307453670473251e-09
1871,6.372706140567175e-09,1.805600113868877e-08
1872,3.386510094571804e-08,2.4189357183956872e-09
1873,1.97538145840781e-08,4.190203073406451e-09
1874,1.7326366119618797e-08,9.559374625212058e-09
1875,9.726595862069587e-09,8.010138330405425e-09
1876,1.8138044621807126e-08,2.116105179972294e-08
1877,1.0514187298582556e-08,1.051418752062716e-08
1878,9.662541655686141e-09,3.0195443923020093e-09
1879,1.344051525631329e-08,6.109325489944695e-09
1880,7.059630879879819e-09,7.701415505323439e-09
1881,8.36700908557475e-09,3.4862537301449947e-09
1882,1.1314154502173324e-08,1.3310770263785798e-09
1883,1.7062214752172622e-08,7.583206784733676e-09
1884,8.582206056928499e-09,5.281357573494461e-09
1885,8.37932623287685e-09,1.2891271161663553e-08
1886,6.453463763378409e-09,2.5813855497602844e-09
1887,5.223139754040318e-09,9.793386546164129e-09
1888,1.0144983297877275e-08,1.1413106904001324e-08
1889,8.771191772893872e-09,1.0024218510817917e-08
1890,1.4419649918551158e-08,5.243509182406569e-09
1891,9.561329950003028e-09,1.912266012205066e-09
1892,8.775917326175886e-09,3.761107425503951e-09
1893,1.1085149687062312e-08,3.079208221734575e-09
1894,1.0082462864602348e-08,6.9316932194141145e-09
1895,1.2037229213390788e-08,1.023164442059965e-08
1896,3.5382172747233653e-09,1.769108692872834e-09
1897,1.573212626837517e-08,8.157399200570126e-09
1898,1.1316709791486801e-08,1.4711722506888236e-08
1899,1.2713430308508578e-08,6.633094074004475e-09
1900,9.863001082521805e-09,9.343895324143148e-09
1901,5.588739027118095e-09,2.794369402536745e-09
1902,6.874397606715377e-09,4.419255628107521e-09
1903,9.18037423858209e-09,1.6200660812870638e-09
1904,1.0211787859759625e-08,1.0749250378694342e-09
1905,6.708986977077558e-09,5.160759153355343e-09
1906,1.3374879870298173e-08,3.086510713679047e-09
1907,5.142843206851211e-09,6.685696440911215e-09
1908,7.858222517143076e-09,6.875944702500192e-09
1909,1.0451868703853506e-08,7.151278680339601e-09
1910,3.7409054742809644e-09,1.2825961293039256e-08
1911,4.788336838146279e-09,4.2562992019767876e-09
1912,9.897900277167082e-09,7.293189607793238e-09
1913,9.545381374209683e-09,9.545381873810044e-09
1914,2.678697486047099e-09,6.027069510139427e-09
1915,4.712304657594757e-09,9.424609315189514e-09
1916,3.2962386153911893e-09,2.307367008569372e-08
1917,8.773139770212879e-09,9.869781991689308e-09
1918,6.89182577673364e-09,8.040463406189247e-09
1919,1.749491218561161e-08,4.603924241841639e-09
1920,6.815008557481406e-09,1.0601123978659643e-08
1921,1.1359121199205902e-08,8.330022005509363e-09
1922,2.951174138399182e-09,6.640141769764796e-09
1923,1.0615948564662858e-08,2.1231896241147297e-09
1924,1.1602461880144688e-08,1.160246199116699e-08
1925,1.2097995716331411e-08,4.399271169575059e-09
1926,1.4489980104670508e-08,5.573069339348535e-09
1927,5.574612438330462e-09,8.919379901328739e-09
1928,4.570416489713125e-09,5.713020723163709e-09
1929,7.798284240578823e-09,3.342121912552898e-09
1930,9.453243188239924e-09,1.155396367469308e-08
1931,6.843213995466613e-09,1.0264820993199919e-08
1932,6.575721855917038e-09,4.383814644626227e-09
1933,1.3764794637438627e-08,4.588264879146209e-09
1934,8.38710612072191e-09,4.7926320689839486e-09
1935,2.393656828303392e-09,9.574627313213568e-09
1936,9.699771652549316e-09,9.699771652549316e-09
1937,6.295558963032022e-09,1.2591118148108649e-09
1938,1.2965214457594243e-09,1.037217134403079e-08
1939,1.070583532936098e-08,6.117620188206274e-09
1940,2.5357829169792012e-09,2.2822045586678996e-08
1941,0.0,2.066051862925633e-08
1942,3.034211770724937e-09,3.034211770724937e-09
1943,2.9032352077962287e-09,2.9032352077962287e-09
1944,1.2852744646352221e-08,0.0
1945,2.178504043826024e-09,6.535512131478072e-09
1946,4.1763312808029696e-09,6.960552134671616e-09
1947,9.536696765621855e-09,3.5762612871081956e-09
1948,1.3046265401328583e-08,9.784699273041042e-09
1949,2.9451024952109606e-09,3.926803215925645e-09
1950,8.50828896226119e-09,6.381216888229346e-09
1951,1.0661401761424827e-08,7.462981344019681e-09
1952,1.0544803918932644e-08,4.2179215675730575e-09
1953,8.61906213067698e-09,1.2928593307037772e-08
1954,7.818029112982572e-09,6.840775279570721e-09
1955,2.815682353940474e-09,9.385607846468247e-09
1956,1.1337484284723587e-08,1.3953826316637219e-08
1957,8.835037701437898e-10,6.18452644651768e-09
1958,5.790570356545288e-09,7.445019267748876e-09
1959,5.425523363911111e-09,9.300897385600138e-09
1960,8.997083300599229e-09,3.460416619915918e-09
1961,1.181187059273725e-08,1.1117054610210175e-08
1962,6.976152211457531e-09,9.512934884270408e-09
1963,7.1126584622049904e-09,6.466053470433053e-09
1964,1.4601524211954597e-08,1.155953976983426e-08
1965,6.0192477668863376e-09,8.755269065297e-09
1966,1.495550172592175e-08,1.163205665122291e-08
1967,8.381570548721129e-09,1.1339771788243524e-08
1968,1.3025105882746857e-08,1.122853943158475e-08
1969,1.0446042697509483e-08,8.175163879187153e-09
1970,6.898087434592526e-09,5.978342487722443e-09
1971,1.0276794970565106e-08,8.735275613958038e-09
1972,4.617132232098697e-09,1.0260293725750103e-08
1973,1.0475087464101307e-08,1.4334330278309437e-08
1974,1.012602890426706e-08,1.1251143128276908e-08
1975,7.4249242310031605e-09,4.569184142155791e-09
1976,1.3141111976366915e-08,1.1427053969725876e-08
1977,9.402850942308305e-09,1.0578206977029936e-08
1978,5.940591241149207e-09,2.1980187447923072e-08
1979,1.0533552252667278e-08,1.1703946700691858e-08
1980,1.1370301589153087e-08,1.9329511768972907e-08
1981,8.855769562110538e-09,6.958104536991527e-09
1982,1.3656505259973528e-08,1.3656505148951226e-08
1983,8.841442689089263e-09,1.1999100379966876e-08
1984,7.538710988796993e-09,1.333771981748555e-08
1985,5.4140022465176685e-09,7.820225467192188e-09
1986,4.196139880008332e-09,1.1389522436289212e-08
1987,4.27757174126242e-09,7.944061852782625e-09
1988,1.1993107618124554e-09,8.99483043603766e-09
1989,5.488121956886971e-09,1.3720305558351242e-08
1990,1.3621627381610324e-08,1.1442167213715493e-08
1991,9.37834432335194e-09,8.792197470075536e-09
1992,1.4876849085965205e-08,1.4325854724717146e-08
1993,8.862731548653358e-09,1.883330469354405e-08
1994,8.96737506472789e-09,2.3737170007365194e-08
1995,7.591431039344343e-09,1.138714633697191e-08
1996,5.871901409548741e-09,1.3345230698291743e-08
1997,1.4864173336626152e-08,1.6782130352055447e-08
1998,7.1521938371788e-09,1.5734825886681847e-08
1999,8.683382013430219e-09,1.4624643496219392e-08
2000,8.394259953803385e-09,1.4137700343752613e-08
2001,5.695575344688564e-09,1.5772362083055214e-08
2002,7.886198361006791e-09,1.533427496092088e-08
2003,9.58392298855415e-09,8.750537905388711e-09
2004,5.285749532513151e-09,1.4095332234731472e-08
2005,8.557124342445377e-09,1.711424801875694e-08
2006,1.0294724850368198e-08,1.4824403704594147e-08
2007,9.187302696389565e-09,2.3567428897308673e-08
2008,9.366367459406888e-09,1.575252683849726e-08
2009,7.629108011997232e-09,9.536385237041145e-09
2010,1.369900015646408e-08,1.1337103256181535e-08
2011,1.9502256698444853e-08,8.795135508776752e-09
2012,1.2936160365129012e-08,9.53190759656053e-09
2013,1.9523874961180354e-08,6.693899989862473e-09
2014,1.4508482859554306e-08,1.3209215499188076e-08
2015,1.0639562120218216e-08,9.974588932593065e-09
2016,1.4706514228635115e-08,7.456824269169715e-09
2017,1.1320251402935355e-08,8.301517473441322e-09
2018,2.090988004965766e-08,7.486253394972664e-09
2019,2.21935936295381e-08,7.142765934275985e-09
