year,voudrais_VERB établir_VERB,voudrais_VERB rétablir_VERB
1867,9.7056229719783e-09,0.0
1868,2.420538258718352e-08,0.0
1869,2.0999133099053324e-08,0.0
1870,9.747882501187632e-09,1.1468097582678638e-09
1871,1.0621176826930423e-08,1.0621177271019633e-09
1872,1.5118347462816928e-08,0.0
1873,1.1972009161809183e-08,3.591602570907071e-09
1874,1.7923827755339516e-08,4.779687312606029e-09
1875,1.5448122780981066e-08,4.005069165202713e-09
1876,1.1487427897804992e-08,0.0
1877,2.1646856751544874e-08,4.9478527941460015e-09
1878,1.7513357875031943e-08,6.039088784604019e-09
1879,2.443730195977878e-08,6.10932526790009e-10
1880,1.4761046607247863e-08,0.0
1881,1.2550513517339823e-08,9.064259565150223e-09
1882,1.5307385581309063e-08,0.0
1883,1.516641390253426e-08,1.2638677882037541e-09
1884,3.300848483434038e-09,0.0
1885,1.353583467533781e-08,6.445635691854079e-10
1886,2.710454793941608e-08,0.0
1887,2.2198344495905076e-08,0.0
1888,8.876860135842435e-09,0.0
1889,1.566284169030041e-08,0.0
1890,1.1142456735058204e-08,3.2771931834929546e-09
1891,1.2748440525456317e-08,1.2748440081367107e-09
1892,1.002961980134387e-08,1.8805537127519756e-09
1893,2.155445777418663e-08,4.926733243593162e-09
1894,1.1342770278588432e-08,0.0
1895,3.250051960890232e-08,1.2037228991346183e-09
1896,7.076434549446731e-09,0.0
1897,1.7480140002135158e-08,2.9133566670225264e-09
1898,1.9238406423482957e-08,0.0
1899,1.713549302451156e-08,0.0
1900,2.28406342728249e-08,0.0
1901,3.017919070202879e-08,0.0
1902,9.820567470342212e-09,3.437198747846537e-09
1903,2.970121215639665e-08,1.6200660812870638e-09
1904,1.9348650681649815e-08,1.0749250378694342e-09
1905,1.4966200723165457e-08,4.1286072338664326e-09
1906,8.745113966313056e-09,4.115347618238729e-09
1907,2.1599941391059474e-08,5.65712765521198e-09
1908,2.161011281032188e-08,9.822778146428846e-10
1909,2.585462333115629e-08,5.5009836685826485e-09
1910,9.619471441624228e-09,1.6032452032632705e-09
1911,1.9153347352585115e-08,0.0
1912,2.3963337980603683e-08,1.0418842455450772e-09
1913,2.227255713194154e-08,5.30298971401777e-10
1914,2.0090231700464756e-08,2.0090231700464756e-09
1915,2.238344798399794e-08,0.0
1916,1.9777431248257926e-08,0.0
1917,6.57985488317081e-09,0.0
1918,1.6080926812378493e-08,0.0
1919,2.762354434082681e-08,0.0
1920,2.0445025228355007e-08,1.514446346106979e-09
1921,2.2718241510233383e-08,0.0
1922,1.3280283539529592e-08,0.0
1923,2.1231896241147297e-08,0.0
1924,1.5469948877466777e-08,2.578324886925998e-09
1925,1.6497267552040284e-08,5.499089184013428e-09
1926,1.4489979882625903e-08,0.0
1927,8.919379901328739e-09,1.1149224876660924e-09
1928,1.7139061725401916e-08,0.0
1929,1.6710609784809094e-08,1.1140406375176326e-09
1930,8.402882833991043e-09,0.0
1931,1.710803587684495e-08,1.1405356659111021e-09
1932,9.863582839386709e-09,0.0
1933,2.1794258842078307e-08,0.0
1934,2.036868629318178e-08,1.1981580172459871e-09
1935,1.4361940969820353e-08,0.0
1936,1.33371855781661e-08,2.424942913137329e-09
1937,2.2664012888640173e-08,0.0
1938,1.9447821131279852e-08,0.0
1939,1.070583532936098e-08,0.0
1940,1.2678914806940611e-08,0.0
1941,2.6563522936839945e-08,0.0
1942,6.068423541449874e-09,1.2136847082899749e-08
1943,1.1612940831184915e-08,0.0
1944,0.0,0.0
1945,1.742803235060819e-08,0.0
1946,1.3921104269343232e-08,1.3921104269343232e-09
1947,3.5762612871081956e-09,2.3841741914054637e-09
1948,1.4133454406817236e-08,8.697510267552389e-09
1949,7.853606653895895e-09,0.0
1950,4.2541445921528975e-09,1.0635361480382244e-09
1951,1.0661401539380222e-08,3.1984206394497505e-09
1952,7.381362632230548e-09,3.1634410646574906e-09
1953,1.1851209791302608e-08,1.0773827385790469e-09
1954,1.07497895029951e-08,1.9545072227344917e-09
1955,8.447047505910632e-09,9.385607846468247e-10
1956,9.593255967388359e-09,1.744228317335228e-09
1957,1.501956425897788e-08,3.534015080575159e-09
1958,8.272243334772611e-09,0.0
1959,3.100299128533379e-09,0.0
1960,6.920833239831836e-09,0.0
1961,6.25334317660986e-09,0.0
1962,8.8787386332001e-09,2.5367825617905737e-09
1963,1.3578711488548834e-08,6.466053248388448e-10
1964,1.0951143103454797e-08,1.8251904432275978e-09
1965,1.91521518644322e-08,3.2832261354087677e-09
1966,9.970334780007306e-09,2.769537488234164e-09
1967,5.423369309198733e-09,4.930335584241163e-10
1968,1.4372530721118437e-08,1.3474247273492779e-09
1969,1.4987801222332564e-08,3.6334062425424918e-09
1970,1.103694025061941e-08,5.978342709767048e-09
1971,6.679916619845017e-09,4.1107179882260425e-09
1972,9.234264020108185e-09,1.5390440033513642e-09
1973,8.269805285010534e-09,3.859242703185828e-09
1974,8.438357568252286e-09,5.625571675160757e-10
1975,5.140332159925265e-09,1.7134440533084216e-09
1976,6.8562320265641574e-09,1.7140580066410394e-09
1977,1.5867311020656416e-08,2.938390863960194e-09
1978,1.3069301196821925e-08,2.3762365408686037e-09
1979,2.925986564150662e-09,5.851973350345929e-10
1980,9.096241093686785e-09,0.0
1981,7.590659656386833e-09,3.1627747087981106e-09
1982,8.069752865935698e-09,1.2415004579935385e-09
1983,1.6419821946556112e-08,1.2630632095778083e-09
1984,1.1018116197192285e-08,5.799008495621649e-10
1985,1.6843562988810845e-08,1.2031116103372597e-09
1986,8.991728250862252e-09,5.395036861699509e-09
1987,1.1610551631235921e-08,6.110816852533674e-10
1988,1.0194141530917022e-08,1.798966087207532e-09
1989,1.0976243913773942e-08,4.939309850016116e-09
1990,8.717841559757744e-09,4.358920779878872e-09
1991,1.3481369798284959e-08,5.861465202094962e-10
1992,6.61193322315512e-09,2.2039776670368383e-09
1993,1.1078414630105726e-08,2.2156829704300662e-09
1994,1.476979427650349e-08,2.637463358823311e-09
1995,2.0063067651676647e-08,2.7112254663563817e-09
1996,1.2811421257197253e-08,0.0
1997,1.3905194329311144e-08,1.917957792585412e-09
1998,8.10582001520288e-09,9.536258449571733e-10
1999,7.312321859131998e-09,9.140402323914998e-10
2000,1.1045078629479121e-08,4.4180314962005696e-10
2001,6.571817756650944e-09,4.381211837767296e-09
2002,1.270554239596322e-08,4.38122149670761e-10
2003,8.333845613606172e-09,8.333845835650777e-10
2004,5.285749615779878e-09,3.9643119897903034e-09
2005,5.404499514582994e-09,4.5037495954858286e-10
2006,7.412201963319376e-09,8.235779835885637e-10
2007,1.078509459517818e-08,2.3966877371606188e-09
2008,6.811903485726134e-09,2.1287198670449925e-09
2009,7.629108011997232e-09,9.53638501499654e-10
2010,6.613310343794865e-09,1.4171379625338432e-09
2011,3.4415748029203996e-09,3.82397197240536e-10
2012,3.744677901096338e-09,2.7234021704458655e-09
2013,1.0040849929282558e-08,1.3945624655065103e-09
2014,7.362513709807672e-09,1.0827225782605865e-09
2015,6.871383906315032e-09,1.5516027351836215e-09
2016,6.006886099640951e-09,2.6927420293532123e-09
2017,5.0312225496895735e-09,2.0124890642847504e-09
2018,5.937373259712331e-09,2.5814667070633845e-10
2019,4.08158040698936e-09,3.3162841361900064e-09
