year,elles_PRON approchent_VERB,elles_PRON rapprochent_VERB
1843,1.0868716593392946e-07,7.678984614845064e-09
1844,4.9397052670485664e-08,7.683985669970639e-09
1845,5.691832360987803e-08,1.674068395018935e-08
1846,7.083946940156238e-08,9.952652257894101e-09
1847,5.231426847274179e-08,9.707802561820245e-09
1848,5.068489672410692e-08,4.103063133698015e-08
1849,4.441090073470377e-08,1.3407063903514427e-08
1850,3.6660578572877967e-08,8.146795238417326e-09
1851,5.0305622778523684e-08,1.612359690206233e-08
1852,4.2318544224428933e-08,2.278690836021724e-08
1853,6.091370430283405e-08,1.3138249821409431e-08
1854,2.1821789930598356e-08,8.313063126763609e-09
1855,6.209116421018734e-08,3.02495415382964e-08
1856,5.5913644381178074e-08,1.6049286344355096e-08
1857,5.174399664298335e-08,1.4644527368545823e-08
1858,2.8872687796166474e-08,1.6149130865894534e-08
1859,7.485495068237924e-08,1.0693564256314403e-08
1860,2.5632230116201526e-08,8.238931203941036e-09
1861,3.6312921114500796e-08,9.90352361229796e-09
1862,2.8011514996428843e-08,9.939570055905733e-09
1863,4.994620894649415e-08,1.498386242859695e-08
1864,3.931677072799289e-08,1.1986819536957682e-08
1865,3.812543791781309e-08,1.553258638375965e-08
1866,4.2817393464122944e-08,7.298419313350735e-09
1867,2.523461972714358e-08,1.552899675516528e-08
1868,3.951899207876863e-08,6.421836395986702e-09
1869,2.9789466005070153e-08,1.0255390314739543e-08
1870,5.103303379883073e-08,1.3188312664169644e-08
1871,4.5671062043339816e-08,1.0621177048975028e-08
1872,1.4513614754463333e-08,2.1770421465561185e-08
1873,1.1972009328342637e-08,5.38740402289406e-09
1874,2.3300974927309426e-08,2.7483202380551575e-08
1875,2.345826111138649e-08,8.58229087796758e-09
1876,1.753344314181504e-08,1.813804439976252e-09
1877,2.968711676487601e-08,9.895705588292003e-09
1878,2.1740719002849573e-08,1.2682086270032755e-08
1879,3.36012893065174e-08,1.1607717897987868e-08
1880,3.979064744363825e-08,7.059630879879819e-09
1881,3.904604262139344e-08,7.669758383954672e-09
1882,2.4624924765959122e-08,1.1314154946262533e-08
1883,1.9589950550624735e-08,3.791603475633565e-09
1884,3.1688144552788344e-08,1.1883054540362536e-08
1885,2.8360796822113343e-08,3.2228177904158883e-09
1886,1.8715045013717457e-08,4.517424601058195e-09
1887,1.3057849246322917e-08,3.9173548849191775e-09
1888,1.902184476598734e-08,1.5217475501927424e-08
1889,2.5060547415023393e-08,1.566284213438962e-08
1890,8.520702365899524e-09,1.2453334363726754e-08
1891,1.7210394442912502e-08,1.784781655800316e-08
1892,1.6924983636812385e-08,1.5044429702015805e-08
1893,1.7243566130531462e-08,1.1700991287000306e-08
1894,2.3315695596437536e-08,7.561847148451761e-09
1895,2.6481904225050812e-08,1.2639090218868887e-08
1896,1.946019601017923e-08,7.076434771491336e-09
1897,1.165342689013471e-08,4.07869948926276e-09
1898,1.69750646872302e-08,1.640922908663356e-08
1899,2.819064981451902e-08,1.0502398950507086e-08
1900,2.543615962302681e-08,1.245852754294674e-08
1901,1.453072162593827e-08,1.5648468743023614e-08
1902,6.8743973291596205e-09,4.910283846193408e-09
1903,1.6200661256959847e-08,2.052083747372535e-08
1904,2.0961039126632386e-08,2.418581335206227e-08
1905,1.3934049913899571e-08,2.115911224009892e-08
1906,1.3374879426208963e-08,2.006231891726884e-08
1907,2.3142794347563722e-08,1.439996183405512e-08
1908,2.3574667329384624e-08,1.7680999775393502e-08
1909,1.8153246017504898e-08,1.7053048750881317e-08
1910,1.81701123036504e-08,1.923894221711464e-08
1911,2.926205855402486e-08,1.3832972989291648e-08
1912,2.1358627477763292e-08,1.5628263572153855e-08
1913,1.962106166430999e-08,2.6514947570888125e-08
1914,2.812632260429382e-08,1.0045115628187773e-08
1915,2.3561523398996087e-08,2.0027295266622502e-08
1916,2.0876177231343718e-08,1.2086208256434361e-08
1917,1.096642476827725e-08,1.4256351654751143e-08
1918,3.331049125421259e-08,1.4932289182922887e-08
1919,2.3940406101985445e-08,9.207848705727883e-09
1920,4.0132828615924154e-08,6.057785384427916e-09
1921,2.120369302360814e-08,1.5145495524393482e-08
1922,3.7627471805024015e-08,2.5822775029382683e-08
1923,2.653987030143412e-08,1.4862327368803108e-08
1924,2.5783248425170768e-08,2.578324886925998e-09
1925,2.0896538277526133e-08,1.6497266663861865e-08
1926,1.1146138789719373e-08,8.916910765321973e-09
1927,1.7838759802657478e-08,2.2298449753321847e-09
1928,2.8565103171729334e-08,1.4853853258500749e-08
1929,2.4508893581298707e-08,1.6710608896630674e-08
1930,1.6805765667982087e-08,1.575540586884472e-08
1931,1.8248570654577634e-08,1.0264820993199919e-08
1932,1.7535258800549514e-08,1.75352581344157e-08
1933,1.605892752110094e-08,1.6058926410877916e-08
1934,2.156684431042777e-08,1.7972370258689807e-08
1935,1.196828414151696e-08,1.196828414151696e-08
1936,2.182448666232517e-08,1.576212849130343e-08
1937,2.0145788592884628e-08,8.813782481631449e-09
1938,2.463390735840676e-08,9.075649898271365e-09
1939,1.8352860564618823e-08,1.5294050470515685e-08
1940,7.607348750937604e-09,7.607348750937604e-09
1941,1.7709015587286103e-08,8.854507793643052e-09
1942,2.1239482617119165e-08,2.730790660265825e-08
1943,2.032264689866281e-08,2.9032352522051497e-08
1944,1.2852744646352221e-08,1.2852744646352221e-08
1945,3.7034569189131616e-08,1.9606536394434215e-08
1946,2.645009811175214e-08,1.3921104269343232e-08
1947,1.1920870734982714e-08,8.344609669919123e-09
1948,1.522064296821668e-08,5.435943917220243e-09
1949,1.1780409980843842e-08,8.835307152565974e-09
1950,1.3825969702452312e-08,7.444753258312176e-09
1951,1.1727542048589612e-08,1.1727542048589612e-08
1952,1.4762725264461096e-08,4.217921456550755e-09
1953,1.8315506444821494e-08,6.464296431474281e-09
1954,2.8340354063516315e-08,1.3681550337096837e-08
1955,1.5016972110259985e-08,1.1262729415761896e-08
1956,1.6570169014684666e-08,1.0465369681966763e-08
1957,9.718541527092839e-09,7.068030161150318e-09
1958,9.099467623840951e-09,1.0753916535044539e-08
1959,1.3951346300444811e-08,5.425523585955716e-09
1960,1.1073333139322017e-08,6.228750071279876e-09
1961,1.667558180429296e-08,6.25334317660986e-09
1962,1.458649934171774e-08,1.2683912808952869e-08
1963,1.8751553643170382e-08,8.405869333927285e-09
1964,1.9468699097302533e-08,4.867174663303331e-09
1965,2.5171400075407746e-08,9.302473902295105e-09
1966,1.606331734294031e-08,7.200797291773142e-09
1967,2.3172577634511526e-08,1.2818872630049327e-08
1968,2.021137102126147e-08,1.4821671889819754e-08
1969,1.9983734667050612e-08,9.537691303407314e-09
1970,1.655541015388451e-08,9.19745013483464e-09
1971,2.6719666479380066e-08,1.2332153964678128e-08
1972,2.8728821988011077e-08,7.182205497002769e-09
1973,1.8193572648428358e-08,9.923766919328614e-09
1974,1.6314158246544253e-08,1.6314157580410438e-08
1975,2.227477269300948e-08,1.9419033048251322e-08
1976,1.7711933253394818e-08,1.25697592334717e-08
1977,2.11564152863275e-08,8.22749468554207e-09
1978,1.3069301196821925e-08,1.3663359998972169e-08
1979,1.1118749032590358e-08,8.777960136541196e-09
1980,1.0801786132219604e-08,1.0233271230397634e-08
1981,2.84649726012276e-08,1.1385989262535645e-08
1982,2.2347007355705273e-08,1.1173503899897241e-08
1983,1.7682884490000106e-08,1.5788289786655696e-08
1984,1.5657322771645e-08,8.69851302098823e-09
1985,1.804667393301429e-08,1.02264483547998e-08
1986,1.3187868130870584e-08,6.593934065435292e-09
1987,1.8943532964499354e-08,7.3329800009958035e-09
1988,1.7989661094119924e-08,6.596209134457354e-09
1989,1.3720305336306637e-08,1.5915554207879268e-08
1990,1.4711358131691554e-08,1.5256222951620657e-08
1991,9.964491010094889e-09,1.2895223111542009e-08
1992,1.7631821336294706e-08,1.3774860807558298e-08
1993,1.4401939640862338e-08,1.2740177357528637e-08
1994,1.5824780152939866e-08,9.494867780901473e-09
1995,1.8436332793747567e-08,1.4640616718963884e-08
1996,1.2811421257197253e-08,1.3345230476247139e-08
1997,2.061804638131548e-08,1.3905194107266539e-08
1998,1.716526565331833e-08,1.0489884516573511e-08
1999,1.416762351880152e-08,1.0054442611817649e-08
2000,1.678851946351756e-08,1.1045078407434517e-08
2001,1.4019877481175058e-08,6.571817756650944e-09
2002,1.4896152755738967e-08,1.0514931592098264e-08
2003,1.8751152408569283e-08,1.2500768864498468e-08
2004,1.3214374039449694e-08,1.2333415622123312e-08
2005,1.4411998483510047e-08,1.261049842327111e-08
2006,2.0177661097520172e-08,1.6471559227682064e-08
2007,1.7176261302154217e-08,9.58675072659787e-09
2008,1.702975849227073e-08,1.6604014607679574e-08
2009,1.668867355419934e-08,1.3350939465084366e-08
2010,2.3146585981237422e-08,1.2281862193930237e-08
2011,2.1796640048421523e-08,1.0707121411712706e-08
2012,2.1787217363566924e-08,6.127655050036651e-09
2013,2.0360612307257497e-08,6.414987430147789e-09
2014,1.7540106256319632e-08,1.2126493142972095e-08
2015,1.68459730609527e-08,7.093041154426771e-09
2016,2.278474031669475e-08,8.492494263379058e-09
2017,2.2892063356039216e-08,6.792150841761213e-09
2018,2.4007641208356745e-08,6.195519874907518e-09
2019,2.04079020349468e-08,4.846876677788714e-09
