year,elles_PRON apportent_VERB,elles_PRON rapportent_VERB
1904,1.4941458026385135e-07,8.1694302878077e-08
1905,1.842391021966705e-07,6.089695503419534e-08
1906,2.1708458675107067e-07,9.671066791838712e-08
1907,2.180565559228853e-07,7.35426626263802e-08
1908,2.190479548858093e-07,6.630375359861773e-08
1909,2.2003933963787858e-07,6.821219500352527e-08
1910,1.9345826274275169e-07,6.840512867256621e-08
1911,2.0855866367242015e-07,7.92735725951843e-08
1912,2.2035852254020938e-07,9.220675956100877e-08
1913,2.0469540373824202e-07,8.909022319869564e-08
1914,2.129564506958559e-07,3.616241706083656e-08
1915,2.5917676538256273e-07,5.5369582252495775e-08
1916,1.8788560041116398e-07,7.25172508708738e-08
1917,2.9609346086090227e-07,5.044555140276685e-08
1918,2.389166269267662e-07,2.756730399511298e-08
1919,2.228299251783028e-07,4.880159476527979e-08
1920,2.3019584460826081e-07,2.4231141537711665e-08
1921,2.4762884720530565e-07,3.180553864723379e-08
1922,2.1322234289300468e-07,3.6151884152957336e-08
1923,2.3779723790084972e-07,1.8047112249064412e-08
1924,2.0239850329062392e-07,1.4180787211159895e-08
1925,2.485588197487232e-07,3.959344185844316e-08
1926,2.162350796197643e-07,4.681378218407417e-08
1927,2.1406511763188973e-07,6.466550495076717e-08
1928,2.7079717312972207e-07,4.6846769130581833e-08
1929,2.1389580950881282e-07,2.6736974856333973e-08
1930,2.751944094825376e-07,3.571225271059575e-08
1931,2.3380980707088383e-07,2.737285598186645e-08
1932,2.2686240441771588e-07,3.9454331357546835e-08
1933,2.6038402722861065e-07,5.96474425407223e-08
1934,2.360371311738163e-07,1.3179738189705859e-08
1935,2.860419883177201e-07,1.795242621227544e-08
1936,2.097575588777545e-07,3.15242587589637e-08
1937,2.2664012888640173e-07,2.895957162962759e-08
1938,2.7745559094682903e-07,5.4453899167583586e-08
1939,2.737635043104092e-07,2.5999885799876665e-08
1940,1.927194972495272e-07,3.550096128179803e-08
1941,2.9515026511717224e-07,2.3612021227137348e-08
1942,3.519685520814164e-07,3.3376330144108124e-08
1943,2.467749951051701e-07,2.6129117092210663e-08
1944,2.377757759575161e-07,4.4984606262232774e-08
1945,3.572746720692521e-07,2.3963544926175473e-08
1946,2.770299829535361e-07,3.201854070766785e-08
1947,2.574908144481469e-07,4.4107223651224103e-08
1948,2.848434590418947e-07,2.283096489641423e-08
1949,3.2003447358874837e-07,2.9451024730065e-08
1950,3.137431647814992e-07,3.722376540338246e-08
1951,3.070483742817487e-07,4.051332513910211e-08
1952,3.0052690647153213e-07,3.057993103183776e-08
1953,3.2429220198082476e-07,3.3398864118794336e-08
1954,3.1565291891411107e-07,2.9317608785106586e-08
1955,2.834453596278763e-07,2.0648337262230143e-08
1956,3.2442645903074663e-07,2.616342342776079e-08
1957,3.1717785731188997e-07,1.855357933955304e-08
1958,2.9118297817376515e-07,2.6471178138365303e-08
1959,2.937533380986679e-07,2.6352541926399908e-08
1960,2.844462585471774e-07,2.906750040665429e-08
1961,2.932123237542328e-07,3.682524329917669e-08
1962,3.126584573465152e-07,3.614915211613834e-08
1963,3.3429495260861586e-07,2.909724061694874e-08
1964,2.713449873681384e-07,3.58954124202171e-08
1965,3.146424916167234e-07,3.720989383282358e-08
1966,2.941248666843421e-07,4.043524537422627e-08
1967,2.849734030974105e-07,3.7470550218188237e-08
1968,2.654426793924358e-07,3.7278750752989254e-08
1969,2.620594301561141e-07,4.178417167821635e-08
1970,2.7592349738370103e-07,3.357069200404794e-08
1971,2.707935493617697e-07,3.494110334401057e-08
1972,2.826711025250006e-07,3.5911028817281476e-08
1973,3.137012924980809e-07,2.425809575434812e-08
1974,2.5483839749540493e-07,2.025205780853412e-08
1975,2.8271826835180036e-07,3.7695768284606856e-08
1976,3.1481533113719706e-07,3.199575093759677e-08
1977,3.267490740199719e-07,4.64265763611138e-08
1978,2.8455433209728653e-07,3.683166749368638e-08
1979,2.9786544075705024e-07,3.6282234106010947e-08
1980,3.1040922721103925e-07,3.013129790119251e-08
1981,2.8654739736566626e-07,3.795329739375575e-08
1982,2.967186105706787e-07,4.034876521785691e-08
1983,2.854522875850307e-07,3.157658046148981e-08
1984,2.8647102823242676e-07,3.76935567203418e-08
1985,2.905514620010763e-07,3.4890236477735925e-08
1986,2.4457501268670967e-07,3.356911815188823e-08
1987,2.7804216529148107e-07,2.8720839928553232e-08
1988,3.1781735998492877e-07,3.657897762465723e-08
1989,2.776989802555363e-07,2.798942233539492e-08
1990,2.6316983792185056e-07,3.705082640692581e-08
1991,2.790057394008727e-07,4.044410939485488e-08
1992,2.9698598780214525e-07,3.856960972825618e-08
1993,3.0742601353495047e-07,3.932837344677864e-08
1994,2.774611473910227e-07,3.5342008430916394e-08
1995,2.4021457534217916e-07,3.7957155640810925e-08
1996,2.9306125526318283e-07,3.4697599460287165e-08
1997,3.111886570650313e-07,4.5551496796747415e-08
1998,2.5747898035888284e-07,4.577404233430116e-08
1999,2.9569201132062517e-07,3.930373093652406e-08
2000,2.8275401575683645e-07,4.8156543641653116e-08
2001,3.1238039355230285e-07,3.1982846593336944e-08
2002,3.1982916937067785e-07,3.855474872693776e-08
2003,2.8251736949869155e-07,4.625284333314994e-08
2004,2.9468053952541595e-07,4.536935094279215e-08
2005,2.958963563060024e-07,5.3594618520946824e-08
2006,2.9566449910589654e-07,4.28260547025161e-08
2007,2.8320859257746633e-07,4.753430626891486e-08
2008,2.652384836210331e-07,4.044567702976565e-08
2009,2.9658156819323267e-07,3.1946888690015385e-08
2010,2.6122575746967414e-07,4.015224064346512e-08
2011,2.6461886193374085e-07,4.3210883760025354e-08
2012,2.451062002251092e-07,3.2680826045350386e-08
2013,2.264769562998481e-07,3.3190587167553076e-08
2014,2.1134744798700922e-07,3.313131191617913e-08
2015,2.1988428500208101e-07,3.214034283161027e-08
2016,2.1065528699182323e-07,3.210577137480186e-08
2017,2.206191140885494e-07,2.6665480490351e-08
2018,2.232968654425349e-07,3.7947560649342904e-08
2019,1.9948724627738557e-07,3.469343301532035e-08
