year,ils_PRON appellent_VERB,ils_PRON rappellent_VERB
1839,8.291889628253557e-07,2.2372720565044801e-07
1840,8.643667683827516e-07,2.2867182281061105e-07
1841,8.532909134828515e-07,2.5553782734277775e-07
1842,8.700619957835443e-07,2.9248035104956216e-07
1843,8.216513407433013e-07,3.02433839749483e-07
1844,8.073673427588801e-07,2.7881890929393194e-07
1845,7.583529679777712e-07,2.6171269240649053e-07
1846,8.764188237364579e-07,2.657943554140729e-07
1847,6.892539516911711e-07,2.0763911123822254e-07
1848,7.659050993424898e-07,3.1215460438716036e-07
1849,7.290091303957524e-07,3.519354194736479e-07
1850,8.255419174929557e-07,2.91247928885241e-07
1851,8.293978339679597e-07,2.3798428827603857e-07
1852,7.630359419863453e-07,2.6563025556924913e-07
1853,8.074051578432773e-07,2.4007166388173573e-07
1854,8.037692964535381e-07,2.2912879771297412e-07
1855,6.400165943887259e-07,3.1417068413475135e-07
1856,7.144521134705428e-07,2.583417426649248e-07
1857,6.219042489874482e-07,3.2754924461642076e-07
1858,6.733698256766729e-07,3.239613448613454e-07
1859,7.383651450254547e-07,3.67145702284688e-07
1860,7.291454124924712e-07,3.2131831062542915e-07
1861,7.446506771202621e-07,3.584132457490341e-07
1862,7.292030090866319e-07,3.438187547999405e-07
1863,7.017442129608753e-07,3.4512830637822844e-07
1864,8.011990360046184e-07,3.3563095769295614e-07
1865,6.70725327722721e-07,2.880588709786025e-07
1866,6.549114743847895e-07,3.357272930770705e-07
1867,5.871901862519735e-07,3.916218815902539e-07
1868,5.86857041184885e-07,3.7246651629629923e-07
1869,6.871111537520846e-07,4.1607582801361787e-07
1870,7.373986647962738e-07,3.147992728713689e-07
1871,5.161892175920002e-07,3.4518824776341717e-07
1872,5.908250528818826e-07,3.392557275105901e-07
1873,6.859960990368563e-07,3.6035745409890296e-07
1874,6.351009460558998e-07,3.8775213795361196e-07
1875,6.574034614459379e-07,3.9020814313062147e-07
1876,6.572017952066744e-07,3.579240797080274e-07
1877,6.061119819378291e-07,3.914988582209844e-07
1878,7.059694837607822e-07,3.557023262601433e-07
1879,6.317042391401628e-07,3.7816724329786666e-07
1880,6.0777004762258e-07,3.536233350587281e-07
1881,5.333968289278346e-07,4.2392845500671683e-07
1882,4.905018897716218e-07,4.3260004645162553e-07
1883,5.124984028270774e-07,4.208679627026868e-07
1884,4.6409930121171783e-07,4.23828950602001e-07
1885,4.872900660757296e-07,3.661121041886872e-07
1886,5.136957312856794e-07,3.3235338037229667e-07
1887,5.11214793164072e-07,3.643140047415727e-07
1888,5.05346989143618e-07,3.842412468202383e-07
1889,5.200063668553412e-07,4.316679138582913e-07
1890,5.833403946553517e-07,4.1227092140161403e-07
1891,5.093001718137202e-07,3.837280360130535e-07
1892,4.977198955202766e-07,4.488254745638187e-07
1893,4.932891641828974e-07,4.6496045058574964e-07
1894,4.5938222115182725e-07,3.560369776778316e-07
1895,4.959338397725332e-07,3.713485341449996e-07
1896,4.080744062662234e-07,4.5584035035517445e-07
1897,4.311768009301886e-07,3.3153999368096265e-07
1898,5.183053133350768e-07,4.7190680163566867e-07
1899,5.007986203509063e-07,3.919053028766939e-07
1900,4.4591145353933825e-07,3.8206151486974704e-07
1901,4.303329106392084e-07,4.0630131081798027e-07
1902,3.8152906256527785e-07,3.7809186892445723e-07
1903,4.557785899805822e-07,3.564145316659051e-07
1904,4.568431393181527e-07,4.2405794431488175e-07
1905,5.222688201911296e-07,3.896373073075665e-07
1906,4.3005383076888393e-07,4.1050591903513123e-07
1907,4.839415623791865e-07,4.633701990996997e-07
1908,4.6461740055292466e-07,4.0960985359106417e-07
1909,3.702162061358649e-07,4.538311486612656e-07
1910,4.248599765332983e-07,4.0508660958948894e-07
1911,3.862591668735149e-07,4.314823485174202e-07
1912,4.1675369288896036e-07,4.0893957020671223e-07
1913,4.2795127797035093e-07,4.2742097150494374e-07
1914,3.743479837226005e-07,4.1988583632246446e-07
1915,4.0879243101699103e-07,3.5813516774396703e-07
1916,4.0323987349211166e-07,4.4279472888320015e-07
1917,6.23989549808357e-07,4.0904762954596663e-07
1918,4.3648230985127157e-07,3.8594224349708384e-07
1919,4.5302614637421357e-07,3.50819021832649e-07
1920,3.975421520863165e-07,3.831549264532441e-07
1921,3.884819292920838e-07,3.6273459613767045e-07
1922,4.574320087158412e-07,3.969329327446758e-07
1923,3.8111254951900264e-07,3.2272481576001155e-07
1924,4.241344555566684e-07,3.635438190485729e-07
1925,4.399271062993648e-07,3.6293987193403154e-07
1926,3.9122945594272096e-07,4.057194331608116e-07
1927,3.712691949431246e-07,4.4150928601993655e-07
1928,4.2047831527725066e-07,4.2390612975395925e-07
1929,3.531508809828665e-07,3.665193588631155e-07
1930,4.3064773080914165e-07,4.0228800912700535e-07
1931,3.3645802233195354e-07,3.8664160229018307e-07
1932,4.2632596830571856e-07,4.4057337333924806e-07
1933,3.3838452395684726e-07,3.900025120628925e-07
1934,3.498621339304009e-07,4.265442612449988e-07
1935,3.8059144458202354e-07,3.758041202672757e-07
1936,4.40127138290336e-07,3.892033362262737e-07
1937,3.764744320733371e-07,4.016566776954278e-07
1938,3.902529641663932e-07,3.733981799314279e-07
1939,3.8541007540970895e-07,4.358804375215186e-07
1940,3.752958690483865e-07,4.3615466438495787e-07
1941,4.102588491150527e-07,3.453258159424877e-07
1942,3.8534490442998504e-07,4.065843768330524e-07
1943,5.080661509282436e-07,3.251623468258913e-07
1944,4.6269880726867996e-07,2.634812688029342e-07
1945,4.226297818377134e-07,2.788485247151584e-07
1946,4.5661221292903065e-07,3.160090784604108e-07
1947,4.2795926447070087e-07,3.3736064608547167e-07
1948,3.892135680416686e-07,3.5442354828774114e-07
1949,3.926803344711516e-07,2.9745535812253365e-07
1950,3.509669213030975e-07,3.2012437145567674e-07
1951,5.053504565921685e-07,3.0811450812961994e-07
1952,3.564143753465032e-07,3.384882063528494e-07
1953,4.21256658000857e-07,3.350660335854627e-07
1954,3.664701040406726e-07,3.224936904189235e-07
1955,3.4539037585545884e-07,3.003394510869839e-07
1956,3.7500907978937903e-07,3.139610953439842e-07
1957,4.13479753547108e-07,3.0834281972147437e-07
1958,3.8631375787190336e-07,3.1351802931567363e-07
1959,3.5498425177138415e-07,3.1080497819857555e-07
1960,3.4604165932705655e-07,3.1212958617743425e-07
1961,3.8909692534616624e-07,2.952967719238586e-07
1962,4.0651940480529447e-07,3.729070385816158e-07
1963,4.345187960552721e-07,3.278289000263612e-07
1964,4.928014334382169e-07,3.0054803801249363e-07
1965,4.032896043781875e-07,3.4473873711249325e-07
1966,3.9161257348041545e-07,3.0741864520678064e-07
1967,4.4570234081220406e-07,3.0715990817498096e-07
1968,4.4554845146649313e-07,3.0317056598505587e-07
1969,4.446380899025826e-07,3.456277681834763e-07
1970,4.1204576461950637e-07,3.168521516272449e-07
1971,4.18265571511256e-07,3.0419313645779766e-07
1972,4.3708851649171265e-07,3.1601705074990605e-07
1973,4.3388914150455093e-07,2.988156495575822e-07
1974,4.0279093127537635e-07,2.897169508742081e-07
1975,3.518271824987096e-07,3.1184680437945644e-07
1976,4.5308267715427064e-07,2.896758104498076e-07
1977,3.76701720483652e-07,2.738580349159747e-07
1978,4.502968380393213e-07,2.560394847250791e-07
1979,4.506019593009114e-07,2.9845064375422226e-07
1980,3.786310429632067e-07,3.2291656282268377e-07
1981,4.0546771629124123e-07,2.789567332683873e-07
1982,3.941763964121492e-07,2.9299410186922614e-07
1983,4.054433020428405e-07,3.239757120354625e-07
1984,4.407246478876914e-07,2.940097374448669e-07
1985,4.156750748052218e-07,2.803249969929311e-07
1986,3.776525829835009e-07,2.901331015436881e-07
1987,4.106468765030513e-07,3.2815086115078884e-07
1988,4.3594947385372507e-07,2.782400940759544e-07
1989,3.9240073590463e-07,2.9416335678433825e-07
1990,4.75122362786351e-07,3.1493202357069094e-07
1991,4.6364191064185434e-07,3.1710527537143207e-07
1992,4.749571900219962e-07,3.1296482916332025e-07
1993,4.126709711727017e-07,3.5450928237423796e-07
1994,3.9825697228934587e-07,3.3917778807790455e-07
1995,4.289158681558547e-07,3.4107216606571455e-07
1996,4.446630867960266e-07,3.4964503470291675e-07
1997,4.526380337210867e-07,3.457118964433903e-07
1998,5.511957539283685e-07,3.561792425443855e-07
1999,4.611333110915439e-07,3.4230806988944096e-07
2000,5.080736258378238e-07,4.1220233981675847e-07
2001,4.806189366490798e-07,3.7897481774962216e-07
2002,5.49843292674268e-07,3.6889885279833834e-07
2003,5.141982910572551e-07,3.537717532253737e-07
2004,4.726341131799927e-07,3.506213914761247e-07
2005,5.02618462405735e-07,3.539947215358552e-07
2006,4.817931085199234e-07,3.430202326626386e-07
2007,4.993099480543606e-07,3.43525229595798e-07
2008,5.083382887960397e-07,3.269713744202818e-07
2009,4.749119568714377e-07,3.013497718029612e-07
2010,4.5584603469706053e-07,2.9854372485260683e-07
2011,4.741725234680416e-07,2.5811811354969905e-07
2012,5.167655672266847e-07,2.2570195312709984e-07
2013,5.137568450663821e-07,2.2424565315759537e-07
2014,5.487238041723685e-07,2.1546179596043658e-07
2015,5.215601959207561e-07,1.9173376841763456e-07
2016,5.518049874808639e-07,2.2018345191554545e-07
2017,4.955754349111885e-07,1.9722393318488685e-07
2018,5.162933405244985e-07,1.8973780413489294e-07
2019,4.999935896421448e-07,1.818854258317515e-07
