year,voulions_VERB avoir_VERB,voulions_VERB ravoir_VERB
1915,3.2986132936230206e-08,0.0
1916,1.538244731591476e-08,0.0
1917,1.5352993543160665e-08,0.0
1918,1.033773866510046e-08,0.0
1919,6.4454939163738345e-09,0.0
1920,2.8017257847068322e-08,0.0
1921,2.8019165654313838e-08,0.0
1922,1.770704471937279e-08,0.0
1923,1.8047112249064412e-08,0.0
1924,1.5469948877466777e-08,0.0
1925,1.4297631523163545e-08,0.0
1926,1.114613823460786e-08,4.458455382660986e-09
1927,7.804457524684949e-09,0.0
1928,4.570416489713125e-09,0.0
1929,2.0052731031228177e-08,0.0
1930,1.1553964007759987e-08,0.0
1931,1.8248570654577634e-08,0.0
1932,1.3151444377967891e-08,0.0
1933,5.735331320977366e-09,0.0
1934,5.990790086229936e-09,0.0
1935,1.196828414151696e-08,0.0
1936,1.091224355320719e-08,0.0
1937,1.6368453259474336e-08,0.0
1938,7.779128452511941e-09,0.0
1939,1.070583532936098e-08,0.0
1940,1.0143131667916805e-08,0.0
1941,3.836953510472085e-08,0.0
1942,1.2136847082899749e-08,0.0
1943,8.709705845433291e-09,0.0
1944,2.5705489292704442e-08,0.0
1945,0.0,0.0
1946,1.6705325123211878e-08,0.0
1947,1.907339353124371e-08,0.0
1948,1.9569398546082084e-08,0.0
1949,8.835307596655184e-09,0.0
1950,6.381216888229346e-09,0.0
1951,2.4521224162299404e-08,0.0
1952,1.4762725264461096e-08,0.0
1953,1.723812381726475e-08,0.0
1954,1.7590565448699635e-08,0.0
1955,1.220129064449793e-08,0.0
1956,8.72114114258693e-09,0.0
1957,1.9437083054185678e-08,0.0
1958,6.617794756635931e-09,0.0
1959,1.0851047171911432e-08,0.0
1960,1.1765417085030094e-08,0.0
1961,2.014966149488373e-08,0.0
1962,1.0147130247162295e-08,0.0
1963,1.5518526907953856e-08,0.0
1964,9.734349326606662e-09,0.0
1965,1.2585699593614663e-08,0.0
1966,1.0524241922382771e-08,0.0
1967,1.4791006641701188e-08,0.0
1968,1.2126823101255013e-08,0.0
1969,1.4533624970169967e-08,0.0
1970,2.2993624781975086e-08,0.0
1971,1.284599360218408e-08,0.0
1972,1.3338381954497436e-08,0.0
1973,1.543697081274331e-08,0.0
1974,1.9689501584707614e-08,0.0
1975,1.8276736568623164e-08,0.0
1976,1.2569759455516305e-08,0.0
1977,7.052138428775834e-09,1.1753563677885381e-09
1978,1.3663360221016774e-08,0.0
1979,1.521513048885481e-08,0.0
1980,1.6486936260662333e-08,0.0
1981,1.644642821929665e-08,0.0
1982,1.8001756529884005e-08,0.0
1983,1.7682884490000106e-08,0.0
1984,2.145633182237816e-08,0.0
1985,9.624892882698077e-09,0.0
1986,1.6185110141009318e-08,0.0
1987,1.4665960890170027e-08,0.0
1988,9.594486094499644e-09,0.0
1989,2.1952487827547884e-08,0.0
1990,9.262707045820662e-09,0.0
1991,1.4067516929117119e-08,0.0
1992,1.928480486412809e-08,0.0
1993,1.550978012687665e-08,0.0
1994,2.320967773528082e-08,0.0
1995,1.6809597269684673e-08,0.0
1996,1.5480466686312866e-08,0.0
1997,1.1987236092636522e-08,0.0
1998,1.621164003040576e-08,0.0
1999,1.1882523409667556e-08,0.0
2000,1.3254094710646314e-08,0.0
2001,1.5334240544007116e-08,0.0
2002,1.3143664823189738e-08,0.0
2003,1.2917460878725251e-08,0.0
2004,1.3214373595360485e-08,0.0
2005,1.4411998705554652e-08,0.0
2006,1.6059770402421236e-08,0.0
2007,1.7176262190332636e-08,0.0
2008,1.8732734474724566e-08,0.0
2009,1.43045770784056e-08,0.0
2010,2.1257068993918438e-08,4.723793023408973e-10
2011,2.4855816960211996e-08,0.0
2012,2.2808492872172792e-08,0.0
2013,2.649668751075751e-08,0.0
2014,2.295371892557796e-08,0.0
2015,2.4160671685535817e-08,4.433150790905671e-10
2016,2.60988848310717e-08,2.0713400439298368e-10
2017,2.9181091321106578e-08,0.0
2018,2.7879840658329158e-08,2.5814667070633845e-10
2019,2.831596468411135e-08,0.0
