year,quelques_DET ondes_NOUN,quelques_DET rondes_ADJ
1999,1.3710603763428253e-09,4.570201161957499e-10
2000,6.1852442057031e-09,8.836062992401139e-10
2001,6.571817756650944e-09,4.3812117822561447e-10
2002,5.257465574004527e-09,1.3143663935011318e-09
2003,5.0003075569016175e-09,4.1669229178253886e-10
2004,2.2023955992267474e-09,4.404791253964646e-10
2005,4.053374524914943e-09,9.007499190971657e-10
2006,6.1768350434476815e-09,0.0
2007,3.994479552682506e-09,1.5977917877663117e-09
2008,3.8316958494988285e-09,8.514879357157668e-10
2009,4.76819250749827e-09,9.53638501499654e-10
2010,4.251413721068076e-09,0.0
2011,9.55992968121322e-09,0.0
2012,9.872332784599536e-09,1.0212758416727752e-09
2013,6.972812438554854e-09,2.789125042035323e-10
2014,5.197068386753045e-09,4.330890368553497e-10
2015,7.093041182182347e-09,0.0
2016,8.906762549720781e-09,2.0713400439298368e-10
2017,1.2829617923593162e-08,2.515611330355938e-10
2018,8.518840077798018e-09,2.5814667070633845e-10
2019,1.0714148734880524e-08,5.1019755087367e-10
