year,pouvais_VERB entrer_VERB,pouvais_VERB rentrer_VERB
1926,1.3375366592072169e-08,1.1146138456652466e-09
1927,1.6723836537835268e-08,6.689535148041159e-09
1928,1.1426041446327417e-08,2.2852082448565625e-09
1929,3.230717737778832e-08,8.912325100141061e-09
1930,1.470504518152893e-08,4.201441416995522e-09
1931,1.710803587684495e-08,1.1405356659111021e-09
1932,1.4247397928102146e-08,1.0959536389520963e-08
1933,2.2941325283909464e-08,4.588264879146209e-09
1934,1.5576054224197833e-08,1.1981580172459871e-09
1935,1.795242710045386e-08,0.0
1936,7.274828739411987e-09,0.0
1937,2.0145789036973838e-08,6.295559185076627e-09
1938,1.9447821131279852e-08,9.075650453382877e-09
1939,7.647025235257843e-09,1.5294050470515685e-08
1940,2.028626333583361e-08,1.0143131667916805e-08
1941,5.9030051957620344e-09,1.7709016475464523e-08
1942,2.1239483061208375e-08,1.2136847082899749e-08
1943,1.4516175816936538e-08,2.9032352077962287e-09
1944,1.927911696952833e-08,1.6065930807940276e-08
1945,6.535512131478072e-09,2.178504132643866e-08
1946,1.3921104269343232e-08,1.2528993842408909e-08
1947,2.26496545963073e-08,4.7683483828109274e-09
1948,1.4133454406817236e-08,1.4133454406817236e-08
1949,1.9634017078828947e-08,8.835307596655184e-09
1950,8.508289184305795e-09,5.317680518146517e-09
1951,1.0661401539380222e-08,1.0661401539380222e-08
1952,1.4762725264461096e-08,7.381362632230548e-09
1953,2.1547654327491728e-08,1.0773827385790469e-09
1954,1.2704297169818801e-08,4.886268278880834e-09
1955,1.3139850985055546e-08,6.569925492527773e-09
1956,1.3081712602058815e-08,1.3081712602058815e-08
1957,9.718541527092839e-09,4.417518795207798e-09
1958,2.1507833736222892e-08,7.445019267748876e-09
1959,1.2401196514133517e-08,1.0851047171911432e-08
1960,2.6991250123842292e-08,1.2457499920515147e-08
1961,1.80652133252579e-08,1.320150300188061e-08
1962,1.77574772664002e-08,1.585489073363533e-08
1963,1.1638896069143811e-08,9.052474325699222e-09
1964,1.8251904876365188e-08,1.520992043424485e-08
1965,1.586892572902343e-08,1.0396882466068291e-08
1966,8.862519607077957e-09,1.2185964237687585e-08
1967,1.2818872185960117e-08,1.035370456037299e-08
1968,1.5719955115400808e-08,8.533690198930799e-09
1969,1.1354394757745467e-08,6.358460868938209e-09
1970,1.0117195081704722e-08,6.898087434592526e-09
1971,1.849823050292798e-08,6.679916619845017e-09
1972,1.2312352026810913e-08,1.487742551375959e-08
1973,2.205281468548037e-08,4.410563025913916e-09
1974,9.563471792262135e-09,3.937900228123681e-09
1975,1.2565256390928425e-08,4.569184142155791e-09
1976,1.0284348483935446e-08,9.141642998145016e-09
1977,8.815172591880582e-09,5.876781727920388e-09
1978,1.6633656230169436e-08,7.72276909088987e-09
1979,1.521513048885481e-08,8.192762912528906e-09
1980,1.762396628635088e-08,6.822181042309694e-09
1981,1.644642821929665e-08,1.2018544381930951e-08
1982,1.1173503899897241e-08,1.4277254933858785e-08
1983,1.4525227243211702e-08,1.5788289786655696e-08
1984,6.378909400694965e-09,8.69851302098823e-09
1985,1.2632671797518924e-08,9.624892882698077e-09
1986,2.038125046510686e-08,4.7955883708539204e-09
1987,1.4054879038383206e-08,9.166225112267057e-09
1988,1.0194141530917022e-08,1.0793796967334401e-08
1989,2.030605195102453e-08,8.232182935330457e-09
1990,1.1442167213715493e-08,7.628111475810329e-09
1991,1.875668864670388e-08,1.641210189973208e-08
1992,1.983579878128694e-08,1.2672871640972971e-08
1993,1.772546376344053e-08,1.1632335983335906e-08
1994,1.2132331583813993e-08,1.2132331583813993e-08
1995,1.0844901865425527e-08,8.675921314704738e-09
1996,1.1209993822092201e-08,1.1743802375008272e-08
1997,1.7261619689179497e-08,1.2946214766884623e-08
1998,1.0489884516573511e-08,1.2873949017944142e-08
1999,1.7823785114501334e-08,1.690974471557638e-08
2000,2.076474814316498e-08,1.4137700787841823e-08
2001,1.840108865280854e-08,1.0076787404500465e-08
2002,1.3143664823189738e-08,1.5334276071143904e-08
2003,1.4167538253673229e-08,2.416815370054337e-08
2004,1.5857247959161214e-08,1.3654853248112886e-08
2005,1.3961623857028371e-08,1.4862373554080932e-08
2006,1.7706927479821388e-08,2.3060183096390574e-08
2007,1.917350189728495e-08,2.8760252845927425e-08
2008,2.1287197782271505e-08,1.6178271167177627e-08
2009,2.4317781566196572e-08,2.574823909640145e-08
2010,2.692562084405381e-08,3.3538931631937885e-08
2011,3.518054114692859e-08,3.518054114692859e-08
2012,4.4595712012096556e-08,4.5616985744345584e-08
2013,5.996619023562744e-08,5.857162577171948e-08
2014,5.1321052296771086e-08,4.677361431504323e-08
2015,5.253283674733211e-08,5.0537920515125734e-08
2016,5.737611985523472e-08,4.059826608227013e-08
2017,4.427475985835372e-08,5.584657003510074e-08
2018,5.6792266889260645e-08,5.653411960793164e-08
2019,4.61728788536675e-08,5.892781729244234e-08
