year,pas_ADV apporté_VERB,pas_ADV rapporté_VERB
1900,5.564808702729351e-07,2.3723113429241494e-07
1901,5.465786898639635e-07,2.4031578504946083e-07
1902,5.003579417461879e-07,2.312743703214437e-07
1903,4.887199338554638e-07,1.8900770726304472e-07
1904,4.837162919102411e-07,2.3648351543670287e-07
1905,4.918203444503888e-07,2.5442543005738116e-07
1906,5.180193625164975e-07,1.9856551602970285e-07
1907,4.880558321929129e-07,2.2988510295363085e-07
1908,4.921211598230002e-07,2.519542476875358e-07
1909,5.20943160609022e-07,2.766994668945699e-07
1910,5.691520641448733e-07,2.47968586108982e-07
1911,5.421460969046166e-07,2.207955276389839e-07
1912,5.766829076492286e-07,2.1410721728898352e-07
1913,5.674198746419279e-07,2.2961945944643958e-07
1914,5.705625767404854e-07,2.122867783782567e-07
1915,5.324904464032443e-07,1.9320449951010232e-07
1916,5.845329837939062e-07,2.8677274599431257e-07
1917,5.581910045293625e-07,2.1494192026239034e-07
1918,6.225615720722999e-07,1.8263338574797672e-07
1919,6.528364338009851e-07,2.1546365758240427e-07
1920,6.148652005322219e-07,2.604847679776867e-07
1921,5.808297487419622e-07,2.067360043156441e-07
1922,6.381914090525243e-07,1.9477749901852803e-07
1923,6.337721174531907e-07,2.3036606933146686e-07
1924,6.432920827137423e-07,1.8563939363502868e-07
1925,6.587908387700736e-07,1.9576756926653616e-07
1926,6.364444971040939e-07,2.1734969379849645e-07
1927,6.968265324758249e-07,1.7727268186717993e-07
1928,6.821346687502228e-07,1.5425155197590357e-07
1929,7.709161309321644e-07,2.3060641751726507e-07
1930,6.627773814216198e-07,2.2582747760679922e-07
1931,7.02569991517521e-07,1.6195606633573334e-07
1932,6.630519919781364e-07,2.0603928874152189e-07
1933,6.882397087792924e-07,1.9958952179877087e-07
1934,7.057150810396706e-07,2.2285739476046729e-07
1935,7.097192451510637e-07,2.2859423154386604e-07
1936,7.311202807613881e-07,2.000577836724915e-07
1937,7.239892738652998e-07,3.1981440429262875e-07
1938,7.532789823017083e-07,2.3467038090529968e-07
1939,7.188203881014488e-07,2.2788135822793265e-07
1940,7.404486268569599e-07,2.1807733219247893e-07
1941,8.264207167485438e-07,2.803927543482132e-07
1942,7.797924013175361e-07,2.8521591843855276e-07
1943,7.170991125349246e-07,2.2354910811372974e-07
1944,7.96870153862983e-07,2.4420214117526484e-07
1945,6.992997896304587e-07,2.0695787839031254e-07
1946,6.111364996286284e-07,1.7958224418634927e-07
1947,7.60551586154179e-07,1.8596558959416143e-07
1948,7.327652156163822e-07,2.5766374278646254e-07
1949,7.725985824436066e-07,1.894682668535097e-07
1950,7.232046073113452e-07,2.2653320286281087e-07
1951,7.367028729277081e-07,2.260217115690466e-07
1952,6.759219104424119e-07,1.7609822577924206e-07
1953,8.252751513282419e-07,2.133217833488743e-07
1954,8.140522709254583e-07,1.94473471992751e-07
1955,7.424015961987607e-07,1.783265446420046e-07
1956,7.814143145878916e-07,2.2238910446503724e-07
1957,7.827843546692748e-07,2.235264560113137e-07
1958,8.330148943969107e-07,2.0266996614282107e-07
1959,7.83600626164116e-07,1.7981734856675757e-07
1960,7.716729442108772e-07,1.750970852754108e-07
1961,7.55959717935184e-07,2.3554260053515463e-07
1962,7.667425165891473e-07,1.7186701484206424e-07
1963,7.177318934736832e-07,1.319074840466783e-07
1964,7.635380256942881e-07,1.965121754210486e-07
1965,7.26687346741528e-07,1.7784141448373703e-07
1966,7.732548397143546e-07,1.7503475646662991e-07
1967,7.45466763873992e-07,1.932691588990565e-07
1968,6.813477853029326e-07,1.5719955115400808e-07
1969,6.848970883766015e-07,1.5896152660843654e-07
1970,7.146418852244096e-07,1.9176682997112948e-07
1971,6.633671318923007e-07,1.608318456192137e-07
1972,6.556327889484237e-07,1.6262565338820423e-07
1973,6.847399163234513e-07,1.8634628418112698e-07
1974,7.015087817308086e-07,1.406392868830153e-07
1975,6.471107099059736e-07,1.3593323444638372e-07
1976,6.913367656125047e-07,1.4340952247948735e-07
1977,7.557541721325833e-07,1.1753563455840776e-07
1978,7.259402536874404e-07,1.699009146705066e-07
1979,6.554209903697483e-07,1.3927696329574246e-07
1980,6.691422527183022e-07,1.2166222518317227e-07
1981,6.730384711772786e-07,1.3030631862420705e-07
1982,6.462009878305253e-07,1.2849530151015642e-07
1983,6.47951424070925e-07,1.3767389361873938e-07
1984,6.216537258296739e-07,1.507742268813672e-07
1985,6.466725039899757e-07,1.0346759893309354e-07
1986,6.396115850293427e-07,1.7803621688017301e-07
1987,5.872494739378453e-07,1.429931160146225e-07
1988,6.194439947648789e-07,1.331234926738034e-07
1989,6.146696591713408e-07,1.377518685785617e-07
1990,5.944478402852837e-07,1.1932546328807803e-07
1991,5.896633865631884e-07,1.430197471563588e-07
1992,5.763401418334979e-07,1.3168767054594355e-07
1993,5.661070190399187e-07,1.3072529725377535e-07
1994,5.512298457688303e-07,1.529728734794844e-07
1995,5.558011935136165e-07,1.3773025386853988e-07
1996,5.85588736612408e-07,1.3345230343020376e-07
1997,5.212050382397138e-07,1.3713398061554471e-07
1998,5.430899250313814e-07,1.1538872968230862e-07
1999,5.187178544474591e-07,1.3207881011112477e-07
2000,5.602063879450725e-07,1.3209914584422222e-07
2001,5.358222097129328e-07,1.2836950702421746e-07
2002,5.450239655147016e-07,1.4808529158472084e-07
2003,5.608678179669369e-07,1.4250876745336427e-07
2004,5.501584041667229e-07,1.2333416066212521e-07
2005,5.359461852094682e-07,1.5357785798641999e-07
2006,5.196777124183427e-07,1.3177248092688387e-07
2007,5.196818051445007e-07,1.477957454198986e-07
2008,5.066353310212435e-07,1.2005979499463137e-07
2009,5.588321414506936e-07,1.358934866857453e-07
2010,5.890569809707813e-07,1.6249848044935788e-07
2011,5.609766731140553e-07,1.391925792404436e-07
2012,6.10722963756416e-07,1.5182966706106527e-07
2013,6.281109676820051e-07,1.6874206210104603e-07
2014,6.511493779726152e-07,2.1394598093138484e-07
2015,5.902740554120101e-07,1.7776935123947624e-07
2016,6.47708020551363e-07,1.6508580813479057e-07
2017,5.936842626397265e-07,1.8841929261270707e-07
2018,6.252312232390977e-07,1.5617874282725097e-07
2019,5.663192723659449e-07,1.9668115669446706e-07
