year,belles_ADJ règles_NOUN
1946,1.3921104269343232e-09
1947,1.1920870957027319e-09
1948,1.3046265401328583e-08
1949,7.853606653895895e-09
1950,6.381216888229346e-09
1951,9.595261474260042e-09
1952,6.326882129314981e-09
1953,1.0773827385790469e-09
1954,5.863521668203475e-09
1955,8.447047505910632e-09
1956,1.657016923672927e-08
1957,3.534015080575159e-09
1958,7.445019267748876e-09
1959,1.007597205671118e-08
1960,4.844583401109048e-09
1961,1.181187059273725e-08
1962,1.2683912586908264e-08
1963,3.879631726988464e-09
1964,1.2167936880302932e-08
1965,1.3132904541635071e-08
1966,1.8278946356531378e-08
1967,6.902469706915326e-09
1968,7.635406973349745e-09
1969,1.1808570121729645e-08
1970,1.0577067222072856e-08
1971,6.679916619845017e-09
1972,5.130146973897354e-09
1973,6.064523994098181e-09
1974,2.2502286700643026e-09
1975,2.8557400888473694e-09
1976,3.4281160132820787e-09
1977,4.11374712072643e-09
1978,7.128709622605811e-09
1979,4.096381456264453e-09
1980,5.116635559687666e-09
1981,6.958104314946922e-09
1982,6.2075020679230875e-09
1983,5.68378455412244e-09
1984,4.059305780401701e-09
1985,3.609334831011779e-09
1986,2.3977941854269602e-09
1987,5.49973533381376e-09
1988,4.797243047249822e-09
1989,8.232182935330457e-09
1990,7.083246433836621e-09
1991,8.7921980806982e-09
1992,3.856960972825618e-09
1993,4.985286850001103e-09
1994,6.329911705904578e-09
1995,6.506940763983948e-09
1996,2.135236876199542e-09
1997,8.630809844589749e-09
1998,6.198567881199324e-09
1999,4.570201106446348e-09
2000,3.092622158362701e-09
2001,4.8193329327261836e-09
2002,2.1906108038649563e-09
2003,2.9168460979889232e-09
2004,6.166707589017051e-09
2005,2.702249757291497e-09
2006,2.8825228870488218e-09
2007,5.991719120856942e-09
2008,5.960415716543821e-09
2009,2.860915504498962e-09
2010,2.8342759250676863e-09
2011,6.883149605840799e-09
2012,3.744677901096338e-09
2013,3.0680376017500066e-09
2014,4.114345752981308e-09
2015,5.098123256885856e-09
2016,8.078226088059637e-09
2017,3.773417134311785e-09
2018,3.872199894061623e-09
2019,3.06118530524202e-09
