year,veux_VERB avoir_VERB,veux_VERB ravoir_VERB
1843,2.8057826284566545e-07,2.953455480181333e-09
1844,2.876006135466014e-07,4.9397050894128824e-09
1845,2.9296197112671507e-07,6.138250796539069e-09
1846,3.10874014530782e-07,1.7563503984519002e-09
1847,2.335265776309825e-07,8.629157832729106e-09
1848,3.210043360013515e-07,5.63165514222419e-09
1849,2.538962746712059e-07,1.6758829879393033e-09
1850,2.885323340251489e-07,8.146795238417326e-09
1851,2.2637530605607026e-07,3.8696632564949596e-09
1852,3.4505890766922676e-07,3.2552727180501506e-09
1853,2.9143026836209174e-07,2.388772735173461e-09
1854,2.9771157983304875e-07,1.558699302961486e-08
1855,3.422974543809687e-07,4.2455496895854594e-09
1856,2.9820608915542834e-07,3.1063134287023786e-09
1857,3.050943178095622e-07,2.9289055625270066e-09
1858,4.306434959744365e-07,6.361778659424999e-09
1859,3.0603962386521744e-07,4.582956236731661e-09
1860,3.240646151425608e-07,3.204028820036342e-09
1861,3.574700428998767e-07,2.357981809808507e-09
1862,3.578245184598927e-07,3.162590411776023e-09
1863,4.5451048436007113e-07,1.39849385405455e-08
1864,3.979624239036639e-07,3.835782358407869e-09
1865,3.756061914828024e-07,9.41368871743009e-10
1866,3.488644324534107e-07,4.379051787850585e-09
1867,4.3869414412256447e-07,9.7056229719783e-09
1868,4.1247949411626905e-07,5.9278488784286765e-09
1869,3.921465747680486e-07,1.1720445947105418e-08
1870,3.1250564802576264e-07,2.2936195165357276e-09
1871,2.5278401949435647e-07,1.3807530230280918e-08
1872,2.6124504870495e-07,2.4189357183956872e-09
1873,2.633842086652294e-07,1.1972008939764578e-09
1874,2.7124724510940723e-07,4.779687312606029e-09
1875,3.1983336157281883e-07,1.602027666081085e-08
1876,3.2346179068554193e-07,6.04601479992084e-09
1877,3.2222891377386986e-07,4.329371083855449e-09
1878,3.0437007580985664e-07,7.2469061862534545e-09
1879,2.3643089264169248e-07,3.0546627449723474e-09
1880,3.561904691196105e-07,1.9253538763308597e-09
1881,2.844783182354149e-07,3.4862537301449947e-09
1882,3.194584792254318e-07,3.793569547383413e-08
1883,2.5024581873367424e-07,8.21514056781325e-09
1884,2.6604837444210716e-07,1.9805090900604227e-09
1885,2.1335054611881787e-07,5.156508553483263e-09
1886,1.9424926733790926e-07,5.162771099520569e-09
1887,1.8999170947608945e-07,7.834709769838355e-09
1888,1.9655905703075405e-07,1.9021844099853524e-09
1889,2.0674951883847825e-07,9.397704836544563e-09
1890,1.7696844167858217e-07,3.2771931834929546e-09
1891,1.9250144589477713e-07,1.9122659011827636e-09
1892,1.9432388853601879e-07,3.1342561879199593e-09
1893,2.075386333899587e-07,5.542574843531156e-09
1894,1.8400494639081444e-07,1.1972924873759894e-08
1895,2.0102172015867836e-07,4.814891596538473e-09
1896,1.881152229543659e-07,2.358811590497112e-09
1897,2.0160429414772807e-07,3.4960281336537946e-09
1898,1.9181823063263437e-07,2.26334195829736e-09
1899,2.2663071774786658e-07,3.3165470370022376e-09
1900,2.0868033345777803e-07,4.671947717582725e-09
1901,2.1293095642249682e-07,2.235495566438317e-09
1902,1.3601486159586784e-07,4.910283846193408e-10
1903,1.668668119236827e-07,5.400220270956879e-10
1904,2.1820977735842462e-07,7.524475265086039e-09
1905,1.9404454576488206e-07,1.0321518084666081e-09
1906,1.9650785532121517e-07,7.201858220895474e-09
1907,1.8565664561265294e-07,5.142843484406967e-09
1908,1.9498214953728166e-07,1.1296195090437777e-08
1909,1.9638511616903997e-07,5.500983557560346e-10
1910,2.61328978012898e-07,4.275320542035388e-09
1911,1.8195679274413123e-07,8.51259862599818e-09
1912,2.2869359384003474e-07,8.335073964360618e-09
1913,1.9833181852391135e-07,5.302989602995467e-09
1914,2.2768928431560198e-07,6.696743715117748e-10
1915,1.3430069145670132e-07,8.246533234057551e-09
1916,1.3624452321892022e-07,0.0
1917,1.1514745779095392e-07,1.0966424435210342e-09
1918,1.6884973774722312e-07,4.594550517822427e-09
1919,1.9612717494510434e-07,4.603924352863942e-09
1920,1.749185543076237e-07,2.2716695191604686e-09
1921,1.8553231484474964e-07,3.0290989716519334e-09
1922,1.9551528396277718e-07,0.0
1923,2.3248927050190105e-07,9.554353752605493e-09
1924,2.281817472749026e-07,3.867487219366694e-09
1925,2.1776392600258987e-07,5.499089184013428e-09
1926,2.0397433786456531e-07,2.229227691330493e-09
1927,2.5643217327342427e-07,1.6723836537835268e-08
1928,2.2395040844003233e-07,4.570416489713125e-09
1929,2.57343373277763e-07,4.4561625500705304e-09
1930,2.520864939015155e-07,2.100720708497761e-09
1931,2.0073427720035397e-07,0.0
1932,1.9507974968746566e-07,0.0
1933,1.605892663292252e-07,5.735331320977366e-09
1934,2.288481795176267e-07,1.1981580172459871e-09
1935,1.6994962948047032e-07,2.393656828303392e-09
1936,1.4185916086262296e-07,3.6374143697059935e-09
1937,1.271702956273657e-07,3.777335333410292e-09
1938,1.5428605593115208e-07,2.5930428915188486e-09
1939,1.7894039672228246e-07,0.0
1940,1.141102288215734e-07,0.0
1941,1.9479917057196872e-07,0.0
1942,1.365395263519531e-07,1.2136847082899749e-08
1943,1.4225852851268428e-07,0.0
1944,2.3134940363433998e-07,6.4263723231761105e-09
1945,2.2438591429363441e-07,4.357008087652048e-09
1946,1.545242582778883e-07,5.568441707737293e-09
1947,2.6225916371913627e-07,1.0728784083369192e-08
1948,1.9243240956257068e-07,3.2615663503321457e-09
1949,1.992852673993184e-07,6.8719057111366055e-09
1950,2.2653320286281087e-07,2.1270722960764488e-09
1951,2.1322803434031812e-07,2.1322803522849654e-09
1952,1.613355067320299e-07,0.0
1953,1.7453599809869047e-07,0.0
1954,2.4138165599651984e-07,9.772536113672459e-10
1955,1.7644943284267356e-07,9.385607846468247e-10
1956,2.0145837709151238e-07,5.232684952005684e-09
1957,1.8818630564965133e-07,1.7670075402875796e-09
1958,2.250050243901569e-07,2.4816730892496253e-09
1959,1.8911825350187428e-07,2.325224457422337e-09
1960,1.77865416617351e-07,3.460416619915918e-09
1961,2.2303591151739965e-07,2.779263708063695e-09
1962,2.5050727003872453e-07,1.2049716779927166e-08
1963,2.3859735165387974e-07,3.2330267352165265e-09
1964,2.2814880651367275e-07,0.0
1965,2.2161775348195079e-07,6.5664522708175355e-09
1966,1.844511956505812e-07,1.6617224263271169e-09
1967,2.124974685102643e-07,2.465167847631733e-09
1968,2.3310448682423157e-07,4.4914158503495116e-10
1969,1.8666624157503975e-07,9.083515606356229e-10
1970,2.087821115992483e-07,2.2993624781975086e-09
1971,2.3944932081576553e-07,3.5968783507200897e-09
1972,1.887894001129098e-07,1.128632298730281e-08
1973,1.659474406778827e-07,1.6539611902288698e-09
1974,1.322009381965472e-07,5.625571675160757e-10
1975,1.604925898845977e-07,0.0
1976,1.5940740638598072e-07,0.0
1977,1.3751669314387982e-07,0.0
1978,1.7168308374948538e-07,5.940591352171509e-10
1979,1.8843354609998642e-07,2.925986564150662e-09
1980,1.5747868076232407e-07,1.1370301367108482e-09
1981,1.8027816395260743e-07,2.5302198114474095e-09
1982,2.0733057226607343e-07,0.0
1983,1.5093606009486393e-07,2.5261264191556165e-09
1984,1.5425362676069199e-07,5.799008495621649e-10
1985,1.828729665476203e-07,1.8046674155058895e-09
1986,1.852295952176064e-07,2.997242676272549e-09
1987,1.6438097816262598e-07,6.110816852533674e-10
1988,1.4931418945707264e-07,1.1993107618124554e-09
1989,1.7013178421620978e-07,0.0
1990,1.411200543088853e-07,0.0
1991,1.559149751528821e-07,1.7584396161396398e-09
1992,1.630943415875663e-07,1.1019888335184191e-09
1993,1.7836248389357934e-07,1.661762283333701e-09
1994,1.7987500200433715e-07,2.1099706426497278e-09
1995,1.9358149927484192e-07,1.0844901643380922e-09
1996,1.6761609344939643e-07,5.338092190498855e-10
1997,1.4672377801616676e-07,2.3974471297094624e-09
1998,1.5496419791816152e-07,4.291316191284977e-09
1999,1.8280805136328127e-07,9.140402323914998e-10
2000,1.5595651348121464e-07,2.6508188977203417e-09
2001,1.8444902138980979e-07,2.190605918883648e-09
2002,1.9846933696499036e-07,2.6287327870022636e-09
2003,1.8792822231716855e-07,1.2500769308587678e-09
2004,1.8896554365710472e-07,1.3214374039449694e-09
2005,1.7834848620168486e-07,1.8014998381943315e-09
2006,1.7871641944111616e-07,2.0589450144825605e-09
2007,2.5964115479837346e-07,3.1955835755326234e-09
2008,2.912088632456289e-07,1.2772318758180745e-09
2009,2.8466109824876185e-07,3.814554005998616e-09
2010,3.4483687727515644e-07,2.3618964561933353e-09
2011,4.129889816795185e-07,3.82397197240536e-10
2012,4.674039075780456e-07,4.425528388196653e-09
2013,5.062261720922834e-07,3.904775169871755e-09
2014,5.465583399200113e-07,5.846701789380404e-09
2015,6.084499659664289e-07,5.319781060109108e-09
2016,6.448081535381789e-07,4.142679976837371e-09
2017,5.826155984323123e-07,2.264050280587071e-09
2018,7.07579999925656e-07,2.581466596041082e-09
2019,7.07388892351446e-07,6.632568272380013e-09
