year,dois_VERB appeler_VERB,dois_VERB rappeler_VERB
1876,8.524880712457161e-08,1.8258964473716333e-07
1877,9.400920220059561e-08,2.832645691341895e-07
1878,7.307297522629597e-08,2.7417462433732e-07
1879,8.675242213485035e-08,2.6942123554363206e-07
1880,1.0461089061664097e-07,2.2334104698984447e-07
1881,1.1156011936463983e-07,2.8657007078436436e-07
1882,7.454030992448679e-08,2.1696556018468982e-07
1883,8.341527291122475e-08,2.540374168802373e-07
1884,4.7532218161450146e-08,2.244576933208009e-07
1885,7.412481295432372e-08,2.3719938724298117e-07
1886,6.840672028829431e-08,2.5813855586420686e-07
1887,7.116528166761782e-08,2.3895864842415904e-07
1888,7.989174832800927e-08,2.644036385390791e-07
1889,6.703696442400542e-08,2.8443722044357855e-07
1890,4.9813337454907014e-08,2.7856142992277455e-07
1891,7.904032628403002e-08,3.3018460499079083e-07
1892,7.647584965297938e-08,2.06860903517736e-07
1893,6.959010789842068e-08,2.49415876396597e-07
1894,4.600123659770361e-08,2.2874587557453196e-07
1895,6.379731587458082e-08,2.2268874033670727e-07
1896,4.8355637716213096e-08,2.0049898807883437e-07
1897,5.710179351581246e-08,2.1733642086019245e-07
1898,5.092519472782442e-08,2.0200326389385737e-07
1899,5.693405569218157e-08,1.8406835522455367e-07
1900,4.4123950715402316e-08,2.1750513212737133e-07
1901,5.1416396473769055e-08,2.2075518302244745e-07
1902,3.879124221839447e-08,1.5221880289573164e-07
1903,4.212171944573129e-08,1.900877464322548e-07
1904,3.3860139581065596e-08,1.891868066650204e-07
1905,6.347733716438597e-08,1.7030504295689752e-07
1906,3.806696469155213e-08,1.9805109729986725e-07
1907,5.297128780057392e-08,1.6354242404759134e-07
1908,3.732655784460803e-08,1.6993406859455717e-07
1909,2.9705311987981986e-08,1.2872301624611282e-07
1910,4.5959694716657395e-08,1.416199921777661e-07
1911,2.7133907565257687e-08,1.4577824458683608e-07
1912,3.438217888174222e-08,1.6045017048327281e-07
1913,3.7651226136858895e-08,1.6545327241601626e-07
1914,4.085013571852869e-08,1.5402510200601682e-07
1915,3.7698438148936475e-08,1.6375258837797446e-07
1916,2.5271162940043723e-08,2.2524297094150825e-07
1917,2.52227767560953e-08,1.6230308119702386e-07
1918,5.168869421368072e-08,1.7574156174759992e-07
1919,1.3811772170413406e-08,1.758698999765329e-07
1920,4.391894492528081e-08,1.6583187800733867e-07
1921,3.256281289054641e-08,1.5448404155904427e-07
1922,1.549366501762961e-08,1.1804696953277016e-07
1923,2.866305948145964e-08,1.5180805235104344e-07
1924,3.609654797287476e-08,1.418078738879558e-07
1925,3.8493624288094e-08,1.462757666104153e-07
1926,3.78968714187522e-08,1.4267057224515156e-07
1927,1.3379070296082318e-08,1.2041162733567035e-07
1928,1.9424270192303084e-08,1.2111603098219348e-07
1929,3.676334259239411e-08,1.1363214724724457e-07
1930,2.4158287814657342e-08,1.1659000165309408e-07
1931,2.8513390759599133e-08,1.2888052935977612e-07
1932,2.520693342944469e-08,1.5233756300858659e-07
1933,1.605892663292252e-08,1.307655423943288e-07
1934,1.0783422155213884e-08,1.6774211530901084e-07
1935,9.574627313213568e-09,1.3404478238498996e-07
1936,2.7886843056990074e-08,1.697460021432562e-07
1937,2.7700460591972842e-08,1.1961562051965302e-07
1938,2.2040865133021725e-08,1.1020432566510863e-07
1939,2.4470480752825097e-08,1.0247013904063351e-07
1940,2.028626333583361e-08,9.382397081481031e-08
1941,8.854508237732261e-09,8.264207451702532e-08
1942,3.3376331032286544e-08,4.8547388331598995e-08
1943,2.9032351633873077e-08,4.064529335323641e-08
1944,2.2492303131116387e-08,4.177142187700156e-08
1945,3.0499055725385915e-08,1.0456819410364915e-07
1946,9.744772988540262e-09,8.631084824628488e-08
1947,1.4305045148432782e-08,1.2755332079450454e-07
1948,3.587722829934137e-08,1.6199112451431574e-07
1949,2.3560819073509265e-08,1.2565770646233432e-07
1950,1.1698897850465073e-08,1.2124311865591153e-07
1951,2.5587365115598004e-08,1.258045472241065e-07
1952,1.4762725264461096e-08,7.4868104604775e-08
1953,2.1547654327491728e-08,9.80418306539832e-08
1954,2.247683283940205e-08,9.479359874831061e-08
1955,1.407841132561316e-08,1.154429796201839e-07
1956,1.9186511934776718e-08,9.942101542037562e-08
1957,1.236905244894615e-08,7.244730682032241e-08
1958,8.272243334772611e-09,7.196851470325782e-08
1959,2.7902691712711203e-08,8.525822892124779e-08
1960,3.5988332314218496e-08,7.059249895746689e-08
1961,1.459113452284555e-08,7.573493832069289e-08
1962,2.473363025501385e-08,6.912732430919277e-08
1963,1.2285501505004959e-08,5.948768944108451e-08
1964,2.4335873760605864e-08,8.882593505177283e-08
1965,2.2982582947861374e-08,8.09862399364647e-08
1966,1.7171132071780448e-08,5.5944653354345064e-08
1967,1.5777073869571723e-08,8.282963648298391e-08
1968,1.6169096284102125e-08,8.354033553814588e-08
1969,3.40631842732364e-08,1.2353581269053393e-07
1970,2.5292987260172595e-08,1.2830442130962183e-07
1971,1.6956711590410123e-08,9.249115606735359e-08
1972,1.6416469961200164e-08,8.516043692452513e-08
1973,1.268036875501366e-08,6.836372534735347e-08
1974,1.2938814464291681e-08,5.5693160305736455e-08
1975,9.709516746170266e-09,5.997053875717029e-08
1976,1.2569759455516305e-08,5.942067815567498e-08
1977,1.1753563455840776e-08,6.99337050491522e-08
1978,5.940591130126904e-09,6.059403290237242e-08
1979,1.7555919384903973e-08,6.612729919197591e-08
1980,1.193881615790815e-08,6.026260024327712e-08
1981,1.3283654176632353e-08,5.9460166568214845e-08
1982,1.0552754226011984e-08,5.7729771185677237e-08
1983,8.841442245000053e-09,5.1785590926556324e-08
1984,9.278413592994639e-09,4.291266364475632e-08
1985,9.624892882698077e-09,3.9702683807263384e-08
1986,1.2588419195935785e-08,5.634816346855587e-08
1987,1.5277041853778428e-08,5.071978037562985e-08
1988,2.338656024392094e-08,6.716140177331908e-08
1989,2.5245361356951435e-08,4.719785096085616e-08
1990,1.5256222951620657e-08,4.849299273246288e-08
1991,1.2895223555631219e-08,4.9236309251909915e-08
1992,7.162927584403178e-09,3.912060364541503e-08
1993,1.661762283333701e-08,4.985286850001103e-08
1994,1.6879765141197822e-08,4.958431176760314e-08
1995,1.5182862966867106e-08,4.9344301089604414e-08
1996,1.2277611816102763e-08,4.4839975288368805e-08
1997,1.4864173003559245e-08,4.5551498573104254e-08
1998,1.0966696883940585e-08,4.1005911555203056e-08
1999,1.6452723627935484e-08,5.1643272769297255e-08
2000,1.7230322058026104e-08,4.771473882669852e-08
2001,1.3581756164171566e-08,3.1982846593336944e-08
2002,1.4896152755738967e-08,4.994592472939985e-08
2003,2.083461403401543e-08,4.041915246943972e-08
2004,1.6738207264666016e-08,4.492887129003975e-08
2005,1.8915748967174295e-08,3.557962102718193e-08
2006,1.8118715416903797e-08,4.6943945619659644e-08
2007,5.2727127552998354e-08,5.1928232380760164e-08
2008,5.5346717431348225e-08,4.044567702976565e-08
2009,6.007922337403215e-08,3.862236042095901e-08
2010,8.975207066441726e-08,3.7317963830219014e-08
2011,8.642176396733703e-08,3.709252638373073e-08
2012,9.974460368766813e-08,4.085103100237575e-08
2013,1.221636836135076e-07,4.267361219945087e-08
2014,1.3685612998415309e-07,6.864460999622679e-08
2015,1.2789639924903895e-07,5.1646207310795944e-08
2016,1.7295688792273722e-07,5.4890509915139774e-08
2017,1.7282249586969556e-07,4.7293493565803146e-08
2018,1.7889564674078429e-07,4.311049295324665e-08
2019,1.8392621825569222e-07,7.1172557625232e-08
