year,nos_DET oies_NOUN,nos_DET rois_NOUN
1846,3.5127007969038004e-09,3.898512389355346e-06
1847,2.3730184928183462e-08,2.9813739743644874e-06
1848,2.011305477722658e-08,2.90915207301623e-06
1849,2.011059585527164e-08,2.6931438981137035e-06
1850,5.431196825611551e-09,2.9647545574107426e-06
1851,1.2898877521649865e-08,3.1273329526015914e-06
1852,1.6276363812295358e-08,3.638092863411657e-06
1853,1.5527023222716707e-08,3.0964465622673742e-06
1854,8.832629738719788e-09,3.6743739286748678e-06
1855,9.021793090369101e-09,3.3009147841767117e-06
1856,8.28350277259915e-09,3.645776757821295e-06
1857,3.417056471111124e-09,3.244250876832666e-06
1858,9.29798454896158e-09,2.563796861920764e-06
1859,1.171199848215565e-08,3.252880389936763e-06
1860,1.830873536112776e-09,3.034672928947657e-06
1861,1.1789909493131745e-08,2.8192031606977253e-06
1862,3.162590467287174e-09,2.868921200160912e-06
1863,3.496234635136375e-09,2.9747962315695986e-06
1864,7.192092144059359e-09,2.485107472693926e-06
1865,1.0355057922240007e-08,2.6885494861517145e-06
1866,2.919367858567057e-09,3.1495111443291535e-06
1867,5.82337378318698e-09,2.5326823163140944e-06
1868,1.2843672791973404e-08,3.005913335130117e-06
1869,1.0255390092694938e-08,2.768467012970177e-06
1870,4.587239033071455e-09,3.130790531713501e-06
1871,0.0,2.5087219768238356e-06
1872,5.442605477412599e-09,2.531416313900081e-06
1873,1.1373408437265198e-08,1.9873534498060508e-06
1874,5.974609251779839e-09,2.4310685162731716e-06
1875,2.8607636259891933e-09,2.3795831651796107e-06
1876,1.209202959984168e-09,3.015752199075905e-06
1877,1.2988113695655557e-08,2.7207005430796016e-06
1878,4.831270938865373e-09,2.256807370315528e-06
1879,6.720257905712401e-09,3.0571063973638957e-06
1880,1.7328185109022343e-08,2.688435742470574e-06
1881,2.091752326904839e-09,2.111972548846097e-06
1882,3.9932310791357395e-09,2.338702344673038e-06
1883,6.319338829996468e-09,2.18649122274428e-06
1884,8.582206056928499e-09,1.921093840451249e-06
1885,3.86738152613475e-09,2.016194848408759e-06
1886,1.0970888419947755e-08,1.955399589803619e-06
1887,1.1752063988623718e-08,1.6687931463366112e-06
1888,8.87686035788704e-09,2.0955731727667626e-06
1889,8.14467782106476e-09,1.5556334531652283e-06
1890,9.176141124722648e-09,1.5311047008026435e-06
1891,7.649064048820264e-09,1.2072772506144247e-06
1892,7.522214851007902e-09,1.2894329906032453e-06
1893,6.158416665513755e-09,1.1867268945309206e-06
1894,3.150769645188234e-09,1.1790180245441206e-06
1895,1.083350631425617e-08,1.8549369897868928e-06
1896,2.9485144326102386e-09,1.1558177064330266e-06
1897,6.992056267307589e-09,1.0604618907450458e-06
1898,5.658354784721098e-09,1.4723039427622098e-06
1899,4.4220627160029835e-09,1.1176763621278951e-06
1900,4.671947717582725e-09,1.1072516237220498e-06
1901,3.912117296778206e-09,1.0808621198066248e-06
1902,6.8743973291596205e-09,8.465329450757508e-07
1903,2.214090244478939e-08,1.1794080805316298e-06
1904,3.7622376325430196e-09,9.749570004657926e-07
1905,1.9094808956232612e-08,9.268723495381437e-07
1906,8.745113411201544e-09,8.457039548659395e-07
1907,1.1314255032868203e-08,9.977116057768853e-07
1908,1.964555629285769e-09,8.590019291432327e-07
1909,5.500983391026892e-09,9.170139563252633e-07
1910,4.275320542035388e-09,8.438413843236958e-07
1911,2.128149656499545e-09,1.1130222539179613e-06
1912,1.0418842455450772e-09,1.0965831691578387e-06
1913,3.71209285532359e-09,1.130597400589295e-06
1914,6.696743715117748e-10,8.98033324148173e-07
1915,4.712304768617059e-09,1.0885423797901694e-06
1916,0.0,1.141597333997879e-06
1917,7.676497215669542e-09,1.2808783829143522e-06
1918,0.0,1.2106640028264337e-06
1919,5.524709134618888e-09,9.926060826614957e-07
1920,9.086678076641874e-09,8.109859983562728e-07
1921,4.543648568500203e-09,7.640901937833178e-07
1922,3.6889677978990676e-09,6.699165382428873e-07
1923,6.369568872344189e-09,1.0700875812119648e-06
1924,3.867487219366694e-09,9.733176540294153e-07
1925,5.499088961968823e-09,7.896691904818454e-07
1926,1.1146138456652466e-09,9.006079757511998e-07
1927,7.804457635707251e-09,8.618350832989563e-07
1928,9.14083297942625e-09,8.181045316746349e-07
1929,3.342121912552898e-09,7.998811888398905e-07
1930,4.201441416995522e-09,8.392379022836849e-07
1931,0.0,7.048510575202727e-07
1932,2.1919073223131136e-09,9.66631112930827e-07
1933,2.2941324395731044e-09,7.914756992022376e-07
1934,2.3963160344919743e-09,7.224893110446828e-07
1935,1.196828414151696e-09,6.869795114994304e-07
1936,0.0,5.771364026685433e-07
1937,5.036447148221157e-09,5.489727499252695e-07
1938,0.0,7.429068062947408e-07
1939,3.058810094103137e-09,6.071737939095101e-07
1940,0.0,5.046208002568164e-07
1941,5.9030051957620344e-09,5.224159700389919e-07
1942,3.034211770724937e-09,9.19366186735715e-07
1943,5.806470415592457e-09,9.464546568693777e-07
1944,0.0,6.876218421325575e-07
1945,4.357008087652048e-09,5.163054659362842e-07
1946,0.0,6.26449697449516e-07
1947,1.1920870957027319e-09,5.81738515137431e-07
1948,1.4133454406817236e-08,6.827545639964683e-07
1949,2.945102384188658e-09,4.2605816741314584e-07
1950,1.0635361480382244e-09,6.67900716067038e-07
1951,4.264560815592233e-09,6.023691998535696e-07
1952,2.1089607837865287e-09,4.4077279781618017e-07
1953,6.464296431474281e-09,4.7189364593691607e-07
1954,4.886268056836229e-09,4.397641362174909e-07
1955,1.8771215692936494e-09,4.908672899262001e-07
1956,3.488456634670456e-09,4.883839306302207e-07
1957,1.7670075402875796e-09,3.905086725097817e-07
1958,8.272243445794913e-10,4.574550604985461e-07
1959,3.8753740216890264e-09,4.4256770337369744e-07
1960,6.228750015768725e-09,4.2978374992230783e-07
1961,4.86371165564492e-09,5.593268070924751e-07
1962,2.5367825617905737e-09,4.090561942504678e-07
1963,2.5864212993553792e-09,4.338721879548757e-07
1964,1.2167936658258327e-09,5.907533369153839e-07
1965,1.6416130677043839e-09,7.272345570186189e-07
1966,1.6617224263271169e-09,7.228492329147684e-07
1967,1.9721342336964653e-09,1.0541057164914491e-06
1968,1.1228539820162808e-08,8.169885514774933e-07
1969,4.995933444718048e-09,1.0836634061206496e-06
1970,2.7592350626548523e-09,7.509717949716332e-07
1971,6.166076982339064e-09,6.592563988050415e-07
1972,4.104117490300041e-09,5.956100546100629e-07
1973,2.205281512956958e-09,8.754967728563656e-07
1974,2.2502286700643026e-09,6.655051407733481e-07
1975,2.2845920710778955e-09,5.997054319806239e-07
1976,3.4281161798155324e-09,4.970768419099159e-07
1977,7.052138428775834e-09,4.554506016773985e-07
1978,2.3762365408686037e-09,4.924750083290519e-07
1979,2.9259866751729646e-09,5.612042315306098e-07
1980,2.8425752862659692e-09,4.980192045422882e-07
1981,5.692994575756671e-09,3.5106799955997303e-07
1982,2.483000915987077e-09,4.1031591457851846e-07
1983,1.89459470334441e-09,3.258703120678774e-07
1984,1.739702604197646e-09,3.7345613446149173e-07
1985,2.4062232206745193e-09,3.380743596181901e-07
1986,2.3977942409381114e-09,3.3329338222642946e-07
1987,2.4443267410134695e-09,3.477054937306434e-07
1988,4.797243047249822e-09,4.82122933576079e-07
1989,5.488122178931576e-10,4.922845544541588e-07
1990,3.8140557934163155e-09,3.018552598987867e-07
1991,5.861465035561508e-09,3.933043233317335e-07
1992,1.65298330578878e-09,3.4492250300388605e-07
1993,2.2156829704300662e-09,4.553228585280067e-07
1994,1.5824779264761446e-09,3.629149514239316e-07
1995,3.795715575183323e-09,3.226358238350713e-07
1996,2.6690460952494277e-09,3.6565932681753566e-07
1997,1.438468344439059e-09,3.5578118584567164e-07
1998,5.2449422582867555e-09,3.7668220898012805e-07
1999,3.1991408688814005e-09,4.277708374189615e-07
2000,2.6508188977203417e-09,3.697892383414114e-07
2001,6.1336963841363e-09,3.4743010246529593e-07
2002,4.819343757400674e-09,3.6057453289828345e-07
2003,4.583615376141381e-09,3.2668674787572627e-07
2004,6.607187019724847e-09,3.21109280498888e-07
2005,5.854874363109275e-09,2.9769785214739386e-07
2006,1.2353669753828456e-09,3.3272549160301423e-07
2007,1.1983438685803094e-09,3.603020370945842e-07
2008,8.514879357157668e-10,3.763576774673538e-07
2009,5.245011536203492e-09,3.4950850391624044e-07
2010,2.3618964561933353e-09,2.853170943950545e-07
2011,5.353560705856353e-09,2.206431766182959e-07
2012,7.489356135259584e-09,3.485954742643571e-07
2013,9.761937924679387e-09,2.978785644813797e-07
2014,6.71287994635783e-09,3.057608566336967e-07
2015,5.098123256885856e-09,4.6791906349596957e-07
2016,4.55694829093467e-09,5.845321329189801e-07
2017,3.018733624182701e-09,2.8300626198074497e-07
2018,4.388493513030056e-09,2.707958532965904e-07
2019,6.377469385920875e-09,3.25250924859688e-07
