year,ils_PRON entrent_VERB,ils_PRON rentrent_VERB
1929,6.673103598586749e-07,3.4312451191453874e-07
1930,6.365183651269035e-07,3.5607216375410644e-07
1931,6.626512316643129e-07,2.8741498425688405e-07
1932,6.181178804354204e-07,2.882358103306615e-07
1933,5.127385946934737e-07,2.3858977726831654e-07
1934,6.685721700705471e-07,3.211063557273519e-07
1935,6.570587913756754e-07,2.992070946561398e-07
1936,6.207853857631562e-07,3.0311786503034455e-07
1937,6.232603340095011e-07,3.336646301477231e-07
1938,6.054755061768446e-07,2.463390700313539e-07
1939,6.194090360622795e-07,2.645870793571703e-07
1940,5.730869503395297e-07,2.586498553114325e-07
1941,6.670395862329315e-07,2.744897500406296e-07
1942,6.675265922240214e-07,2.882501206613597e-07
1943,7.722605346316413e-07,3.9774322857510924e-07
1944,7.036877747168546e-07,2.5384170143638585e-07
1945,7.123708201106638e-07,3.245970958687394e-07
1946,7.48955386598027e-07,2.9234318787985103e-07
1947,6.97370964530819e-07,2.527224616244439e-07
1948,8.458328863980569e-07,3.4246446034558176e-07
1949,7.176233083328043e-07,2.876383504712976e-07
1950,6.998067760832782e-07,2.786464747828177e-07
1951,6.823296985203342e-07,2.4201381876309824e-07
1952,6.685405793405153e-07,2.488573720427212e-07
1953,6.722868306496821e-07,2.553397138171931e-07
1954,6.352148318455875e-07,2.755855206260094e-07
1955,5.94108968243745e-07,2.2807027733051655e-07
1956,6.453644800785696e-07,2.424477330009722e-07
1957,5.79578468773434e-07,2.3854602204664843e-07
1958,6.543344568399334e-07,2.2748670147620942e-07
1959,5.952574326784088e-07,2.0694496782880378e-07
1960,6.124937499407679e-07,1.9862791234004362e-07
1961,6.100483886939401e-07,2.3554260053515463e-07
1962,6.925416329295331e-07,2.4543371779373047e-07
1963,6.724695396087554e-07,2.683412105852767e-07
1964,6.814044581915368e-07,2.2449842518312835e-07
1965,7.00421580290822e-07,2.560916314564565e-07
1966,6.923843614003999e-07,2.3651848835015699e-07
1967,7.982213361401591e-07,2.603217126306845e-07
1968,7.289567918178363e-07,2.5241756418381556e-07
1969,6.93072252033744e-07,2.7568470528649414e-07
1970,7.307374119136512e-07,2.3775408308779333e-07
1971,6.967667047774739e-07,2.502399638615316e-07
1972,6.797444598305447e-07,2.2264837440388874e-07
1973,6.274025849961617e-07,2.3872171794891983e-07
1974,6.773188232500615e-07,2.638393112874837e-07
1975,5.88853609428952e-07,2.221765775800577e-07
1976,6.267738967835612e-07,2.2054213388855715e-07
1977,6.188251262528865e-07,2.5035090800429316e-07
1978,7.360392402233629e-07,2.6079196402406524e-07
1979,6.624433979141031e-07,2.4636807438582764e-07
1980,6.74827390412247e-07,2.2456345050159143e-07
1981,6.743036067291541e-07,2.6630563354501646e-07
1982,7.045515104664446e-07,2.7499234533934214e-07
1983,6.290054841429082e-07,2.2229912843840793e-07
1984,6.483291485892551e-07,2.505171607936063e-07
1985,6.629145019587668e-07,2.255834274933477e-07
1986,6.324182066919093e-07,2.439755562022583e-07
1987,6.636347222865879e-07,2.2121157172705352e-07
1988,6.470281448400783e-07,2.42260774996339e-07
1989,6.475984122289447e-07,2.3379400460044053e-07
1990,7.00696517696997e-07,2.4355469463444024e-07
1991,6.904805900376232e-07,2.579044675599107e-07
1992,7.019668828434078e-07,2.396825706796335e-07
1993,6.569499930719758e-07,2.6034275180109034e-07
1994,6.904878944169468e-07,3.138581305961452e-07
1995,6.517785919868402e-07,3.4107216606571455e-07
1996,7.131691006634355e-07,3.0320363464397815e-07
1997,6.775185852347931e-07,2.4358063654972284e-07
1998,7.028222341887158e-07,2.565253467423645e-07
1999,6.928425051455633e-07,2.449627842793234e-07
2000,7.241153809900425e-07,2.999843360385057e-07
2001,7.285955092584118e-07,3.1719972781729666e-07
2002,7.399883230618798e-07,2.6988325174670535e-07
2003,7.442124143608453e-07,2.604326851951555e-07
2004,7.320763018014986e-07,3.074544352443809e-07
2005,7.079894430717104e-07,3.0175122844866564e-07
2006,7.531620553891116e-07,2.820754545496129e-07
2007,7.561549608681162e-07,2.7362185051060806e-07
2008,7.31428158928793e-07,3.0781288984371713e-07
2009,7.595730551201996e-07,2.9562792747128697e-07
2010,7.747020447368413e-07,3.2169030106388163e-07
2011,7.942389856907539e-07,3.334503517748999e-07
2012,7.925100362626836e-07,3.9455288458611903e-07
2013,8.372953459456767e-07,3.8043664574161085e-07
2014,8.354287501788349e-07,4.1814746509771794e-07
2015,8.496133716562326e-07,4.138346128002013e-07
2016,8.173507524134038e-07,4.119895322673983e-07
2017,8.361892014363548e-07,4.352007465513452e-07
2018,8.216808566885447e-07,4.101950565882362e-07
2019,8.137650979733735e-07,4.1019883667559043e-07
