year,longues_ADJ rames_NOUN
1879,1.221865097988939e-08
1880,1.7969970400599777e-08
1881,1.6036766581351003e-08
1882,8.652000893505374e-09
1883,1.7694148368718743e-08
1884,9.242375753615306e-09
1885,1.5469526104539e-08
1886,1.4197620856748472e-08
1887,3.003305337756501e-08
1888,1.775372027168487e-08
1889,2.0048437576747347e-08
1890,1.9007721618891082e-08
1891,1.0198752065093686e-08
1892,2.193979398157353e-08
1893,1.6627724974682678e-08
1894,9.452309157609307e-09
1895,7.22233739480771e-09
1896,1.7101383420481397e-08
1897,1.2818770045441852e-08
1898,1.5277558773618694e-08
1899,4.4220627160029835e-09
1900,8.824790675987515e-09
1901,1.2295225282343836e-08
1902,1.1293653123800595e-08
1903,1.674068350610014e-08
1904,1.9886112312406112e-08
1905,1.2901897328276846e-08
1906,1.2860461140462576e-08
1907,8.228549397415463e-09
1908,7.858222517143076e-09
1909,1.265226234892225e-08
1910,9.619471441624228e-09
1911,1.2236860413850081e-08
1912,8.856016364688912e-09
1913,1.484837142129436e-08
1914,2.8795998474606677e-08
1915,1.6493066468115103e-08
1916,3.2962386153911893e-09
1917,2.7416060532914344e-08
1918,1.4932290071101306e-08
1919,2.2098836538475553e-08
1920,1.3630017114962811e-08
1921,3.937828552125211e-08
1922,1.549366501762961e-08
1923,2.3355084977083607e-08
1924,3.2229060309418855e-08
1925,2.3096173862313663e-08
1926,2.452150482668003e-08
1927,1.6723836537835268e-08
1928,1.5996457491951332e-08
1929,1.7824650200282122e-08
1930,2.3107928015519974e-08
1931,2.0529641986399838e-08
1932,1.6439305028370654e-08
1933,1.261772819560747e-08
1934,7.188948103475923e-09
1935,1.9149254626427137e-08
1936,8.487299751891442e-09
1937,1.1332006444320086e-08
1938,9.075650453382877e-09
1939,7.647025235257843e-09
1940,1.7750480196809804e-08
1941,1.4757512545315876e-08
1942,1.2136847082899749e-08
1943,2.322588166236983e-08
1944,2.8918675454292497e-08
1945,1.742803235060819e-08
1946,1.1136883415474585e-08
1947,8.344609447874518e-09
1948,1.6307831529616124e-08
1949,1.9634017078828947e-08
1950,7.444753258312176e-09
1951,5.330700769690111e-09
1952,1.5817205323287453e-08
1953,1.1851209791302608e-08
1954,1.07497895029951e-08
1955,1.220129064449793e-08
1956,1.744228228517386e-08
1957,5.301022731885041e-09
1958,1.2408365002158916e-08
1959,2.015194411342236e-08
1960,1.038124963770315e-08
1961,1.876002997391879e-08
1962,1.3952304200870458e-08
1963,2.0044765847160306e-08
1964,1.0951143103454797e-08
1965,1.7510538796727815e-08
1966,4.985167390003653e-09
1967,1.1832804958089582e-08
1968,1.3025106326836067e-08
1969,1.4987801222332564e-08
1970,4.598724956395017e-09
1971,3.5968783507200897e-09
1972,9.234264020108185e-09
1973,9.923766697284009e-09
1974,9.00091468025721e-09
1975,2.8557400888473694e-09
1976,1.085570122683066e-08
1977,1.057820764316375e-08
1978,7.72276909088987e-09
1979,4.096381456264453e-09
1980,9.096241093686785e-09
1981,9.488323904349727e-09
1982,1.3656505259973528e-08
1983,6.946847541655643e-09
1984,5.799008384599347e-09
1985,4.812446441349039e-09
1986,1.019062523255343e-08
1987,7.944062296871834e-09
1988,8.395175221664886e-09
1989,6.585746614717891e-09
1990,6.538381391862913e-09
1991,5.8614650910726596e-09
1992,6.61193322315512e-09
1993,6.093128224193833e-09
1994,7.912389854425328e-09
1995,6.506940763983948e-09
1996,8.540947504798169e-09
1997,7.192341833217597e-09
1998,5.72175506974304e-09
1999,8.683382013430219e-09
2000,4.418031274155965e-09
2001,9.20054432640427e-09
2002,7.009954394732176e-09
2003,7.500461585152607e-09
2004,7.047666006343434e-09
2005,7.205999352777326e-09
2006,7.000412693969338e-09
2007,7.589511241690161e-09
2008,4.6831836186811415e-09
2009,7.1522885392028e-09
2010,1.0864724231396394e-08
2011,1.2619107536693264e-08
2012,1.2595735121578855e-08
2013,1.8687137171014e-08
2014,1.9489005964601347e-08
2015,1.9727520950141297e-08
2016,2.0299133041135065e-08
2017,1.5345229087415646e-08
2018,2.4265787601507327e-08
2019,1.607122257496485e-08
