year,vos_DET aigles_NOUN,vos_DET règles_NOUN
1854,2.390005615637847e-08,2.073070066166416e-07
1855,7.429711956774554e-09,1.294892655323565e-07
1856,1.2425254380943329e-08,1.1959307161246713e-07
1857,1.2691923956253959e-08,6.834112675768722e-08
1858,1.4681027726837215e-08,3.5723833446965614e-08
1859,7.638260246523032e-09,6.263373153458929e-08
1860,1.2358396167533314e-08,1.1763362905981012e-07
1861,9.903524222920623e-09,1.0280801127082739e-07
1862,1.0391368709949944e-08,6.325180834654276e-08
1863,1.6482248454963155e-08,9.739510353767855e-08
1864,8.151037289572116e-09,1.0308665121527838e-07
1865,5.648213119435752e-09,8.660593531217842e-08
1866,4.865612801552288e-09,9.293321012737721e-08
1867,2.038180824115443e-08,6.066014357486438e-08
1868,9.385760946223343e-09,4.3470890442876e-08
1869,1.3673853160867111e-08,3.66263921414145e-08
1870,7.454262984651905e-09,5.045962936378601e-08
1871,3.18635318130589e-09,3.823623817567068e-08
1872,1.8142017887967654e-09,3.1446164450166236e-08
1873,3.591602570907071e-09,3.7113229267582426e-08
1874,1.4339061937818087e-08,4.6601949632574247e-08
1875,2.2886108563824337e-09,1.0756470736339452e-07
1876,9.673623679873344e-09,5.441413408746598e-08
1877,1.2369631985365004e-09,5.9374233307707414e-08
1878,3.6234530931267273e-09,4.7104892875182713e-08
1879,1.221865053580018e-09,4.765273842188833e-08
1880,1.9253538763308597e-09,2.759673867203105e-08
1881,0.0,4.2532294630692746e-08
1882,2.6621540527571597e-09,6.122954543386072e-08
1883,7.58320695126713e-09,2.5277355875097385e-08
1884,5.281357573494461e-09,3.036780693577157e-08
1885,1.933690763067375e-09,4.2541195732770376e-08
1886,2.5813854942491332e-09,4.646493934057361e-08
1887,1.3057849246322917e-09,5.5495858408693977e-08
1888,6.974676169946292e-09,7.418519087920572e-08
1889,1.127724646998729e-08,4.51089832154139e-08
1890,5.898947996740844e-09,3.211649463041866e-08
1891,5.736798147637501e-09,3.123367864343862e-08
1892,3.761107425503951e-09,4.074532999887026e-08
1893,4.310891643655168e-09,3.5718816904228845e-08
1894,5.041231432301174e-09,2.835692614056029e-08
1895,9.027921299420427e-09,4.152844002014433e-08
1896,5.307326078618502e-09,4.5996824793448354e-08
1897,2.330685422435863e-09,3.321226738073335e-08
1898,6.7900258748920805e-09,5.941272651632801e-08
1899,6.633094074004475e-09,4.643165674167449e-08
1900,5.710158568206225e-09,6.488816362004712e-08
1901,6.147612696683069e-09,1.788396469803999e-08
1902,1.9641135939885146e-09,1.9150106611576234e-08
1903,1.6200660812870638e-09,2.8081145631020377e-08
1904,1.6123875568041512e-09,3.923476388223435e-08
1905,6.708986699521802e-09,3.45770846399418e-08
1906,1.5432553013283723e-09,1.8004646384905953e-08
1907,4.114274698707732e-09,3.239991386294605e-08
1908,1.964555629285769e-09,4.2237946473733246e-08
1909,0.0,3.6306491590920587e-08
1910,3.206490406526541e-09,3.099607459589038e-08
1911,5.3203743632934675e-09,2.873002002967695e-08
1912,3.125652625612929e-09,4.740573222861144e-08
1913,5.302989825040072e-09,4.560571220668663e-08
1914,4.018046340092951e-09,3.549274146807946e-08
1915,4.712304768617059e-09,2.8273829055791566e-08
1916,1.0987462051303964e-09,2.3073669419559906e-08
1917,1.0966424435210342e-09,6.57985488317081e-09
1918,2.2972752589112133e-08,2.1824114959656526e-08
1919,9.207848705727883e-09,7.366278698128781e-09
1920,2.2716695191604686e-09,2.953170286090767e-08
1921,1.5145494858259667e-09,3.3320087633459394e-08
1922,1.4755870969551665e-09,4.352981797239863e-08
1923,1.0615948120573648e-09,5.541524785712681e-07
1924,5.156649662829693e-09,2.9650736532715882e-08
1925,5.499089184013428e-09,3.4094351120117494e-08
1926,3.343841648018042e-09,2.7865346474698072e-08
1927,1.1149224876660924e-09,2.0068604000833545e-08
1928,1.1426041224282812e-09,1.599645738092903e-08
1929,4.4561625500705304e-09,4.233354333749162e-08
1930,3.1510811737689437e-09,2.941009025203556e-08
1931,7.983749661377715e-09,4.676196230235519e-08
1932,5.4797681947604815e-09,1.753525913361642e-08
1933,2.2941324395731044e-09,2.5235457723482568e-08
1934,5.990790086229936e-09,1.7972370258689807e-08
1935,2.393656828303392e-09,3.590485420090772e-08
1936,3.6374143697059935e-09,3.6374142364792306e-08
1937,5.036447148221157e-09,4.280980281379243e-08
1938,3.8895642262559704e-09,7.779128452511941e-09
1939,4.588215141154706e-09,5.352917575862648e-08
1940,2.5357829169792012e-09,3.0429395447839624e-08
1941,0.0,3.541802984230458e-08
1942,0.0,5.158159899210091e-08
1943,2.9032352077962287e-09,2.3225881440325225e-08
1944,0.0,1.2852744646352221e-08
1945,2.178504043826024e-09,1.5249527862692958e-08
1946,4.1763312808029696e-09,2.7842208538686464e-08
1947,2.3841741914054637e-09,2.8610090296865565e-08
1948,1.0871887834440486e-09,2.8266908147500658e-08
1949,2.9451024952109606e-09,2.159741874230292e-08
1950,0.0,2.8715475330898244e-08
1951,2.1322803522849654e-09,2.3455084541268434e-08
1952,1.0544803918932644e-09,4.956057786387191e-08
1953,0.0,1.1851210013347213e-08
1954,0.0,3.029486128625081e-08
1955,1.8771215692936494e-09,3.191106578981362e-08
1956,0.0,2.4419195776559377e-08
1957,1.7670075402875796e-09,2.0320586768818316e-08
1958,8.272243445794913e-10,2.150783312560023e-08
1959,1.5501495642666896e-09,2.0151945223645384e-08
1960,4.152500121534786e-09,1.6610000264094538e-08
1961,6.25334317660986e-09,2.640300600376122e-08
1962,3.805173953708163e-09,3.741754356356708e-08
1963,3.879631726988464e-09,1.745834288247039e-08
1964,3.041984220075733e-09,3.407022192147835e-08
1965,1.6416130121932326e-09,3.447387197930141e-08
1966,1.6617224263271169e-09,2.326411452369115e-08
1967,4.930335695263466e-09,2.2679543354442444e-08
1968,4.49141579483836e-09,2.7397636992443353e-08
1969,9.537691525451919e-09,3.133812942479608e-08
1970,3.219107425067591e-09,3.862928998898951e-08
1971,0.0,5.7036213196859364e-08
1972,1.0260293725750103e-09,1.846852804021637e-08
1973,0.0,2.150149419621883e-08
1974,1.6876715580593782e-09,1.350137174283006e-08
1975,5.711480177694739e-10,2.227477313709869e-08
1976,5.713526873840635e-10,1.7140580288455e-08
1977,0.0,1.9981058252405148e-08
1978,0.0,2.0792069510555677e-08
1979,1.7555920051037788e-09,1.8726314832129276e-08
1980,5.685150683554241e-10,2.444614760621633e-08
1981,1.897664858585557e-09,1.7711539512799135e-08
1982,0.0,2.7313009187679427e-08
1983,6.315316047889041e-10,2.3366669932300965e-08
1984,1.1598016991243298e-09,2.203623150620615e-08
1985,0.0,1.2031116214394899e-08
1986,5.994485463567401e-10,3.836470718887597e-08
1987,6.110816852533674e-10,5.927492319202088e-08
1988,1.7989661427186832e-09,2.4585870672666488e-08
1989,1.0976244357863152e-09,2.5794174018933802e-08
1990,1.089730194969718e-09,2.9422715541738143e-08
1991,5.861465202094962e-10,1.934283455629071e-08
1992,1.1019888335184191e-09,2.3141766058998314e-08
1993,1.1078414852150331e-09,2.7696037463442735e-08
1994,2.637463358823311e-09,3.3759530282395644e-08
1995,1.0844901643380922e-09,2.1689802898183785e-08
1996,2.6690460952494277e-09,2.2419986756005983e-08
1997,4.79489448146353e-10,3.164630324459239e-08
1998,1.9072516899143466e-09,2.050295488942311e-08
1999,9.140402323914998e-10,2.9249287103461086e-08
2000,3.092622158362701e-09,2.2090157703047453e-08
2001,3.5049694258049158e-09,3.4173452678754046e-08
2002,3.066854992184176e-09,2.5849207385686412e-08
2003,8.333845835650777e-10,4.5419459360207526e-08
2004,2.6428747523787877e-09,5.726228646807385e-08
2005,3.602999676388663e-09,6.080061953905869e-08
2006,2.4707338397433887e-09,4.2002477829150564e-08
2007,3.994479469415779e-10,6.990339365686715e-08
2008,1.2772318758180745e-09,5.4069483002017193e-08
2009,4.76819250749827e-10,8.58274669113257e-08
2010,4.723792912386671e-09,9.636537745549845e-08
2011,3.823971805871906e-09,1.131895721595555e-07
2012,3.4042526853017563e-09,1.2119139514155108e-07
2013,2.2313000891394097e-09,1.3555147376775878e-07
2014,2.815078753437561e-09,1.2213111140468857e-07
2015,5.319780976842381e-09,1.2833971840819913e-07
2016,8.69962796246071e-09,1.394011874822354e-07
2017,1.2578056374223934e-09,1.617538045728395e-07
2018,5.162933414126769e-10,1.6650459938594153e-07
2019,3.826481520530223e-09,1.6173263039931385e-07
