year,avez_VERB emporté_VERB,avez_VERB remporté_VERB
1956,2.1802854632824165e-08,1.4825940475304833e-08
1957,1.236905244894615e-08,9.718541527092839e-09
1958,1.4890038535497752e-08,9.926692356998501e-09
1959,1.5501495198577686e-08,7.750747599288843e-09
1960,2.353083417006019e-08,1.5225833038812198e-08
1961,9.03260666262895e-09,1.737039845295385e-08
1962,1.585489073363533e-08,2.2831043722248978e-08
1963,1.4871922360271128e-08,1.1638896069143811e-08
1964,2.3727476872181796e-08,2.1293889318485526e-08
1965,2.681301225493371e-08,2.73602163147757e-09
1966,1.163205709531212e-08,1.0524241922382771e-08
1967,1.5777073869571723e-08,1.5777073869571723e-08
1968,1.392338955241712e-08,1.4821671889819754e-08
1969,1.4987801222332564e-08,1.589615195030092e-08
1970,2.207388050123882e-08,1.0577067222072856e-08
1971,1.3873672877195986e-08,1.3873672877195986e-08
1972,2.0007572487656944e-08,1.6416469961200164e-08
1973,9.923766697284009e-09,1.4885650045926013e-08
1974,1.1251143128276908e-08,1.012602890426706e-08
1975,1.3707552426467373e-08,1.028066431985053e-08
1976,1.3712464053128315e-08,7.998937512354587e-09
1977,8.22749424145286e-09,8.22749424145286e-09
1978,1.544553818177974e-08,1.1881182260253809e-08
1979,1.6970723493159312e-08,1.404473604083023e-08
1980,1.591842213599648e-08,5.116635559687666e-09
1981,1.2651098835192442e-08,1.0120879245789638e-08
1982,9.311253101884631e-09,1.0552754226011984e-08
1983,8.209910973278056e-09,8.841442245000053e-09
1984,1.2177918229383522e-08,1.5077421977593986e-08
1985,6.015557829641693e-09,1.6242006850575308e-08
1986,1.6784559520033326e-08,7.1933827783254856e-09
1987,1.711028652096047e-08,9.166225112267057e-09
1988,1.199310784016916e-08,9.594486094499644e-09
1989,1.8659616074501173e-08,7.683371272548811e-09
1990,8.172976073694826e-09,1.689081763345257e-08
1991,1.1136783939491579e-08,7.6199047072123e-09
1992,8.815910668147353e-09,9.91789939064347e-09
1993,1.1078414630105726e-08,6.647049133334804e-09
1994,1.1077346151466827e-08,1.5297286992677073e-08
1995,2.0063067651676647e-08,4.337960657352369e-09
1996,1.1743802375008272e-08,1.1743802375008272e-08
1997,1.006927874414032e-08,1.4864173003559245e-08
1998,1.0489884516573511e-08,8.10582001520288e-09
1999,1.690974471557638e-08,1.1882523409667556e-08
2000,2.385736941334926e-08,1.2812291672048559e-08
2001,1.2267393323384113e-08,8.324302136486494e-09
2002,9.63868718173444e-09,1.4896152755738967e-08
2003,1.1667384391955693e-08,6.250384210204629e-09
2004,1.9381081628466745e-08,1.1452457648886138e-08
2005,1.170974872621855e-08,1.3511249008502091e-08
2006,1.93540827808647e-08,1.070651389767363e-08
2007,1.3181781888249589e-08,1.2782334302130494e-08
2008,1.6178271167177627e-08,1.2346575317678798e-08
2009,1.4781396551200032e-08,2.0026408975581944e-08
2010,2.8342757474320024e-08,1.8895171649546683e-08
2011,3.288615957330876e-08,2.982698177333987e-08
2012,3.846805540774767e-08,3.302125151094515e-08
2013,4.016339971713023e-08,3.2632762270168314e-08
2014,3.39974910446017e-08,3.2481676015549965e-08
2015,4.122830077335493e-08,3.879006982288047e-08
2016,4.3083872469651396e-08,3.7491254545329866e-08
2017,5.3079400430533497e-08,2.4149869659595424e-08
2018,3.020316086121966e-08,3.717311969353432e-08
2019,3.188734609693711e-08,3.5203630233127114e-08
