year,devons_VERB établir_VERB,devons_VERB rétablir_VERB
1844,6.641159444598088e-08,6.586273748609983e-09
1845,4.798996044996784e-08,7.254296274794569e-09
1846,4.390875929516369e-08,7.610851504580296e-09
1847,2.6426796750911308e-08,5.393223645455691e-10
1848,4.34441957963827e-08,1.528592186161859e-08
1849,4.776266493422554e-08,2.3462362719328667e-08
1850,2.1724787302446202e-08,8.146795238417326e-09
1851,3.353708066811123e-08,9.674158363282004e-09
1852,5.338647213193326e-08,1.9531636308300904e-09
1853,4.001194398028929e-08,0.0
1854,3.688921879074769e-08,2.0782657816909023e-09
1855,2.9718847827098216e-08,2.1227748447927297e-09
1856,2.329735160344626e-08,0.0
1857,3.270611159678083e-08,2.4407544874094356e-09
1858,3.8170671956549995e-08,1.468102750479261e-09
1859,1.6804172275897145e-08,1.018434669930457e-09
1860,2.4716793944890014e-08,3.661747127736703e-09
1861,4.2443673464731546e-08,2.357981809808507e-09
1862,4.337266901188741e-08,4.517986262886353e-10
1863,3.795911851511846e-08,1.9978483312144135e-09
1864,6.520829742839851e-08,1.3904711160250827e-08
1865,5.318734253023649e-08,2.3534221238463715e-09
1866,2.77339928800302e-08,4.379051787850585e-09
1867,2.4749338578544666e-08,2.426405742994575e-09
1868,4.1494942593089945e-08,7.409810987013543e-09
1869,3.320792885119772e-08,8.30198221279943e-09
1870,3.612450782952692e-08,3.4404292748035914e-09
1871,5.3105885911008954e-08,1.274541272522356e-08
1872,3.809823923006661e-08,4.23313739617015e-09
1873,6.764184945495799e-08,5.986004469882289e-10
1874,3.2262889249068394e-08,2.3898436563030145e-09
1875,5.549881265665135e-08,2.8607636259891933e-09
1876,3.083467703390852e-08,3.02300739996042e-09
1877,3.7727378554563984e-08,1.608052180301911e-08
1878,2.4156355138416075e-08,3.6234530931267273e-09
1879,3.787781821529279e-08,7.331190321480108e-09
1880,4.1074216028391675e-08,8.984985200299889e-09
1881,3.9046042843438045e-08,6.972507571312292e-10
1882,4.19289278852375e-08,3.9932310791357395e-09
1883,5.750598575104959e-08,4.423537092179686e-09
1884,5.149323811792783e-08,2.6406787867472303e-09
1885,6.703461252755005e-08,3.2228177904158883e-09
1886,7.292414494486366e-08,3.2267319927115068e-09
1887,3.1991731930247624e-08,1.9586774424595887e-09
1888,5.2627100899371726e-08,4.4384300679212174e-09
1889,3.5084767091575486e-08,7.51816386923565e-09
1890,3.604912635069013e-08,1.0487018364813139e-08
1891,4.079500826037474e-08,7.649063604731055e-09
1892,4.764069316820496e-08,3.1342561879199593e-09
1893,3.0176241949675386e-08,3.695050043717174e-09
1894,2.520615716150587e-08,5.041231432301174e-09
1895,4.213030280197927e-08,4.213029924926559e-09
1896,4.0689499769541726e-08,4.1279202278587945e-09
1897,2.6220211779559577e-08,1.1653427112179315e-09
1898,2.998928039232851e-08,5.6583548957434e-10
1899,3.979856444402685e-08,6.080336234504102e-09
1900,4.152842336679896e-08,4.15284251431558e-09
1901,3.409130755471779e-08,3.912117296778206e-09
1902,1.816805017540446e-08,5.4013122863239005e-09
1903,3.294134387488157e-08,1.6200660812870638e-09
1904,3.0097901060344157e-08,3.7622376325430196e-09
1905,3.8705692873008957e-08,0.0
1906,2.3148830408104004e-08,1.4403716441790948e-08
1907,2.4171363577352167e-08,6.685696440911215e-09
1908,3.241516921548282e-08,0.0
1909,1.925344328412848e-08,6.0510818578052294e-09
1910,3.313373397872965e-08,1.068830135508847e-09
1911,3.2454281040372734e-08,1.5961122423746588e-09
1912,3.334029585744247e-08,6.772247651554153e-09
1913,4.719660751106858e-08,6.363587878865928e-09
1914,3.750176347239176e-08,4.018046340092951e-09
1915,3.2986132936230206e-08,5.890381071793627e-09
1916,4.724608615447323e-08,2.307367097387214e-08
1917,6.908847183240141e-08,6.57985488317081e-09
1918,5.513460621386912e-08,1.1486376294556067e-08
1919,4.6960025201769895e-08,8.287063479883727e-09
1920,5.83061847692079e-08,4.543339038320937e-09
1921,3.1048266180278006e-08,1.2873671018098776e-08
1922,2.1396012073182646e-08,5.902348387820666e-09
1923,3.290944050604594e-08,4.246379248229459e-09
1924,2.5783249313349188e-08,2.578324886925998e-09
1925,3.189471442510694e-08,3.299453377181294e-09
1926,2.6750733184144337e-08,4.458455382660986e-09
1927,4.1252132376712325e-08,2.2298449753321847e-09
1928,4.4561559775502246e-08,3.4278122562625413e-09
1929,2.2280811862174232e-08,0.0
1930,3.2561171536826805e-08,1.0503603542488804e-09
1931,4.219981875053236e-08,0.0
1932,4.164623845781534e-08,1.0959536611565568e-09
1933,2.982372038218273e-08,1.0323596200123575e-08
1934,5.152079296522061e-08,8.38710612072191e-09
1935,1.555876849579363e-08,3.590485242455088e-09
1936,4.243650053581405e-08,2.424942913137329e-09
1937,4.280980192561401e-08,0.0
1938,2.9819993585533666e-08,1.2965214457594243e-09
1939,3.6705721129237645e-08,3.058810094103137e-09
1940,2.2822046474857416e-08,0.0
1941,2.9515025090631752e-08,8.854508237732261e-09
1942,3.6410540360520827e-08,2.4273694165799498e-08
1943,2.9032351633873077e-08,0.0
1944,5.462416652335378e-08,9.639558484764166e-09
1945,4.1391576388605245e-08,6.535512131478072e-09
1946,3.6194869323935563e-08,4.1763312808029696e-09
1947,4.887557025767819e-08,1.1920871401116528e-08
1948,5.218506160531433e-08,1.0871887834440486e-09
1949,6.773736060949886e-08,5.890204768377316e-09
1950,5.636741562398129e-08,8.508289184305795e-09
1951,3.6248767543156646e-08,1.1727541604500402e-08
1952,4.8506098693223976e-08,2.1089607837865287e-09
1953,3.44762476345295e-08,1.1851209791302608e-08
1954,2.443134050622575e-08,1.9545072227344917e-09
1955,2.627970197011109e-08,4.6928039232341234e-09
1956,4.7094165012140365e-08,3.488456634670456e-09
1957,2.8272120644601273e-08,0.0
1958,4.053399393910695e-08,1.6544486891589827e-09
1959,4.727956337546857e-08,7.750747821333448e-10
1960,5.1214165353030694e-08,2.7683333403416555e-09
1961,5.072156383789661e-08,5.55852741612739e-09
1962,3.9320131151043825e-08,1.0147130247162295e-08
1963,4.008953169432061e-08,2.5864212993553792e-09
1964,3.8937397306426647e-08,2.4335873316516654e-09
1965,2.3529786119524942e-08,2.73602163147757e-09
1966,2.99110034518435e-08,2.769537488234164e-09
1967,3.106111279294055e-08,1.9721342336964653e-09
1968,3.638046663922978e-08,8.084548142051062e-09
1969,5.8588675244664046e-08,4.995933444718048e-09
1970,4.7826741678136386e-08,3.219107425067591e-09
1971,3.3913423180820246e-08,1.541519245584766e-09
1972,4.514529194921124e-08,6.669190977248718e-09
1973,2.9771300091852027e-08,4.410563025913916e-09
1974,5.6818272753389465e-08,4.500457340128605e-09
1975,3.5982324675387645e-08,3.4268881066168433e-09
1976,3.9994688449951354e-08,3.9994687561772935e-09
1977,4.172515133404886e-08,4.11374712072643e-09
1978,3.2079192635592335e-08,2.970295565063452e-09
1979,4.330460257051527e-08,4.096381456264453e-09
1980,3.865902442612423e-08,5.6851505725319385e-09
1981,3.479052068655619e-08,1.8976649140967083e-09
1982,3.227901146374279e-08,6.828252629986764e-09
1983,3.789189761960188e-08,3.78918940668882e-09
1984,4.697196942515802e-08,0.0
1985,3.368712597762169e-08,6.617113967877231e-09
1986,3.8364706966831363e-08,4.7955883708539204e-09
1987,2.199894133525504e-08,1.2221633483022742e-08
1988,2.6984492862425213e-08,5.396898483667201e-09
1989,4.445378820605583e-08,7.134558721588746e-09
1990,4.0320017546946474e-08,3.814055737905164e-09
1991,4.1616402768340777e-08,8.7921980806982e-09
1992,2.8651710337612712e-08,4.4079553340736766e-09
1993,2.9357799746776436e-08,6.093128224193833e-09
1994,4.6946848186735224e-08,1.7407257857371405e-08
1995,2.76544991351102e-08,4.880205572987961e-09
1996,3.4163790019192675e-08,4.804283193493575e-09
1997,4.7469455921600456e-08,7.671831170341648e-09
1998,2.9085589048349902e-08,3.814503379828693e-09
1999,2.102292562256025e-08,3.1991407301035224e-09
2000,3.49024489310068e-08,3.5344251969604557e-09
2001,3.855466346180947e-08,4.381211837767296e-09
2002,3.1106672793157486e-08,3.9430991805033955e-09
2003,3.083523125724241e-08,2.5001538617175356e-09
2004,3.4357370282123156e-08,6.607186797680242e-09
2005,3.693074646093919e-08,6.7556245042510454e-09
2006,3.953174143589422e-08,5.7650457740976435e-09
2007,3.2754730483475214e-08,2.7961355453243186e-09
2008,2.8950589481269162e-08,6.3861596011349775e-09
2009,4.672828524121542e-08,4.76819250749827e-09
2010,3.117703428756613e-08,4.2514138876015295e-09
2011,3.823971894689748e-08,9.177532511728259e-09
2012,3.710635354536862e-08,5.446804340891731e-09
2013,2.7891250198308626e-08,8.646287241731443e-09
2014,3.18320445558129e-08,5.846701789380404e-09
2015,2.9702110992957387e-08,6.64972610309178e-09
2016,4.059826608227013e-08,8.078226088059637e-09
2017,3.647636503956164e-08,6.037467414898856e-09
2018,3.665682868358999e-08,8.776987137082415e-09
2019,4.1581099452514536e-08,1.0969247732361964e-08
