year,avez_VERB appelé_VERB,avez_VERB rappelé_VERB
1843,1.0159887153804448e-07,4.0757687003178944e-08
1844,1.1416207712500182e-07,4.39084892889241e-08
1845,8.593551115154696e-08,2.6785095030845696e-08
1846,8.723206690319785e-08,2.4588905134237393e-08
1847,1.2620142797459266e-07,5.015698079091635e-08
1848,1.4481399546184548e-07,4.98803736093123e-08
1849,2.1116125026310328e-07,5.111443002192573e-08
1850,8.62202469420481e-08,2.5119284430275002e-08
1851,1.1608990035938405e-07,4.70809027319774e-08
1852,9.961134850300368e-08,1.3672145193766028e-08
1853,1.1824425172335395e-07,2.9262466227919504e-08
1854,9.715892446138241e-08,3.636965217879151e-08
1855,6.102978034050466e-08,3.078023524949458e-08
1856,1.1441588299021532e-07,2.7439103433835044e-08
1857,8.445010735158576e-08,3.221796163188628e-08
1858,1.1353328233099091e-07,2.7404585267731818e-08
1859,1.1864764104529968e-07,2.7497735644033128e-08
1860,1.0481750933877265e-07,2.654766717569146e-08
1861,1.2638783175589197e-07,4.904602235455968e-08
1862,1.1294965673869228e-07,5.2860439581081664e-08
1863,8.690640385111692e-08,2.1476870060155306e-08
1864,1.0740190248270665e-07,2.5412058235474433e-08
1865,1.1296426549733951e-07,4.753912818955541e-08
1866,1.187209548447754e-07,3.454585240092456e-08
1867,1.2423197404132225e-07,2.523461972714358e-08
1868,1.3238862095477089e-07,7.360412013213136e-08
1869,1.562726197334996e-07,3.857980246380066e-08
1870,1.3016290267842123e-07,3.669791226457164e-08
1871,1.338268305062229e-07,3.717412155879174e-08
1872,1.294130669293736e-07,5.32165849165267e-08
1873,1.292977032107956e-07,5.028243776905583e-08
1874,1.1112773279364774e-07,3.584765551067903e-08
1875,1.3045081459495123e-07,4.005068987567029e-08
1876,1.0822366647289527e-07,3.264847947548333e-08
1877,9.21537548492779e-08,5.133397351642088e-08
1878,8.394333406158694e-08,2.717589886458427e-08
1879,1.0508039594014917e-07,3.176849006081284e-08
1880,9.819304835900766e-08,6.225310755780811e-08
1881,1.289913882374094e-07,8.157833519817359e-08
1882,8.186123778841647e-08,5.723631346654656e-08
1883,1.0553296192483685e-07,6.256145468341856e-08
1884,9.968562153517269e-08,3.895001299270007e-08
1885,1.0635299219075023e-07,5.8655285073427876e-08
1886,8.841245602297931e-08,2.6459201052375647e-08
1887,9.989254579068074e-08,3.0685946228459215e-08
1888,1.0208389511490168e-07,3.9311810695608074e-08
1889,1.0462778021746999e-07,6.390439466485986e-08
1890,1.0618106216497836e-07,3.604912635069013e-08
1891,1.3832057277340937e-07,4.206985337873448e-08
1892,1.2286284345464082e-07,4.576013878931917e-08
1893,1.1146733669420428e-07,5.234653954744317e-08
1894,7.498831422481089e-08,3.213785149114301e-08
1895,9.268666190109798e-08,9.38903852443218e-08
1896,9.199365536005644e-08,4.3048309805726603e-08
1897,8.215666014166345e-08,4.0204323425996336e-08
1898,1.2391797099553514e-07,3.621347133275776e-08
1899,9.341607665191987e-08,4.366786754417262e-08
1900,7.890400866017444e-08,6.073532432537831e-08
1901,9.444968895877537e-08,4.470991044058792e-08
1902,8.740305190713116e-08,6.13785502423525e-08
1903,8.532347806067264e-08,3.6181475593366486e-08
1904,1.311408510673573e-07,3.9772224624812225e-08
1905,9.289366431630697e-08,5.522012003211785e-08
1906,7.922044176211784e-08,4.3211148437194424e-08
1907,1.0799971050801105e-07,4.6285588695127444e-08
1908,7.268855739539504e-08,6.286578013714461e-08
1909,7.866406548373561e-08,3.5206294768386215e-08
1910,6.306098043751263e-08,5.1303846504424655e-08
1911,7.980560923215307e-08,5.054355511902031e-08
1912,8.543450746856251e-08,6.407588415413557e-08
1913,8.909022852776616e-08,5.992378504515727e-08
1914,8.370929549528228e-08,5.424362470307642e-08
1915,5.0657277483878715e-08,6.125996065975414e-08
1916,1.0218339951961752e-07,4.9443578120644815e-08
1917,8.005489604556715e-08,5.702540661900457e-08
1918,6.202643021424592e-08,7.581008532042688e-08
1919,7.550436009751138e-08,4.603924352863942e-08
1920,7.345065000663453e-08,3.9375606775138294e-08
1921,9.844571735584395e-08,4.998013380941302e-08
1922,8.189508093892073e-08,4.205423209668879e-08
1923,8.811237250938575e-08,6.581888101209188e-08
1924,7.60605871619191e-08,6.445812061883771e-08
1925,8.248633776020142e-08,6.598907020816114e-08
1926,8.582526334066642e-08,4.681378129589575e-08
1927,9.142364376657497e-08,4.6826745148109694e-08
1928,8.226749770301467e-08,5.0274582719112004e-08
1929,7.909688548579652e-08,4.790374674712439e-08
1930,8.928063266466779e-08,5.7769820926978355e-08
1931,7.86969636124013e-08,5.47457119637329e-08
1932,7.562080384104775e-08,5.8085543486186e-08
1933,5.1617981000617874e-08,4.01473165823063e-08
1934,4.672816089623666e-08,4.553000465534751e-08
1935,5.505410882733486e-08,4.906996409204112e-08
1936,7.032334536916096e-08,5.092380206406233e-08
1937,8.058315614789535e-08,6.925115059175369e-08
1938,6.741911562357927e-08,5.8343463393839556e-08
1939,7.188203454688846e-08,3.364691281149135e-08
1940,3.803674530900025e-08,1.7750480196809804e-08
1941,8.854507882460894e-08,5.60785480274717e-08
1942,3.944475324146879e-08,2.730790527039062e-08
1943,6.096794180621146e-08,3.4838823381733164e-08
1944,9.318240046241044e-08,5.1410978585408884e-08
1945,1.1546071476686848e-07,8.496165548876888e-08
1946,7.517396483081029e-08,4.1763314584386535e-08
1947,8.940653373201712e-08,7.033313664805974e-08
1948,8.371353743541476e-08,5.435943961629164e-08
1949,6.577395339490977e-08,6.381055328574803e-08
1950,8.508288829034427e-08,7.019338710279044e-08
1951,1.0554787621686046e-07,5.117473023119601e-08
1952,8.963083075741451e-08,6.643226413416414e-08
1953,6.033343424860504e-08,3.232148060305917e-08
1954,8.013479657620337e-08,4.0067398288101685e-08
1955,6.382213513234092e-08,4.880516257799172e-08
1956,8.546718532898012e-08,4.0117249966442614e-08
1957,6.626278548083064e-08,3.6223653410161205e-08
1958,8.934022588391599e-08,5.9560154141991006e-08
1959,5.2705086517335076e-08,7.285702707804376e-08
1960,7.33608302994071e-08,5.882708364879363e-08
1961,7.08712235564235e-08,5.558527504945232e-08
1962,5.580921680348183e-08,4.50278889729816e-08
1963,5.819448034571906e-08,5.496145405459174e-08
1964,6.996563683969725e-08,7.544120705915702e-08
1965,7.441978766564716e-08,6.949495201524769e-08
1966,6.092982118843793e-08,5.317511764246774e-08
1967,6.951773201535616e-08,7.987143391119389e-08
1968,7.77014932396014e-08,9.117574251149563e-08
1969,9.038097914526588e-08,1.00827023175043e-07
1970,8.32369195791216e-08,1.1680761247134797e-07
1971,8.940811824231787e-08,1.2075234678832203e-07
1972,5.950970205503836e-08,9.131661471428743e-08
1973,7.387693301552645e-08,1.080587921364895e-07
1974,7.932055723358644e-08,1.1813700240281833e-07
1975,6.339742952832239e-08,1.2679485905664478e-07
1976,7.88466678613986e-08,1.536938754043149e-07
1977,7.345977337536169e-08,9.696690028704325e-08
1978,5.8811853165252614e-08,7.841580895728839e-08
1979,7.080888053678791e-08,7.841644134032322e-08
1980,9.20994409625564e-08,1.0346974477215554e-07
1981,7.40089305395486e-08,6.958104137311238e-08
1982,7.138627466929393e-08,6.331652002700139e-08
1983,6.757387893685518e-08,5.5574780333245144e-08
1984,6.78483971228161e-08,7.59670086836195e-08
1985,1.3113915997564618e-07,4.3913573222198465e-08
1986,1.0790073901034702e-07,5.095312616276715e-08
1987,9.471766304613993e-08,4.888653393209097e-08
1988,1.0613900514044872e-07,7.015967895540598e-08
1989,8.561470821177863e-08,6.695508858456378e-08
1990,7.464652185262821e-08,6.756327053381028e-08
1991,8.557739050729651e-08,6.50622666853451e-08
1992,5.509944145387635e-08,4.35285585353995e-08
1993,5.539207492688547e-08,7.256361556073898e-08
1994,7.859640760443654e-08,1.0022360896755345e-07
1995,7.3203082706641e-08,5.4224507550770795e-08
1996,6.672615171510188e-08,5.4448541675355955e-08
1997,7.14439281068735e-08,6.569005250867122e-08
1998,6.24624902911819e-08,6.723062284663683e-08
1999,6.124069784618769e-08,7.312321770314156e-08
2000,7.952456826387788e-08,6.936309659977269e-08
2001,7.404248236753119e-08,6.177508282689814e-08
2002,5.914649037208619e-08,4.7317193718754424e-08
2003,7.208776509060044e-08,6.250384387840313e-08
2004,6.519091044765446e-08,2.8631143678126136e-08
2005,6.485399239863909e-08,3.332774767272895e-08
2006,6.959233900261097e-08,4.6532157682577235e-08
2007,1.0106032988232982e-07,3.754810862233171e-08
2008,1.260202111552644e-07,4.470311765203405e-08
2009,1.3064847337318497e-07,3.337734710839868e-08
2010,1.7666985741016106e-07,3.495607003856094e-08
2011,1.9578736498715443e-07,2.9444583660165335e-08
2012,2.5940406089830503e-07,3.744677812278496e-08
2013,2.3595997333814012e-07,3.625862632361532e-08
2014,2.3863205456109426e-07,4.439162637481786e-08
2015,2.3185378950074664e-07,4.344487791740903e-08
2016,2.3116155034585972e-07,4.8676490393972927e-08
2017,2.759625488124584e-07,3.597324038651095e-08
2018,2.547907627103996e-07,3.2268335559137995e-08
2019,2.3826225969969528e-07,3.086695343768042e-08
