year,avions_VERB appelé_VERB,avions_VERB rappelé_VERB
1872,3.0236694925633856e-08,0.0
1873,1.3767810003173508e-08,2.9930022904522957e-09
1874,1.1351757756017378e-08,0.0
1875,1.0298748520654044e-08,1.716458086775674e-09
1876,1.5719638923883394e-08,3.02300739996042e-09
1877,1.2988113695655557e-08,6.184815992682502e-10
1878,1.1474268646338714e-08,1.2078177347163432e-09
1879,1.221865097988939e-08,1.221865053580018e-09
1880,1.4119262203848848e-08,0.0
1881,3.137628468152798e-08,6.9725074602899895e-09
1882,7.986462158271479e-09,0.0
1883,1.1374810426900694e-08,6.951272890631799e-09
1884,1.7164412113856997e-08,3.300848483434038e-09
1885,1.4824961702686323e-08,5.80107206715752e-09
1886,1.8069698626277386e-08,1.2906927748801422e-09
1887,6.528924512139156e-09,2.6115698492645834e-09
1888,4.4384300679212174e-09,6.340614699951175e-10
1889,1.8795409673089125e-08,2.5060546970934183e-09
1890,3.47382496102e-08,2.6217545912032847e-09
1891,1.211101796627645e-08,3.1871101313640793e-09
1892,1.817868522380195e-08,8.149066310636499e-09
1893,1.539604177480669e-08,6.15841644346915e-09
1894,1.8904618315218613e-08,1.2603078580752936e-09
1895,1.2639090662958097e-08,2.4074457982692365e-09
1896,1.7691087705884456e-08,0.0
1897,6.409385022720926e-09,4.078699600285063e-09
1898,1.584339415217073e-08,5.6583548957434e-10
1899,1.9899282222013426e-08,2.2110313580014918e-09
1900,1.5054054003371675e-08,4.15284251431558e-09
1901,1.0618603774048552e-08,1.4530721514915967e-08
1902,7.856454153909453e-09,4.419255628107521e-09
1903,2.1600881083827517e-08,6.480264325148255e-09
1904,2.042357571951925e-08,4.837162670412454e-09
1905,8.773290538499623e-09,2.580379465655369e-09
1906,1.800464666246171e-08,2.0576738091193647e-09
1907,2.3657079850636364e-08,7.71426478252124e-09
1908,4.371136341774218e-08,9.331639461152008e-09
1909,2.585462333115629e-08,6.60118004702781e-09
1910,1.977335806202518e-08,1.2291546447329438e-08
1911,1.9153347352585115e-08,6.384448969498635e-09
1912,9.897900277167082e-09,7.814131564032323e-09
1913,3.075734156254839e-08,4.772690687104841e-09
1914,8.705766774141921e-09,8.705766774141921e-09
1915,1.1780762143587253e-08,9.424609537234119e-09
1916,4.614734194774428e-08,4.394984820521586e-09
1917,2.52227767560953e-08,9.869782324756216e-09
1918,3.2161853624756986e-08,1.033773866510046e-08
1919,1.9336480860943084e-08,1.012863304339362e-08
1920,1.3630017114962811e-08,6.057785384427916e-09
1921,2.8019165654313838e-08,5.300923255902035e-09
1922,2.951174238319254e-08,8.115729421831475e-09
1923,1.5923921736771263e-08,8.492758496458919e-09
1924,2.1915761649893284e-08,1.1602462102189293e-08
1925,1.6497267552040284e-08,7.698724324711748e-09
1926,2.3406890647947876e-08,6.687683296036084e-09
1927,1.2264147031260109e-08,1.1149224654616319e-08
1928,1.7139061725401916e-08,6.8556245125250825e-09
1929,2.6736975300423182e-08,2.2280812750352652e-09
1930,3.2561171536826805e-08,8.402882833991043e-09
1931,2.3951248095954725e-08,6.843213995466613e-09
1932,1.8631212128639163e-08,9.863582839386709e-09
1933,6.882397318719313e-09,9.176529758292418e-09
1934,1.5576054224197833e-08,7.188948103475923e-09
1935,3.4708023122220766e-08,1.0771455727365264e-08
1936,2.9099314957647948e-08,1.33371855781661e-08
1937,2.0145789036973838e-08,8.813782592653752e-09
1938,1.2965214679638848e-08,5.186085783037697e-09
1939,3.6705721129237645e-08,4.588215141154706e-09
1940,1.7750480196809804e-08,5.0715658339584024e-09
1941,8.854508237732261e-09,2.9515025978810172e-09
1942,2.1239483061208375e-08,1.8205270180260413e-08
1943,2.322588166236983e-08,2.9032352077962287e-09
1944,2.5705489292704442e-08,3.534504600111177e-08
1945,1.089252066321933e-08,1.089252066321933e-08
1946,2.5057987684817817e-08,1.1136883415474585e-08
1947,2.3841742802233057e-08,1.7881307101674793e-08
1948,2.8266908813634473e-08,8.697510267552389e-09
1949,2.7487622844546422e-08,1.2762110479513922e-08
1950,2.2334258886758107e-08,7.444753258312176e-09
1951,3.5182626589858046e-08,6.396841278899501e-09
1952,3.374337254058446e-08,9.490323193972472e-09
1953,3.5553629373907825e-08,1.508335856215126e-08
1954,2.8340354063516315e-08,1.7590565448699635e-08
1955,2.627970197011109e-08,1.407841132561316e-08
1956,2.703553825256222e-08,1.831439710997529e-08
1957,2.03205861026845e-08,6.184526224473075e-09
1958,3.722509589465517e-08,5.790570245522986e-09
1959,2.6352543258667538e-08,9.300897829689347e-09
1960,2.353083417006019e-08,8.997083078554624e-09
1961,3.682524507553353e-08,7.64297514166401e-09
1962,2.6002021868976044e-08,1.3952304200870458e-08
1963,1.8751554975438012e-08,5.819448034571906e-09
1964,2.251068309533366e-08,9.125952438182594e-09
1965,3.1190648286383293e-08,1.2038495533772675e-08
1966,3.0464910594218964e-08,1.0524241922382771e-08
1967,3.1554147739143446e-08,7.888536934785861e-09
1968,2.8745061442236874e-08,1.0779397818794223e-08
1969,2.997560244466513e-08,4.995933444718048e-09
1970,1.9314645882673176e-08,1.3796174869185052e-08
1971,3.956565919338573e-08,9.24911525146399e-09
1972,2.3598675014113724e-08,7.182205497002769e-09
1973,1.874489363729026e-08,1.1026407342740185e-08
1974,3.1503201824989446e-08,6.1881286761433785e-09
1975,2.1703623787061588e-08,1.313640396460869e-08
1976,2.856763359204706e-08,9.141642998145016e-09
1977,3.0559267116814226e-08,5.289103821581875e-09
1978,3.5643548557118265e-08,1.544553818177974e-08
1979,3.979342011461995e-08,5.851973128301324e-09
1980,2.615169236719339e-08,8.527726080842513e-09
1981,2.4037088763861902e-08,5.060439622894819e-09
1982,4.221101690404794e-08,1.1794254461960918e-08
1983,4.16810870262907e-08,1.2630632539867293e-08
1984,2.4355836458767044e-08,6.958810416790584e-09
1985,2.947623478632977e-08,6.617113967877231e-09
1986,3.356911904006665e-08,8.991728250862252e-09
1987,2.810975807676641e-08,1.4054879038383206e-08
1988,2.998276826815527e-08,6.596209356501959e-09
1989,2.3050112929468014e-08,6.036934507847036e-09
1990,2.9967580417178397e-08,8.717841559757744e-09
1991,3.282420379946416e-08,1.1136783939491579e-08
1992,2.589673719910479e-08,3.856960972825618e-09
1993,3.268132431344384e-08,9.416652346772025e-09
1994,3.006708126918056e-08,9.494868002946077e-09
1995,3.7957157417167764e-08,4.337960657352369e-09
1996,4.003569031851839e-08,3.736664311304594e-09
1997,2.4933450859521145e-08,4.315404922294874e-09
1998,2.43174582692518e-08,4.7681290027412615e-09
1999,3.153438754566196e-08,1.0054442611817649e-08
2000,4.373851325567557e-08,5.3016377954406835e-09
2001,2.6287271026603776e-08,3.943090742808408e-09
2002,2.716357272447567e-08,4.381221607729913e-09
2003,3.208530685583355e-08,1.12506919336397e-08
2004,2.2023955992267474e-08,1.0571499231559756e-08
2005,2.2068373795036678e-08,1.3511248786457486e-09
2006,2.4295550460351478e-08,3.294311934354255e-09
2007,3.155638950147477e-08,7.988958827809256e-09
2008,3.448526086913262e-08,1.2772318758180745e-09
2009,2.336414262060771e-08,3.337734755248789e-09
2010,2.8342757474320024e-08,3.3066551718974324e-09
2011,3.21213633469597e-08,6.500752380844688e-09
2012,1.9063815415165664e-08,4.425528388196653e-09
2013,2.872798710029656e-08,1.6734750252211938e-09
2014,2.3819897165822113e-08,3.4647122948427977e-09
2015,2.327404224899965e-08,1.7732603163622684e-09
2016,2.38204105329487e-08,3.1070099826280284e-09
2017,2.792328501755037e-08,4.779661555431858e-09
2018,3.872199982879465e-08,4.3884935685412074e-09
2019,2.1938495464723928e-08,2.04079020349468e-09
