year,ayons_VERB apporté_VERB,ayons_VERB rapporté_VERB
1957,6.184526224473075e-09,0.0
1958,4.1361216673863055e-09,0.0
1959,0.0,3.8753737996444215e-09
1960,6.2287499602575735e-09,0.0
1961,0.0,6.948159270159238e-10
1962,1.2683912808952869e-09,1.9025869768540815e-09
1963,6.466053248388448e-10,6.466053248388448e-10
1964,3.041984220075733e-09,1.8251904432275978e-09
1965,3.2832261354087677e-09,1.0944086747954884e-09
1966,2.215629901769489e-09,5.539074754423723e-10
1967,4.437302081328198e-09,1.4791006197611978e-09
1968,2.245707841908029e-09,4.4914158503495116e-10
1969,3.1792304344691047e-09,0.0
1970,5.978342709767048e-09,0.0
1971,2.569198631618974e-09,0.0
1972,5.130146862875051e-10,0.0
1973,8.821126051827832e-09,1.102640756478479e-09
1974,6.750686232237513e-09,1.6876715580593782e-09
1975,3.998036124386317e-09,0.0
1976,1.142705374768127e-09,0.0
1977,2.3507127355770763e-09,0.0
1978,0.0,0.0
1979,7.607565244427406e-09,5.851973350345929e-10
1980,2.8425752862659692e-09,0.0
1981,6.325549528618524e-10,1.2651099057237047e-09
1982,3.1037510339615437e-09,1.2415004579935385e-09
1983,5.052252838311233e-09,6.315316047889041e-10
1984,2.3196033982486597e-09,1.1598016991243298e-09
1985,0.0,0.0
1986,2.3977941854269602e-09,0.0
1987,1.2221633705067347e-09,0.0
1988,6.596209356501959e-09,0.0
1989,2.1952488715726304e-09,1.0976244357863152e-09
1990,1.089730194969718e-09,0.0
1991,2.9307325455363298e-09,0.0
1992,1.65298330578878e-09,0.0
1993,0.0,0.0
1994,0.0,0.0
1995,1.626735190995987e-09,5.422450821690461e-10
1996,3.736664311304594e-09,0.0
1997,4.79489448146353e-10,0.0
1998,1.144351013948608e-08,1.43043876743576e-09
1999,1.1882523409667556e-08,4.570201161957499e-10
2000,9.719669513685858e-09,0.0
2001,7.886181485616817e-09,0.0
2002,6.571832411594869e-09,0.0
2003,1.1667384391955693e-08,4.1669229178253886e-10
2004,1.2773894830786503e-08,0.0
2005,1.4411998705554652e-08,9.007499190971657e-10
2006,2.0589450144825605e-09,0.0
2007,1.997239706952314e-09,0.0
2008,0.0,4.257439678578834e-10
2009,1.430457752249481e-09,4.76819250749827e-10
2010,9.447586046817946e-10,0.0
2011,1.1471915639660324e-09,3.82397197240536e-10
2012,1.0212758416727752e-09,0.0
2013,8.367375126105969e-10,5.578250084070646e-10
2014,2.5985342766432495e-09,1.5158115873603606e-09
2015,1.994917786518613e-09,1.10828768384863e-09
2016,1.4499380585064614e-09,4.1426800878596737e-10
2017,7.54683426862357e-10,0.0
2018,1.290733298020541e-09,2.5814667070633845e-10
2019,1.53059265262101e-09,5.1019755087367e-10
