year,pouvons_VERB apporter_VERB,pouvons_VERB rapporter_VERB
1935,8.617164581892212e-08,3.590485420090772e-08
1936,5.2136272188363364e-08,5.092380206406233e-08
1937,8.436049370175169e-08,5.5400921183945684e-08
1938,7.90878047496335e-08,4.797129449229942e-08
1939,7.188203454688846e-08,3.364691281149135e-08
1940,7.86092684279538e-08,3.296517903095264e-08
1941,6.198155233505531e-08,5.60785480274717e-08
1942,8.192371581117186e-08,3.3376331032286544e-08
1943,7.83873517207212e-08,4.645176332473966e-08
1944,9.318240046241044e-08,1.2852744646352221e-08
1945,8.931866801731303e-08,2.3963544037997053e-08
1946,7.378185529205439e-08,3.201854070766785e-08
1947,1.0251949333905941e-07,2.0265479960812627e-08
1948,6.52313261184645e-08,3.4790041070209554e-08
1949,5.890204946013e-08,2.7487622844546422e-08
1950,6.593923984610228e-08,3.722376362702562e-08
1951,6.929911222641749e-08,2.3455083209000804e-08
1952,7.170466886918803e-08,2.2144087452602434e-08
1953,7.002987700843732e-08,1.508335856215126e-08
1954,8.306655985279576e-08,2.9317607896928166e-08
1955,7.883910768669011e-08,4.129667274810345e-08
1956,6.628067694691708e-08,3.575668117150599e-08
1957,7.156380377182359e-08,3.0922631566454584e-08
1958,7.445019178931034e-08,2.3162280982091943e-08
1959,7.983270222666761e-08,1.3951345856355601e-08
1960,9.066291539738813e-08,2.07624992754063e-08
1961,8.337791257417848e-08,1.528595028332802e-08
1962,7.927445722089033e-08,1.77574772664002e-08
1963,7.371300370095923e-08,2.198458126656533e-08
1964,8.152517239068402e-08,1.3993127545575135e-08
1965,6.675892905150249e-08,2.9001830270658502e-08
1966,8.419393537906217e-08,3.932743197765376e-08
1967,8.282963648298391e-08,2.7609878827661305e-08
1968,7.994719908310799e-08,2.6050212653672133e-08
1969,6.267625707323532e-08,2.1346261647181564e-08
1970,6.024329479714652e-08,2.3913370839068193e-08
1971,7.245140665190775e-08,2.4664307929356255e-08
1972,7.336110030564669e-08,2.257264597460562e-08
1973,7.167164994825725e-08,1.4885650045926013e-08
1974,7.0882201441691e-08,2.0814615808717463e-08
1975,6.339742952832239e-08,1.7134439644905797e-08
1976,7.71326114090698e-08,1.5997875024709174e-08
1977,8.756404668019968e-08,1.23412418062685e-08
1978,6.891085746474346e-08,1.6633656230169436e-08
1979,6.963848164787123e-08,1.1703946256602649e-08
1980,9.266795331086541e-08,2.38776323158163e-08
1981,6.388805218193738e-08,1.5181319312773667e-08
1982,7.697303061604543e-08,2.2347007799794483e-08
1983,5.9363969739933964e-08,1.7682884490000106e-08
1984,7.016799941084173e-08,2.0296528902008504e-08
1985,5.9554025710895075e-08,1.5038894574104233e-08
1986,5.994485263727256e-08,9.591176741707841e-09
1987,5.010869941202145e-08,1.7721369260925712e-08
1988,6.95600235189886e-08,1.8589316752581908e-08
1989,5.3234785468703194e-08,1.0976243913773942e-08
1990,6.647353956168445e-08,1.2531897297662908e-08
1991,6.857914058855386e-08,1.1722930182145319e-08
1992,8.154717079378315e-08,8.264915862810085e-09
1993,5.373031086719493e-08,1.772546376344053e-08
1994,6.488159698392337e-08,1.002236071911966e-08
1995,5.4224507550770795e-08,7.591431483433553e-09
1996,6.085424786306248e-08,1.3345230698291743e-08
1997,6.329261026394306e-08,2.061804593722627e-08
1998,6.532336982445486e-08,8.10582001520288e-09
1999,5.255731494457905e-08,1.416762351880152e-08
2000,4.9040149718848625e-08,8.83606254831193e-09
2001,5.52032695111393e-08,6.571817756650944e-09
2002,6.17752249354453e-08,5.257465574004527e-09
2003,5.458668894675611e-08,1.0833999475323708e-08
2004,5.90242024145482e-08,8.80958239690699e-09
2005,6.260211904418611e-08,1.170974872621855e-08
2006,5.023825622174627e-08,9.059357708451898e-09
2007,7.150118364052105e-08,8.787854888225866e-09
2008,4.640609319039868e-08,8.089135583588813e-09
2009,5.1019661384543724e-08,1.2874119548200724e-08
2010,5.1489344343735866e-08,8.97520635589899e-09
2011,4.741725234680416e-08,8.412738061736036e-09
2012,4.595741032176193e-08,7.489355802192676e-09
2013,5.466685237820457e-08,6.693900100884775e-09
2014,3.724565544871439e-08,7.57905826986871e-09
2015,4.100664341422089e-08,5.54143841924315e-09
2016,4.101253381350034e-08,1.2013772199281902e-08
2017,5.157003357680878e-08,5.7859059765519305e-09
2018,4.362678751590465e-08,8.26069346260283e-09
2019,3.9285211528294894e-08,5.867272001580659e-09
