year,dus_VERB avoir_VERB
1972,4.6171320100540925e-09
1973,7.718485406371656e-09
1974,3.937900228123681e-09
1975,5.711480177694739e-09
1976,6.2848797277581525e-09
1977,2.938390863960194e-09
1978,4.158414057542359e-09
1979,8.192762912528906e-09
1980,8.527726080842513e-09
1981,8.855769451088236e-09
1982,8.690503427999374e-09
1983,1.136756910824488e-08
1984,3.479405208395292e-09
1985,9.02333674446254e-09
1986,2.997242676272549e-09
1987,6.721898593298192e-09
1988,5.99655392008458e-09
1989,1.0976243913773942e-08
1990,2.724325431913144e-09
1991,6.4476117778156095e-09
1992,5.509944056569793e-09
1993,9.970573700002205e-09
1994,4.2199412852994556e-09
1995,5.4224509327127635e-09
1996,2.6690460952494277e-09
1997,4.794894259418925e-09
1998,5.72175506974304e-09
1999,9.140402212892695e-09
2000,5.3016377954406835e-09
2001,7.448059946568719e-09
2002,3.066854992184176e-09
2003,5.416999737661854e-09
2004,6.166707589017051e-09
2005,5.404499514582994e-09
2006,5.7650457740976435e-09
2007,5.991719120856942e-09
2008,5.108927503272298e-09
2009,2.384096253749135e-09
2010,7.558068837454357e-09
2011,1.6825476123472072e-08
2012,1.7702113552786614e-08
2013,2.2312999448104165e-08
2014,2.403644216997236e-08
2015,1.994917830927534e-08
2016,1.905632807108759e-08
2017,2.037645252528364e-08
2018,2.0651732768328657e-08
2019,1.8622211328533922e-08
