year,voulez_VERB amener_VERB,voulez_VERB ramener_VERB
1849,4.1897072478036534e-09,0.0
1850,5.431196825611551e-09,8.82569484161877e-09
1851,6.449438760824933e-10,6.449438760824933e-09
1852,0.0,6.510545436100301e-10
1853,5.971931837933653e-10,2.9859659189668264e-09
1854,2.0782657816909023e-09,4.676098175337984e-09
1855,5.306937111981824e-10,3.1841622671890946e-09
1856,5.694908100650764e-09,8.28350277259915e-09
1857,2.9289055625270066e-09,8.298565390418844e-09
1858,6.361778659424999e-09,6.361778659424999e-09
1859,2.036869339860914e-09,3.055304009791371e-09
1860,4.577183909670879e-10,3.661747127736703e-09
1861,3.3011746669586728e-09,1.131831339762357e-08
1862,4.517986262886353e-10,6.325180823552046e-09
1863,1.4983863039219614e-09,6.99246927027275e-09
1864,2.3973640850272204e-09,7.1920918109924514e-09
1865,5.177528628053096e-09,5.6482134525026595e-09
1866,9.731225825149181e-10,5.838735717134114e-09
1867,9.7056229719783e-10,1.358787216076962e-08
1868,2.9639244392143382e-09,1.4819622196071691e-09
1869,8.790334682373668e-09,4.883519144627257e-10
1870,7.454262984651905e-09,4.587239033071455e-09
1871,5.3105884134652115e-09,3.18635318130589e-09
1872,1.8142017887967654e-09,8.4662747923403e-09
1873,6.584604861359367e-09,5.387403856360606e-09
1874,5.974609140757536e-10,1.3741600746186577e-08
1875,2.8607636259891933e-09,5.721527140956084e-10
1876,5.441413541973361e-09,2.418405919968336e-09
1877,1.8554447978047506e-09,6.184816214727107e-09
1878,6.039088673581716e-10,1.8117265465633636e-09
1879,6.109325489944695e-09,6.109325489944695e-09
1880,1.9253538763308597e-09,5.134277003548959e-09
1881,1.1156012114099667e-08,7.669758161910067e-09
1882,3.3276925659464496e-09,2.6621540527571597e-09
1883,6.319338829996468e-09,3.159669414998234e-09
1884,4.621187876807653e-09,7.922036360241691e-09
1885,3.86738152613475e-09,2.5782542767416317e-09
1886,0.0,1.2906927970846027e-08
1887,5.876032105334161e-09,1.3057849246322917e-09
1888,1.268122939990235e-09,1.9021844099853524e-09
1889,1.2530273485467092e-09,4.385595886446936e-09
1890,1.3108772956016423e-09,6.554386478008212e-10
1891,1.9122659011827636e-09,8.92390783491237e-09
1892,1.191017329205124e-08,1.8805537127519756e-09
1893,7.390100087434348e-09,6.15841644346915e-09
1894,2.520615716150587e-09,1.2603078580752936e-09
1895,8.426059849853118e-09,4.814891596538473e-09
1896,1.179405795248556e-09,1.179405795248556e-09
1897,2.9133566670225264e-09,6.409385022720926e-09
1898,1.13167097914868e-09,2.26334195829736e-09
1899,3.8693048765026106e-09,1.1055156790007459e-09
1900,1.038210628578895e-09,5.19105292084987e-09
1901,1.676621730339889e-09,2.794369402536745e-09
1902,1.4730852093691738e-09,5.892340837476695e-09
1903,9.720396931811592e-09,5.400220270956879e-10
1904,4.837162670412454e-09,4.299700151477737e-09
1905,5.160758931310738e-09,1.5482277682110634e-09
1906,0.0,5.658602919567102e-09
1907,4.6285588695127444e-09,3.599990305858114e-09
1908,2.9468334439286537e-09,1.4734167219643268e-09
1909,3.850688656825696e-09,0.0
1910,2.137660271017694e-09,5.344150677544235e-10
1911,1.0640748282497725e-09,5.320374141248863e-10
1912,3.125652625612929e-09,7.814131564032323e-09
1913,4.242391771214216e-09,4.772690687104841e-09
1914,8.036092680185902e-09,7.366418142140674e-09
1915,2.3561523843085297e-09,0.0
1916,1.0987462051303964e-09,1.0987462051303964e-09
1917,0.0,1.0966424435210342e-09
1918,4.594550517822427e-09,4.594550517822427e-09
1919,9.207848372660976e-10,1.8415696745321952e-09
1920,1.514446346106979e-09,1.514446346106979e-09
1921,7.572747429129834e-10,7.572747429129834e-10
1922,7.377935595798135e-09,5.902348387820666e-09
1923,3.1847844361720945e-09,0.0
1924,0.0,1.289162443462999e-09
1925,3.299453377181294e-09,4.399271169575059e-09
1926,3.343841648018042e-09,4.458455382660986e-09
1927,1.1149224876660924e-09,0.0
1928,3.4278122562625413e-09,2.2852082448565625e-09
1929,7.798284684668033e-09,3.342121912552898e-09
1930,1.0503603542488804e-09,1.0503603542488804e-09
1931,1.1405356659111021e-09,2.2810713318222042e-09
1932,7.6716757391182e-09,2.1919073223131136e-09
1933,0.0,4.588264879146209e-09
1934,0.0,7.188948103475923e-09
1935,0.0,4.787313656606784e-09
1936,0.0,3.6374143697059935e-09
1937,1.2591118148108649e-09,7.554670666820584e-09
1938,0.0,2.5930428915188486e-09
1939,3.058810094103137e-09,1.5294050470515685e-09
1940,0.0,5.0715658339584024e-09
1941,0.0,5.9030051957620344e-09
1942,3.034211770724937e-09,3.034211770724937e-09
1943,0.0,5.806470415592457e-09
1944,0.0,1.2852744646352221e-08
1945,0.0,2.178504043826024e-09
1946,2.7842208538686464e-09,2.7842208538686464e-09
1947,1.1920870957027319e-09,0.0
1948,0.0,2.174377566888097e-09
1949,0.0,2.945102384188658e-09
1950,2.1270722960764488e-09,2.1270722960764488e-09
1951,2.1322803522849654e-09,1.0661401761424827e-09
1952,0.0,3.1634410646574906e-09
1953,4.3095309543161875e-09,1.0773827385790469e-09
1954,1.9545072227344917e-09,0.0
1955,0.0,7.508486277174597e-09
1956,3.488456634670456e-09,5.232684952005684e-09
1957,8.835037701437898e-10,2.6505113659425206e-09
1958,0.0,0.0
1959,2.325224457422337e-09,2.325224457422337e-09
1960,1.3841666701708277e-09,6.920833350854139e-10
1961,0.0,4.16889545107324e-09
1962,3.170978146727066e-09,0.0
1963,3.2330267352165265e-09,1.2932106496776896e-09
1964,6.083968329129164e-10,1.2167936658258327e-09
1965,2.73602163147757e-09,3.2832261354087677e-09
1966,4.985167390003653e-09,0.0
1967,0.0,4.930335584241163e-10
1968,0.0,8.982831700699023e-10
1969,4.087581828571274e-09,4.087581828571274e-09
1970,5.058597540852361e-09,3.219107425067591e-09
1971,2.569198631618974e-09,2.569198631618974e-09
1972,4.104117490300041e-09,1.5390440033513642e-09
1973,5.513203782392395e-10,1.102640756478479e-09
1974,4.500457340128605e-09,1.6876715580593782e-09
1975,1.7134440533084216e-09,5.711480177694739e-10
1976,2.285410749536254e-09,1.142705374768127e-09
1977,5.876781838942691e-10,1.1753563677885381e-09
1978,4.158414057542359e-09,1.1881182704343018e-09
1979,1.1703946700691858e-09,4.681578680276743e-09
1980,5.685150683554241e-10,2.8425752862659692e-09
1981,1.8976649140967083e-09,1.0753434587229549e-08
1982,6.207502289967692e-10,3.1037510339615437e-09
1983,1.2630632095778083e-09,2.5261264191556165e-09
1984,5.799008495621649e-10,1.739702604197646e-09
1985,0.0,6.015558051686298e-10
1986,1.7983456945813714e-09,2.997242676272549e-09
1987,1.2221633705067347e-09,2.4443267410134695e-09
1988,1.1993107618124554e-09,1.1993107618124554e-09
1989,1.0976244357863152e-09,2.7440609784434855e-09
1990,2.724325431913144e-09,2.179460389939436e-09
1991,5.861465202094962e-10,4.68917216167597e-09
1992,1.65298330578878e-09,1.65298330578878e-09
1993,4.4313659408601325e-09,2.7696036575264316e-09
1994,3.164955852952289e-09,2.1099706426497278e-09
1995,3.253470381991974e-09,2.1689803286761844e-09
1996,2.6690460952494277e-09,0.0
1997,1.917957792585412e-09,0.0
1998,1.43043876743576e-09,9.536258449571733e-10
1999,4.570201161957499e-10,1.3710603763428253e-09
2000,0.0,4.418031274155965e-09
2001,1.3143635069212678e-09,8.762423564512289e-10
2002,1.3143663935011318e-09,4.381221607729913e-09
2003,4.1669229178253886e-10,8.333845835650777e-10
2004,8.809582507929292e-10,2.2023955992267474e-09
2005,1.3511248786457486e-09,2.702249757291497e-09
2006,3.706100981659688e-09,8.235779835885637e-10
2007,5.592271090648637e-09,1.5977917877663117e-09
2008,1.2772318758180745e-09,4.257439734089985e-09
2009,1.907277002999308e-09,4.291373478793048e-09
2010,3.3066551718974324e-09,8.502827775203059e-09
2011,1.1471915639660324e-09,1.7590270573464295e-08
2012,1.0212758416727752e-09,1.1234034147378225e-08
2013,7.2517249982695375e-09,6.693900100884775e-09
2014,5.413613113347537e-09,8.228691505962615e-09
2015,3.768178213903184e-09,7.093041265449074e-09
2016,2.0713399884186856e-09,1.2013772199281902e-08
2017,3.773417134311785e-09,7.043711836018929e-09
2018,6.9699601645822895e-09,6.9699601645822895e-09
2019,6.377469219387422e-09,7.652963596171958e-09
