year,voulons_VERB amener_VERB,voulons_VERB ramener_VERB
1984,4.059305780401701e-09,4.059305780401701e-09
1985,6.617113967877231e-09,4.210890747202711e-09
1986,6.593933843390687e-09,3.5966913891627428e-09
1987,5.49973533381376e-09,1.2221633705067347e-09
1988,2.398621523624911e-09,1.1993107618124554e-09
1989,7.134558721588746e-09,4.939309850016116e-09
1990,1.0352437129768077e-08,1.6345953479657283e-09
1991,5.2753188484189195e-09,0.0
1992,4.958949695321735e-09,3.856960972825618e-09
1993,4.4313659408601325e-09,2.7696036575264316e-09
1994,5.274926717646622e-09,5.802419433820205e-09
1995,2.1689803286761844e-09,1.0844901643380922e-09
1996,5.871901187504136e-09,3.2028553142993132e-09
1997,4.794894259418925e-09,7.671831170341648e-09
1998,5.2449422582867555e-09,4.7681290027412615e-09
1999,8.226361813967742e-09,3.1991407301035224e-09
2000,8.394259509714175e-09,4.4180314962005696e-10
2001,6.571817756650944e-09,3.5049694258049158e-09
2002,9.200564754507923e-09,1.3143663935011318e-09
2003,2.9168460979889232e-09,1.2500769308587678e-09
2004,3.523833003171717e-09,4.845270407116686e-09
2005,3.602999676388663e-09,5.404499514582994e-09
2006,2.8825228870488218e-09,2.8825228870488218e-09
2007,2.3966877371606188e-09,4.393927444112933e-09
2008,6.811903485726134e-09,3.8316958494988285e-09
2009,1.907277002999308e-09,2.860915504498962e-09
2010,4.723792912386671e-09,6.140930874920514e-09
2011,4.206369030868018e-09,4.5887662558641296e-09
2012,3.063827413996023e-09,4.425528388196653e-09
2013,3.6258624991347688e-09,6.136075203500013e-09
2014,3.4647122948427977e-09,3.2481677347817595e-09
2015,4.876465897751814e-09,2.659890530054554e-09
2016,1.4499380585064614e-09,3.314144070287739e-09
2017,2.264050280587071e-09,1.509366853724714e-09
2018,2.581466596041082e-09,4.64663996169179e-09
2019,6.377469219387422e-09,2.806086474294034e-09
