year,vos_DET routes_NOUN
2009,1.2397300297450897e-08
2010,1.2754241218715379e-08
2011,1.1089518608953242e-08
2012,1.906381530414336e-08
2013,1.3945625099154313e-08
2014,1.1909948693933359e-08
2015,1.9062547762516147e-08
2016,2.2784739650560937e-08
2017,1.6603035390971854e-08
2018,2.4265787379462722e-08
2019,2.1173197861656945e-08
