year,veux_VERB amener_VERB,veux_VERB ramener_VERB
1949,2.945102384188658e-09,4.908504269707237e-09
1950,8.508289184305795e-09,1.0635361480382244e-09
1951,6.396841278899501e-09,1.8124383771578323e-08
1952,1.0544803918932644e-09,9.490323193972472e-09
1953,1.0773827385790469e-09,2.1547654327491728e-08
1954,9.772536557761669e-09,1.9545072227344917e-09
1955,5.631364707880948e-09,5.631364707880948e-09
1956,1.744228317335228e-09,4.360570571293465e-09
1957,4.417518795207798e-09,5.301022731885041e-09
1958,8.272243334772611e-09,1.6544486891589827e-09
1959,9.300897829689347e-09,7.750747821333448e-10
1960,1.3841666701708277e-09,1.3841666701708277e-09
1961,6.948159270159238e-10,4.16889545107324e-09
1962,0.0,3.170978146727066e-09
1963,3.2330267352165265e-09,1.2932106496776896e-09
1964,2.4335873316516654e-09,6.083968440151466e-09
1965,7.1136563306595235e-09,3.830430195250756e-09
1966,4.985167390003653e-09,1.1078149508847446e-09
1967,1.9721342336964653e-09,4.437302081328198e-09
1968,4.940557296606585e-09,6.737123747768692e-09
1969,1.3625273131978588e-09,7.72098829315837e-09
1970,2.7592350626548523e-09,9.197450023812337e-10
1971,3.083038491169532e-09,4.624557625731995e-09
1972,4.104117490300041e-09,5.130146862875051e-10
1973,3.859242703185828e-09,3.859242703185828e-09
1974,2.2502286700643026e-09,2.812785782069227e-09
1975,5.711480177694739e-10,3.998036124386317e-09
1976,3.9994687561772935e-09,3.4281160132820787e-09
1977,4.11374712072643e-09,1.7630346071939584e-09
1978,2.3762365408686037e-09,2.3762365408686037e-09
1979,2.3407893401383717e-09,1.1703946700691858e-09
1980,5.685150683554241e-10,6.822181042309694e-09
1981,2.5302198114474095e-09,1.8976649140967083e-09
1982,2.483000915987077e-09,3.7245013739806154e-09
1983,3.78918940668882e-09,5.052252838311233e-09
1984,2.3196033982486597e-09,5.799008384599347e-09
1985,1.8046674155058895e-09,6.015557829641693e-09
1986,1.1988970927134801e-09,4.7955883708539204e-09
1987,6.110816852533674e-10,1.2221633705067347e-09
1988,5.996553809062277e-10,2.398621523624911e-09
1989,1.6464366536794728e-09,5.488121956886971e-09
1990,2.724325431913144e-09,2.179460389939436e-09
1991,2.9307325455363298e-09,4.10302547493302e-09
1992,2.7549720282848966e-09,3.30596661157756e-09
1993,1.661762283333701e-09,3.323524566667402e-09
1994,2.1099706426497278e-09,3.6924485691258724e-09
1995,4.337960657352369e-09,4.880205572987961e-09
1996,1.067618438099771e-09,4.804283193493575e-09
1997,2.3974471297094624e-09,2.876936688878118e-09
1998,5.2449422582867555e-09,6.675381136744818e-09
1999,3.1991407301035224e-09,4.570201106446348e-09
2000,2.6508188977203417e-09,1.3254094488601709e-09
2001,3.943090742808408e-09,4.8193329327261836e-09
2002,4.381221607729913e-09,2.1906108038649563e-09
2003,5.8336921959778465e-09,2.5001538617175356e-09
2004,6.607186797680242e-09,1.7619165015858584e-09
2005,2.702249757291497e-09,6.7556245042510454e-09
2006,1.6471559671771274e-09,3.294311934354255e-09
2007,5.592271090648637e-09,4.7933754743212376e-09
2008,3.8316958494988285e-09,6.3861596011349775e-09
2009,7.629108011997232e-09,3.337734755248789e-09
2010,7.558068837454357e-09,8.97520635589899e-09
2011,4.206369030868018e-09,8.412738061736036e-09
2012,5.446804340891731e-09,9.872333173177594e-09
2013,6.9728125495771565e-09,6.9728125495771565e-09
2014,3.897801192920269e-09,1.2126492698882885e-08
2015,4.43315073539452e-09,8.644644111654998e-09
2016,4.556948152156792e-09,1.1806638333666797e-08
2017,7.043711836018929e-09,8.049956257139002e-09
2018,5.421080029321956e-09,1.3681773936013997e-08
2019,6.12237061048404e-09,1.0714148679369373e-08
