year,voudrions_VERB appeler_VERB,voudrions_VERB rappeler_VERB
1976,7.998937512354587e-09,5.4278505245974884e-08
1977,1.23412418062685e-08,4.760193306196925e-08
1978,1.128712323605896e-08,5.584155715609995e-08
1979,6.437170796402825e-09,4.330460257051527e-08
1980,1.3644362084619388e-08,4.8892296433677984e-08
1981,1.0120879245789638e-08,6.57857128771866e-08
1982,8.069752865935698e-09,4.407326770206055e-08
1983,6.315316269933646e-09,4.2312617409834274e-08
1984,5.799008384599347e-09,4.813177056917084e-08
1985,1.2031116103372597e-09,4.692135391337615e-08
1986,6.593933843390687e-09,4.076250093021372e-08
1987,7.332980445085013e-09,3.972030881982391e-08
1988,6.596209356501959e-09,3.2381390013824785e-08
1989,4.390497743145261e-09,3.1831110192115375e-08
1990,7.628111475810329e-09,2.942271493111548e-08
1991,4.68917216167597e-09,4.1616402768340777e-08
1992,2.7549720282848966e-09,4.35285585353995e-08
1993,9.970573700002205e-09,2.3818591543545153e-08
1994,5.274926717646622e-09,2.7429617688312646e-08
1995,7.591431483433553e-09,3.199246023655178e-08
1996,6.939520069693117e-09,2.93595068256991e-08
1997,1.917957792585412e-09,4.267456077400311e-08
1998,7.152193948201102e-09,3.0516027038629545e-08
1999,1.690974471557638e-08,2.970630674781205e-08
2000,5.743440834038438e-09,2.8275401575683645e-08
2001,1.095302959441824e-08,2.4972907297637903e-08
2002,3.9430991805033955e-09,2.541108479192644e-08
2003,7.91715315529018e-09,1.583430631058036e-08
2004,7.928623979580607e-09,2.026203915761471e-08
2005,2.702249757291497e-09,3.2426996199319547e-08
2006,1.2353669198716943e-09,2.4707340173790726e-08
2007,5.192823504529542e-09,2.1969636776475454e-08
2008,4.6831836186811415e-09,2.1287197782271505e-08
2009,4.291373478793048e-09,1.5258216023994464e-08
2010,4.2514138876015295e-09,1.8895171649546683e-08
2011,2.2943831279320648e-09,1.1471915861704929e-08
2012,6.808505426114664e-10,6.127654827992046e-09
2013,2.5102124823206395e-09,1.2272150407000026e-08
2014,2.165445156521173e-09,8.445236510112863e-09
2015,1.329945265027277e-09,8.422986752520956e-09
2016,3.5212781579474495e-09,9.528164035543796e-09
2017,1.509366853724714e-09,7.043711836018929e-09
2018,2.581466596041082e-09,8.26069346260283e-09
2019,2.2958890344426663e-09,5.101975730781305e-09
