year,diverses_ADJ ondes_NOUN
1919,2.4861190439651182e-08
1920,1.8930579770426448e-08
1921,3.634918854800162e-08
1922,1.549366501762961e-08
1923,2.229349149729387e-08
1924,2.1915761649893284e-08
1925,1.0998178368026856e-08
1926,3.901148559748435e-08
1927,1.4493992672726108e-08
1928,1.5996457491951332e-08
1929,2.4508894469477127e-08
1930,6.932378227020308e-08
1931,3.649714130915527e-08
1932,3.835837958376942e-08
1933,5.5059178549754506e-08
1934,6.709684896577528e-08
1935,3.111753699158726e-08
1936,3.758661648589623e-08
1937,2.1404900962807005e-08
1938,4.6674770715071645e-08
1939,3.6705721129237645e-08
1940,2.7893612752905028e-08
1941,2.3612020783048138e-08
1942,2.1239483061208375e-08
1943,1.1612940831184915e-08
1944,1.6065930807940276e-08
1945,3.703456741277478e-08
1946,7.79581839083221e-08
1947,9.536696765621855e-09
1948,3.587722829934137e-08
1949,5.104844191805569e-08
1950,5.636741562398129e-08
1951,1.3859822622919182e-08
1952,2.8470971358274255e-08
1953,4.632745742583211e-08
1954,1.3095198880819225e-07
1955,6.757638004728506e-08
1956,4.971050771018781e-08
1957,3.6223653410161205e-08
1958,5.046068451974861e-08
1959,2.325224279786653e-08
1960,2.7683332959327345e-08
1961,4.099414141478519e-08
1962,2.4099433559854333e-08
1963,3.0390449268224984e-08
1964,4.319617374903828e-08
1965,1.3680108601477059e-08
1966,1.6617224929404983e-08
1967,2.1693477236794934e-08
1968,1.2126823101255013e-08
1969,1.3171097990039016e-08
1970,1.2876429700270364e-08
1971,1.1818314327172175e-08
1972,1.1799337507056862e-08
1973,1.9847533394568018e-08
1974,2.812785782069227e-09
1975,6.8537762132336866e-09
1976,1.8283285996290033e-08
1977,1.1753563677885381e-09
1978,1.7821774056514528e-09
1979,3.5111840102075575e-09
1980,6.253665585376211e-09
1981,1.2651099057237047e-09
1982,5.586751949948621e-09
1983,5.052252838311233e-09
1984,9.278413592994639e-09
1985,4.812446441349039e-09
1986,2.997242676272549e-09
1987,6.721898593298192e-09
1988,1.798966087207532e-09
1989,1.6464366536794728e-09
1990,6.538381391862913e-09
1991,4.68917216167597e-09
1992,3.30596661157756e-09
1993,6.093128224193833e-09
1994,2.1099706426497278e-09
1995,3.253470381991974e-09
1996,4.804283193493575e-09
1997,6.233362714880286e-09
1998,2.86087753487152e-09
1999,2.285100553223174e-09
2000,1.3254094488601709e-09
2001,5.257454027685071e-09
2002,3.066854992184176e-09
2003,1.2500769308587678e-09
2004,3.9643119897903034e-09
2005,4.503749373441224e-09
2006,4.941467679486777e-09
2007,2.7961355453243186e-09
2008,0.0
2009,1.430457752249481e-09
2010,3.7790344187271785e-09
2011,3.4415748029203996e-09
2012,5.446804340891731e-09
2013,3.6258624991347688e-09
2014,3.897801192920269e-09
2015,4.654808538617772e-09
2016,2.4856081637381067e-09
2017,1.509366853724714e-09
2018,7.228107001822082e-09
2019,4.591778068885333e-09
