year,aux_ADP arts_NOUN,aux_ADP rares_ADJ
1904,1.8031867625722953e-06,2.6658141383251177e-07
1905,1.6514429006520004e-06,2.6423087007287904e-07
1906,1.7515948869117892e-06,2.628678377192273e-07
1907,1.927023472347855e-06,2.1959940976756798e-07
1908,1.9979530989644445e-06,2.6865299318501457e-07
1909,1.8125740552932257e-06,2.640472196446808e-07
1910,1.698371107750063e-06,2.4796858522080356e-07
1911,1.6663411184225652e-06,2.2239164465531758e-07
1912,1.7425513867408426e-06,2.0733496430835885e-07
1913,1.8401373829135537e-06,2.465890212022259e-07
1914,1.7846821567246707e-06,2.0826872670909324e-07
1915,1.7082104655230523e-06,2.473960050153323e-07
1916,1.541540875393821e-06,2.900689910489973e-07
1917,1.8105566574888599e-06,2.6758074334054527e-07
1918,1.6184304847399744e-06,2.940512420224195e-07
1919,1.48706756775141e-06,2.891264330173726e-07
1920,1.6499892918631076e-06,2.544269737114746e-07
1921,1.3880845806113484e-06,2.5520158963843187e-07
1922,1.4320573029635852e-06,2.737214082060291e-07
1923,1.4650008406391635e-06,2.3355085865262026e-07
1924,1.7261884961428109e-06,2.784590993343272e-07
1925,1.6167321277293922e-06,2.3426119355463015e-07
1926,1.4634879850206062e-06,2.195789328141018e-07
1927,1.4572037427829088e-06,2.9768430742649343e-07
1928,1.3174226101142494e-06,2.673693515475861e-07
1929,1.399235075361105e-06,2.3506257740280034e-07
1930,1.4200871714109553e-06,2.174245956609866e-07
1931,1.4975233515457376e-06,1.8020463254941887e-07
1932,1.3743258461262897e-06,2.2576645974936582e-07
1933,1.534774646927417e-06,2.7185468809420854e-07
1934,1.6306930135101538e-06,2.096776512416909e-07
1935,1.651623267484581e-06,1.9987034161061956e-07
1936,1.4998272117594524e-06,2.3643193181044353e-07
1937,1.5159706565626152e-06,2.5685880622461355e-07
1938,1.6828848448113831e-06,2.55414729366521e-07
1939,1.437640688273234e-06,1.8964622761075134e-07
1940,1.4808971764423973e-06,1.9018371677503865e-07
1941,1.4344302465829628e-06,2.774412397599235e-07
1942,1.4685584517337702e-06,1.9722376620734394e-07
1943,1.3732302055480261e-06,2.8161380960511906e-07
1944,1.2756348972686737e-06,2.859735754867643e-07
1945,1.1284651248999467e-06,2.9409805080149454e-07
1946,1.30719171309579e-06,2.5893254473885463e-07
1947,1.2206972122008608e-06,2.5391454627765597e-07
1948,1.2339593036259089e-06,2.478790386284402e-07
1949,1.3174424600137513e-06,2.1793758442356648e-07
1950,1.1337295635627243e-06,2.446133180455945e-07
1951,1.3262783851164528e-06,2.3348470357120732e-07
1952,1.0565893671099502e-06,2.4991185298972596e-07
1953,1.145257872092742e-06,2.3271467686214464e-07
1954,1.2645661167098865e-06,2.3160909989883294e-07
1955,1.437875076781836e-06,2.5434997086293265e-07
1956,1.802659924443617e-06,2.5901789690863097e-07
1957,1.5964912640775708e-06,2.367790035151529e-07
1958,1.2325643048427537e-06,2.274866917062468e-07
1959,1.1649374340727547e-06,2.3794795822595916e-07
1960,1.2533628985789136e-06,2.2769541985212527e-07
1961,1.2729027538682658e-06,2.3762704515206678e-07
1962,1.216387264024732e-06,2.6065439673317314e-07
1963,1.175528431041073e-06,2.676946122548429e-07
1964,1.383494351525627e-06,2.2693201451318146e-07
1965,1.5004343225655248e-06,2.369394778156675e-07
1966,1.391415596962986e-06,2.891397006266061e-07
1967,1.439658016799683e-06,2.233441955823423e-07
1968,1.9151396557504086e-06,2.546632815736416e-07
1969,1.7181469544880201e-06,2.1527931792775234e-07
1970,1.5014836748372673e-06,2.5522923863263713e-07
1971,1.4454312262657254e-06,2.3533860193936107e-07
1972,1.7581013818102065e-06,2.1597918475890765e-07
1973,1.4549345168646255e-06,2.0619382379294393e-07
1974,1.547594710160638e-06,2.0589592253372757e-07
1975,1.3559053639866647e-06,2.164651027314335e-07
1976,1.618070825770701e-06,2.0454426552518612e-07
1977,1.4621432988803917e-06,2.1861628329844507e-07
1978,1.453662683559287e-06,2.3227711842821464e-07
1979,1.4109108352755584e-06,2.1944900385761912e-07
1980,1.513955623977381e-06,2.0693947799799162e-07
1981,1.493462249424482e-06,2.4859408309652054e-07
1982,1.3526147615294803e-06,2.569905968030639e-07
1983,1.3584244924480515e-06,2.753477756911593e-07
1984,1.5216598567846518e-06,2.2616133588115872e-07
1985,1.4383199653522638e-06,2.382160988467774e-07
1986,1.6616713711670172e-06,2.4517445140759264e-07
1987,1.7183616947136215e-06,2.1998940358258778e-07
1988,1.6772360833527955e-06,2.4465938874840276e-07
1989,1.8818770932682582e-06,2.7550373893348024e-07
1990,1.7768050355471132e-06,2.52272546852339e-07
1991,1.7361659851999889e-06,2.420785145673676e-07
1992,1.9141546037104717e-06,2.782521866251386e-07
1993,1.8611736862794714e-06,2.492643371709846e-07
1994,1.7496931254967762e-06,2.5372398138046037e-07
1995,1.6993960727518242e-06,2.7546049352622504e-07
1996,1.9291864905568445e-06,2.4768747586279005e-07
1997,1.759726302452691e-06,2.747474461273214e-07
1998,1.8595703927815066e-06,2.6701524724614956e-07
1999,1.9181134298662528e-06,2.4450576230350407e-07
2000,1.964256797215569e-06,2.699417107621116e-07
2001,1.9338668701962547e-06,2.3001362325913988e-07
2002,1.929051848925667e-06,2.5673956649541196e-07
2003,1.901783559743464e-06,2.7710036221151313e-07
2004,1.744297358996505e-06,2.5195406383460295e-07
2005,1.756912730854765e-06,2.666219778291179e-07
2006,1.7599860984152116e-06,2.8866408907646246e-07
2007,1.9037689251710788e-06,2.8640418570091697e-07
2008,1.8519862612365046e-06,2.580008553465518e-07
2009,1.7370525196014341e-06,2.6749559545180546e-07
2010,1.434616000661748e-06,2.6831143262739943e-07
2011,1.4381958672871065e-06,2.439694162248429e-07
2012,1.1703820983477442e-06,2.9344657459517975e-07
2013,1.0618198902356824e-06,2.5827296745717376e-07
2014,1.1548318834542215e-06,3.0879249202087067e-07
2015,1.1980589846860568e-06,2.877114884114462e-07
2016,1.2875449613147794e-06,2.8253078188100744e-07
2017,1.0105210521693664e-06,2.671579295565607e-07
2018,1.0034161335159553e-06,2.803472867185519e-07
2019,1.0826391636520327e-06,2.706597914681197e-07
